normalized_sku,match_status,tsw_sku,tsw_brand,tsw_name,tsw_images,tsw_image_ok,wc_sku,wc_type,wc_parent_sku,wc_brand,wc_name,wc_categories,wc_price,wc_in_stock,wc_published,wc_slug,wc_images,wc_last_audited,flag_name_mismatch,flag_brand_mismatch,flag_tsw_bad_image,flag_wc_missing_image,flag_tsw_missing_image,flag_wc_not_published,flag_wc_no_price,flag_wc_out_of_stock,notes
03TT,WC_ONLY,,,,,,03TT,simple,,TapeTech,TapeTech EasyClean® Automatic Mini - Taper,Drywall Finishing Tools > TapeTech > Automatic Taping Tools,,1,1,tapetech-easyclean-automatic-mini-taper,https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-easyclean-automatic-mini-taper-03TT-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-easyclean-automatic-mini-taper-03TT-2.webp,2026-05-07,False,False,False,False,False,False,True,False,not in TSW catalog
050019,TSW_ONLY,050019,TapeTech,TapeTech Disengaging Cam,https://s3.amazonaws.com/capmatfiles/product/MD-TapeTech_DisengagingCam.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
050023F,TSW_ONLY,050023F,TapeTech,Spacer Bar,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT050023F_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
050027,TSW_ONLY,050027,TapeTech,TapeTech 04TT Automatic Taper Replacement Needle Holder Lock,https://s3.amazonaws.com/capmatfiles/product/MD-tapetech_050027.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
050034F,TSW_ONLY,050034F,TapeTech,Disengaging Rod,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT050034F_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
050041F,TSW_ONLY,050041F,TapeTech,Disengaging Rod Bearing,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT0041F_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
050043F,TSW_ONLY,050043F,TapeTech,Anvil,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT050043F_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
050058,TSW_ONLY,050058,TapeTech,TapeTech Control Valve,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT050058_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
050063,TSW_ONLY,050063,TapeTech,Cut Off Cover,https://s3.amazonaws.com/tswfastcomfiles/product/TTT050063_M.jpg,False,,,,,,,,,,,,,False,False,True,False,False,False,False,False,TSW image uses old S3 bucket; not in WC catalog
050064F,TSW_ONLY,050064F,TapeTech,Automatic Taper Valve,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT050064F_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
050070F,TSW_ONLY,050070F,TapeTech,Axle Creaser Wheel,https://s3.amazonaws.com/tswfastcomfiles/product/TTT050070F_M.jpg,False,,,,,,,,,,,,,False,False,True,False,False,False,False,False,TSW image uses old S3 bucket; not in WC catalog
050073,TSW_ONLY,050073,TapeTech,TapeTech Automatic Taper Creaser Wheel,https://s3.amazonaws.com/capmatfiles/product/MD-TapeTech_CreaserWheel.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
050083F,TSW_ONLY,050083F,TapeTech,Cable Drum,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT050083F_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
050086F,TSW_ONLY,050086F,TapeTech,Bushing Head,https://s3.amazonaws.com/tswfastcomfiles/product/TTT050086F_M.jpg,False,,,,,,,,,,,,,False,False,True,False,False,False,False,False,TSW image uses old S3 bucket; not in WC catalog
050109F,TSW_ONLY,050109F,TapeTech,Automatic Taper Hub,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT050109F_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
050110F,TSW_ONLY,050110F,TapeTech,Driver Shaft,https://s3.amazonaws.com/tswfastcomfiles/product/TTT050110F_L.jpg,False,,,,,,,,,,,,,False,False,True,False,False,False,False,False,TSW image uses old S3 bucket; not in WC catalog
050113F,TSW_ONLY,050113F,TapeTech,Cutter Block Tube,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT050113F_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
050123,TSW_ONLY,050123,TapeTech,Related Products,https://s3.amazonaws.com/tswfastcomfiles/product/TTT050123_M.jpg,False,,,,,,,,,,,,,False,False,True,False,False,False,False,False,TSW image uses old S3 bucket; not in WC catalog
050128F,TSW_ONLY,050128F,TapeTech,Chain Roller Bushing,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT140013_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
050132F,TSW_ONLY,050132F,TapeTech,TapeTech Cut-Off Spring,https://s3.amazonaws.com/capmatfiles/product/MD-TapeTech_CutOffSpring.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
050141,TSW_ONLY,050141,TapeTech,Left Chain Support,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT050141_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
050145,TSW_ONLY,050145,TapeTech,TapeTech Creaser Chain,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT050145_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
050150F,TSW_ONLY,050150F,TapeTech,TapeTech Hub,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT050150F_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
050152F,TSW_ONLY,050152F,TapeTech,Spacer Rod,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT050152F_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
050154,TSW_ONLY,050154,TapeTech,Bearing Bracket,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT050154_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
050163,TSW_ONLY,050163,TapeTech,TapeTech Main Chain Guide,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT050163_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
050200,TSW_ONLY,050200,TapeTech,TapeTech Plastic Piston,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT050200_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
050204,TSW_ONLY,050204,TapeTech,Cup Washer,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT050204_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
050205,TSW_ONLY,050205,TapeTech,"Hex Head Cup Bolt 1/4-20X3 /4""",https://s3.amazonaws.com/tswfastcomfiles/product/TTT050205_M.jpg,False,,,,,,,,,,,,,False,False,True,False,False,False,False,False,TSW image uses old S3 bucket; not in WC catalog
050212F,TSW_ONLY,050212F,TapeTech,TapeTech Lock Block for 07TT,https://s3.amazonaws.com/tswfastcomfiles/product/TTT050212F_M.jpg,False,,,,,,,,,,,,,False,False,True,False,False,False,False,False,TSW image uses old S3 bucket; not in WC catalog
050215,TSW_ONLY,050215,TapeTech,Control Tuber Roller,https://s3.amazonaws.com/tswfastcomfiles/product/TTT050215_M.jpg,False,,,,,,,,,,,,,False,False,True,False,False,False,False,False,TSW image uses old S3 bucket; not in WC catalog
050249,TSW_ONLY,050249,TapeTech,TapeTech Creaser Connector,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT050249_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
050251F,TSW_ONLY,050251F,TapeTech,Tube Protector,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT050251F_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
050405B,TSW_ONLY,050405B,TapeTech,Keeper Axle - Black,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT050405B_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
050410B,TSW_ONLY,050410B,TapeTech,TapeTech Control Tube Flange - Black,https://s3.amazonaws.com/tswfastcomfiles/product/050410B_M.jpg,False,,,,,,,,,,,,,False,False,True,False,False,False,False,False,TSW image uses old S3 bucket; not in WC catalog
050412,TSW_ONLY,050412,TapeTech,TapeTech Wheel Keeper Wire Form,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT050412_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
050413,TSW_ONLY,050413,TapeTech,TapeTech Control Tube Wheel,https://s3.amazonaws.com/gmscom/master/media-common/product/050413_med.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
0504186,TSW_ONLY,0504186,TapeTech,Roller Axle - 6 Pack,https://s3.amazonaws.com/tswfastcomfiles/product/TTT0504186_M.jpg,False,,,,,,,,,,,,,False,False,True,False,False,False,False,False,TSW image uses old S3 bucket; not in WC catalog
050500,TSW_ONLY,050500,TapeTech,TapeTech Brake Roller,https://s3.amazonaws.com/capmatfiles/product/MD-TapeTech_BrakeRoller2.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
051105,TSW_ONLY,051105,TapeTech,Side Plate- Stainless Steel,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT051105_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
051408B,TSW_ONLY,051408B,TapeTech,Black Slotted Spool Post,https://s3.amazonaws.com/tswfastcomfiles/product/TTT051408B_M.jpg,False,,,,,,,,,,,,,False,False,True,False,False,False,False,False,TSW image uses old S3 bucket; not in WC catalog
052052,TSW_ONLY,052052,TapeTech,TapeTech Lock for 07TT,https://s3.amazonaws.com/tswfastcomfiles/product/TTT052052_M.jpg,False,,,,,,,,,,,,,False,False,True,False,False,False,False,False,TSW image uses old S3 bucket; not in WC catalog
052121F,TSW_ONLY,052121F,TapeTech,Driver Shaft,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT052121F_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
052125,TSW_ONLY,052125,TapeTech,Sprocket Driver,https://s3.amazonaws.com/gmscom/master/media-common/product/052125_med.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
0521496,TSW_ONLY,0521496,TapeTech,Sprocket Bushing [6],https://s3.amazonaws.com/kodarisfiles2/images/product/product_image_blank_2.png,False,,,,,,,,,,,,,False,False,True,False,False,False,False,False,TSW image uses old S3 bucket; not in WC catalog
052150,TSW_ONLY,052150,TapeTech,Brake Adjuster,https://s3.amazonaws.com/tswfastcomfiles/product/TTT052150_M.jpg,False,,,,,,,,,,,,,False,False,True,False,False,False,False,False,TSW image uses old S3 bucket; not in WC catalog
052214,TSW_ONLY,052214,TapeTech,WHEEL ENCLOSURE,https://s3.amazonaws.com/tswfastcomfiles/product/TTT052214_M.jpg,False,,,,,,,,,,,,,False,False,True,False,False,False,False,False,TSW image uses old S3 bucket; not in WC catalog
052403,TSW_ONLY,052403,TapeTech,PLUNGER STOP LOCKING STRAP,https://s3.amazonaws.com/tswfastcomfiles/product/TTT052403_L.jpg,False,,,,,,,,,,,,,False,False,True,False,False,False,False,False,TSW image uses old S3 bucket; not in WC catalog
052404B,TSW_ONLY,052404B,TapeTech,Keeper Yoke,https://s3.amazonaws.com/tswfastcomfiles/product/TTT052404B_M.jpg,False,,,,,,,,,,,,,False,False,True,False,False,False,False,False,TSW image uses old S3 bucket; not in WC catalog
052407B,TSW_ONLY,052407B,TapeTech,TapeTech Keeper Tube Cradle,https://s3.amazonaws.com/tswfastcomfiles/product/TTT052407B_m.jpg,False,,,,,,,,,,,,,False,False,True,False,False,False,False,False,TSW image uses old S3 bucket; not in WC catalog
052409,TSW_ONLY,052409,TapeTech,TapeTech Keeper Wireform,https://s3.amazonaws.com/tswfastcomfiles/product/TTT052409_M.jpg,False,,,,,,,,,,,,,False,False,True,False,False,False,False,False,TSW image uses old S3 bucket; not in WC catalog
052576,TSW_ONLY,052576,TapeTech,Brake Spring Mount,https://s3.amazonaws.com/tswfastcomfiles/product/TTT052576_M.jpg,False,,,,,,,,,,,,,False,False,True,False,False,False,False,False,TSW image uses old S3 bucket; not in WC catalog
054028,TSW_ONLY,054028,TapeTech,Gooser Assembly,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT054028_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
054032F,TSW_ONLY,054032F,TapeTech,Push Rod Assembly,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT054032F_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
054059F,TSW_ONLY,054059F,TapeTech,Filler Tube Assembly,https://s3.amazonaws.com/tswfastcomfiles/product/354064F_M.jpg,False,,,,,,,,,,,,,False,False,True,False,False,False,False,False,TSW image uses old S3 bucket; not in WC catalog
054075,TSW_ONLY,054075,TapeTech,Tape Runner Assembly,https://s3.amazonaws.com/tswfastcomfiles/product/TTT054075_M.jpg,False,,,,,,,,,,,,,False,False,True,False,False,False,False,False,TSW image uses old S3 bucket; not in WC catalog
054095F,TSW_ONLY,054095F,TapeTech,Long Creaser Assembly,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT054095F_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
054096F,TSW_ONLY,054096F,TapeTech,Short Creaser Assembly,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT054096F_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
054101,TSW_ONLY,054101,TapeTech,TapeTech Tape Guide Assembly,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT054101_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
054104,TSW_ONLY,054104,TapeTech,Tape Runner Assembly,https://s3.amazonaws.com/tswfastcomfiles/product/TTT054075_M.jpg,False,,,,,,,,,,,,,False,False,True,False,False,False,False,False,TSW image uses old S3 bucket; not in WC catalog
054110F,TSW_ONLY,054110F,TapeTech,Shaft Drive Assembly - Includes Sprocket,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT054110F_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
054111F,TSW_ONLY,054111F,TapeTech,TapeTech Gooser Guide Bushing,https://s3.amazonaws.com/capmatfiles/product/MD-TapeTech_Bushing.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
054116F,TSW_ONLY,054116F,TapeTech,Drive Dog Assembly,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT054116F_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
054118F,TSW_ONLY,054118F,TapeTech,Drive Dog Holder Assembly,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT054118F_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
054245F,TSW_ONLY,054245F,TapeTech,TapeTech Trigger Assembly for Taper,https://s3.amazonaws.com/tswfastcomfiles/product/TTT054245F_M.jpg,False,,,,,,,,,,,,,False,False,True,False,False,False,False,False,TSW image uses old S3 bucket; not in WC catalog
055007,TSW_ONLY,055007,TapeTech,Tape Tech Automatic Taper Locking Roller Assembly Brake Part #055007,https://s3.amazonaws.com/tswfastcomfiles/product/IMAGE_COMING_SOON_M.jpg,False,,,,,,,,,,,,,False,False,True,False,False,False,False,False,TSW image uses old S3 bucket; not in WC catalog
056135,TSW_ONLY,056135,TapeTech,TapeTech Stainless Steel Cutter Chain Assembly,https://s3.amazonaws.com/capmatfiles/product/MD-TTT056135.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
056142F,TSW_ONLY,056142F,TapeTech,Cutter Chain,https://s3.amazonaws.com/tswfastcomfiles/product/TTT056142F_M.jpg,False,,,,,,,,,,,,,False,False,True,False,False,False,False,False,TSW image uses old S3 bucket; not in WC catalog
056248G,TSW_ONLY,056248G,TapeTech,Gold Taper Tube,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT056248G_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
056707,TSW_ONLY,056707,TapeTech,TapeTech Bazooka Oil Aerosol Spray 8oz,https://s3.amazonaws.com/tswfastcomfiles/product/TTT056707_M.jpg,False,,,,,,,,,,,,,False,False,True,False,False,False,False,False,TSW image uses old S3 bucket; not in WC catalog
057356,TSW_ONLY,057356,TapeTech,Pump Tube Cleaning Brush,https://s3.amazonaws.com/tswfastcomfiles/product/TTT057356_M.jpg,False,,,,,,,,,,,,,False,False,True,False,False,False,False,False,TSW image uses old S3 bucket; not in WC catalog
058126F,TSW_ONLY,058126F,TapeTech,TapeTech Automatic Taper Stainless Steel Drive Chain,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT058126F_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
059005,TSW_ONLY,059005,TapeTech,4-40 Hex S.S. Nut,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT059005_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
059013,TSW_ONLY,059013,TapeTech,Screw 6-32 X 5/16 Rd.,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT059013_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
059024,TSW_ONLY,059024,TapeTech,.15 Chain Keeper,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT059024_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
059029,TSW_ONLY,059029,TapeTech,Screw 6-32 X 5/8 Fl.,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT059029_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
059038,TSW_ONLY,059038,TapeTech,#4 TapeTech Medium Spring Lockwasher,https://s3.amazonaws.com/capmatfiles/product/MD-TapeTech_Lockwasher2.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
059040,TSW_ONLY,059040,TapeTech,O Ring 568-006 Buna,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT059040_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
059044,TSW_ONLY,059044,TapeTech,Insert,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT059044_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
059060,TSW_ONLY,059060,TapeTech,"Stopnut 3-48 Hex., Nyloc SST",https://s3.amazonaws.com/gmscom/master/media-common/product/TTT059060_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
059061F,TSW_ONLY,059061F,TapeTech,Valve Spring,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT059061F_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
059067,TSW_ONLY,059067,TapeTech,Key Ring,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT059067_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
059091,TSW_ONLY,059091,TapeTech,"6-32 X 1/2"" Fillister Head Sst Screw",https://s3.amazonaws.com/gmscom/master/media-common/product/TTT059091_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
059092,TSW_ONLY,059092,TapeTech,"8-32"" x 1-1/2"" Round Head Screw SST",https://s3.amazonaws.com/gmscom/master/media-common/product/059092_med.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
059098,TSW_ONLY,059098,TapeTech,"Shim, Side Plate",https://s3.amazonaws.com/gmscom/master/media-common/product/TTT059098_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
059107,TSW_ONLY,059107,TapeTech,1/4 in x 6-32 TapeTech Stainless Steel Flat Head Screw,https://s3.amazonaws.com/capmatfiles/product/MD-TapeTech_SSFlatHeadScrew.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
059117,TSW_ONLY,059117,TapeTech,"Screw Self Tap #8  x5/16""",https://s3.amazonaws.com/gmscom/master/media-common/product/059117_med.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
059119,TSW_ONLY,059119,TapeTech,Drive Dog Holder Pin,https://s3.amazonaws.com/kodarisfiles2/images/product/product_image_blank_2.png,False,,,,,,,,,,,,,False,False,True,False,False,False,False,False,TSW image uses old S3 bucket; not in WC catalog
059120,TSW_ONLY,059120,TapeTech,"Axle, Drive Dog",https://s3.amazonaws.com/gmscom/master/media-common/product/TTT059120_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
059129,TSW_ONLY,059129,TapeTech,Cutter Block Pin,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT059129_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
059161,TSW_ONLY,059161,TapeTech,"4-40 X 3/8"" Fillister Head Sst Screw +",https://s3.amazonaws.com/kodarisfiles2/images/product/product_image_blank_2.png,False,,,,,,,,,,,,,False,False,True,False,False,False,False,False,TSW image uses old S3 bucket; not in WC catalog
059201,TSW_ONLY,059201,TapeTech,Screw 5-40 X 3/4 RD Head SST,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT059201_M.jpg,True,,,,,,,,,,,,,False,False,False,False,False,False,False,False,not in WC catalog
059217,TSW_ONLY,059217,TapeTech,"4-40 X 3/8"" BIND HEADSST SCREW",https://s3.amazonaws.com/kodarisfiles2/images/product/product_image_blank_2.png,False,,,,,,,,,,,,,False,False,True,False,False,False,False,False,TSW image uses old S3 bucket; not in WC catalog
07TT,IN_BOTH,07TT,TapeTech,TapeTech EasyClean Automatic Taper,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT07TT_M.jpg,True,07TT,simple,,TapeTech,TapeTech EasyClean® Automatic Taper,Drywall Finishing Tools > TapeTech > Automatic Taping Tools,,1,1,tapetech-easyclean-automatic-taper,https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-easyclean-automatic-taper-07TT-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-easyclean-automatic-taper-07TT-2.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-easyclean-automatic-taper-07TT-3.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-easyclean-automatic-taper-07TT-4.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-easyclean-automatic-taper-07TT-5.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-easyclean-automatic-taper-07TT-6.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-easyclean-automatic-taper-07TT-7.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-easyclean-automatic-taper-07TT-8.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-easyclean-automatic-taper-07TT-9.webp,2026-05-07,True,False,False,False,False,False,True,False,name differs; WC no price
07TT-C,WC_ONLY,,,,,,07TT-C,simple,,TapeTech,TapeTech EasyClean® Carbon Fiber Automatic Taper,Drywall Finishing Tools > TapeTech > Automatic Taping Tools,,1,1,tapetech-easyclean-carbon-fiber-automatic-taper,https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-easyclean-carbon-fiber-automatic-taper-07TT-C-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-easyclean-carbon-fiber-automatic-taper-07TT-C-2.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-easyclean-carbon-fiber-automatic-taper-07TT-C-3.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-easyclean-carbon-fiber-automatic-taper-07TT-C-4.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-easyclean-carbon-fiber-automatic-taper-07TT-C-5.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-easyclean-carbon-fiber-automatic-taper-07TT-C-6.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-easyclean-carbon-fiber-automatic-taper-07TT-C-7.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-easyclean-carbon-fiber-automatic-taper-07TT-C-8.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-easyclean-carbon-fiber-automatic-taper-07TT-C-9.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-easyclean-carbon-fiber-automatic-taper-07TT-C-10.webp,2026-05-07,False,False,False,False,False,False,True,False,not in TSW catalog
07TTC,TSW_ONLY,07TTC,TapeTech,CARBON FIBER EasyClean Automatic Taper,https://s3.amazonaws.com/tswfastcomfiles/product/TTT07TTC_close_up.jpg,False,,,,,,,,,,,,,False,False,True,False,False,False,False,False,TSW image uses old S3 bucket; not in WC catalog
10128,WC_ONLY,,,,,,10128,simple,,TapeTech,TapeTech Full Set – Configurable,Drywall Finishing Tools > TapeTech > Tool Sets & Kits,,1,1,tapetech-full-set-configurable,,2026-05-07,False,False,False,True,False,False,True,False,WC has no image; not in TSW catalog
10354,WC_ONLY,,,,,,10354,simple,,TapeTech,TapeTech JUMBO PRO™ Set – Configurable,Drywall Finishing Tools > TapeTech > Tool Sets & Kits,,1,1,tapetech-jumbo-pro-set-configurable,,2026-05-07,False,False,False,True,False,False,True,False,WC has no image; not in TSW catalog
10355,WC_ONLY,,,,,,10355,simple,,TapeTech,TapeTech Taping Tools Drywall Finishing Set – Configurable,Drywall Finishing Tools > TapeTech > Tool Sets & Kits,,1,1,tapetech-taping-tools-drywall-finishing-set-configurable,,2026-05-07,False,False,False,True,False,False,True,False,WC has no image; not in TSW catalog
10356,WC_ONLY,,,,,,10356,simple,,TapeTech,TapeTech Flat Box Set – Configurable,Drywall Finishing Tools > TapeTech > Tool Sets & Kits,,1,1,tapetech-flat-box-set-configurable,,2026-05-07,False,False,False,True,False,False,True,False,WC has no image; not in TSW catalog
10FBB,TSW_ONLY,10FBB,Columbia,"Columbia 10"" Fat Boy Flat Box",https://s3.amazonaws.com/tswfastcomfiles/product/12FBB_M.jpg,False,,,,,,,,,,,,,False,False,True,False,False,False,False,False,TSW image uses old S3 bucket; not in WC catalog
10FBBA,IN_BOTH,10FBBA,Columbia,"Columbia 10"" Fat Boy Automatic Assist Drywall Flat Box",https://s3.amazonaws.com/tswfastcomfiles/product/8FBBA_M.jpg,False,10FBBA,variation,COL-AUTOMATIC-FAT-BOY-FLAT-BOX,Columbia,"Columbia Automatic Fat Boy Finishing Box -  10""",Drywall Finishing Tools > Columbia > Automatic Taping Tools,435.0,1,1,columbia-10-fat-boy-finishing-box-10fbba,,2026-05-07,True,False,True,True,False,False,False,False,name differs; TSW image uses old S3 bucket; WC has no image
