brand,name,description_full,sku,upc,description_short
Asgard,"Asgard 3"" Nail Spotter","Asgard 3"" Nail Spotter: Advanced Drywall Tools

Discover the unparalleled durability and functionality of Asgard Taping Tools by TapeTech without the added markup. The Asgard 3"" Nail Spotter is a versatile tool for any job size, perfect as a single spotter system. It features an EasyClean® Lid, a quick-release latch, and a gasket system similar to a flat box, allowing easy access and hassle-free clean-up. The traditional style skid plate serves as both a pivot point and screw detector, preventing blade damage. This nail spotter includes an NSA-TT adapter, which attaches to the interchangeable fiberglass handle (FHTT) and interchangeable extendable handle (XHTT) and is sold separately. This spotter is constructed from high-quality stainless steel and is built to last and resist rust and deterioration.",NS03-AD,873876004614,"Discover the unparalleled durability and functionality of Asgard Taping Tools by TapeTech without the added markup. The Asgard 3"" Nail Spotter is a versatile tool for any job size, perfect as a single spotter system. It features an EasyClean® Lid, a quick-release latch, and a gasket system similar to a flat box, allowing easy access and hassle-free clean-up. The traditional style skid plate serves as both a pivot point and screw detector, preventing blade damage. This nail spotter includes an NS"
Asgard,"Asgard 3.5"" Angle Head","The Asgard® Adjustable Angle Head perfectly feathers the joint compound applied to both sides of internal corners in one pass. The Angle Head can be used for wall-to-wall internal corners or wall-to-ceiling corners. This tool's “adjustable” feature refers to the ability to control the amount of spring pressure by engaging or disengaging one set of tension springs on the back of the angle head. Angle Heads, or Angle Finishers or Corner Finishers, are attached to the CA08-AD corner applicator to quickly and professionally finish internal drywall corners. The 3” Asgard Angle Head has wheels to provide the smoothest action on the wall and is spring-loaded to help compensate for slightly imperfect corners. The Angle Head is also part of the Taping process when attached to the FH-AD or XH-AD support handles with the CFA-AD adapter.",AH35-AD,0873876004553,"The Asgard® Adjustable Angle Head perfectly feathers the joint compound applied to both sides of internal corners in one pass. The Angle Head can be used for wall-to-wall internal corners or wall-to-ceiling corners. This tool's “adjustable” feature refers to the ability to control the amount of spring pressure by engaging or disengaging one set of tension springs on the back of the angle head. Angle Heads, or Angle Finishers or Corner Finishers, are attached to the CA08-AD corner applicator to q"
Asgard,"Asgard 7"" Flat Box","Asgard 7"" Flat Box: Premium Drywall Tools

Elevate your drywall projects with Asgard Taping Tools by TapeTech, which is known for its durability and functionality without the added markup. The Asgard 7"" Flat Box boasts a sleek black exterior and is compatible with other major brand Flat Box handles. It is constructed from superior-quality alloys and can withstand any job site. The quick-release thumb latches allow for effortless cleaning, and the easy dial adjustment ensures finely controlled, consistent mud output every time. Ideal for applying base coats to flat seams or corner beads, this Flat Box is a must-have for any drywall professional.",EZ07-AD,0873876004508,"Elevate your drywall projects with Asgard Taping Tools by TapeTech, which is known for its durability and functionality without the added markup. The Asgard 7"" Flat Box boasts a sleek black exterior and is compatible with other major brand Flat Box handles. It is constructed from superior-quality alloys and can withstand any job site. The quick-release thumb latches allow for effortless cleaning, and the easy dial adjustment ensures finely controlled, consistent mud output every time. Ideal for"
Asgard,"Asgard 7"" Power Assist Finishing Box","Asgard 7"" Power Assist Finishing Box

The Asgard 7"" Power Assist Finishing Box

Is your go-to tool for achieving smooth, professional-grade drywall finishes. Designed with power-assisted springs, it reduces application effort, allowing for a more controlled and efficient finish. Its 7"" width makes it perfect for tighter areas and detailed work, consistently delivering consistent results.

Built with rugged aluminum housing and a stainless steel blade, this finishing box ensures durability and precision, project after project. Whether you're blending seams or tackling narrow spaces, the Asgard 7"" Power Assist Finishing Box provides the reliability and performance you need to get the job done right.

Experience superior finishing with Asgard’s innovative design and craftsmanship!",PA07-AD,,"Asgard 7"" Power Assist Finishing Box"
Asgard,"Asgard 8"" Drywall Angle Box","Asgard 8"" Angle Box: Premium Drywall Tools

Elevate your drywall work with Asgard Taping Tools by TapeTech, offering exceptional durability and functionality without the added markup. The Asgard 8"" Angle Box, featuring a sleek silver and black exterior, is designed to hold more compound, enhancing efficiency. Its lightweight aluminum body and durable stainless steel nose cone ensure long-lasting performance on any job site.",CA08-AD,0873876004607,"Elevate your drywall work with Asgard Taping Tools by TapeTech, offering exceptional durability and functionality without the added markup. The Asgard 8"" Angle Box, featuring a sleek silver and black exterior, is designed to hold more compound, enhancing efficiency. Its lightweight aluminum body and durable stainless steel nose cone ensure long-lasting performance on any job site."
Asgard,"Asgard Angle Box w/ Handle (8"" w/ Extendable Handle)","Asgard Angle Box w/ Handle (8"" w/ Extendable Handle)",4I-SJ80-1WRW,0873876005260,"Asgard Angle Box w/ Handle (8"" w/ Extendable Handle)"
Asgard,"Asgard Angle Box w/ Handle (8"" w/ Fixed Handle)","Asgard Angle Box w/ Handle (8"" w/ Fixed Handle)",4K-S6F6-8HQ6,0873876005253,"Asgard Angle Box w/ Handle (8"" w/ Fixed Handle)"
Asgard,Asgard Angle Head Ball Adapter,"Asgard Angle Head Ball Adapter

Simplify your drywall finishing tasks with the

Asgard Angle Head Ball Adapter. This essential accessory connects your angle head to a finishing handle, providing smooth and precise maneuverability for tight corners and angles.",CFA-AD,0873876004829,Asgard Angle Head Ball Adapter
Asgard,Asgard Box Filler Adapter,"Discover Superior Drywall Tools with Asgard Taping Tools

Asgard Taping Tools by TapeTech deliver exceptional durability and functionality without the added markup. The Asgard filler adapter is designed to work seamlessly with all major brand Loading Pumps, making it ideal for filling Flat Boxes, Angle Boxes, and Nail Spotters.",FA01-AD,0873876004577,"Asgard Taping Tools by TapeTech deliver exceptional durability and functionality without the added markup. The Asgard filler adapter is designed to work seamlessly with all major brand Loading Pumps, making it ideal for filling Flat Boxes, Angle Boxes, and Nail Spotters."
Asgard,Asgard Brakeless Box Handle,"Asgard Brakeless Box Handle

The Asgard Brakeless Box Handle

Delivers effortless control and precision for drywall finishing. Its innovative brakeless design allows for smooth, continuous operation, making it ideal for use with finishing boxes on walls and ceilings.

Crafted from lightweight, durable materials, this handle is built to last while providing a comfortable grip for reduced fatigue during extended use. The sleek, streamlined design ensures reliable performance and ease of use for professional results.

Backed by a 5-year warranty from TapeTech, the Asgard Brakeless Box Handle is a dependable addition to your drywall finishing toolkit.",BBH-AD,,Asgard Brakeless Box Handle
Asgard,Asgard Extendable Flat Box Handle,"Asgard Extendable Flat Box Handle: Advanced Drywall Tools

Experience the next level of drywall efficiency with Asgard Taping Tools by TapeTech, known for its durability and functionality without the added markup. The Asgard Extendable, Flat Box Handle, is compatible with all major brand Flat Boxes and provides exceptional control for a flawless finish. Featuring the innovative Brake Anywhere design, it eliminates wear issues common with the pinch brake system. This handle extends from 41"" to 63"", allowing you to reach more areas without needing stilts.",FBHE-AD,873876004645,"Experience the next level of drywall efficiency with Asgard Taping Tools by TapeTech, known for its durability and functionality without the added markup. The Asgard Extendable, Flat Box Handle, is compatible with all major brand Flat Boxes and provides exceptional control for a flawless finish. Featuring the innovative Brake Anywhere design, it eliminates wear issues common with the pinch brake system. This handle extends from 41"" to 63"", allowing you to reach more areas without needing stilts."
Asgard,Asgard Extendable Support Handle,"Asgard Extendable Support Handle

The Asgard Extendable Support Handle

Provides unmatched stability and versatility for drywall finishing tasks. Designed to support tools such as corner applicators, angle heads, nail spotters, and rollers, this handle features an extendable design that adjusts effortlessly to accommodate various heights and angles, making it perfect for hard-to-reach areas.

Built with lightweight yet durable materials, it offers excellent control and reduces fatigue, while its ergonomic grip ensures comfortable handling throughout extended projects. The extendable length adds flexibility to your workflow, ensuring you can easily tackle any job.

Backed by a 5-year warranty from TapeTech, the Asgard Extendable Support Handle is a reliable choice for professional-quality results.",XH-AD,873876004744,Asgard Extendable Support Handle
Asgard,Asgard Full Taping Tool Set - PRO GRADE (10/12 Standard Full Set),"Asgard Full Taping Tool Set - PRO GRADE (10/12 Standard Full Set)

Includes the following;

HAMMER AUTOMATIC TAPER

AT01-AD

ASGARD INSIDE CORNER ROLLER

CR01-AD

3"" ASGARD ANGLE HEAD

AH30-AD

3-ASGARD FIBERGLASS SUPPORT HANDLE

FH-AD

ASGARD ANGLE HEAD ADAPTER

CFA-AD

ASGARD 8"" CORNER APLICATOR

CA08-AD

10"" ASGARD FINSH BOX

EZ10-AD

12"" ASGARD FINISH BOX

EZ12-AD

ASGARD EXTENDABLE FINISHING BOX HANDLE

FBHE-AD

ASGARD LOADING PUMP

LP01-AD

ASGARD GOOSENECK

GN01-AD

ASGARD FILLER ADAPTER

FA01-AD

Asgard drywall tools

Are built for professionals, offering the performance and durability you need to achieve a true level 5 finish without breaking the bank. As part of the extensive

TapeTech service network, every tool is backed by a

5-year limited warranty, providing peace of mind and reliable support. Our full line of automatic taping and finishing tools—including flat boxes, pumps, angle heads, and more—delivers exceptional quality and value, making it easy to get the job done right.",9R-PIR7-OTNL,0873876005376,Includes the following;
Asgard,Asgard Gooseneck,"Elevate your drywall work with Asgard Taping Tools by TapeTech, offering unparalleled durability and functionality without the added markup. The Asgard Gooseneck is expertly designed to quickly and efficiently load your Automatic Taper with joint compound. Crafted from high-quality stainless steel, this gooseneck guarantees a secure and robust attachment to your loading pump. It is compatible with all traditional-style automatic tapers and major brand loading pumps.",GN01-AD,873876004584,"Elevate your drywall work with Asgard Taping Tools by TapeTech, offering unparalleled durability and functionality without the added markup. The Asgard Gooseneck is expertly designed to quickly and efficiently load your Automatic Taper with joint compound. Crafted from high-quality stainless steel, this gooseneck guarantees a secure and robust attachment to your loading pump. It is compatible with all traditional-style automatic tapers and major brand loading pumps."
Asgard,Asgard Inside Corner Roller,"Asgard Inside Corner Roller

Achieve perfectly smooth and consistent inside corners with the

Asgard Inside Corner Roller. Designed for efficiency and precision, this roller ensures flawless embedding of tape and compound into inside corners, delivering professional-grade results every time.

Crafted with durable stainless steel rollers and a sturdy frame, the Asgard Inside Corner Roller glides effortlessly, saving time and effort on drywall finishing tasks. Its ergonomic design ensures comfortable handling, making it an ideal choice for both professionals and serious finishers.

Tackle inside corners with ease and confidence—choose the Asgard Inside Corner Roller for quality and reliability you can count on!",CR01-AD,873876004591,Asgard Inside Corner Roller
Asgard,Asgard Loading Pump,"Elevate Your Drywall Game with Asgard Taping Tools

Discover the durability and functionality of Asgard Taping Tools by TapeTech, all without the hefty markup. The Asgard Loading Pump, with its sleek black and vibrant blue exterior, is designed to efficiently fill drywall tools with joint compound using the Box Filler Fitting or an optional Gooseneck (sold separately). Its clamped pump tube ensures easy removal and clean-up, while the footplate provides extra stability during use. Compatible with all major brand attachments and automatic taping tools, this pump is a versatile addition to your toolkit.",LP01-AD,0873876004560,"Discover the durability and functionality of Asgard Taping Tools by TapeTech, all without the hefty markup. The Asgard Loading Pump, with its sleek black and vibrant blue exterior, is designed to efficiently fill drywall tools with joint compound using the Box Filler Fitting or an optional Gooseneck (sold separately). Its clamped pump tube ensures easy removal and clean-up, while the footplate provides extra stability during use. Compatible with all major brand attachments and automatic taping t"
Asgard,Asgard Starter Set,Asgard Starter Set,HU-OI6G-88Y4,0873876005345,Asgard Starter Set
Asgard,Asgard Taping Set,"Asgard Taping set includes the following:

Asgard ""Hammer"" Automatic Taper

Asgard Loading Pump

Asgard Gooseneck

Asgard 3"" Angle Head

Asgard Corner Roller

Asgard Angle Head Adapter

2- Asgard Extendable Support Handles",TF-DVKN-31Q3,0873876005338,Asgard Taping set includes the following:
