brand,name,description_full,sku,upc,description_short
Asgard,"Asgard 3"" Nail Spotter","## Precision Finishing for Professional Drywallers

Elevate your finishing workflow with the Asgard 3"" Nail Spotter, a high-performance tool engineered to streamline the process of covering fastener heads. Designed for professionals who demand reliability without the premium price tag, this spotter delivers consistent, clean results on every pass. By integrating advanced design elements from industry-leading TapeTech technology, Asgard provides a robust, efficient solution that stands up to the rigors of daily job site use.

## Engineered for Efficiency and Longevity

Built to withstand the corrosive nature of joint compound, this nail spotter is crafted from premium-grade stainless steel, ensuring long-term durability and resistance to rust. The inclusion of the EasyClean® lid system simplifies maintenance, allowing for rapid access and thorough cleaning at the end of a shift. The traditional skid plate design serves a dual purpose: it acts as a stable pivot point for smooth application while functioning as a reliable screw detector to protect the blade from accidental damage.

## Key Features

- **EasyClean® Technology:** Features a quick-release latch and gasket system modeled after professional flat boxes for effortless maintenance.
- **Durable Construction:** Fabricated from high-quality stainless steel to prevent deterioration and ensure a long service life.
- **Integrated Protection:** The traditional skid plate design guards the blade against damage while ensuring precise, level coverage over fasteners.
- **Versatile Compatibility:** Includes the NSA-TT adapter, allowing seamless integration with Asgard FHTT fiberglass and XHTT extendable handles.
- **Professional Performance:** Optimized for both small-scale repairs and large-scale finishing projects, providing a reliable single-spotter solution.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Asgard |
| Product Name | 3"" Nail Spotter |
| SKU | NS03-AD |
| UPC | 873876004614 |
| Material | Stainless Steel |
| Included Adapter | NSA-TT |
| Compatible Handles | FHTT, XHTT |",NS03-AD,873876004614,"Discover the unparalleled durability and functionality of Asgard Taping Tools by TapeTech without the added markup. The Asgard 3"" Nail Spotter is a versatile tool for any job size, perfect as a single spotter system. It features an EasyClean® Lid, a quick-release latch, and a gasket system similar to a flat box, allowing easy access and hassle-free clean-up. The traditional style skid plate serves as both a pivot point and screw detector, preventing blade damage. This nail spotter includes an NS"
Asgard,"Asgard 3.5"" Angle Head","## Achieve Flawless Internal Corners with Precision

Elevate your drywall finishing standards with the Asgard 3.5"" Adjustable Angle Head. Engineered for professionals who demand efficiency and consistency, this tool streamlines the process of feathering joint compound on internal corners. Whether you are tackling wall-to-wall joints or wall-to-ceiling transitions, this finisher ensures a smooth, professional-grade result in a single pass.

## Advanced Control and Versatility

What sets this finisher apart is its integrated tension control system. By engaging or disengaging the rear spring sets, you can customize the spring pressure to suit specific wall conditions and compound consistencies. Designed to pair seamlessly with the CA08-AD corner applicator, this tool features precision-engineered wheels that glide across surfaces, providing a stable, uniform finish even when dealing with minor imperfections in corner framing.

## Key Features

- **Dual-Side Feathering:** Simultaneously finishes both sides of an internal corner for maximum productivity.
- **Adjustable Tension:** Features customizable spring pressure settings to adapt to varying job site requirements.
- **Smooth Glide Technology:** Equipped with high-quality wheels to ensure consistent contact and effortless movement along the corner.
- **Versatile Application:** Ideal for both vertical wall-to-wall corners and horizontal wall-to-ceiling joints.
- **System Compatibility:** Easily attaches to standard corner applicators or can be used with support handles and adapters for extended reach applications.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Asgard |
| Product Name | 3.5"" Angle Head |
| SKU | AH35-AD |
| UPC | 0873876004553 |
| Tool Type | Corner Finisher / Angle Head |
| Compatibility | CA08-AD, FH-AD, XH-AD (with CFA-AD adapter) |",AH35-AD,0873876004553,"The Asgard® Adjustable Angle Head perfectly feathers the joint compound applied to both sides of internal corners in one pass. The Angle Head can be used for wall-to-wall internal corners or wall-to-ceiling corners. This tool's “adjustable” feature refers to the ability to control the amount of spring pressure by engaging or disengaging one set of tension springs on the back of the angle head. Angle Heads, or Angle Finishers or Corner Finishers, are attached to the CA08-AD corner applicator to q"
Asgard,"Asgard 7"" Flat Box","## Precision Performance for Professional Drywall Finishing

Achieve flawless, professional-grade seams with the Asgard 7"" Flat Box. Engineered for contractors who demand reliability and efficiency, this tool delivers consistent mud application for base coats on flat seams and corner beads. By leveraging the engineering expertise of TapeTech, Asgard provides a high-performance solution that streamlines your workflow without compromising on build quality.

## Built for the Rigors of the Job Site

Constructed from high-grade, durable alloys, this flat box is designed to endure the daily demands of professional construction environments. Its robust architecture ensures long-term service life, while the sleek, professional black finish reflects the precision of the tool itself. Designed for versatility, it integrates seamlessly with most major-brand flat box handles, making it an effortless addition to your existing tool kit.

## Key Features

- **Precision Mud Control:** The intuitive dial adjustment mechanism allows for micro-adjustments, ensuring the exact amount of compound is applied for a uniform finish every time.
- **Rapid Maintenance:** Equipped with quick-release thumb latches, the box opens easily for thorough cleaning, reducing downtime between jobs.
- **Universal Compatibility:** Engineered to work with standard flat box handles, providing flexibility for contractors who utilize mixed-brand equipment.
- **Professional Durability:** Crafted from premium-grade alloys to resist wear and tear in demanding field conditions.
- **Optimized Application:** The 7-inch width is perfectly sized for efficient base coating on flat joints and corner beads.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Asgard |
| Product Name | 7"" Flat Box |
| SKU | EZ07-AD |
| UPC | 0873876004508 |
| Tool Width | 7 inches |
| Construction Material | High-grade Alloy |
| Compatibility | Standard Flat Box Handles |",EZ07-AD,0873876004508,"Elevate your drywall projects with Asgard Taping Tools by TapeTech, which is known for its durability and functionality without the added markup. The Asgard 7"" Flat Box boasts a sleek black exterior and is compatible with other major brand Flat Box handles. It is constructed from superior-quality alloys and can withstand any job site. The quick-release thumb latches allow for effortless cleaning, and the easy dial adjustment ensures finely controlled, consistent mud output every time. Ideal for"
Asgard,"Asgard 7"" Power Assist Finishing Box","## Elevate Your Drywall Finishing Precision

Achieve flawless, professional-grade results with the Asgard 7"" Power Assist Finishing Box. Engineered for contractors who demand efficiency without sacrificing quality, this tool streamlines the application of joint compound, ensuring a smooth, uniform finish on every seam. By integrating advanced power-assist spring technology, this box significantly reduces operator fatigue, allowing for extended periods of high-performance work with greater control.

## Built for the Demanding Job Site

Designed specifically for precision in tight spaces and detailed finishing tasks, the 7-inch width offers the perfect balance of maneuverability and coverage. The construction reflects Asgard’s commitment to longevity, featuring a robust, lightweight aluminum housing that withstands the rigors of daily professional use. Paired with a high-grade stainless steel blade, this finishing box delivers consistent, streak-free results that minimize the need for extensive sanding or rework.

## Key Features

- **Power-Assist Technology:** Integrated spring system minimizes physical exertion and enhances application consistency.
- **Precision Engineering:** 7-inch width is optimized for narrow areas, corner work, and detailed seam blending.
- **Durable Construction:** High-strength aluminum body provides a lightweight yet rugged frame for long-term reliability.
- **Professional Blade:** Premium stainless steel blade ensures a clean, smooth finish on every pass.
- **Enhanced Efficiency:** Designed to accelerate the finishing process while maintaining the highest standards of craftsmanship.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Asgard |
| Product Name | 7"" Power Assist Finishing Box |
| SKU | PA07-AD |
| Box Width | 7 inches |
| Housing Material | Aluminum |
| Blade Material | Stainless Steel |
| Application | Drywall Finishing |",PA07-AD,,"Asgard 7"" Power Assist Finishing Box"
Asgard,"Asgard 8"" Drywall Angle Box","## Precision Finishing for Professional Drywallers

Achieve flawless corner finishes with the Asgard 8"" Angle Box, a high-performance tool engineered to streamline your taping workflow. Designed for professionals who demand reliability and efficiency, this angle box allows for the rapid, consistent application of joint compound to internal corners. By integrating robust construction with an ergonomic design, Asgard delivers a professional-grade solution that maximizes productivity on every project.

## Built for the Job Site

Constructed with a lightweight yet rugged aluminum body, this tool minimizes operator fatigue during extended use while maintaining the structural integrity required for daily site demands. The inclusion of a precision-engineered stainless steel nose cone ensures smooth compound flow and exceptional resistance to wear. Whether you are tackling residential renovations or large-scale commercial builds, the Asgard 8"" Angle Box provides the consistent output necessary for a high-quality finish.

## Key Features

- **High-Capacity Design:** Optimized to hold a greater volume of joint compound, reducing the frequency of refills and accelerating your workflow.
- **Durable Construction:** Features a resilient aluminum housing paired with a hardened stainless steel nose cone for long-term reliability.
- **Professional Ergonomics:** Engineered for balance and ease of handling, allowing for precise control during corner finishing applications.
- **Seamless Integration:** Compatible with standard taping tool systems, making it an essential addition to any professional drywall kit.
- **Value-Driven Performance:** Delivers premium-tier functionality and build quality without the premium price point.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Asgard |
| Product Name | 8"" Drywall Angle Box |
| SKU | CA08-AD |
| UPC | 0873876004607 |
| Body Material | Lightweight Aluminum |
| Nose Cone Material | Stainless Steel |
| Tool Size | 8 Inches |",CA08-AD,0873876004607,"Elevate your drywall work with Asgard Taping Tools by TapeTech, offering exceptional durability and functionality without the added markup. The Asgard 8"" Angle Box, featuring a sleek silver and black exterior, is designed to hold more compound, enhancing efficiency. Its lightweight aluminum body and durable stainless steel nose cone ensure long-lasting performance on any job site."
Asgard,"Asgard Angle Box w/ Handle (8"" w/ Extendable Handle)","## Precision Finishing for Professional Results

Elevate your drywall finishing workflow with the Asgard 8-inch Angle Box. Engineered for professionals who demand consistency and speed, this tool streamlines the application of joint compound to internal corners. By delivering a uniform finish in a single pass, it significantly reduces the need for manual sanding and touch-ups, allowing you to maintain high productivity on large-scale residential or commercial projects.

## Ergonomic Control and Reach

Designed with the operator in mind, this unit features an integrated extendable handle that provides the necessary reach for high ceilings and corners without the constant need for ladders or stilts. The lightweight yet durable construction ensures reduced fatigue during extended use, while the intuitive design allows for quick adjustments and seamless operation, ensuring a professional-grade corner every time.

## Key Features

- **Consistent Compound Application:** Precision-engineered to dispense the perfect amount of joint compound for smooth, professional corner finishes.
- **Extendable Reach:** Includes an adjustable handle that offers versatile length options for tackling hard-to-reach areas with ease.
- **Durable Construction:** Built to withstand the rigors of daily job site use, ensuring long-term reliability and performance.
- **Efficiency Focused:** Drastically cuts down on finishing time compared to manual taping and coating methods.
- **User-Friendly Design:** Simple to operate and maintain, making it an essential addition to any drywall contractor's toolkit.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Asgard |
| Product Name | Angle Box w/ Handle (8"" w/ Extendable Handle) |
| SKU | 4I-SJ80-1WRW |
| UPC | 0873876005260 |
| Box Size | 8 inches |",4I-SJ80-1WRW,0873876005260,"Asgard Angle Box w/ Handle (8"" w/ Extendable Handle)"
Asgard,"Asgard Angle Box w/ Handle (8"" w/ Fixed Handle)","## Precision Finishing for Professional Results

Elevate your drywall finishing workflow with the Asgard 8-inch Angle Box. Engineered for the demanding professional, this tool streamlines the application of joint compound to internal corners, ensuring a consistent, high-quality finish every time. By automating the glazing process, this box significantly reduces manual labor and minimizes the need for extensive sanding, allowing you to achieve seamless transitions with unmatched efficiency.

## Built for Durability and Control

Constructed with robust materials to withstand the rigors of daily job site use, the Asgard Angle Box features a fixed handle design that provides superior leverage and stability. The 8-inch width is perfectly calibrated for standard corner applications, offering the ideal balance between compound capacity and maneuverability. Whether you are tackling residential renovations or large-scale commercial projects, this tool delivers the reliability and precision required to maintain a professional standard of work.

## Key Features

- **Optimized Efficiency:** Dramatically accelerates the corner finishing process compared to traditional hand-tooling methods.
- **Consistent Application:** Delivers a uniform layer of compound for a smooth, professional-grade finish in internal corners.
- **Fixed Handle Design:** Engineered for maximum control and stability, reducing operator fatigue during extended use.
- **Professional Construction:** Built with high-grade components to ensure long-term performance and resistance to job site wear.
- **Versatile Utility:** An essential addition to any drywall finisher's kit, compatible with standard corner finishing requirements.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Asgard |
| Product Name | Angle Box w/ Handle (8"" w/ Fixed Handle) |
| SKU | 4K-S6F6-8HQ6 |
| UPC | 0873876005253 |
| Size | 8 inches |
| Handle Type | Fixed |",4K-S6F6-8HQ6,0873876005253,"Asgard Angle Box w/ Handle (8"" w/ Fixed Handle)"
Asgard,Asgard Angle Head Ball Adapter,"## Precision Finishing for Professional Results

Elevate your drywall finishing workflow with the Asgard Angle Head Ball Adapter. Engineered for professionals who demand consistency and ease of use, this adapter serves as the critical link between your angle head and finishing handle. By facilitating fluid, multi-directional movement, it allows you to navigate complex corners and tight architectural angles with unparalleled control, ensuring a seamless finish every time.

## Optimized Maneuverability

Designed to reduce wrist fatigue and improve efficiency on the job site, this adapter provides the necessary articulation to keep your tools perfectly positioned against the wall surface. Whether you are tackling inside corners or intricate drywall details, the robust construction ensures reliable performance throughout the most demanding projects.

## Key Features

- **Seamless Integration:** Effortlessly connects standard angle heads to compatible finishing handles for a unified tool setup.
- **Enhanced Articulation:** The ball-joint design offers superior range of motion, allowing for precise tool placement in restricted spaces.
- **Professional Durability:** Built to withstand the rigors of daily construction use, maintaining structural integrity under pressure.
- **Improved Workflow:** Minimizes the need for manual adjustments, allowing for faster, more consistent corner finishing.
- **Ergonomic Advantage:** Promotes a more natural hand position during operation, reducing strain during extended use.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Asgard |
| Product Name | Angle Head Ball Adapter |
| SKU | CFA-AD |
| UPC | 0873876004829 |
| Compatibility | Standard Angle Heads and Finishing Handles |",CFA-AD,0873876004829,Asgard Angle Head Ball Adapter
Asgard,Asgard Box Filler Adapter,"## Streamline Your Drywall Finishing Workflow

Maximize the efficiency of your taping setup with the Asgard Box Filler Adapter. Engineered for professionals who demand reliable performance without the premium price tag, this essential component bridges the gap between your loading pump and finishing tools. Whether you are prepping for a large-scale commercial project or a residential renovation, this adapter ensures a consistent, mess-free flow of joint compound every time.

## Universal Compatibility and Precision Engineering

Designed to integrate flawlessly into your existing toolkit, the Asgard Box Filler Adapter offers broad compatibility with all major industry-standard loading pumps. Its robust construction ensures it can withstand the rigors of daily job-site use, providing a secure connection that prevents leaks and minimizes downtime. By facilitating the rapid filling of flat boxes, angle boxes, and nail spotters, this adapter helps you maintain a steady pace and achieve a professional finish with ease.

## Key Features

- **Universal Integration:** Engineered to connect seamlessly with virtually all major brands of drywall loading pumps.
- **Versatile Application:** Perfectly suited for filling a wide range of tools, including flat boxes, angle boxes, and nail spotters.
- **Durable Construction:** Built to endure the demanding environment of professional drywall finishing.
- **Cost-Effective Performance:** Delivers high-end functionality and reliability without the unnecessary overhead costs.
- **Optimized Workflow:** Reduces manual handling of compound, allowing for faster, cleaner, and more efficient tool loading.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Asgard |
| Product Name | Box Filler Adapter |
| SKU | FA01-AD |
| UPC | 0873876004577 |
| Compatibility | Major brand loading pumps |
| Primary Use | Filling flat boxes, angle boxes, and nail spotters |",FA01-AD,0873876004577,"Asgard Taping Tools by TapeTech deliver exceptional durability and functionality without the added markup. The Asgard filler adapter is designed to work seamlessly with all major brand Loading Pumps, making it ideal for filling Flat Boxes, Angle Boxes, and Nail Spotters."
Asgard,Asgard Brakeless Box Handle,"## Master Your Drywall Finish with Effortless Control

Elevate your finishing efficiency with the Asgard Brakeless Box Handle, a precision-engineered tool designed for professionals who demand seamless performance. By eliminating the traditional braking mechanism, this handle provides a fluid, uninterrupted range of motion, allowing you to glide across walls and ceilings with unparalleled consistency. Whether you are tackling high-reach areas or standard wall joints, this handle ensures your finishing boxes deliver a flawless, professional-grade coat every time.

## Built for the Demanding Professional

Constructed from high-grade, lightweight materials, the Asgard handle minimizes physical strain, allowing for extended periods of operation without the onset of fatigue. Its ergonomic profile is optimized for balance and control, ensuring that your movements remain steady and precise throughout the workday. This is a robust, streamlined solution designed to withstand the rigors of the job site while maintaining the reliability required for high-volume drywall projects.

## Key Features

- **Brakeless Fluidity:** The innovative design removes mechanical resistance, enabling smooth, continuous strokes for a superior finish.
- **Ergonomic Construction:** Engineered to reduce wrist and arm strain, promoting comfort during long-duration finishing tasks.
- **Professional-Grade Durability:** Crafted from premium, lightweight materials that offer a perfect balance of strength and maneuverability.
- **Versatile Application:** Ideal for both wall and ceiling finishing, providing consistent pressure and control in any orientation.
- **Industry-Backed Reliability:** Supported by a comprehensive 5-year warranty from TapeTech, ensuring long-term peace of mind for your investment.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Asgard |
| Product Name | Brakeless Box Handle |
| SKU | BBH-AD |
| Warranty | 5-Year (TapeTech) |
| Design | Brakeless / Fixed-Angle |
| Application | Drywall Finishing Boxes |",BBH-AD,,Asgard Brakeless Box Handle
Asgard,Asgard Extendable Flat Box Handle,"## Precision Control for Professional Drywall Finishing

Elevate your finishing workflow with the Asgard Extendable Flat Box Handle, an essential tool engineered for contractors who demand reliability and performance. Designed by the experts at TapeTech, this handle delivers the robust build quality required for high-volume jobsites while maintaining an accessible price point. By integrating advanced mechanics with an ergonomic design, it ensures that every pass is smooth, consistent, and effortless.

## Superior Reach and Versatility

Stop relying on stilts for every high-wall application. This versatile handle features a telescopic adjustment range of 41 to 63 inches, granting you the reach necessary to tackle ceilings and upper wall sections with ease. Its universal compatibility ensures it integrates seamlessly with all major flat box brands, making it a versatile addition to any professional drywall toolkit.

## Key Features

- **Brake Anywhere Technology:** Experience precise control with a proprietary braking system that allows you to lock the box at any angle, eliminating the mechanical wear typically associated with traditional pinch-brake designs.
- **Telescopic Adjustment:** Easily transition between heights with a smooth-sliding extension mechanism that locks securely from 41"" to 63"".
- **Universal Compatibility:** Engineered to fit perfectly with all major industry-standard flat boxes, ensuring maximum utility across your existing equipment inventory.
- **Durable Construction:** Built to withstand the rigors of daily professional use, providing long-term value and consistent operation on demanding job sites.
- **Ergonomic Handling:** Designed to reduce operator fatigue, allowing for extended periods of use without sacrificing the quality of the finish.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Asgard |
| Product Name | Extendable Flat Box Handle |
| SKU | FBHE-AD |
| UPC | 873876004645 |
| Minimum Length | 41 inches |
| Maximum Length | 63 inches |
| Brake System | Brake Anywhere Technology |",FBHE-AD,873876004645,"Experience the next level of drywall efficiency with Asgard Taping Tools by TapeTech, known for its durability and functionality without the added markup. The Asgard Extendable, Flat Box Handle, is compatible with all major brand Flat Boxes and provides exceptional control for a flawless finish. Featuring the innovative Brake Anywhere design, it eliminates wear issues common with the pinch brake system. This handle extends from 41"" to 63"", allowing you to reach more areas without needing stilts."
Asgard,Asgard Extendable Support Handle,"## Elevate Your Drywall Finishing Precision

Master complex angles and high-reach surfaces with the Asgard Extendable Support Handle. Engineered specifically for the rigorous demands of professional drywall finishing, this versatile tool provides the rock-solid stability required to achieve seamless, high-quality results. Whether you are maneuvering corner applicators, angle heads, or rollers, this handle serves as the essential link between your technique and a flawless finish.

## Designed for Professional Endurance

Efficiency is built into every inch of this handle. The telescopic design allows for rapid, effortless length adjustments, ensuring you can transition from floor-level work to high-ceiling corners without breaking your rhythm. By combining a lightweight construction with a fatigue-reducing ergonomic grip, Asgard has created a tool that maintains peak performance during long, demanding shifts on the job site.

## Key Features

- **Versatile Compatibility:** Seamlessly integrates with a wide range of finishing tools, including angle heads, corner applicators, nail spotters, and rollers.
- **Telescopic Reach:** Easily adjustable length allows for precise control in hard-to-reach areas and varying ceiling heights.
- **Ergonomic Design:** Engineered to minimize hand and wrist strain, promoting comfort during extended professional use.
- **Lightweight Durability:** Constructed from premium, high-strength materials that offer a perfect balance of portability and long-term resilience.
- **Professional Reliability:** Backed by a comprehensive 5-year warranty, ensuring peace of mind and long-term investment value.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Asgard |
| Product Name | Extendable Support Handle |
| SKU | XH-AD |
| UPC | 873876004744 |
| Warranty | 5-Year (TapeTech) |",XH-AD,873876004744,Asgard Extendable Support Handle
Asgard,Asgard Full Taping Tool Set - PRO GRADE (10/12 Standard Full Set),"## Elevate Your Drywall Finishing Efficiency

Achieve professional-grade results with the Asgard Full Taping Tool Set. Engineered for contractors who demand precision and reliability, this comprehensive 10/12-inch standard set provides everything necessary to streamline your workflow, reduce fatigue, and deliver a flawless Level 5 finish on every project. By combining rugged durability with intuitive design, Asgard empowers you to maximize productivity without compromising on quality.

## Built for the Demanding Professional

Asgard tools are meticulously crafted to withstand the rigors of daily job site use. Backed by the extensive TapeTech service network and a robust 5-year limited warranty, this set represents a smart investment for your business. Whether you are tackling large-scale commercial installations or residential renovations, these tools offer the consistent performance required to maintain high standards of craftsmanship while optimizing your labor time.

## Key Features

- **Comprehensive System:** Includes a full suite of essential tools, from the Automatic Taper and Loading Pump to 10"" and 12"" Finish Boxes, ensuring you have the right equipment for every stage of the taping process.
- **Precision Finishing:** Features a 3"" Angle Head and Inside Corner Roller to ensure crisp, clean corners and seamless transitions.
- **Ergonomic Control:** Equipped with an extendable finishing box handle and a lightweight fiberglass support handle for improved reach and reduced physical strain.
- **Reliable Performance:** Engineered for smooth operation and consistent mud application, minimizing the need for rework and sanding.
- **Professional Support:** Fully supported by the TapeTech service network, ensuring your equipment remains in peak condition for years to come.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Asgard |
| SKU | 9R-PIR7-OTNL |
| UPC | 0873876005376 |
| Included Taper | Hammer Automatic Taper (AT01-AD) |
| Included Boxes | 10"" (EZ10-AD) and 12"" (EZ12-AD) Finish Boxes |
| Included Pump | Loading Pump (LP01-AD) |
| Included Accessories | Corner Roller, 3"" Angle Head, Angle Head Adapter, Fiberglass Handle, Gooseneck, Filler Adapter |
| Warranty | 5-Year Limited Warranty |",9R-PIR7-OTNL,0873876005376,Includes the following;
Asgard,Asgard Gooseneck,"## Streamline Your Drywall Finishing Workflow

Maximize your productivity on the job site with the Asgard Gooseneck, a professional-grade component engineered to bridge the gap between your loading pump and automatic taper. Designed for contractors who demand reliability and efficiency, this tool simplifies the compound loading process, allowing you to maintain a consistent workflow without unnecessary downtime or equipment friction.

## Precision Engineering for Heavy-Duty Use

Constructed from premium-grade stainless steel, the Asgard Gooseneck is built to withstand the rigorous demands of daily professional drywall finishing. Its robust architecture ensures a leak-free, secure connection to your loading pump, providing the structural integrity needed to handle high-viscosity joint compounds with ease. By choosing Asgard, you gain access to high-performance taping technology that delivers professional results while optimizing your overhead costs.

## Key Features

- **Universal Compatibility:** Engineered to integrate seamlessly with all traditional-style automatic tapers and standard industry loading pumps.
- **Durable Construction:** Fabricated from high-quality stainless steel to resist corrosion and endure the wear and tear of active construction environments.
- **Efficient Loading:** Facilitates rapid, mess-free transfer of joint compound, significantly reducing prep time between taping runs.
- **Secure Attachment:** Precision-machined threads and fittings ensure a tight, reliable seal to prevent compound leakage during high-pressure loading.
- **Professional Value:** Delivers the performance and durability of premium taping tools at a competitive price point for the value-conscious contractor.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Asgard |
| Product Name | Asgard Gooseneck |
| SKU | GN01-AD |
| UPC | 873876004584 |
| Material | Stainless Steel |
| Compatibility | Traditional-style automatic tapers and major brand loading pumps |",GN01-AD,873876004584,"Elevate your drywall work with Asgard Taping Tools by TapeTech, offering unparalleled durability and functionality without the added markup. The Asgard Gooseneck is expertly designed to quickly and efficiently load your Automatic Taper with joint compound. Crafted from high-quality stainless steel, this gooseneck guarantees a secure and robust attachment to your loading pump. It is compatible with all traditional-style automatic tapers and major brand loading pumps."
Asgard,Asgard Inside Corner Roller,"## Precision Drywall Finishing for Flawless Corners

Elevate your drywall finishing standards with the Asgard Inside Corner Roller. Engineered for the demanding professional, this tool streamlines the process of embedding tape and compound, ensuring a crisp, uniform finish in every 90-degree angle. By eliminating air pockets and excess compound, it provides a superior foundation for subsequent coats, significantly reducing the need for time-consuming manual touch-ups.

## Built for Performance and Longevity

Constructed from high-grade stainless steel, the roller assembly is designed to withstand the rigors of daily job-site use while maintaining smooth, consistent rotation. The robust frame architecture offers the perfect balance of rigidity and maneuverability, allowing you to achieve professional-grade results with minimal physical strain. Whether you are tackling a large-scale commercial project or a detailed residential renovation, this tool is an essential addition to your finishing kit.

## Key Features

- **Professional-Grade Embedding:** Ensures deep, uniform contact between tape and compound for a seamless, bubble-free finish.
- **Durable Construction:** Features premium stainless steel rollers that resist corrosion and wear over extended use.
- **Ergonomic Handling:** Designed to reduce wrist fatigue during repetitive finishing tasks, promoting efficiency throughout the workday.
- **Precision Engineering:** Optimized for smooth, fluid movement to deliver consistent pressure across the entire length of the corner.
- **Versatile Application:** Compatible with standard drywall finishing workflows, making it a reliable choice for both contractors and dedicated DIY enthusiasts.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Asgard |
| Product Name | Inside Corner Roller |
| SKU | CR01-AD |
| UPC | 873876004591 |
| Material | Stainless Steel |
| Application | Drywall Corner Finishing |",CR01-AD,873876004591,Asgard Inside Corner Roller
Asgard,Asgard Loading Pump,"## Streamline Your Drywall Finishing Workflow

Maximize your productivity on the job site with the Asgard Loading Pump. Engineered for professionals who demand reliability and efficiency, this robust pump simplifies the process of filling your automatic taping tools. By streamlining compound transfer, it minimizes downtime and allows you to maintain a consistent pace throughout your workday, ensuring a professional finish on every project.

## Precision Engineering for Daily Use

Built to withstand the rigors of demanding construction environments, the Asgard Loading Pump features a durable construction that balances performance with ease of maintenance. The intuitive design includes a secure clamping system for the pump tube, allowing for rapid disassembly when it is time to clean up. With a wide, stable footplate, you can operate the pump with confidence, even on uneven surfaces, making it an essential asset for any drywall contractor.

## Key Features

- **Universal Compatibility:** Designed to integrate seamlessly with all major brands of automatic taping tools and standard attachments.
- **Efficient Compound Transfer:** Optimized for rapid filling of flat boxes and other finishing tools via the included Box Filler Fitting.
- **Simplified Maintenance:** The clamped pump tube design facilitates quick removal, ensuring thorough cleaning and long-term tool longevity.
- **Enhanced Stability:** Features a reinforced footplate to prevent tipping and provide a solid base during high-pressure operation.
- **Versatile Configuration:** Compatible with optional Gooseneck attachments (sold separately) to suit specific application needs.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Asgard |
| Product Name | Asgard Loading Pump |
| SKU | LP01-AD |
| UPC | 0873876004560 |
| Compatibility | Major brand automatic taping tools |
| Primary Material | Industrial-grade metal and composite |
| Color Scheme | Black and Blue |",LP01-AD,0873876004560,"Discover the durability and functionality of Asgard Taping Tools by TapeTech, all without the hefty markup. The Asgard Loading Pump, with its sleek black and vibrant blue exterior, is designed to efficiently fill drywall tools with joint compound using the Box Filler Fitting or an optional Gooseneck (sold separately). Its clamped pump tube ensures easy removal and clean-up, while the footplate provides extra stability during use. Compatible with all major brand attachments and automatic taping t"
Asgard,Asgard Starter Set,"## Elevate Your Craft with the Asgard Starter Set

Unlock your creative potential with the Asgard Starter Set, a meticulously curated collection designed to provide the essential foundation for your projects. Whether you are a newcomer to the craft or looking to streamline your existing workflow, this comprehensive kit offers the reliability and precision that the Asgard brand is known for. Experience seamless integration and professional-grade results from the moment you open the box.

## Built for Performance and Reliability

Every component within the Asgard Starter Set has been engineered to meet rigorous standards of durability and ease of use. By combining high-quality materials with an intuitive design, this set ensures that your focus remains on the task at hand rather than the tools themselves. It is the perfect entry point for those who refuse to compromise on quality while seeking a straightforward, all-in-one solution for their daily requirements.

## Key Features

- **Comprehensive Collection:** Includes all fundamental components necessary to begin your projects immediately.
- **Premium Build Quality:** Constructed from durable materials to ensure long-lasting performance and consistent results.
- **User-Centric Design:** Ergonomically considered elements that prioritize comfort and efficiency during extended use.
- **Professional Standard:** Engineered to meet the high expectations of both hobbyists and experienced professionals alike.
- **Streamlined Workflow:** Designed to minimize setup time, allowing you to transition quickly from preparation to execution.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Asgard |
| Product Name | Asgard Starter Set |
| SKU | HU-OI6G-88Y4 |
| UPC | 0873876005345 |",HU-OI6G-88Y4,0873876005345,Asgard Starter Set
