SKU,Type,Name,suggested_basename,suggested_url,score,reason,source_relpath
AH7-3,simple,"Framer Tention Spring - 3""",columbia-framer-tention-spring-3-AH7-3-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-framer-tention-spring-3-AH7-3-1.webp,100,current_basename,products/Production/Images/columbia-framer-tention-spring-3-AH7-3-1.webp
AH7-3-5,simple,"Frame Tension Spring - 3.5""",columbia-frame-tension-spring-3-5-AH7-3-5-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-frame-tension-spring-3-5-AH7-3-5-1.webp,100,current_basename,products/Production/Images/columbia-frame-tension-spring-3-5-AH7-3-5-1.webp
AH8A,simple,"Top Retainer Corner Clip - 3.5"" or All Sizes Post 2014",columbia-top-retainer-corner-clip-3-5-or-all-sizes-post-2014-AH8A-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-top-retainer-corner-clip-3-5-or-all-sizes-post-2014-AH8A-1.webp,100,current_basename,products/Production/Images/columbia-top-retainer-corner-clip-3-5-or-all-sizes-post-2014-AH8A-1.webp
AH9A,simple,"Bottom Retainer Corner Clip - 3.5"" or All Sizes Post 2014",columbia-bottom-retainer-corner-clip-3-5-or-all-sizes-post-2014-AH9A-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-bottom-retainer-corner-clip-3-5-or-all-sizes-post-2014-AH9A-1.webp,100,current_basename,products/Production/Images/columbia-bottom-retainer-corner-clip-3-5-or-all-sizes-post-2014-AH9A-1.webp
BH11,simple,Strap Connecting Pin,columbia-strap-connecting-pin-BH11-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-strap-connecting-pin-BH11-1.webp,100,current_basename,products/Production/Images/columbia-strap-connecting-pin-BH11-1.webp
BH24A,simple,Bearing Sleeve,columbia-bearing-sleeve-BH24A-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-bearing-sleeve-BH24A-1.webp,100,current_basename,products/Production/Images/columbia-bearing-sleeve-BH24A-1.webp
BH26,simple,Cam,columbia-cam-BH26-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-cam-BH26-1.webp,100,current_basename,products/Production/Images/columbia-cam-BH26-1.webp
BH3,simple,Lower Mounting Bracket,columbia-lower-mounting-bracket-BH3-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-lower-mounting-bracket-BH3-1.webp,100,current_basename,products/Production/Images/columbia-lower-mounting-bracket-BH3-1.webp
BH6,simple,Hinge Pin,columbia-hinge-pin-BH6-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-hinge-pin-BH6-1.webp,100,current_basename,products/Production/Images/columbia-hinge-pin-BH6-1.webp
BH7,simple,Cam Follower,columbia-cam-follower-BH7-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-cam-follower-BH7-1.webp,100,current_basename,products/Production/Images/columbia-cam-follower-BH7-1.webp
CFB10,simple,"5/16 - 18 x 3/4"" Thumb Screw",columbia-5-16-18-x-3-4-thumb-screw-CFB10-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-5-16-18-x-3-4-thumb-screw-CFB10-1.webp,100,current_basename,products/Production/Images/columbia-5-16-18-x-3-4-thumb-screw-CFB10-1.webp
CFB11A,simple,Door Stop,columbia-door-stop-CFB11A-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-door-stop-CFB11A-1.webp,100,current_basename,products/Production/Images/columbia-door-stop-CFB11A-1.webp
CFB15A,simple,Hinge Bushing (Plastic Washer),columbia-hinge-bushing-plastic-washer-CFB15A-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-hinge-bushing-plastic-washer-CFB15A-1.webp,100,current_basename,products/Production/Images/columbia-hinge-bushing-plastic-washer-CFB15A-1.webp
CFB3-7,simple,"Side Plate 7""",columbia-side-plate-7-CFB3-7-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-side-plate-7-CFB3-7-1.webp,100,current_basename,products/Production/Images/columbia-side-plate-7-CFB3-7-1.webp
CFB3-8,simple,"Side Plate 8""",columbia-side-plate-8-CFB3-8-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-side-plate-8-CFB3-8-1.webp,100,current_basename,products/Production/Images/columbia-side-plate-8-CFB3-8-1.webp
CFB4-7,simple,"Door 7""",columbia-door-7-CFB4-7-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-door-7-CFB4-7-1.webp,100,current_basename,products/Production/Images/columbia-door-7-CFB4-7-1.webp
CFB4-8,simple,"Door 8""",columbia-door-8-CFB4-8-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-door-8-CFB4-8-1.webp,100,current_basename,products/Production/Images/columbia-door-8-CFB4-8-1.webp
CFB5B,simple,Cone Ball,columbia-cone-ball-CFB5B-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-cone-ball-CFB5B-1.webp,100,current_basename,products/Production/Images/columbia-cone-ball-CFB5B-1.webp
CFB7-7,simple,"Door Gasket 7""",columbia-door-gasket-7-CFB7-7-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-door-gasket-7-CFB7-7-1.webp,100,current_basename,products/Production/Images/columbia-door-gasket-7-CFB7-7-1.webp
CFB7-8,simple,"Door Gasket 8""",columbia-door-gasket-8-CFB7-8-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-door-gasket-8-CFB7-8-1.webp,100,current_basename,products/Production/Images/columbia-door-gasket-8-CFB7-8-1.webp
CR-3,simple,CR3 - Bearing Sleeve,columbia-cr3-bearing-sleeve-CR-3-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-cr3-bearing-sleeve-CR-3-1.webp,100,current_basename,products/Production/Images/columbia-cr3-bearing-sleeve-CR-3-1.webp
CR1,simple,Head Casting,columbia-head-casting-CR1-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-head-casting-CR1-1.webp,100,current_basename,products/Production/Images/columbia-head-casting-CR1-1.webp
CR11,simple,Handle Connecting Link,columbia-handle-connecting-link-CR11-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-handle-connecting-link-CR11-1.webp,100,current_basename,products/Production/Images/columbia-handle-connecting-link-CR11-1.webp
CR2,simple,Roller (2 piece - nylatron/steel),columbia-roller-2-piece-nylatron-steel-CR2-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-roller-2-piece-nylatron-steel-CR2-1.webp,100,current_basename,products/Production/Images/columbia-roller-2-piece-nylatron-steel-CR2-1.webp
CR4,simple,Cut Washer,columbia-cut-washer-CR4-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-cut-washer-CR4-1.webp,100,current_basename,products/Production/Images/columbia-cut-washer-CR4-1.webp
CT101,simple,Return Spring,columbia-return-spring-CT101-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-return-spring-CT101-1.webp,100,current_basename,products/Production/Images/columbia-return-spring-CT101-1.webp
CT104,simple,Connection Strap,columbia-connection-strap-CT104-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-connection-strap-CT104-1.webp,100,current_basename,products/Production/Images/columbia-connection-strap-CT104-1.webp
CT121A,simple,O - Ring,columbia-o-ring-CT121A-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-o-ring-CT121A-1.webp,100,current_basename,products/Production/Images/columbia-o-ring-CT121A-1.webp
CT124,simple,Hand Grip Guard Ring,columbia-hand-grip-guard-ring-CT124-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-hand-grip-guard-ring-CT124-1.webp,100,current_basename,products/Production/Images/columbia-hand-grip-guard-ring-CT124-1.webp
CT126,simple,Hand Grip Body,columbia-hand-grip-body-CT126-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-hand-grip-body-CT126-1.webp,100,current_basename,products/Production/Images/columbia-hand-grip-body-CT126-1.webp
CT13,simple,Dog Base Bracket,columbia-dog-base-bracket-CT13-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-dog-base-bracket-CT13-1.webp,100,current_basename,products/Production/Images/columbia-dog-base-bracket-CT13-1.webp
CT132,simple,Connecting Link,columbia-connecting-link-CT132-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-connecting-link-CT132-1.webp,100,current_basename,products/Production/Images/columbia-connecting-link-CT132-1.webp
CT15,simple,Ratchet Rod for Adjustable Brake,columbia-ratchet-rod-for-adjustable-brake-CT15-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-ratchet-rod-for-adjustable-brake-CT15-1.webp,100,current_basename,products/Production/Images/columbia-ratchet-rod-for-adjustable-brake-CT15-1.webp
CT16,simple,Brake Dog,columbia-brake-dog-CT16-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-brake-dog-CT16-1.webp,100,current_basename,products/Production/Images/columbia-brake-dog-CT16-1.webp
CT3,simple,Right Insert Bushing (includes CT4),columbia-right-insert-bushing-includes-ct4-CT3-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-right-insert-bushing-includes-ct4-CT3-1.webp,100,current_basename,products/Production/Images/columbia-right-insert-bushing-includes-ct4-CT3-1.webp
CT3A,simple,Left Insert Bushing,columbia-left-insert-bushing-CT3A-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-left-insert-bushing-CT3A-1.webp,100,current_basename,products/Production/Images/columbia-left-insert-bushing-CT3A-1.webp
CT4,simple,Left Wafer Bushing,columbia-left-wafer-bushing-CT4-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-left-wafer-bushing-CT4-1.webp,100,current_basename,products/Production/Images/columbia-left-wafer-bushing-CT4-1.webp
CT40,simple,Return Spring Ring,columbia-return-spring-ring-CT40-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-return-spring-ring-CT40-1.webp,100,current_basename,products/Production/Images/columbia-return-spring-ring-CT40-1.webp
CT41A,simple,Knife Retainer Cap,columbia-knife-retainer-cap-CT41A-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-knife-retainer-cap-CT41A-1.webp,100,current_basename,products/Production/Images/columbia-knife-retainer-cap-CT41A-1.webp
CT42A,simple,Diamond Blade,columbia-diamond-blade-CT42A-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-diamond-blade-CT42A-1.webp,100,current_basename,products/Production/Images/columbia-diamond-blade-CT42A-1.webp
CT54,simple,Return Spring,columbia-return-spring-CT54-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-return-spring-CT54-1.webp,100,current_basename,products/Production/Images/columbia-return-spring-CT54-1.webp
CT55,simple,Carriage Guide Rod,columbia-carriage-guide-rod-CT55-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-carriage-guide-rod-CT55-1.webp,100,current_basename,products/Production/Images/columbia-carriage-guide-rod-CT55-1.webp
CT56,simple,Carriage Guide Rod Stop,columbia-carriage-guide-rod-stop-CT56-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-carriage-guide-rod-stop-CT56-1.webp,100,current_basename,products/Production/Images/columbia-carriage-guide-rod-stop-CT56-1.webp
CT62,simple,Needle Holding Shaft,columbia-needle-holding-shaft-CT62-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-needle-holding-shaft-CT62-1.webp,100,current_basename,products/Production/Images/columbia-needle-holding-shaft-CT62-1.webp
CT63,simple,Needle,columbia-needle-CT63-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-needle-CT63-1.webp,100,current_basename,products/Production/Images/columbia-needle-CT63-1.webp
CT70,simple,Drive Shaft,columbia-drive-shaft-CT70-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-drive-shaft-CT70-1.webp,100,current_basename,products/Production/Images/columbia-drive-shaft-CT70-1.webp
CT72,simple,Cable,columbia-cable-CT72-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-cable-CT72-1.webp,100,current_basename,products/Production/Images/columbia-cable-CT72-1.webp
CT76,simple,Nylatron Washer,columbia-nylatron-washer-CT76-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-nylatron-washer-CT76-1.webp,100,current_basename,products/Production/Images/columbia-nylatron-washer-CT76-1.webp
CT80,simple,Manual Drive Grip,columbia-manual-drive-grip-CT80-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-manual-drive-grip-CT80-1.webp,100,current_basename,products/Production/Images/columbia-manual-drive-grip-CT80-1.webp
CT82,simple,Clutch Lever,columbia-clutch-lever-CT82-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-clutch-lever-CT82-1.webp,100,current_basename,products/Production/Images/columbia-clutch-lever-CT82-1.webp
CT83,simple,Clutch Dog,columbia-clutch-dog-CT83-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-clutch-dog-CT83-1.webp,100,current_basename,products/Production/Images/columbia-clutch-dog-CT83-1.webp
CT87,simple,Engraved Cover Plate Cap,columbia-engraved-cover-plate-cap-CT87-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-engraved-cover-plate-cap-CT87-1.webp,100,current_basename,products/Production/Images/columbia-engraved-cover-plate-cap-CT87-1.webp
CT90,simple,Rod Sleeve Housing,columbia-rod-sleeve-housing-CT90-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-rod-sleeve-housing-CT90-1.webp,100,current_basename,products/Production/Images/columbia-rod-sleeve-housing-CT90-1.webp
FA199,simple,"2 - 56 x 3/16"" Binder Slot",columbia-2-56-x-3-16-binder-slot-FA199-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-2-56-x-3-16-binder-slot-FA199-1.webp,100,current_basename,products/Production/Images/columbia-2-56-x-3-16-binder-slot-FA199-1.webp
FA200,simple,"1/16 x 1/4"" Split Pin",columbia-1-16-x-1-4-split-pin-FA200-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-1-16-x-1-4-split-pin-FA200-1.webp,100,current_basename,products/Production/Images/columbia-1-16-x-1-4-split-pin-FA200-1.webp
FA202,simple,"1/16 X 1/2"" Cotter Pin",columbia-1-16-x-1-2-cotter-pin-FA202-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-1-16-x-1-2-cotter-pin-FA202-1.webp,100,current_basename,products/Production/Images/columbia-1-16-x-1-2-cotter-pin-FA202-1.webp
FA203,simple,"1/16 x 3/4"" Cotter Pin",columbia-1-16-x-3-4-cotter-pin-FA203-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-1-16-x-3-4-cotter-pin-FA203-1.webp,100,current_basename,products/Production/Images/columbia-1-16-x-3-4-cotter-pin-FA203-1.webp
FA206,simple,4 - 40 Hex Nut,columbia-4-40-hex-nut-FA206-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-4-40-hex-nut-FA206-1.webp,100,current_basename,products/Production/Images/columbia-4-40-hex-nut-FA206-1.webp
FA207,simple,4 - 40 Nyloc Nut,columbia-4-40-nyloc-nut-FA207-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-4-40-nyloc-nut-FA207-1.webp,100,current_basename,products/Production/Images/columbia-4-40-nyloc-nut-FA207-1.webp
FA210,simple,"4 - 40 x 3/16"" Binder Slot",columbia-4-40-x-3-16-binder-slot-FA210-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-4-40-x-3-16-binder-slot-FA210-1.webp,100,current_basename,products/Production/Images/columbia-4-40-x-3-16-binder-slot-FA210-1.webp
FA212,simple,"4 - 40 x 3/16"" Truss Slot",columbia-4-40-x-3-16-truss-slot-FA212-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-4-40-x-3-16-truss-slot-FA212-1.webp,100,current_basename,products/Production/Images/columbia-4-40-x-3-16-truss-slot-FA212-1.webp
FA213,simple,"4 - 40 x 1/4"" Binder Slot",columbia-4-40-x-1-4-binder-slot-FA213-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-4-40-x-1-4-binder-slot-FA213-1.webp,100,current_basename,products/Production/Images/columbia-4-40-x-1-4-binder-slot-FA213-1.webp
FA214,simple,"4 - 40 x 1/4"" Flat Slot",columbia-4-40-x-1-4-flat-slot-FA214-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-4-40-x-1-4-flat-slot-FA214-1.webp,100,current_basename,products/Production/Images/columbia-4-40-x-1-4-flat-slot-FA214-1.webp
FA216,simple,4 - 40 X 3/8” Fillister Slot,columbia-4-40-x-3-8-fillister-slot-FA216-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-4-40-x-3-8-fillister-slot-FA216-1.webp,100,current_basename,products/Production/Images/columbia-4-40-x-3-8-fillister-slot-FA216-1.webp
FA218,simple,"4 - 40 x 3/8"" Flat Slot",columbia-4-40-x-3-8-flat-slot-FA218-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-4-40-x-3-8-flat-slot-FA218-1.webp,100,current_basename,products/Production/Images/columbia-4-40-x-3-8-flat-slot-FA218-1.webp
FA219,simple,"4 - 40 X 1/2"" Fillister Slot",columbia-4-40-x-1-2-fillister-slot-FA219-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-4-40-x-1-2-fillister-slot-FA219-1.webp,100,current_basename,products/Production/Images/columbia-4-40-x-1-2-fillister-slot-FA219-1.webp
FA227,simple,"6 - 32 X 1/4"" Flat Slot",columbia-6-32-x-1-4-flat-slot-FA227-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-6-32-x-1-4-flat-slot-FA227-1.webp,100,current_basename,products/Production/Images/columbia-6-32-x-1-4-flat-slot-FA227-1.webp
FA228,simple,#6 Flat Washer,columbia-6-flat-washer-FA228-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-6-flat-washer-FA228-1.webp,100,current_basename,products/Production/Images/columbia-6-flat-washer-FA228-1.webp
FA229,simple,#6 Lock Washer,columbia-6-lock-washer-FA229-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-6-lock-washer-FA229-1.webp,100,current_basename,products/Production/Images/columbia-6-lock-washer-FA229-1.webp
FA230,simple,#6 Star Washer,columbia-6-star-washer-FA230-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-6-star-washer-FA230-1.webp,100,current_basename,products/Production/Images/columbia-6-star-washer-FA230-1.webp
FA233,simple,6 - 32 Nyloc Nut,columbia-6-32-nyloc-nut-FA233-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-6-32-nyloc-nut-FA233-1.webp,100,current_basename,products/Production/Images/columbia-6-32-nyloc-nut-FA233-1.webp
FA235,simple,"6 - 32 X 1/8"" Set Screw",columbia-6-32-x-1-8-set-screw-FA235-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-6-32-x-1-8-set-screw-FA235-1.webp,100,current_basename,products/Production/Images/columbia-6-32-x-1-8-set-screw-FA235-1.webp
FA236,simple,"6 - 32 X 1/8"" Binder Slot",columbia-6-32-x-1-8-binder-slot-FA236-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-6-32-x-1-8-binder-slot-FA236-1.webp,100,current_basename,products/Production/Images/columbia-6-32-x-1-8-binder-slot-FA236-1.webp
FA237,simple,"6 - 32 x 3/16"" Binder Slot",columbia-6-32-x-3-16-binder-slot-FA237-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-6-32-x-3-16-binder-slot-FA237-1.webp,100,current_basename,products/Production/Images/columbia-6-32-x-3-16-binder-slot-FA237-1.webp
FA238,simple,"6 - 32 X 3/16"" Fillister Slot",columbia-6-32-x-3-16-fillister-slot-FA238-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-6-32-x-3-16-fillister-slot-FA238-1.webp,100,current_basename,products/Production/Images/columbia-6-32-x-3-16-fillister-slot-FA238-1.webp
FA239,simple,"6 - 32 X 1/4"" Binder Slot",columbia-6-32-x-1-4-binder-slot-FA239-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-6-32-x-1-4-binder-slot-FA239-1.webp,100,current_basename,products/Production/Images/columbia-6-32-x-1-4-binder-slot-FA239-1.webp
FA241,simple,"6 - 32 X 3/8"" Binder Slot",columbia-6-32-x-3-8-binder-slot-FA241-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-6-32-x-3-8-binder-slot-FA241-1.webp,100,current_basename,products/Production/Images/columbia-6-32-x-3-8-binder-slot-FA241-1.webp
FA243,simple,"6 - 32 x 3/8"" Flat Slot",columbia-6-32-x-3-8-flat-slot-FA243-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-6-32-x-3-8-flat-slot-FA243-1.webp,100,current_basename,products/Production/Images/columbia-6-32-x-3-8-flat-slot-FA243-1.webp
FA244,simple,"6 - 32 x 1/2"" Pan Slot",columbia-6-32-x-1-2-pan-slot-FA244-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-6-32-x-1-2-pan-slot-FA244-1.webp,100,current_basename,products/Production/Images/columbia-6-32-x-1-2-pan-slot-FA244-1.webp
FA249,simple,"8 - 32 x 3/16"" Set Screw",columbia-8-32-x-3-16-set-screw-FA249-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-8-32-x-3-16-set-screw-FA249-1.webp,100,current_basename,products/Production/Images/columbia-8-32-x-3-16-set-screw-FA249-1.webp
FA254,simple,8 - 32 Nyloc Nut,columbia-8-32-nyloc-nut-FA254-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-8-32-nyloc-nut-FA254-1.webp,100,current_basename,products/Production/Images/columbia-8-32-nyloc-nut-FA254-1.webp
FA257,simple,"8 - 32 X 1/4"" Fillister Slot",columbia-8-32-x-1-4-fillister-slot-FA257-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-8-32-x-1-4-fillister-slot-FA257-1.webp,100,current_basename,products/Production/Images/columbia-8-32-x-1-4-fillister-slot-FA257-1.webp
FA258,simple,"8 - 32 X 1/4"" Half Dog Set",columbia-8-32-x-1-4-half-dog-set-FA258-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-8-32-x-1-4-half-dog-set-FA258-1.webp,100,current_basename,products/Production/Images/columbia-8-32-x-1-4-half-dog-set-FA258-1.webp
FA259,simple,"FA259 8 - 32 X 5/16"" Binder Slot",columbia-fa259-8-32-x-5-16-binder-slot-FA259-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-fa259-8-32-x-5-16-binder-slot-FA259-1.webp,100,current_basename,products/Production/Images/columbia-fa259-8-32-x-5-16-binder-slot-FA259-1.webp
