brand,type,sku,product_name,match_type,confidence,image_path
TapeTech,simple,TTBDL8,TapeTech Flat Box Combo Set,name_slug,1.0,products\scraped_results\fresh_images\tapetech\tapetech-flat-box-combo-set\tapetech-flat-box-combo-set-01.webp
Asgard,variation,AH25-AD,Asgard Angle Head,sku_partial,0.85,products\scraped_results\fresh_images\Asgard\asgard-anglehead-ah25ad\asgard-anglehead-ah25ad-01.webp
Asgard,variation,AH30-AD,Asgard Angle Head,sku_partial,0.85,products\scraped_results\fresh_images\Asgard\asgard-anglehead-ah30ad\asgard-anglehead-ah30ad-01.webp
Asgard,variation,AH35-AD,Asgard Angle Head,sku_partial,0.85,products\scraped_results\fresh_images\Asgard\asgard-anglehead-ah35ad\asgard-anglehead-ah35ad-01.webp
Asgard,simple,AT01-AD,Asgard The HAMMER™ Automatic Taper,sku_partial,0.85,products\scraped_results\fresh_images\Asgard\asgard-automatictaper-at01ad\asgard-automatictaper-at01ad-01.webp
Asgard,simple,BBH-AD,Asgard Brakeless Box Handle (BBH-AD),sku_partial,0.85,products\scraped_results\fresh_images\Asgard\asgard-flatboxhandle-bbhad\asgard-flatboxhandle-bbhad-01.webp
Asgard,simple,BBHE-AD,Asgard Brakeless Box Extendable Handle - 38” - 60”,sku_partial,0.85,products\scraped_results\fresh_images\Asgard\asgard-flatboxhandle-bbhead\asgard-flatboxhandle-bbhead-01.webp
Asgard,simple,CA08-AD,"Asgard 8"" Drywall Angle Box (CA08-AD)",sku_partial,0.85,products\scraped_results\fresh_images\Asgard\asgard-anglebox-ca08ad\asgard-anglebox-ca08ad-01.webp
Asgard,simple,CFA-AD,Asgard Angle Head Ball Adapter (CFA-AD),sku_partial,0.85,products\scraped_results\fresh_images\Asgard\asgard-adapter-cfaad\asgard-adapter-cfaad-01.webp
Asgard,simple,CR01-AD,Asgard Inside Corner Roller (CR01-AD),sku_partial,0.85,products\scraped_results\fresh_images\Asgard\asgard-cornerroller-cr01ad\asgard-cornerroller-cr01ad-01.webp
Asgard,variation,EHC07-AD,Asgard MAXXBOX Finishing Box,sku_partial,0.85,products\scraped_results\fresh_images\Asgard\asgard-flatbox-ehc07ad\asgard-flatbox-ehc07ad-01.webp
Asgard,variation,EHC10-AD,Asgard MAXXBOX Finishing Box,sku_partial,0.85,products\scraped_results\fresh_images\Asgard\asgard-flatbox-ehc10ad\asgard-flatbox-ehc10ad-01.webp
Asgard,variation,EHC12-AD,Asgard MAXXBOX Finishing Box,sku_partial,0.85,products\scraped_results\fresh_images\Asgard\asgard-flatbox-ehc12ad\asgard-flatbox-ehc12ad-01.webp
Asgard,variation,EZ07-AD,Asgard Finishing Box,sku_partial,0.85,products\scraped_results\fresh_images\Asgard\asgard-flatbox-ez07ad\asgard-flatbox-ez07ad-01.webp
Asgard,variation,EZ10-AD,Asgard Finishing Box,sku_partial,0.85,products\scraped_results\fresh_images\Asgard\asgard-flatbox-ez10ad\asgard-flatbox-ez10ad-01.webp
Asgard,variation,EZ12-AD,Asgard Finishing Box,sku_partial,0.85,products\scraped_results\fresh_images\Asgard\asgard-flatbox-ez12ad\asgard-flatbox-ez12ad-01.webp
Asgard,simple,FBHE-AD,Asgard Extendable Flat Box Handle (FBHE-AD),sku_partial,0.85,products\scraped_results\fresh_images\Asgard\asgard-flatboxhandle-fbhead\asgard-flatboxhandle-fbhead-01.webp
Asgard,simple,GN01-AD,Asgard Gooseneck (GN01-AD),sku_partial,0.85,products\scraped_results\fresh_images\Asgard\asgard-gooseneck-gn01ad\asgard-gooseneck-gn01ad-01.webp
Asgard,simple,LP01-AD,Asgard Loading Pump (LP01-AD),sku_partial,0.85,products\scraped_results\fresh_images\Asgard\asgard-loadingpump-lp01ad\asgard-loadingpump-lp01ad-01.webp
Asgard,simple,NS03-AD,Asgard Nail Spotter – Head Only,sku_partial,0.85,products\scraped_results\fresh_images\Asgard\asgard-nailspotter-ns03ad\asgard-nailspotter-ns03ad-01.webp
Asgard,variation,PA07-AD,Asgard Power Assist MAXXBOX Finishing Box,sku_partial,0.85,products\scraped_results\fresh_images\Asgard\asgard-flatbox-pa07ad\asgard-flatbox-pa07ad-01.webp
Asgard,variation,PA10-AD,Asgard Power Assist MAXXBOX Finishing Box,sku_partial,0.85,products\scraped_results\fresh_images\Asgard\asgard-flatbox-pa10ad\asgard-flatbox-pa10ad-01.webp
Asgard,variation,PA12-AD,Asgard Power Assist MAXXBOX Finishing Box,sku_partial,0.85,products\scraped_results\fresh_images\Asgard\asgard-flatbox-pa12ad\asgard-flatbox-pa12ad-01.webp
TapeTech,simple,BHE-SW,TapeTech SideWinder™ Extendable Brakeless Box Handle,sku_partial,0.85,products\scraped_results\fresh_images\tapetech\tapetech-handle-bhe\tapetech-handle-bhe-01.webp
TapeTech,simple,FHTT-CC,TapeTech Closet Crusher Fiberglass Handle,sku_partial,0.85,products\scraped_results\fresh_images\tapetech\tapetech-fiberglass-support-handle-fhtt\tapetech-fiberglass-support-handle-fhtt-01.webp
TapeTech,variable,PFK-TT,TapeTech Premium Finishing Knife,sku_partial,0.85,products\scraped_results\fresh_images\tapetech\tapetech-exhandle-pfkhatt\tapetech-exhandle-pfkhatt-01.webp
TapeTech,variable,TT-CORNER-FIN,TapeTech Corner Finisher,sku_partial,0.85,products\scraped_results\fresh_images\tapetech\cornerfinisher-blade-450009\tapetech-blade-450009-cornerfinisher-01.webp
TapeTech,variable,TT-CORNER-FLUSHER,TapeTech Corner Flusher,sku_partial,0.85,products\scraped_results\fresh_images\tapetech\tapetech-creaserwheel-kit-cornerflushers\tapetech-creaserwheel-kit-cornerflushers-01.webp
TapeTech,variable,TT-SS-MUD-PAN,TapeTech Stainless Steel Mud Pan,sku_partial,0.85,products\scraped_results\fresh_images\tapetech\tapetech-mudpan-mp12tt\tapetech-mudpan-mp12tt-01.webp
TapeTech,simple,AT041,TapeTech 07TT EasyClean® Automatic Taper,name_slug,0.8,products\scraped_results\fresh_images\tapetech\tapetech-easyclean-automatic-taper\tapetech-easyclean-automatic-taper-01.webp
TapeTech,simple,AT069,TapeTech 88TTE Box XTender™ Handle,name_slug,0.8,products\scraped_results\fresh_images\tapetech\tapetech-xtender-box-handle\tapetech-xtender-box-handle-01.webp
TapeTech,variation,AT130,TapeTech Wizard® Finishing Box Handle,name_slug,0.8,products\scraped_results\fresh_images\tapetech\tapetech-wizard-compact-flat-box-handle\tapetech-wizard-compact-flat-box-handle-01.webp
TapeTech,variation,AT130A,TapeTech Wizard® Finishing Box Handle,name_slug,0.8,products\scraped_results\fresh_images\tapetech\tapetech-wizard-compact-flat-box-handle\tapetech-wizard-compact-flat-box-handle-01.webp
TapeTech,simple,PIP215,TapeTech Drive Dog Assembly Kit,name_slug,0.8,products\scraped_results\fresh_images\tapetech\tt215-drive-dog-assembly\tapetech-drive-dog-assembly-tt215-01.webp
TapeTech,simple,PIPTMK01TT,TapeTech ATF Tool Maintenance Kit,name_slug,0.8,products\scraped_results\fresh_images\tapetech\tapetech-atf-tool-kit-14576\tapetech-atf-tool-kit-14576-01.webp
TapeTech,variable,TT-WIZARD-FIN-BOX-HDL,TapeTech Wizard® Finishing Box Handle,name_slug,0.8,products\scraped_results\fresh_images\tapetech\tapetech-wizard-compact-flat-box-handle\tapetech-wizard-compact-flat-box-handle-01.webp
TapeTech,simple,AT015,TapeTech FH-TT Fibreglass Support Handle - 43″,name_slug,0.75,products\scraped_results\fresh_images\tapetech\tapetech-fiberglass-support-handle-fhtt\tapetech-fiberglass-support-handle-fhtt-01.webp
TapeTech,simple,AT016,"TapeTech XH-TT Extendable Support Handle - 43"" - 76.25",name_slug,0.75,products\scraped_results\fresh_images\tapetech\tapetech-corner-roller-w-extendable-handle\tapetech-corner-roller-w-extendable-handle-01.webp
TapeTech,variation,AT044,TapeTech Applicator Mud Head,name_slug,0.75,products\scraped_results\fresh_images\tapetech\tapetech-corner-applicator-head-ca07tt\tapetech-corner-applicator-head-ca07tt-03.webp
TapeTech,variation,AT044A,TapeTech Applicator Mud Head,name_slug,0.75,products\scraped_results\fresh_images\tapetech\tapetech-corner-applicator-head-ca07tt\tapetech-corner-applicator-head-ca07tt-03.webp
TapeTech,simple,AT071,TapeTech 90T Filler Adapter,name_slug,0.75,products\scraped_results\fresh_images\tapetech\tapetech-compound-tube-filler-adapter\tapetech-compound-tube-filler-adapter-01.webp
TapeTech,variable,FBH-TT,TapeTech Finishing Box Handle,name_slug,0.75,products\scraped_results\fresh_images\tapetech\tapetech-extender-corner-box-handle-caa\tapetech-extender-corner-box-handle-caa-01.webp
TapeTech,simple,PIP200,TapeTech Gooser Assembly Kit,name_slug,0.75,products\scraped_results\fresh_images\tapetech\tapetech-gooser-assembly-2\tapetech-gooser-assembly-2-01.webp
TapeTech,simple,PIP501A,TapeTech Taper Repair Kit,name_slug,0.75,products\scraped_results\fresh_images\tapetech\tapetech-roller-wheel-repair-kit\tapetech-roller-wheel-repair-kit-01.webp
TapeTech,simple,PIP501H,TapeTech Pump Repair Kit #1,name_slug,0.75,products\scraped_results\fresh_images\tapetech\tapetech-roller-wheel-repair-kit\tapetech-roller-wheel-repair-kit-01.webp
TapeTech,simple,PIP502A,TapeTech Taper Repair Kit #2,name_slug,0.75,products\scraped_results\fresh_images\tapetech\tapetech-roller-wheel-repair-kit\tapetech-roller-wheel-repair-kit-01.webp
TapeTech,simple,PIP502H,TapeTech Pump Repair Kit #2,name_slug,0.75,products\scraped_results\fresh_images\tapetech\tapetech-roller-wheel-repair-kit\tapetech-roller-wheel-repair-kit-01.webp
TapeTech,variation,PIPEZROLL10-A,TapeTech EasyRoll® Conversion Kit A,name_slug,0.75,products\scraped_results\fresh_images\tapetech\tapetech-easyroll-wheel-kit-14533\tapetech-easyroll-wheel-kit-14533-01.webp
TapeTech,variation,PIPEZROLL12-A,TapeTech EasyRoll® Conversion Kit A,name_slug,0.75,products\scraped_results\fresh_images\tapetech\tapetech-easyroll-wheel-kit-14533\tapetech-easyroll-wheel-kit-14533-01.webp
TapeTech,variation,PIPEZROLL7-A,TapeTech EasyRoll® Conversion Kit A,name_slug,0.75,products\scraped_results\fresh_images\tapetech\tapetech-easyroll-wheel-kit-14533\tapetech-easyroll-wheel-kit-14533-01.webp
TapeTech,variable,TT-APPL-MUD-HEAD,TapeTech Applicator Mud Head,name_slug,0.75,products\scraped_results\fresh_images\tapetech\tapetech-corner-applicator-head-ca07tt\tapetech-corner-applicator-head-ca07tt-03.webp
TapeTech,variable,TT-EASYROLL-CONV-KIT,TapeTech EasyRoll® Conversion Kit A,name_slug,0.75,products\scraped_results\fresh_images\tapetech\tapetech-easyroll-wheel-kit-14533\tapetech-easyroll-wheel-kit-14533-01.webp
TapeTech,simple,TTBDL5,TapeTech Basic Box Set,name_slug,0.75,products\scraped_results\fresh_images\tapetech\tapetech-configured-basic-tool-set\tapetech-configured-basic-tool-set-01.webp
TapeTech,simple,AT043A,TapeTech 15TTE Inside Corner Roller – Head Only,name_slug,0.714,products\scraped_results\fresh_images\tapetech\tapetech-corner-roller-head-15tte\tapetech-corner-roller-head-15tte-05.webp
TapeTech,simple,AT040A,TapeTech 03TT MINI EasyClean® Automatic Taper 40.5″,name_slug,0.667,products\scraped_results\fresh_images\tapetech\tapetech-easyclean-automatic-taper\tapetech-easyclean-automatic-taper-01.webp
TapeTech,simple,AT042,TapeTech 14TT MudRunner®,name_slug,0.667,products\scraped_results\fresh_images\tapetech\129061-tapetech-e-clip-25-for-mudrunner\tapetech-e-clip-25-for-mudrunner-129061-01.webp
TapeTech,variation,AT055CA,TapeTech Corner Applicator Box – Head Only,name_slug,0.667,products\scraped_results\fresh_images\tapetech\tapetech-corner-applicator-head-ca07tt\tapetech-corner-applicator-head-ca07tt-03.webp
TapeTech,variation,AT056A,TapeTech Corner Finisher,name_slug,0.667,products\scraped_results\fresh_images\tapetech\angle-corner-box-pivot\tapetech-corner-box-pivot-angle-01.webp
TapeTech,variation,AT056X,TapeTech Corner Finisher,name_slug,0.667,products\scraped_results\fresh_images\tapetech\angle-corner-box-pivot\tapetech-corner-box-pivot-angle-01.webp
TapeTech,variation,AT058,TapeTech Corner Finisher,name_slug,0.667,products\scraped_results\fresh_images\tapetech\angle-corner-box-pivot\tapetech-corner-box-pivot-angle-01.webp
TapeTech,variation,AT059CA,TapeTech Corner Applicator Box – Head Only,name_slug,0.667,products\scraped_results\fresh_images\tapetech\tapetech-corner-applicator-head-ca07tt\tapetech-corner-applicator-head-ca07tt-03.webp
TapeTech,variation,AT060NS,TapeTech EasyClean™ Nail Spotter – Head Only,name_slug,0.667,products\scraped_results\fresh_images\tapetech\tapetech-easyclean-nail-spotter\tapetech-easyclean-nail-spotter-01.webp
TapeTech,variation,AT061NS,TapeTech EasyClean™ Nail Spotter – Head Only,name_slug,0.667,products\scraped_results\fresh_images\tapetech\tapetech-easyclean-nail-spotter\tapetech-easyclean-nail-spotter-01.webp
TapeTech,variation,AT080,TapeTech Corner Finisher,name_slug,0.667,products\scraped_results\fresh_images\tapetech\angle-corner-box-pivot\tapetech-corner-box-pivot-angle-01.webp
TapeTech,variation,AT134,TapeTech Corner Flusher,name_slug,0.667,products\scraped_results\fresh_images\tapetech\angle-corner-box-pivot\tapetech-corner-box-pivot-angle-01.webp
TapeTech,variation,AT135,TapeTech Corner Flusher,name_slug,0.667,products\scraped_results\fresh_images\tapetech\angle-corner-box-pivot\tapetech-corner-box-pivot-angle-01.webp
TapeTech,variation,AT136,TapeTech Corner Flusher,name_slug,0.667,products\scraped_results\fresh_images\tapetech\angle-corner-box-pivot\tapetech-corner-box-pivot-angle-01.webp
TapeTech,variation,AT137,TapeTech Corner Flusher,name_slug,0.667,products\scraped_results\fresh_images\tapetech\angle-corner-box-pivot\tapetech-corner-box-pivot-angle-01.webp
TapeTech,simple,EZCOVER07,TapeTech EasyClean® Cover Plate Kit EZCOVER07,name_slug,0.667,products\scraped_results\fresh_images\tapetech\040036f-base-bracket-easyclean-cover-plate\tapetech-base-bracket-easyclean-cover-plate-040036f-01.webp
TapeTech,simple,HWK001-PS,"TapeTech 13"" x 13"" Aluminum Hawk",name_slug,0.667,products\scraped_results\fresh_images\tapetech\702031-aluminum-ball\tapetech-aluminum-ball-702031-01.webp
TapeTech,simple,PIP502CN,TapeTech Flat Box Wheel Repair Kit,name_slug,0.667,products\scraped_results\fresh_images\tapetech\310051-tapetech-flat-box-wheel\tapetech-flat-box-wheel-310051-01.webp
TapeTech,variable,TT-CORNER-APPL-BOX-HEAD,TapeTech Corner Applicator Box – Head Only,name_slug,0.667,products\scraped_results\fresh_images\tapetech\tapetech-corner-applicator-head-ca07tt\tapetech-corner-applicator-head-ca07tt-03.webp
TapeTech,variable,TT-EASYCLEAN-NAIL-SPOTTER-HEAD,TapeTech EasyClean™ Nail Spotter – Head Only,name_slug,0.667,products\scraped_results\fresh_images\tapetech\tapetech-easyclean-nail-spotter\tapetech-easyclean-nail-spotter-01.webp
TapeTech,simple,TTBDL6,TapeTech MudRunner Pro Corner Finishing Set,name_slug,0.667,products\scraped_results\fresh_images\tapetech\tapetech-corner-finishing-set-ttcfs\tapetech-corner-finishing-set-ttcfs-01.webp
TapeTech,variation,AT027,TapeTech Power Assist® MAXXBOX® Flat Box w/EasyRoll Wheels,name_slug,0.625,products\scraped_results\fresh_images\tapetech\212090-tapetech-power-assist-flat-box-spring\tapetech-power-assist-flat-box-spring-212090-01.webp
TapeTech,variation,AT028,TapeTech Power Assist® MAXXBOX® Flat Box w/EasyRoll Wheels,name_slug,0.625,products\scraped_results\fresh_images\tapetech\212090-tapetech-power-assist-flat-box-spring\tapetech-power-assist-flat-box-spring-212090-01.webp
TapeTech,variation,AT029,TapeTech Power Assist® MAXXBOX® Flat Box w/EasyRoll Wheels,name_slug,0.625,products\scraped_results\fresh_images\tapetech\212090-tapetech-power-assist-flat-box-spring\tapetech-power-assist-flat-box-spring-212090-01.webp
TapeTech,variable,TT-POWER-ASSIST-MAXXBOX-FLAT-BOX-EASYROLL,TapeTech Power Assist® MAXXBOX® Flat Box w/EasyRoll Wheels,name_slug,0.625,products\scraped_results\fresh_images\tapetech\212090-tapetech-power-assist-flat-box-spring\tapetech-power-assist-flat-box-spring-212090-01.webp
TapeTech,simple,AT041X,TapeTech ATX01TT Automatic Taper Extension,name_slug,0.6,products\scraped_results\fresh_images\tapetech\automatic-taper-replacement-cables-5pk\tapetech-taper-replacement-cables-5pk-automatic-01.webp
TapeTech,simple,AT090A,TapeTech 17TT Outside Corner Roller,name_slug,0.6,products\scraped_results\fresh_images\tapetech\tapetech-corner-roller\tapetech-corner-roller-01.webp
TapeTech,simple,PIP340,TapeTech Cutter Chain Assembly Kit,name_slug,0.6,products\scraped_results\fresh_images\tapetech\050068-gooser-cutter-chain-stop\tapetech-gooser-cutter-chain-stop-050068-01.webp
TapeTech,variation,PIP501C10,TapeTech Flat Box Repair Kit,name_slug,0.6,products\scraped_results\fresh_images\tapetech\10in-flat-box-axle-70356\tapetech-flat-box-axle-70356-10in-01.webp
TapeTech,variation,PIP501C12,TapeTech Flat Box Repair Kit,name_slug,0.6,products\scraped_results\fresh_images\tapetech\10in-flat-box-axle-70356\tapetech-flat-box-axle-70356-10in-01.webp
TapeTech,variation,PIP501C7,TapeTech Flat Box Repair Kit,name_slug,0.6,products\scraped_results\fresh_images\tapetech\10in-flat-box-axle-70356\tapetech-flat-box-axle-70356-10in-01.webp
TapeTech,simple,PIP501J,TapeTech EasyClean® Pump Maintenance Kit,name_slug,0.6,products\scraped_results\fresh_images\tapetech\gland-easyclean-pump\tapetech-easyclean-pump-gland-01.webp
TapeTech,variable,TT-FLAT-BOX-REPAIR-KIT,TapeTech Flat Box Repair Kit,name_slug,0.6,products\scraped_results\fresh_images\tapetech\10in-flat-box-axle-70356\tapetech-flat-box-axle-70356-10in-01.webp
TapeTech,simple,AT041C,TapeTech 07TT-C EasyClean Carbon Fiber Automatic Taper,name_slug,0.571,products\scraped_results\fresh_images\tapetech\tapetech-easyclean-automatic-taper\tapetech-easyclean-automatic-taper-01.webp
TapeTech,simple,AT087,TapeTech 76XLTT Extra Long EasyClean® Loading Pump,name_slug,0.571,products\scraped_results\fresh_images\tapetech\tapetech-long-loading-pump\tapetech-long-loading-pump-01.webp
TapeTech,simple,AT019,TapeTech NSA-TT Nail Spotter Adapter for FHTT/XHTT Support Handle,name_slug,0.5,products\scraped_results\fresh_images\tapetech\tapetech-extendable-nail-spotter-handle-nsa\tapetech-extendable-nail-spotter-handle-nsa-01.webp
TapeTech,simple,AT068,TapeTech 85T Gooseneck Adapter,name_slug,0.5,products\scraped_results\fresh_images\tapetech\140004-tapetech-mudrunner-tube-adapter\tapetech-mudrunner-tube-adapter-140004-01.webp
TapeTech,simple,AT088,TapeTech 85XLTT Extra Long Gooseneck Adapter,name_slug,0.5,products\scraped_results\fresh_images\tapetech\tapetech-long-gooseneck\tapetech-long-gooseneck-01.webp
TapeTech,variation,AT141,TapeTech Premium Finishing Knife (New Style),name_slug,0.5,products\scraped_results\fresh_images\tapetech\151005-roller-new-style\tapetech-roller-new-style-151005-01.webp
TapeTech,variation,AT142,TapeTech Premium Finishing Knife (New Style),name_slug,0.5,products\scraped_results\fresh_images\tapetech\151005-roller-new-style\tapetech-roller-new-style-151005-01.webp
TapeTech,variation,AT143,TapeTech Premium Finishing Knife (New Style),name_slug,0.5,products\scraped_results\fresh_images\tapetech\151005-roller-new-style\tapetech-roller-new-style-151005-01.webp
TapeTech,variation,AT144,TapeTech Premium Finishing Knife (New Style),name_slug,0.5,products\scraped_results\fresh_images\tapetech\151005-roller-new-style\tapetech-roller-new-style-151005-01.webp
TapeTech,variation,AT145,TapeTech Premium Finishing Knife (New Style),name_slug,0.5,products\scraped_results\fresh_images\tapetech\151005-roller-new-style\tapetech-roller-new-style-151005-01.webp
TapeTech,variation,AT146,TapeTech Premium Finishing Knife (New Style),name_slug,0.5,products\scraped_results\fresh_images\tapetech\151005-roller-new-style\tapetech-roller-new-style-151005-01.webp
TapeTech,variation,AT147,TapeTech Premium Finishing Knife (New Style),name_slug,0.5,products\scraped_results\fresh_images\tapetech\151005-roller-new-style\tapetech-roller-new-style-151005-01.webp
