status,sku,row_index,original_basename,candidate_basename,original_url,final_url,notes
updated,FH-AD,12,asgard-fiberglass-handle-43-FH-AD-3.webp,asgard-fiberglass-handle-43-FH-AD-03.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-fiberglass-handle-43-FH-AD-3.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-fiberglass-handle-43-FH-AD-03.webp,asgard-fiberglass-handle-43-FH-AD-3.webp -> asgard-fiberglass-handle-43-FH-AD-03.webp
updated,ASG-FINISHING-BOX,13,asgard-finishing-box-7-EZ07-AD-1.webp,asgard-finishing-box-7-EZ07-AD-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-finishing-box-7-EZ07-AD-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-finishing-box-7-EZ07-AD-01.webp,asgard-finishing-box-7-EZ07-AD-1.webp -> asgard-finishing-box-7-EZ07-AD-01.webp
updated,ASG-FINISHING-BOX,13,asgard-finishing-box-10-EZ10-AD-1.webp,asgard-finishing-box-10-EZ10-AD-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-finishing-box-10-EZ10-AD-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-finishing-box-10-EZ10-AD-01.webp,asgard-finishing-box-10-EZ10-AD-1.webp -> asgard-finishing-box-10-EZ10-AD-01.webp
updated,ASG-FINISHING-BOX,13,asgard-finishing-box-12-EZ12-AD-1.webp,asgard-finishing-box-12-EZ12-AD-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-finishing-box-12-EZ12-AD-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-finishing-box-12-EZ12-AD-01.webp,asgard-finishing-box-12-EZ12-AD-1.webp -> asgard-finishing-box-12-EZ12-AD-01.webp
updated,EZ07-AD,14,asgard-finishing-box-7-EZ07-AD-1.webp,asgard-finishing-box-7-EZ07-AD-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-finishing-box-7-EZ07-AD-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-finishing-box-7-EZ07-AD-01.webp,asgard-finishing-box-7-EZ07-AD-1.webp -> asgard-finishing-box-7-EZ07-AD-01.webp
updated,EZ10-AD,15,asgard-finishing-box-10-EZ10-AD-1.webp,asgard-finishing-box-10-EZ10-AD-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-finishing-box-10-EZ10-AD-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-finishing-box-10-EZ10-AD-01.webp,asgard-finishing-box-10-EZ10-AD-1.webp -> asgard-finishing-box-10-EZ10-AD-01.webp
updated,EZ12-AD,16,asgard-finishing-box-12-EZ12-AD-1.webp,asgard-finishing-box-12-EZ12-AD-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-finishing-box-12-EZ12-AD-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-finishing-box-12-EZ12-AD-01.webp,asgard-finishing-box-12-EZ12-AD-1.webp -> asgard-finishing-box-12-EZ12-AD-01.webp
updated,GN01-AD,17,asgard-gooseneck-adapter-GN01-AD-1.webp,asgard-gooseneck-adapter-GN01-AD-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-gooseneck-adapter-GN01-AD-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-gooseneck-adapter-GN01-AD-01.webp,asgard-gooseneck-adapter-GN01-AD-1.webp -> asgard-gooseneck-adapter-GN01-AD-01.webp
updated,CR01-AD,18,asgard-inside-corner-roller-head-only-CR01-AD-1.webp,asgard-inside-corner-roller-head-only-CR01-AD-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-inside-corner-roller-head-only-CR01-AD-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-inside-corner-roller-head-only-CR01-AD-01.webp,asgard-inside-corner-roller-head-only-CR01-AD-1.webp -> asgard-inside-corner-roller-head-only-CR01-AD-01.webp
updated,LP01-AD,19,asgard-loading-pump-LP01-AD-1.webp,asgard-loading-pump-LP01-AD-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-loading-pump-LP01-AD-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-loading-pump-LP01-AD-01.webp,asgard-loading-pump-LP01-AD-1.webp -> asgard-loading-pump-LP01-AD-01.webp
updated,ASG-MAXXBOX-FINISHING-BOX,20,asgard-maxxbox-finishing-box-7-EHC07-AD-1.webp,asgard-maxxbox-finishing-box-7-EHC07-AD-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-maxxbox-finishing-box-7-EHC07-AD-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-maxxbox-finishing-box-7-EHC07-AD-01.webp,asgard-maxxbox-finishing-box-7-EHC07-AD-1.webp -> asgard-maxxbox-finishing-box-7-EHC07-AD-01.webp
updated,ASG-MAXXBOX-FINISHING-BOX,20,asgard-maxxbox-finishing-box-10-EHC10-AD-1.webp,asgard-maxxbox-finishing-box-10-EHC10-AD-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-maxxbox-finishing-box-10-EHC10-AD-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-maxxbox-finishing-box-10-EHC10-AD-01.webp,asgard-maxxbox-finishing-box-10-EHC10-AD-1.webp -> asgard-maxxbox-finishing-box-10-EHC10-AD-01.webp
updated,ASG-MAXXBOX-FINISHING-BOX,20,asgard-maxxbox-finishing-box-12-EHC12-AD-1.webp,asgard-maxxbox-finishing-box-12-EHC12-AD-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-maxxbox-finishing-box-12-EHC12-AD-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-maxxbox-finishing-box-12-EHC12-AD-01.webp,asgard-maxxbox-finishing-box-12-EHC12-AD-1.webp -> asgard-maxxbox-finishing-box-12-EHC12-AD-01.webp
updated,EHC07-AD,21,asgard-maxxbox-finishing-box-7-EHC07-AD-1.webp,asgard-maxxbox-finishing-box-7-EHC07-AD-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-maxxbox-finishing-box-7-EHC07-AD-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-maxxbox-finishing-box-7-EHC07-AD-01.webp,asgard-maxxbox-finishing-box-7-EHC07-AD-1.webp -> asgard-maxxbox-finishing-box-7-EHC07-AD-01.webp
updated,EHC10-AD,22,asgard-maxxbox-finishing-box-10-EHC10-AD-1.webp,asgard-maxxbox-finishing-box-10-EHC10-AD-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-maxxbox-finishing-box-10-EHC10-AD-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-maxxbox-finishing-box-10-EHC10-AD-01.webp,asgard-maxxbox-finishing-box-10-EHC10-AD-1.webp -> asgard-maxxbox-finishing-box-10-EHC10-AD-01.webp
updated,EHC12-AD,23,asgard-maxxbox-finishing-box-12-EHC12-AD-1.webp,asgard-maxxbox-finishing-box-12-EHC12-AD-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-maxxbox-finishing-box-12-EHC12-AD-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-maxxbox-finishing-box-12-EHC12-AD-01.webp,asgard-maxxbox-finishing-box-12-EHC12-AD-1.webp -> asgard-maxxbox-finishing-box-12-EHC12-AD-01.webp
updated,NS03-AD,24,asgard-nail-spotter-head-only-NS03-AD-1.webp,asgard-nail-spotter-head-only-NS03-AD-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-nail-spotter-head-only-NS03-AD-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-nail-spotter-head-only-NS03-AD-01.webp,asgard-nail-spotter-head-only-NS03-AD-1.webp -> asgard-nail-spotter-head-only-NS03-AD-01.webp
updated,ASG-POWER-ASSIST-MAXXBOX-FINISHING-BOX,25,asgard-power-assist-maxxbox-finishing-box-7-PA07-AD-1.webp,asgard-power-assist-maxxbox-finishing-box-7-PA07-AD-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-power-assist-maxxbox-finishing-box-7-PA07-AD-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-power-assist-maxxbox-finishing-box-7-PA07-AD-01.webp,asgard-power-assist-maxxbox-finishing-box-7-PA07-AD-1.webp -> asgard-power-assist-maxxbox-finishing-box-7-PA07-AD-01.webp
updated,ASG-POWER-ASSIST-MAXXBOX-FINISHING-BOX,25,asgard-power-assist-maxxbox-finishing-box-10-PA10-AD-1.webp,asgard-power-assist-maxxbox-finishing-box-10-PA10-AD-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-power-assist-maxxbox-finishing-box-10-PA10-AD-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-power-assist-maxxbox-finishing-box-10-PA10-AD-01.webp,asgard-power-assist-maxxbox-finishing-box-10-PA10-AD-1.webp -> asgard-power-assist-maxxbox-finishing-box-10-PA10-AD-01.webp
updated,ASG-POWER-ASSIST-MAXXBOX-FINISHING-BOX,25,asgard-power-assist-maxxbox-finishing-box-12-PA12-AD-1.webp,asgard-power-assist-maxxbox-finishing-box-12-PA12-AD-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-power-assist-maxxbox-finishing-box-12-PA12-AD-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-power-assist-maxxbox-finishing-box-12-PA12-AD-01.webp,asgard-power-assist-maxxbox-finishing-box-12-PA12-AD-1.webp -> asgard-power-assist-maxxbox-finishing-box-12-PA12-AD-01.webp
updated,PA07-AD,26,asgard-power-assist-maxxbox-finishing-box-7-PA07-AD-1.webp,asgard-power-assist-maxxbox-finishing-box-7-PA07-AD-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-power-assist-maxxbox-finishing-box-7-PA07-AD-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-power-assist-maxxbox-finishing-box-7-PA07-AD-01.webp,asgard-power-assist-maxxbox-finishing-box-7-PA07-AD-1.webp -> asgard-power-assist-maxxbox-finishing-box-7-PA07-AD-01.webp
updated,PA10-AD,27,asgard-power-assist-maxxbox-finishing-box-10-PA10-AD-1.webp,asgard-power-assist-maxxbox-finishing-box-10-PA10-AD-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-power-assist-maxxbox-finishing-box-10-PA10-AD-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-power-assist-maxxbox-finishing-box-10-PA10-AD-01.webp,asgard-power-assist-maxxbox-finishing-box-10-PA10-AD-1.webp -> asgard-power-assist-maxxbox-finishing-box-10-PA10-AD-01.webp
updated,PA12-AD,28,asgard-power-assist-maxxbox-finishing-box-12-PA12-AD-1.webp,asgard-power-assist-maxxbox-finishing-box-12-PA12-AD-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-power-assist-maxxbox-finishing-box-12-PA12-AD-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-power-assist-maxxbox-finishing-box-12-PA12-AD-01.webp,asgard-power-assist-maxxbox-finishing-box-12-PA12-AD-1.webp -> asgard-power-assist-maxxbox-finishing-box-12-PA12-AD-01.webp
updated,AT01-AD,29,asgard-the-hammer-automatic-taper-AT01-AD-1.webp,asgard-the-hammer-automatic-taper-AT01-AD-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-the-hammer-automatic-taper-AT01-AD-1.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/asgard-the-hammer-automatic-taper-AT01-AD-01.webp,asgard-the-hammer-automatic-taper-AT01-AD-1.webp -> asgard-the-hammer-automatic-taper-AT01-AD-01.webp
already_correct,AH1-2,30,columbia-head-casting-2-AH1-2-01.webp,columbia-head-casting-2-AH1-2-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-head-casting-2-AH1-2-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-head-casting-2-AH1-2-01.webp,basename already normalised and found on disk
already_correct,AH1-2-5,31,columbia-head-casting-2-5-AH1-2-5-01.webp,columbia-head-casting-2-5-AH1-2-5-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-head-casting-2-5-AH1-2-5-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-head-casting-2-5-AH1-2-5-01.webp,basename already normalised and found on disk
already_correct,AH1-3,32,columbia-head-casting-3-AH1-3-01.webp,columbia-head-casting-3-AH1-3-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-head-casting-3-AH1-3-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-head-casting-3-AH1-3-01.webp,basename already normalised and found on disk
already_correct,AH1-3-5,33,columbia-head-casting-3-5-AH1-3-5-01.webp,columbia-head-casting-3-5-AH1-3-5-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-head-casting-3-5-AH1-3-5-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-head-casting-3-5-AH1-3-5-01.webp,basename already normalised and found on disk
already_correct,AH18,34,columbia-socket-wear-cap-AH18-01.webp,columbia-socket-wear-cap-AH18-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-socket-wear-cap-AH18-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-socket-wear-cap-AH18-01.webp,basename already normalised and found on disk
already_correct,AH1A,35,columbia-spring-housing-AH1A-01.webp,columbia-spring-housing-AH1A-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-spring-housing-AH1A-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-spring-housing-AH1A-01.webp,basename already normalised and found on disk
already_correct,AH1B,36,columbia-return-spring-AH1B-01.webp,columbia-return-spring-AH1B-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-return-spring-AH1B-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-return-spring-AH1B-01.webp,basename already normalised and found on disk
already_correct,AH3-2,37,columbia-2-top-blade-AH3-2-01.webp,columbia-2-top-blade-AH3-2-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-2-top-blade-AH3-2-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-2-top-blade-AH3-2-01.webp,basename already normalised and found on disk
already_correct,AH3-2-5,38,columbia-2-5-top-blade-AH3-2-5-01.webp,columbia-2-5-top-blade-AH3-2-5-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-2-5-top-blade-AH3-2-5-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-2-5-top-blade-AH3-2-5-01.webp,basename already normalised and found on disk
already_correct,AH3-3,39,columbia-3-top-blade-AH3-3-01.webp,columbia-3-top-blade-AH3-3-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-3-top-blade-AH3-3-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-3-top-blade-AH3-3-01.webp,basename already normalised and found on disk
already_correct,AH3-3-5,40,columbia-3-5-top-blade-AH3-3-5-01.webp,columbia-3-5-top-blade-AH3-3-5-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-3-5-top-blade-AH3-3-5-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-3-5-top-blade-AH3-3-5-01.webp,basename already normalised and found on disk
already_correct,AH4,41,columbia-side-blade-AH4-01.webp,columbia-side-blade-AH4-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-side-blade-AH4-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-side-blade-AH4-01.webp,basename already normalised and found on disk
already_correct,AH5,42,columbia-frame-retainer-clip-AH5-01.webp,columbia-frame-retainer-clip-AH5-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-frame-retainer-clip-AH5-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-frame-retainer-clip-AH5-01.webp,basename already normalised and found on disk
already_correct,AH6A,43,columbia-funnel-retainer-clip-AH6A-01.webp,columbia-funnel-retainer-clip-AH6A-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-funnel-retainer-clip-AH6A-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-funnel-retainer-clip-AH6A-01.webp,basename already normalised and found on disk
already_correct,AH7-2,44,columbia-frame-tension-spring-2-AH7-2-01.webp,columbia-frame-tension-spring-2-AH7-2-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-frame-tension-spring-2-AH7-2-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-frame-tension-spring-2-AH7-2-01.webp,basename already normalised and found on disk
already_correct,AH7-2-5,45,columbia-frame-tension-spring-2-5-AH7-2-5-01.webp,columbia-frame-tension-spring-2-5-AH7-2-5-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-frame-tension-spring-2-5-AH7-2-5-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-frame-tension-spring-2-5-AH7-2-5-01.webp,basename already normalised and found on disk
already_correct,AH7-3,46,columbia-framer-tention-spring-3-AH7-3-01.webp,columbia-framer-tention-spring-3-AH7-3-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-framer-tention-spring-3-AH7-3-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-framer-tention-spring-3-AH7-3-01.webp,basename already normalised and found on disk
already_correct,AH7-3-5,47,columbia-frame-tension-spring-3-5-AH7-3-5-01.webp,columbia-frame-tension-spring-3-5-AH7-3-5-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-frame-tension-spring-3-5-AH7-3-5-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-frame-tension-spring-3-5-AH7-3-5-01.webp,basename already normalised and found on disk
already_correct,AH8,48,columbia-top-retainer-corner-clip-AH8-01.webp,columbia-top-retainer-corner-clip-AH8-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-top-retainer-corner-clip-AH8-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-top-retainer-corner-clip-AH8-01.webp,basename already normalised and found on disk
already_correct,AH8A,49,columbia-top-retainer-corner-clip-3-5-or-all-sizes-post-2014-AH8A-01.webp,columbia-top-retainer-corner-clip-3-5-or-all-sizes-post-2014-AH8A-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-top-retainer-corner-clip-3-5-or-all-sizes-post-2014-AH8A-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-top-retainer-corner-clip-3-5-or-all-sizes-post-2014-AH8A-01.webp,basename already normalised and found on disk
already_correct,AH9,50,columbia-bottom-retainer-corner-clip-AH9-01.webp,columbia-bottom-retainer-corner-clip-AH9-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-bottom-retainer-corner-clip-AH9-01.webp,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-bottom-retainer-corner-clip-AH9-01.webp,basename already normalised and found on disk
