Brands,Type,SKU,MPN,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Sale price,Date sale price starts,Date sale price ends,Regular price,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Shipping class,Allow customer reviews?,Purchase note,Categories,Tags,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,meta:_dtb_seo_title,meta:_dtb_seo_description,ID
Columbia Taping Tools,variable,COL-TSB,COL-TSB,Columbia Tomahawk Smoothing Blade,1,0,visible,"Columbia 7"" Tomahawk Smoothing Blade...","<p>Columbia 7"" Tomahawk Smoothing Blade</p>",,,,0.01,taxable,,1,100,,0,0,1.0,1.0,1.0,1.0,,1.0,,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,"Columbia Tools, TSB7, drywall taping tool, finishing tool, columbia",https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/ctttsb7.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/ctttsb10.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/ctttsb12.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/ctttsb18.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/ctttsb24.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/ctttsb32.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/ctttsb40.webp,,,,,,,,,603.0,Size,Columbia Taping Tools,1.0,1.0,Size,"7""|10""|12""|18""|24""|32""|40""",1.0,1.0,Columbia 7&#34; Tomahawk Smoothing Blade | TSB7,Professional drywall taping tool: Columbia 7&#34; Tomahawk Smoothing Blade (Part: TSB7). Columbia Tools quality. High-performance finishing equipment for contractors.,
Columbia Taping Tools,simple,COLUMBIAMUDPANS3,COLUMBIAMUDPANS3,Trowels,1,0,visible,"Premium Finishing Trowels Introducing Columbia Trowels – engineered for professionals who demand superior flexibility, strength, and control on every job. Built with hardened stainless steel blades…","<h3 data-ogsc="""">Premium Finishing Trowels</h3> <p data-start=""0"" data-end=""317"">Introducing Columbia Trowels – engineered for professionals who demand superior flexibility, strength, and control on every job. Built with hardened stainless steel blades and ground edges with round corners, these trowels deliver smooth, consistent results across a wide range of drywall and finishing tasks.</p> <p data-start=""319"" data-end=""663"">From the ultra-responsive .3 Super-Flex to the robust .7 Pro-Flex Gold, Columbia offers a full line of trowels in sizes from 12″ to 18″, each designed for a specific level of flex and feel. The ultra-light aluminum high-alloy bar ensures exceptional balance, while the ergonomic, replaceable cork handle provides comfort during long hours of use.</p> <p data-start=""665"" data-end=""756"" data-is-last-node="""" data-is-only-node="""">100% made in Poland, Columbia Trowels are the professional&rsquo;s choice for quality that lasts.</p> <p data-ogsc=""""><strong>Available Products &amp; Sizes:</strong></p> <ul> <li> <p data-ogsc="""">.7 Pro-Flex Gold Trowel: 12″, 14″, 16″, 18″</p> <p data-ogsc="""">.7 Curved Gold Trowel: 12″, 14″, 16″</p> <p data-ogsc="""">.4 Curved Silver Trowel: 12″, 14″</p> <p data-ogsc="""">.3 Super-Flex Gold Trowel: 12″, 14″</p> <p data-ogsc=""""><strong>Key Features:</strong></p> <ul> <li> <p data-ogsc="""">Ground Edges &amp; Round Corners</p> <p data-ogsc="""">Extreme Quality Hardened Stainless Steel Blade</p> <p data-ogsc="""">Ultra-Light Aluminum High-Alloy Bar</p> <p data-ogsc="""">Ergonomic &amp; Replaceable Cork Handle</p> <p data-ogsc="""">100% Made in Poland</p> <p><strong>Individual Part Numbers:</strong></p> <p data-ogsc="""">12-4.7-0.7-G-C – 12″ GOLD FINISHING TROWEL</p> <p data-ogsc="""">14-4.7-0.7-G-C – 14″ GOLD FINISHING TROWEL</p> <p data-ogsc="""">16-4.7-0.7-G-C – &nbsp;16″ GOLD FINISHING TROWEL</p> <p data-ogsc="""">18-4.7-0.7-G-C – 18″ GOLD FINISHING TROWEL</p> <p data-ogsc="""">12-4.7-0.7-G-C-C – 12″ GOLD CURVE TROWEL</p> <p data-ogsc="""">14-4.7-0.7-G-C-C – 14″ GOLD CURVE TROWEL</p> <p data-ogsc="""">16-4.7-0.7-G-C-C – 16″ GOLD CURVE TROWEL</p> <p data-ogsc="""">12-4.7-0.4-S-C-C – 12″ SILVER CURVE TROWEL</p> <p data-ogsc="""">14-4.7-0.4-S-C-C – 14″ SILVER CURVE TROWEL</p> <p data-ogsc="""">12-4.3-0.3-G-C – 12″ GOLD FINISHING TROWEL .3MM</p> <p data-ogsc="""">14-4.3-0.3-G-C – 14″ GOLD FINISHING TROWEL .3MM</p>",,,,0.01,taxable,,1,100.0,,0,0,1.0,1.0,1.0,1.0,,1.0,,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,"Columbia Tools, COLUMBIAMUDPANS3, Trowels, Hand Tools",https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/hand-tools/columbiamudpans3_01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/hand-tools/columbiamudpans3_02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/hand-tools/columbiamudpans3_03.webp|https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/hand-tools/columbiamudpans3_04.webp|https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/hand-tools/columbiamudpans3_05.webp|https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/hand-tools/columbiamudpans3_06.webp|https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/hand-tools/columbiamudpans3_07.webp|https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/hand-tools/columbiamudpans3_08.webp|https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/hand-tools/columbiamudpans3_09.webp|https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/hand-tools/columbiamudpans3_10.webp,,,,,,,,,626.0,Brand,Columbia Taping Tools,1.0,1.0,,,,,Trowels | COLUMBIAMUDPANS3 | Columbia Tools,Professional Trowels by Columbia Tools. Hand Tools drywall taping tool for contractors.,
Columbia Taping Tools,simple,COMBOFLUSHER,COMBOFLUSHER,Combo Flusher,1,0,visible,"(2.5CSF, 3CSF, 3.5CSF, 3WTCSF) Columbia Combo Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate…","<p>(2.5CSF, 3CSF, 3.5CSF, 3WTCSF)</p> <p>Columbia Combo Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an allen key for those who prefer not to use them.</p> <h4>FEATURES:</h4> <ul> <li>Precision hand ground and set</li> <li>4 designs: 2.5″, 3″, 3.5″ &amp; wide track</li> <li>Hand made from U.S. aluminum and steel components</li> <li>Machined in our state of the art facility in Canada</li> </ul>",,,,0.01,taxable,,1,100.0,,0,0,1.0,1.0,1.0,1.0,,1.0,,Drywall Finishing Tools > Columbia Taping Tools > Corner & Angle Tools,"Columbia Tools, COMBOFLUSHER, Combo, Flusher, Corner Flushers",https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/corner-flushers/comboflusher_01.webp,,,,,,,,,137.0,Brand,Columbia Taping Tools,1.0,1.0,,,,,Combo Flusher | COMBOFLUSHER | Columbia Tools,Professional Combo Flusher by Columbia Tools. Corner Flushers drywall taping tool for contractors.,
Columbia Taping Tools,simple,CORNERROLLERMAINTENANCEKITS,CORNERROLLERMAINTENANCEKITS,Corner Roller Maintenance Kits,1,0,visible,Corner Roller Maintenance Kits by Columbia Tools.,<p>Corner Roller Maintenance Kits by Columbia Tools.</p>,,,,0.01,taxable,,1,100.0,,0,0,1.0,1.0,1.0,1.0,,1.0,,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,"Columbia Tools, CORNERROLLERMAINTENANCEKITS, Corner, Roller, Maintenance, Kits, Maintenance Kits",https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/maintenance-kits/cornerrollermaintenancekits_01.webp,,,,,,,,,613.0,Brand,Columbia Taping Tools,1.0,1.0,,,,,Corner Roller Maintenance Kits | CORNERROLLERMAINTENANCEKITS | Columbia Tools,Professional Corner Roller Maintenance Kits by Columbia Tools. Maintenance Kits drywall taping tool for contractors.,
Columbia Taping Tools,simple,CPFGN,CPFGN,Columbia Graco Powerfill Gooseneck,1,0,visible,Columbia Graco Powerfill Gooseneck...,<p>Columbia Graco Powerfill Gooseneck</p>,,,,0.01,taxable,,1,100.0,,0,0,1.0,1.0,1.0,1.0,,1.0,,Drywall Finishing Tools > Columbia Taping Tools > Pumps & Accessories,"Columbia Tools, CPFGN, drywall taping tool, finishing tool, columbia",https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttcpfgn.webp,,,,,,,,,269.0,Brand,Columbia Taping Tools,1.0,1.0,,,,,Columbia Graco Powerfill Gooseneck | CPFGN,Professional drywall taping tool: Columbia Graco Powerfill Gooseneck (Part: CPFGN). Columbia Tools quality. High-performance finishing equipment for contractors.,
Columbia Taping Tools,simple,CPFP,CPFP,Columbia X Graco PowerFill 3.5 Loading Pump,1,0,visible,There are currently no resources for this product....,"<p>Note: This product is not eligible for rebates, wholesale pricing, or discounts and is only available in North America.</p> <p style=""font-weight: 400;"" data-ogsb=""white""><span data-ogsc=""black"">Columbia Tools has partnered with Graco to bring you a Columbia Tools branded version of their already successful cordless powered loading pump for Columbia customers. The Columbia X Graco PowerFill is designed to fill all automatic taping and finishing tools with ease. The PowerFill system completely eliminates the need for manual pumping, allowing you to fill with just the push of a button.</span></p> <p style=""font-weight: 400;"" data-ogsb=""white""><span data-ogsc=""black"">Say Goodbye to Hand Pumping. The single-button pumping mechanism reduces fatigue and minimizes the risk of injury associated with manual pumps. With a flow rate of up to 3.5 gpm, you can fill tools lightning-fast, and with the capability to pump up to 55 gallons on a single battery charge, you&rsquo;ll have all-day performance. Plus, it&rsquo;s programmable to automatically refill tools with Precision Fill.</span></p> <p style=""font-weight: 400;"" data-ogsb=""white""><span data-ogsc=""black"">Bucket not included.</span></p> <p style=""font-weight: 400;"" data-ogsb=""white""><strong><span data-ogsc=""black"">Features</span></strong></p> <ul style=""font-weight: 400;""> <li data-ogsc=""black"" data-ogsb=""white"">SmartControl Pro with Programmable Precision Fill: Automatically refills your tools to your preset level.</li> <li data-ogsc=""black"" data-ogsb=""white"">One Button Pumping: Eliminates fatigue and potential injuries.</li> <li data-ogsc=""black"" data-ogsb=""white"">Hands-Free Continuous Run Mode: Ideal for transferring large quantities of material or self-cleaning.</li> <li data-ogsc=""black"" data-ogsb=""white"">Hi-Rise Fill Tube: Allows you to fill tools while standing upright, protecting your back and reducing fatigue. The tube rotates to position the outlet where needed, including above buckets to save space and contain drips.</li> <li data-ogsc=""black"" data-ogsb=""white"">Includes Filler Attachments: Designed for angle and flat boxes.</li> </ul> <p style=""font-weight: 400;"" data-ogsb=""white""><strong><span data-ogsc=""black"">Powerstroke Pump</span></strong></p> <ul style=""font-weight: 400;""> <li data-ogsc=""black"" data-ogsb=""white"">4X Life vs. Manual Pumps: Built for exceptional durability.</li> <li data-ogsc=""black"" data-ogsb=""white"">Fastest Tool Fills: Pumps up to 3.5 gpm for efficient filling.</li> <li data-ogsc=""black"" data-ogsb=""white"">Maintenance Free: Tool-less access for easy cleaning of the pump cylinder, inlet, and filter.</li> </ul> <p style=""font-weight: 400;"" data-ogsb=""white""><strong><span data-ogsc=""black"">ProConnect Pump and Removable Powerhead</span></strong></p> <ul style=""font-weight: 400;""> <li data-ogsc=""black"" data-ogsb=""white"">No-Tools Pump and Powerhead Removal: Easily detach the powerhead for storage and quick cleaning.</li> </ul> <p style=""font-weight: 400;"" data-ogsb=""white""><strong><span data-ogsc=""black"">Powered by DEWALT&reg;</span></strong></p> <ul style=""font-weight: 400;""> <li data-ogsc=""black"" data-ogsb=""white"">Compatible with any 20V MAX Lithium-Ion DEWALT Battery: Pumps up to 55 gallons per charge for reliable all-day use.</li> </ul> <p style=""font-weight: 400;"" data-ogsb=""white""><strong><span data-ogsc=""black"">Adjustable Bucket Stabilizer</span></strong></p> <ul style=""font-weight: 400;""> <li data-ogsc=""black"" data-ogsb=""white"">No-Tools Adjustment: Fits most buckets and containers.</li> <li data-ogsc=""black"" data-ogsb=""white"">Oversized Foot Bracket and Stabilizer Arm: Keeps the pump secure and stable.</li> <li data-ogsc=""black"" data-ogsb=""white"">Convertible Outlet: Change from right to left-sided pump outlet in minutes</li> </ul> <p style=""font-weight: 400;"" data-ogsb=""white""><strong><span data-ogsc=""black"">Specifications</span></strong></p> <ul style=""font-weight: 400;""> <li data-ogsc=""black"" data-ogsb=""white"">Version: 26B418</li> <li data-ogsc=""black"" data-ogsb=""white"">Max GPM (lpm): 3.5 (13.2)</li> <li data-ogsc=""black"" data-ogsb=""white"">Weight Lbs (Kg): 17 (7.7)</li> <li data-ogsc=""black"" data-ogsb=""white"">Pump: PowerStroke</li> <li data-ogsc=""black"" data-ogsb=""white"">Power/Battery: (1) DEWALT 20V MAX* COMPACT 2.0 ah Lithium-Ion Batteries and (1) Charger</li> <li data-ogsc=""black"" data-ogsb=""white"">Pump Outlet: Hi-Rise Fill Tube w/Box Filler</li> <li data-ogsc=""black"" data-ogsb=""white"">Precision Fill: Yes</li> <li data-ogsc=""black"" data-ogsb=""white"">Inlet Filter: Tool-less, 10 Mesh (1)</li> <li data-ogsc=""black"" data-ogsb=""white"">Adjustable Flow: Yes</li> <li data-ogsc=""black"" data-ogsb=""white"">Fits Container: Adjustable up to 5 (7-15″ Bucket Height Range)</li> </ul> <p style=""font-weight: 400;"" data-ogsb=""white""><strong><span data-ogsc=""black"">Individual Part Numbers:</span></strong></p> <p style=""font-weight: 400;"" data-ogsb=""white""><span data-ogsc=""black"">&nbsp;</span></p> <p style=""font-weight: 400;"" data-ogsb=""white""><span data-ogsc=""black"">CPFP – Columbia PowerFill Pump (comes with box filler)</span></p> <p style=""font-weight: 400;"" data-ogsb=""white""><span data-ogsc=""black"">CPFGN – Columbia PowerFill Gooseneck (sold seperately)</span></p>",,,,0.01,taxable,,1,100.0,,0,0,1.0,1.0,1.0,1.0,,1.0,,Drywall Finishing Tools > Columbia Taping Tools > Pumps & Accessories,"Columbia Tools, CPFP, drywall taping tool, finishing tool, columbia, Columbia, Graco, PowerFill, Pumps",https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/pumps/cpfp_01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/pumps/cpfp_02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttcpfp.webp,,,,,,,,,279.0,Brand,Columbia Taping Tools,1.0,1.0,,,,,Columbia X Graco PowerFill 3.5 Loading Pump | CPFP,Professional drywall taping tool: Columbia X Graco PowerFill 3.5 Loading Pump (Part: CPFP). Columbia Tools quality. High-performance finishing equipment for contractors.,
Columbia Taping Tools,simple,CR,CR,Columbia Inside Corner Roller,1,0,visible,Our Inside Corner Roller offers the easiest roll in the industry. With our split wheel design tapes do not drag upon initial contact. The tape imme...,<p>Our Inside Corner Roller offers the easiest roll in the industry. With our split wheel design tapes do not drag upon initial contact. The tape immediately imbeds in the corner with all unneeded compound being pushed out from behind.</p> <h4>FEATURES:</h4> <ul> <li>Innovative split wheel design</li> <li>Cast aluminum body</li> <li>Hand made from U.S. aluminum and steel components</li> <li>Machined in our state of the art facility in Canada</li> </ul>,,,,0.01,taxable,,1,100.0,,0,0,1.0,1.0,1.0,1.0,,1.0,,Drywall Finishing Tools > Columbia Taping Tools > Corner & Angle Tools,"Columbia Tools, CR, drywall taping tool, finishing tool, columbia, Inside, Corner, Roller, Corner Rollers",https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/corner-rollers/cr_01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/corner-rollers/cr_02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttcr.webp,,,,,,,,,129.0,Brand,Columbia Taping Tools,1.0,1.0,,,,,Columbia Inside Corner Roller | CR,Professional drywall taping tool: Columbia Inside Corner Roller (Part: CR). Columbia Tools quality. High-performance finishing equipment for contractors.,
Columbia Taping Tools,simple,CR12,CR12,Columbia Swivel Coupling Pin,1,0,visible,Columbia Swivel Coupling Pin...,<p>Columbia Swivel Coupling Pin</p>,,,,0.01,taxable,,1,100.0,,0,0,1.0,1.0,1.0,1.0,,1.0,,Drywall Finishing Tools > Columbia Taping Tools > Pumps & Accessories,"Columbia Tools, CR12, drywall taping tool, finishing tool, columbia",https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttcr12.webp,,,,,,,,,275.0,Brand,Columbia Taping Tools,1.0,1.0,,,,,Columbia Swivel Coupling Pin | CR12,Professional drywall taping tool: Columbia Swivel Coupling Pin (Part: CR12). Columbia Tools quality. High-performance finishing equipment for contractors.,
Columbia Taping Tools,simple,CR6,CR6,Columbia Handle Mounting Swivel,1,0,visible,Columbia Handle Mounting Swivel...,<p>Columbia Handle Mounting Swivel</p>,,,,0.01,taxable,,1,100.0,,0,0,1.0,1.0,1.0,1.0,,1.0,,Drywall Finishing Tools > Columbia Taping Tools > Handles & Extensions,"Columbia Tools, CR6, drywall taping tool, finishing tool, columbia",https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttcr6.webp,,,,,,,,,210.0,Brand,Columbia Taping Tools,1.0,1.0,,,,,Columbia Handle Mounting Swivel | CR6,Professional drywall taping tool: Columbia Handle Mounting Swivel (Part: CR6). Columbia Tools quality. High-performance finishing equipment for contractors.,
Columbia Taping Tools,simple,CRA2,CRA2,Corner Roller Wheel Maintenance Kit,1,0,visible,There are currently no resources for this product....,<p>There are currently no resources for this product.</p>,,,,0.01,taxable,,1,100.0,,0,0,1.0,1.0,1.0,1.0,,1.0,,Drywall Finishing Tools > Columbia Taping Tools > Corner & Angle Tools,"Columbia Tools, CRA2, drywall taping tool, finishing tool, corner",https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttcra2.webp,,,,,,,,,138.0,Brand,Columbia Taping Tools,1.0,1.0,,,,,Corner Roller Wheel Maintenance Kit | CRA2,Professional drywall taping tool: Corner Roller Wheel Maintenance Kit (Part: CRA2). Columbia Tools quality. High-performance finishing equipment for contractors.,
Columbia Taping Tools,simple,CS,CS,Columbia Sander Head,1,0,visible,The Columbia Sander Head incorporates all of the industry&rsquo;s preferred functionalities in the first fully machined billet aluminum body. Utili...,"<p>The Columbia Sander Head incorporates all of the industry&rsquo;s preferred functionalities in the first fully machined billet aluminum body. Utilizing our No Flip technology, our Sander Head flows smoothly on the wall.</p>",,,,0.01,taxable,,1,100.0,,0,0,1.0,1.0,1.0,1.0,,1.0,,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,"Columbia Tools, CS, drywall taping tool, finishing tool, columbia, CSH, Sander, Head, Sanders",https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/sanders/cs_01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/sanders/cs_02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttcs.webp,,,,,,,,,500.0,Brand,Columbia Taping Tools,1.0,1.0,,,,,Columbia Sander Head | CS,Professional drywall taping tool: Columbia Sander Head (Part: CS). Columbia Tools quality. High-performance finishing equipment for contractors.,
Columbia Taping Tools,simple,CSH,CSH,Sander Head – CSH,1,0,visible,,,,,,0.01,taxable,,1,100.0,,0,0,1.0,1.0,1.0,1.0,,1.0,,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,"Columbia Tools, CS, CSH, Sander, Head, Sanders",https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/sanders/cs_01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/sanders/cs_02.webp,,,,,,,,,623.0,Brand,Columbia Taping Tools,1.0,1.0,,,,,Sander Head – CSH | CSH,Columbia Sander Head (CSH) replacement part by Columbia Taping Tools. Compatible with Columbia sanding systems for smooth drywall finishing on flat surfaces.,
Columbia Taping Tools,simple,CT1,CT1,Columbia Taper Head Casting,1,0,visible,Columbia Taper Head Casting...,<p>Columbia Taper Head Casting</p>,,,,0.01,taxable,,1,100.0,,0,0,1.0,1.0,1.0,1.0,,1.0,,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,"Columbia Tools, CT1, drywall taping tool, finishing tool, columbia",https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct1.webp,,,,,,,,,550.0,Brand,Columbia Taping Tools,1.0,1.0,,,,,Columbia Taper Head Casting | CT1,Professional drywall taping tool: Columbia Taper Head Casting (Part: CT1). Columbia Tools quality. High-performance finishing equipment for contractors.,
Columbia Taping Tools,simple,CT10,CT10,Columbia Taper Crimping Arm Bushing Right,1,0,visible,Columbia Taper Crimping Arm Bushing Right...,<p>Columbia Taper Crimping Arm Bushing Right</p>,,,,0.01,taxable,,1,100.0,,0,0,1.0,1.0,1.0,1.0,,1.0,,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,"Columbia Tools, CT10, drywall taping tool, finishing tool, columbia",https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct10.webp,,,,,,,,,534.0,Brand,Columbia Taping Tools,1.0,1.0,,,,,Columbia Taper Crimping Arm Bushing Right | CT10,Professional drywall taping tool: Columbia Taper Crimping Arm Bushing Right (Part: CT10). Columbia Tools quality. High-performance finishing equipment for contractors.,
Columbia Taping Tools,simple,CT103,CT103,Columbia Taper Barrel Main Body,1,0,visible,Columbia Taper Barrel Main Body...,<p>Columbia Taper Barrel Main Body</p>,,,,0.01,taxable,,1,100.0,,0,0,1.0,1.0,1.0,1.0,,1.0,,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,"Columbia Tools, CT103, drywall taping tool, finishing tool, columbia",https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct103.webp,,,,,,,,,515.0,Brand,Columbia Taping Tools,1.0,1.0,,,,,Columbia Taper Barrel Main Body | CT103,Professional drywall taping tool: Columbia Taper Barrel Main Body (Part: CT103). Columbia Tools quality. High-performance finishing equipment for contractors.,
Columbia Taping Tools,simple,CT105,CT105,Columbia Taper Crimper Lever,1,0,visible,Columbia Taper Crimper Lever...,<p>Columbia Taper Crimper Lever</p>,,,,0.01,taxable,,1,100.0,,0,0,1.0,1.0,1.0,1.0,,1.0,,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,"Columbia Tools, CT105, drywall taping tool, finishing tool, columbia",https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct105.webp,,,,,,,,,532.0,Brand,Columbia Taping Tools,1.0,1.0,,,,,Columbia Taper Crimper Lever | CT105,Professional drywall taping tool: Columbia Taper Crimper Lever (Part: CT105). Columbia Tools quality. High-performance finishing equipment for contractors.,
Columbia Taping Tools,simple,CT106,CT106,Columbia Taper Bearing Shaft,1,0,visible,Columbia Taper Bearing Shaft...,<p>Columbia Taper Bearing Shaft</p>,,,,0.01,taxable,,1,100.0,,0,0,1.0,1.0,1.0,1.0,,1.0,,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,"Columbia Tools, CT106, drywall taping tool, finishing tool, columbia",https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct106.webp,,,,,,,,,517.0,Brand,Columbia Taping Tools,1.0,1.0,,,,,Columbia Taper Bearing Shaft | CT106,Professional drywall taping tool: Columbia Taper Bearing Shaft (Part: CT106). Columbia Tools quality. High-performance finishing equipment for contractors.,
Columbia Taping Tools,simple,CT107,CT107,Columbia Taper Piston Body,1,0,visible,Columbia Taper Piston Body...,<p>Columbia Taper Piston Body</p>,,,,0.01,taxable,,1,100.0,,0,0,1.0,1.0,1.0,1.0,,1.0,,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,"Columbia Tools, CT107, drywall taping tool, finishing tool, columbia",https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct107.webp,,,,,,,,,575.0,Brand,Columbia Taping Tools,1.0,1.0,,,,,Columbia Taper Piston Body | CT107,Professional drywall taping tool: Columbia Taper Piston Body (Part: CT107). Columbia Tools quality. High-performance finishing equipment for contractors.,
Columbia Taping Tools,simple,CT109,CT109,Columbia Taper Cable Retaining Nut,1,0,visible,Columbia Taper Cable Retaining Nut&nbsp;...,<p>Columbia Taper Cable Retaining Nut&nbsp;</p>,,,,0.01,taxable,,1,100.0,,0,0,1.0,1.0,1.0,1.0,,1.0,,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,"Columbia Tools, CT109, drywall taping tool, finishing tool, columbia",https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct109.webp,,,,,,,,,522.0,Brand,Columbia Taping Tools,1.0,1.0,,,,,Columbia Taper Cable Retaining Nut | CT109,Professional drywall taping tool: Columbia Taper Cable Retaining Nut (Part: CT109). Columbia Tools quality. High-performance finishing equipment for contractors.,
Columbia Taping Tools,simple,CT10A,CT10A,Columbia Taper Crimping Arm Bushing Left,1,0,visible,Columbia Taper Crimping Arm Bushing Left...,<p>Columbia Taper Crimping Arm Bushing Left</p>,,,,0.01,taxable,,1,100.0,,0,0,1.0,1.0,1.0,1.0,,1.0,,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,"Columbia Tools, CT10A, drywall taping tool, finishing tool, columbia",https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct10a.webp,,,,,,,,,533.0,Brand,Columbia Taping Tools,1.0,1.0,,,,,Columbia Taper Crimping Arm Bushing Left | CT10A,Professional drywall taping tool: Columbia Taper Crimping Arm Bushing Left (Part: CT10A). Columbia Tools quality. High-performance finishing equipment for contractors.,
Columbia Taping Tools,simple,CT11,CT11,Columbia Taper Mud Guard Plate,1,0,visible,There are currently no resources for this product....,<p>There are currently no resources for this product.</p>,,,,0.01,taxable,,1,100.0,,0,0,1.0,1.0,1.0,1.0,,1.0,,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,"Columbia Tools, CT11, drywall taping tool, finishing tool, columbia",https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct11.webp,,,,,,,,,564.0,Brand,Columbia Taping Tools,1.0,1.0,,,,,Columbia Taper Mud Guard Plate | CT11,Professional drywall taping tool: Columbia Taper Mud Guard Plate (Part: CT11). Columbia Tools quality. High-performance finishing equipment for contractors.,
Columbia Taping Tools,simple,CT111,CT111,Columbia Taper Piston Cup,1,0,visible,There are currently no resources for this product....,<p>There are currently no resources for this product.</p>,,,,0.01,taxable,,1,100.0,,0,0,1.0,1.0,1.0,1.0,,1.0,,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,"Columbia Tools, CT111, drywall taping tool, finishing tool, columbia",https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttct111.webp,,,,,,,,,576.0,Brand,Columbia Taping Tools,1.0,1.0,,,,,Columbia Taper Piston Cup | CT111,Professional drywall taping tool: Columbia Taper Piston Cup (Part: CT111). Columbia Tools quality. High-performance finishing equipment for contractors.,
