"Brands","Type","SKU","MPN","Name","Short description","Description","Weight (lbs)","Length (in)","Width (in)","Height (in)","Categories","Tags","Images","Parent","Attribute 1 name","Attribute 1 value(s)","Attribute 2 name","Attribute 2 value(s)"
"Columbia Taping Tools","simple","CTA41","CTA41","Columbia Taper Cutter Block Assembly","Genuine Columbia Taping Tools OEM replacement part &mdash; Columbia Taper Cutter Block Assembly. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: CTA41.","<p class=""part-desc""><strong>Columbia Taper Cutter Block Assembly</strong> is a genuine OEM replacement part for Columbia Taping Tools automatic taping systems. This genuine OEM replacement component restores original tool performance. Using manufacturer-specified parts ensures correct fit and maintains tool reliability on demanding job sites.</p><p>Order by part number <strong>CTA41</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>CTA41</td></tr></tbody></table>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, CTA41, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttcta41.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","simple","CTA59","CTA59","Columbia Taper Magnet","Genuine Columbia Taping Tools OEM replacement part &mdash; Columbia Taper Magnet. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: CTA59.","<p class=""part-desc""><strong>Columbia Taper Magnet</strong> is a genuine OEM replacement part for Columbia Taping Tools automatic taping systems. This genuine OEM replacement component restores original tool performance. Using manufacturer-specified parts ensures correct fit and maintains tool reliability on demanding job sites.</p><p>Order by part number <strong>CTA59</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>CTA59</td></tr></tbody></table>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, CTA59, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttcta59.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","simple","CTA84","CTA84","Columbia Cable Pulley Guide","Genuine Columbia Taping Tools OEM replacement part &mdash; Columbia Cable Pulley Guide. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: CTA84.","<p class=""part-desc""><strong>Columbia Cable Pulley Guide</strong> is a genuine OEM replacement part for Columbia Taping Tools automatic taping systems. This genuine OEM replacement component restores original tool performance. Using manufacturer-specified parts ensures correct fit and maintains tool reliability on demanding job sites.</p><p>Order by part number <strong>CTA84</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>CTA84</td></tr></tbody></table>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, CTA84, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttcta84.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","simple","CTA87CL","CTA87CL","Columbia Cover Plate Assembly","Genuine Columbia Taping Tools OEM structural plate or bracket &mdash; Columbia Cover Plate Assembly. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: CTA87CL.","<p class=""part-desc""><strong>Columbia Cover Plate Assembly</strong> is a genuine OEM structural plate or bracket for Columbia Taping Tools automatic taping systems. This structural component provides the mounting reference or load path for adjoining parts within the tool assembly. Correct fitment is essential for maintaining dimensional accuracy and structural integrity.</p><p>Order by part number <strong>CTA87CL</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>CTA87CL</td></tr></tbody></table>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, CTA87CL, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttcta87cl.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","simple","CTA99","CTA99","Columbia Removable Cover Plate Pin","Genuine Columbia Taping Tools OEM hinge or pivot pin &mdash; Columbia Removable Cover Plate Pin. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: CTA99.","<p class=""part-desc""><strong>Columbia Removable Cover Plate Pin</strong> is a genuine OEM hinge or pivot pin for Columbia Taping Tools automatic taping systems. This precision pin maintains pivoting or hinge alignment within the tool assembly. Worn or missing pins allow unwanted play in the mechanism, leading to uneven compound application and increased wear on adjoining components.</p><p>Order by part number <strong>CTA99</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>CTA99</td></tr></tbody></table>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, CTA99, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttcta99.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","variation","CTK10","CTK10","Columbia 10"" Stainless Steel Comfort Grip Taping Knife","","","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, CTK10, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttctk10.webp","COL-CTK","Brand","Columbia Taping Tools","Size","10"""
"Columbia Taping Tools","variation","CTK12","CTK12","Columbia 12"" Stainless Steel Comfort Grip Taping Knife","","","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, CTK12, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttctk12.webp","COL-CTK","Brand","Columbia Taping Tools","Size","12"""
"Columbia Taping Tools","variation","CTK14","CTK14","Columbia 14"" Stainless Steel Comfort Grip Taping Knife","","","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, CTK14, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttctk14.webp","COL-CTK","Brand","Columbia Taping Tools","Size","14"""
"Columbia Taping Tools","variation","CTK8","CTK8","Columbia 8"" Stainless Steel Comfort Grip Taping Knife","","","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, CTK8, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttctk8.webp","COL-CTK","Brand","Columbia Taping Tools","Size","8"""
"Columbia Taping Tools","simple","CTR1","CTR1","Columbia Taper Maintenance Kit","Genuine Columbia Taping Tools OEM maintenance or repair kit &mdash; Columbia Taper Maintenance Kit. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: CTR1.","<p class=""part-desc""><strong>Columbia Taper Maintenance Kit</strong> is a genuine OEM maintenance or repair kit for Columbia Taping Tools automatic taping systems. This kit provides the OEM components necessary to restore proper tool function. Using genuine manufacturer parts ensures correct fit and extends service intervals compared to aftermarket alternatives.</p><p>Order by part number <strong>CTR1</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>CTR1</td></tr></tbody></table>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, CTR1, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttctr1.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","simple","CTR42A","CTR42A","Columbia Taper Blades Maintenance Kit","Genuine Columbia Taping Tools OEM maintenance or repair kit &mdash; Columbia Taper Blades Maintenance Kit. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: CTR42A.","<p class=""part-desc""><strong>Columbia Taper Blades Maintenance Kit</strong> is a genuine OEM maintenance or repair kit for Columbia Taping Tools automatic taping systems. This kit provides the OEM components necessary to restore proper tool function. Using genuine manufacturer parts ensures correct fit and extends service intervals compared to aftermarket alternatives.</p><p>Order by part number <strong>CTR42A</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>CTR42A</td></tr></tbody></table>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, CTR42A, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttctr42a.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","simple","CTR72","CTR72","Columbia Taper Cables Kit-3 per pack","Genuine Columbia Taping Tools OEM maintenance or repair kit &mdash; Columbia Taper Cables Kit-3 per pack. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: CTR72.","<p class=""part-desc""><strong>Columbia Taper Cables Kit-3 per pack</strong> is a genuine OEM maintenance or repair kit for Columbia Taping Tools automatic taping systems. This kit provides the OEM components necessary to restore proper tool function. Using genuine manufacturer parts ensures correct fit and extends service intervals compared to aftermarket alternatives.</p><p>Order by part number <strong>CTR72</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>CTR72</td></tr></tbody></table>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, CTR72, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttctr72.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","simple","DIRECTCORNERFLUSHER","DIRECTCORNERFLUSHER","Direct Corner Flusher","(2.5DF, 3DF, 3.5DF, 4DF, 3WTDF) Columbia Direct Corner Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a&hellip;","<p>(2.5DF, 3DF, 3.5DF, 4DF, 3WTDF)</p> <p>Columbia Direct Corner Flushers have redefined angle finishing. They are built from the best materials, but above all, they are each hand ground and checked on a granite plate for perfection. Each one comes with wheels and an allen key for those who prefer not to use them.</p> <h4>FEATURES:</h4> <ul> <li>Precision hand ground and set</li> <li>5 designs: 2.5&quot;, 3&quot;, 3.5&quot;, 4&quot; and wide track</li> <li>Wheels come standard</li> <li>Hand made from U.S. aluminum and steel components</li> <li>Machined in our state of the art facility in Canada</li> </ul> <p>DOWNLOAD:</p> <p></p>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Corner & Angle Tools","Columbia Tools, DIRECTCORNERFLUSHER, Direct, Corner, Flusher, Corner Flushers","https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/corner-flushers/directcornerflusher_01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/corner-flushers/directcornerflusher_02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/columbia-tools/images/corner-flushers/directcornerflusher_03.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","simple","FA201","FA201","Columbia 1/16"" X 3/8"" Split Pin","Genuine Columbia Taping Tools OEM hinge or pivot pin &mdash; Columbia 1/16"" X 3/8"" Split Pin. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: FA201.","<p class=""part-desc""><strong>Columbia 1/16"" X 3/8"" Split Pin</strong> is a genuine OEM hinge or pivot pin for Columbia Taping Tools automatic taping systems. This precision pin maintains pivoting or hinge alignment within the tool assembly. Worn or missing pins allow unwanted play in the mechanism, leading to uneven compound application and increased wear on adjoining components.</p><p>Order by part number <strong>FA201</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>FA201</td></tr></tbody></table>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, FA201, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttfa201.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","simple","FA208","FA208","Columbia 4-40 x 1/8"" Binder Slot","Genuine Columbia Taping Tools OEM replacement part &mdash; Columbia 4-40 x 1/8"" Binder Slot. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: FA208.","<p class=""part-desc""><strong>Columbia 4-40 x 1/8"" Binder Slot</strong> is a genuine OEM replacement part for Columbia Taping Tools automatic taping systems. This genuine OEM replacement component restores original tool performance. Using manufacturer-specified parts ensures correct fit and maintains tool reliability on demanding job sites.</p><p>Order by part number <strong>FA208</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>FA208</td></tr></tbody></table>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, FA208, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttfa208.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","simple","FA215","FA215","Columbia 4-40 x 5/16 Binder Slot","Genuine Columbia Taping Tools OEM replacement part &mdash; Columbia 4-40 x 5/16 Binder Slot. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: FA215.","<p class=""part-desc""><strong>Columbia 4-40 x 5/16 Binder Slot</strong> is a genuine OEM replacement part for Columbia Taping Tools automatic taping systems. This genuine OEM replacement component restores original tool performance. Using manufacturer-specified parts ensures correct fit and maintains tool reliability on demanding job sites.</p><p>Order by part number <strong>FA215</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>FA215</td></tr></tbody></table>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, FA215, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttfa215.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","simple","FA220","FA220","Columbia 4-40 X 3/4"" Bind Head Screw","Genuine Columbia Taping Tools OEM machine screw &mdash; Columbia 4-40 X 3/4"" Bind Head Screw. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: FA220.","<p class=""part-desc""><strong>Columbia 4-40 X 3/4"" Bind Head Screw</strong> is a genuine OEM machine screw for Columbia Taping Tools automatic taping systems. This precision hardware fastener meets OEM specifications for thread form, head geometry, and material. Correct installation ensures proper tool assembly and prevents premature wear on mating components.</p><p>Order by part number <strong>FA220</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>FA220</td></tr></tbody></table>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, FA220, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttfa220.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","simple","FA222","FA222","Columbia 5-40 X 3/8"" Bind Head Screw","Genuine Columbia Taping Tools OEM machine screw &mdash; Columbia 5-40 X 3/8"" Bind Head Screw. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: FA222.","<p class=""part-desc""><strong>Columbia 5-40 X 3/8"" Bind Head Screw</strong> is a genuine OEM machine screw for Columbia Taping Tools automatic taping systems. This precision hardware fastener meets OEM specifications for thread form, head geometry, and material. Correct installation ensures proper tool assembly and prevents premature wear on mating components.</p><p>Order by part number <strong>FA222</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>FA222</td></tr></tbody></table>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, FA222, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttfa222.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","simple","FA224","FA224","Columbia 1/8"" X 3/8"" Split Pin","Genuine Columbia Taping Tools OEM hinge or pivot pin &mdash; Columbia 1/8"" X 3/8"" Split Pin. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: FA224.","<p class=""part-desc""><strong>Columbia 1/8"" X 3/8"" Split Pin</strong> is a genuine OEM hinge or pivot pin for Columbia Taping Tools automatic taping systems. This precision pin maintains pivoting or hinge alignment within the tool assembly. Worn or missing pins allow unwanted play in the mechanism, leading to uneven compound application and increased wear on adjoining components.</p><p>Order by part number <strong>FA224</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>FA224</td></tr></tbody></table>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, FA224, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttfa224.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","simple","FA225","FA225","Columbia 1/8"" X 3/8"" Special Washer","Genuine Columbia Taping Tools OEM washer &mdash; Columbia 1/8"" X 3/8"" Special Washer. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: FA225.","<p class=""part-desc""><strong>Columbia 1/8"" X 3/8"" Special Washer</strong> is a genuine OEM washer for Columbia Taping Tools automatic taping systems. This flat washer distributes load and prevents surface damage at fastener contact points in the tool assembly. Correct spec match is critical for maintaining proper clamping force and alignment.</p><p>Order by part number <strong>FA225</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>FA225</td></tr></tbody></table>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, FA225, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttfa225.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","simple","FA231","FA231","Columbia #6 X 3/8"" Hex Bolt","Genuine Columbia Taping Tools OEM replacement part &mdash; Columbia #6 X 3/8"" Hex Bolt. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: FA231.","<p class=""part-desc""><strong>Columbia #6 X 3/8"" Hex Bolt</strong> is a genuine OEM replacement part for Columbia Taping Tools automatic taping systems. This genuine OEM replacement component restores original tool performance. Using manufacturer-specified parts ensures correct fit and maintains tool reliability on demanding job sites.</p><p>Order by part number <strong>FA231</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>FA231</td></tr></tbody></table>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, FA231, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttfa231.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","simple","FA232","FA232","Columbia 6-32 Hex Nut","Genuine Columbia Taping Tools OEM replacement part &mdash; Columbia 6-32 Hex Nut. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: FA232.","<p class=""part-desc""><strong>Columbia 6-32 Hex Nut</strong> is a genuine OEM replacement part for Columbia Taping Tools automatic taping systems. This genuine OEM replacement component restores original tool performance. Using manufacturer-specified parts ensures correct fit and maintains tool reliability on demanding job sites.</p><p>Order by part number <strong>FA232</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>FA232</td></tr></tbody></table>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, FA232, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttfa232.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","simple","FA234","FA234","Columbia 6-32 Nyloc Jam Nut","Genuine Columbia Taping Tools OEM replacement part &mdash; Columbia 6-32 Nyloc Jam Nut. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: FA234.","<p class=""part-desc""><strong>Columbia 6-32 Nyloc Jam Nut</strong> is a genuine OEM replacement part for Columbia Taping Tools automatic taping systems. This genuine OEM replacement component restores original tool performance. Using manufacturer-specified parts ensures correct fit and maintains tool reliability on demanding job sites.</p><p>Order by part number <strong>FA234</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>FA234</td></tr></tbody></table>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, FA234, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttfa234.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","simple","FA245","FA245","Columbia 6-32 X 1/2"" Fill. Head Screw","Genuine Columbia Taping Tools OEM machine screw &mdash; Columbia 6-32 X 1/2"" Fill. Head Screw. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: FA245.","<p class=""part-desc""><strong>Columbia 6-32 X 1/2"" Fill. Head Screw</strong> is a genuine OEM machine screw for Columbia Taping Tools automatic taping systems. This precision hardware fastener meets OEM specifications for thread form, head geometry, and material. Correct installation ensures proper tool assembly and prevents premature wear on mating components.</p><p>Order by part number <strong>FA245</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>FA245</td></tr></tbody></table>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, FA245, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttfa245.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","simple","FA247","FA247","Columbia 6-32 X 5/8"" Hex Bolt","Genuine Columbia Taping Tools OEM replacement part &mdash; Columbia 6-32 X 5/8"" Hex Bolt. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: FA247.","<p class=""part-desc""><strong>Columbia 6-32 X 5/8"" Hex Bolt</strong> is a genuine OEM replacement part for Columbia Taping Tools automatic taping systems. This genuine OEM replacement component restores original tool performance. Using manufacturer-specified parts ensures correct fit and maintains tool reliability on demanding job sites.</p><p>Order by part number <strong>FA247</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>FA247</td></tr></tbody></table>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, FA247, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttfa247.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","simple","FA252","FA252","Columbia #8 Star Washer","Genuine Columbia Taping Tools OEM washer &mdash; Columbia #8 Star Washer. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: FA252.","<p class=""part-desc""><strong>Columbia #8 Star Washer</strong> is a genuine OEM washer for Columbia Taping Tools automatic taping systems. This flat washer distributes load and prevents surface damage at fastener contact points in the tool assembly. Correct spec match is critical for maintaining proper clamping force and alignment.</p><p>Order by part number <strong>FA252</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>FA252</td></tr></tbody></table>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, FA252, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttfa252.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","simple","FA253","FA253","Columbia #8 Flat Washer","Genuine Columbia Taping Tools OEM washer &mdash; Columbia #8 Flat Washer. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: FA253.","<p class=""part-desc""><strong>Columbia #8 Flat Washer</strong> is a genuine OEM washer for Columbia Taping Tools automatic taping systems. This flat washer distributes load and prevents surface damage at fastener contact points in the tool assembly. Correct spec match is critical for maintaining proper clamping force and alignment.</p><p>Order by part number <strong>FA253</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>FA253</td></tr></tbody></table>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, FA253, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttfa253.webp","","Brand","Columbia Taping Tools","",""
"Columbia Taping Tools","simple","FA256","FA256","Columbia 8-32 x 3/16"" Pan Slot SS Screw","Genuine Columbia Taping Tools OEM machine screw &mdash; Columbia 8-32 x 3/16"" Pan Slot SS Screw. Exact-fit replacement for Columbia Taping Tools automatic taping systems. Part #: FA256.","<p class=""part-desc""><strong>Columbia 8-32 x 3/16"" Pan Slot SS Screw</strong> is a genuine OEM machine screw for Columbia Taping Tools automatic taping systems. This precision hardware fastener meets OEM specifications for thread form, head geometry, and material. Correct installation ensures proper tool assembly and prevents premature wear on mating components.</p><p>Order by part number <strong>FA256</strong> for guaranteed compatibility with your Columbia Taping Tools tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>Columbia Taping Tools</td></tr><tr><td>Part Number</td><td>FA256</td></tr></tbody></table>","","","","","Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts","Columbia Tools, FA256, drywall taping tool, finishing tool, columbia","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/cttfa256.webp","","Brand","Columbia Taping Tools","",""
