brand,wc_row_number,wc_type,wc_sku,wc_mpn,wc_parent,wc_name,wc_short_description_empty,wc_description_empty,wc_categories,wc_images_count,reference_match_status,reference_model,reference_name,reference_section,reference_page,reference_source,reference_url,reference_category,part_reference_name,part_reference_price,proposed_name,proposed_short_description,proposed_description,proposed_categories,proposed_images,can_update_name,can_update_short_description,can_update_description,can_update_categories,can_update_images,priority,optimization_reasons,notes
Columbia Taping Tools,52,simple,C1H,C1H,,Columbia 4' Extendable One Handle,0,0,Drywall Finishing Tools > Columbia Taping Tools > Handles & Extensions,4,matched_by_mpn,C1H,"Columbia One 1"" (C1H)",Handles,,Columbia catalog structure / columbiatools.com source pages,https://www.columbiatools.com/columbia-tools/handles/columbia-one/,Drywall Finishing Tools > Columbia Taping Tools > Handles > Columbia One > Columbia One,,,"Columbia One 1"" (C1H)",,,Drywall Finishing Tools > Columbia Taping Tools > Handles > Columbia One > Columbia One,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-one-1-inch-C1H-01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-one-1-inch-C1H-02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-one-1-inch-C1H-03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-one-1-inch-C1H-04.webp",1,0,0,1,0,update_candidate,official/reference name differs; category can be refined to official mapping hierarchy,Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page
Columbia Taping Tools,53,simple,C1HEXT,C1HEXT,,Columbia 3'-5' Extendable One Handle,0,0,Drywall Finishing Tools > Columbia Taping Tools > Handles & Extensions,4,matched_by_mpn,C1HEXT,"Columbia One 1"" (C1HEXT)",Handles,,Columbia catalog structure / columbiatools.com source pages,https://www.columbiatools.com/columbia-tools/handles/columbia-one/,Drywall Finishing Tools > Columbia Taping Tools > Handles > Columbia One > Columbia One,,,"Columbia One 1"" (C1HEXT)",,,Drywall Finishing Tools > Columbia Taping Tools > Handles > Columbia One > Columbia One,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-one-1-inch-C1H-01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-one-1-inch-C1H-02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-one-1-inch-C1H-03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-one-1-inch-C1H-04.webp",1,0,0,1,0,update_candidate,official/reference name differs; category can be refined to official mapping hierarchy,Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page
Columbia Taping Tools,54,simple,C1HS,C1HS,,Columbia One – C1HS,0,0,Drywall Finishing Tools > Columbia Taping Tools > Handles & Extensions,4,matched_by_mpn,C1HS,"Columbia One 1"" (C1HS)",Handles,,Columbia catalog structure / columbiatools.com source pages,https://www.columbiatools.com/columbia-tools/handles/columbia-one/,Drywall Finishing Tools > Columbia Taping Tools > Handles > Columbia One > Columbia One,,,"Columbia One 1"" (C1HS)",,,Drywall Finishing Tools > Columbia Taping Tools > Handles > Columbia One > Columbia One,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-one-1-inch-C1H-01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-one-1-inch-C1H-02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-one-1-inch-C1H-03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-one-1-inch-C1H-04.webp",1,0,0,1,0,update_candidate,official/reference name differs; category can be refined to official mapping hierarchy,Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page
Columbia Taping Tools,55,simple,CBNCR,CBNCR,,Columbia Outside Bullnose Corner Roller,0,0,Drywall Finishing Tools > Columbia Taping Tools > Corner & Angle Tools,1,matched_by_mpn,CBNCR,Columbia Bullnose Outside Corner Roller (CBNCR),Corner Rollers,,Columbia catalog structure / columbiatools.com source pages,https://www.columbiatools.com/columbia-tools/corner-rollers/bullnose-outside-corner-roller/,Drywall Finishing Tools > Columbia Taping Tools > Corner Rollers > Outside Corner Roller > Outside Corner Roller,,,Columbia Bullnose Outside Corner Roller (CBNCR),,,Drywall Finishing Tools > Columbia Taping Tools > Corner Rollers > Outside Corner Roller > Outside Corner Roller,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-bullnose-outside-corner-roller-CBNCR-01.webp,1,0,0,1,0,update_candidate,official/reference name differs; category can be refined to official mapping hierarchy,Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page
Columbia Taping Tools,56,simple,CC,CC,,Columbia Corner Cobra Adjustable Roller,0,0,Drywall Finishing Tools > Columbia Taping Tools > Corner & Angle Tools,1,matched_by_mpn,CC,Columbia Corner Cobra (CC),Corner Rollers,,Columbia catalog structure / columbiatools.com source pages,https://www.columbiatools.com/columbia-tools/corner-rollers/corner-cobra/,Drywall Finishing Tools > Columbia Taping Tools > Corner Rollers > Corner Rollers > Corner Cobra,,,Columbia Corner Cobra (CC),,,Drywall Finishing Tools > Columbia Taping Tools > Corner Rollers > Corner Rollers > Corner Cobra,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-corner-cobra-CC-01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/the-semi-automatic-case_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/the-semi-automatic-case_02.webp",1,0,0,1,0,update_candidate,official/reference name differs; category can be refined to official mapping hierarchy,Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page
Columbia Taping Tools,57,simple,CEXT90,CEXT90,,Columbia External 90 Mud Applicator,0,0,Drywall Finishing Tools > Columbia Taping Tools > Pumps & Accessories,2,matched_by_mpn,CEXT90,Columbia External Corner Applicator (CEXT90),Applicators,,Columbia catalog structure / columbiatools.com source pages,https://www.columbiatools.com/columbia-tools/applicators/external-corner-applicator/,Drywall Finishing Tools > Columbia Taping Tools > Applicators > External Corner Applicator > External Corner Applicator,,,Columbia External Corner Applicator (CEXT90),,,Drywall Finishing Tools > Columbia Taping Tools > Applicators > External Corner Applicator > External Corner Applicator,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-external-corner-applicator-CEXT90-01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-external-corner-applicator-CEXT90-02.webp",1,0,0,1,0,update_candidate,official/reference name differs; category can be refined to official mapping hierarchy,Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page
Columbia Taping Tools,58,simple,CF1B,CF1B,,Columbia Direct Plate - Flusher,0,0,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,no_reference_match,,,,,,,,,,,,,,,0,0,0,0,0,manual_reference_review,brand repair/parts row not matched to official product catalog; needs manual parts/catalog check,Repair/parts row intentionally not matched by broad product-family name
Columbia Taping Tools,59,simple,CF4L,CF4L,,Columbia Ball Spring Long Flusher,0,0,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,no_reference_match,,,,,,,,,,,,,,,0,0,0,0,0,manual_reference_review,brand repair/parts row not matched to official product catalog; needs manual parts/catalog check,Repair/parts row intentionally not matched by broad product-family name
Columbia Taping Tools,60,simple,CFB15,CFB15,,Columbia Door Hinge,0,0,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,no_reference_match,,,,,,,,,,,,,,,0,0,0,0,0,manual_reference_review,brand repair/parts row not matched to official product catalog; needs manual parts/catalog check,Repair/parts row intentionally not matched by broad product-family name
Columbia Taping Tools,61,simple,CFB16,CFB16,,Columbia Nylatron Bushing,0,0,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,no_reference_match,,,,,,,,,,,,,,,0,0,0,0,0,manual_reference_review,brand repair/parts row not matched to official product catalog; needs manual parts/catalog check,Repair/parts row intentionally not matched by broad product-family name
Columbia Taping Tools,62,simple,CFB1A,CFB1A,,Columbia Hinge Seal,0,0,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,no_reference_match,,,,,,,,,,,,,,,0,0,0,0,0,manual_reference_review,brand repair/parts row not matched to official product catalog; needs manual parts/catalog check,Repair/parts row intentionally not matched by broad product-family name
Columbia Taping Tools,63,simple,CFB28,CFB28,,"Columbia 8"" Roll Face",0,0,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,no_reference_match,,,,,,,,,,,,,,,0,0,0,0,0,manual_reference_review,brand repair/parts row not matched to official product catalog; needs manual parts/catalog check,Repair/parts row intentionally not matched by broad product-family name
Columbia Taping Tools,64,simple,CFB47,CFB47,,"Columbia 7"" Pressure Door",0,0,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,no_reference_match,,,,,,,,,,,,,,,0,0,0,0,0,manual_reference_review,brand repair/parts row not matched to official product catalog; needs manual parts/catalog check,Repair/parts row intentionally not matched by broad product-family name
Columbia Taping Tools,65,simple,CFB48,CFB48,,"Columbia 8"" Pressure Door",0,0,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,no_reference_match,,,,,,,,,,,,,,,0,0,0,0,0,manual_reference_review,brand repair/parts row not matched to official product catalog; needs manual parts/catalog check,Repair/parts row intentionally not matched by broad product-family name
Columbia Taping Tools,66,simple,CFB6,CFB6,,Columbia Mud Supply Valve Unit,0,0,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,no_reference_match,,,,,,,,,,,,,,,0,0,0,0,0,manual_reference_review,brand repair/parts row not matched to official product catalog; needs manual parts/catalog check,Repair/parts row intentionally not matched by broad product-family name
Columbia Taping Tools,67,simple,CFB77,CFB77,,"Columbia 7"" Angle Box Door Gasket",0,0,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,no_reference_match,,,,,,,,,,,,,,,0,0,0,0,0,manual_reference_review,brand repair/parts row not matched to official product catalog; needs manual parts/catalog check,Repair/parts row intentionally not matched by broad product-family name
Columbia Taping Tools,68,simple,CFB78,CFB78,,"Columbia 8"" Door Gasket for Angle Box",0,0,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,no_reference_match,,,,,,,,,,,,,,,0,0,0,0,0,manual_reference_review,brand repair/parts row not matched to official product catalog; needs manual parts/catalog check,Repair/parts row intentionally not matched by broad product-family name
Columbia Taping Tools,69,simple,CFB8,CFB8,,Columbia Handle Mount Casting,0,0,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,no_reference_match,,,,,,,,,,,,,,,0,0,0,0,0,manual_reference_review,brand repair/parts row not matched to official product catalog; needs manual parts/catalog check,Repair/parts row intentionally not matched by broad product-family name
Columbia Taping Tools,70,simple,CFB8A,CFB8A,,Columbia ONE Angle Box Door Adaptor,0,0,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,1,no_reference_match,,,,,,,,,,,,,,,0,0,0,0,0,manual_reference_review,brand repair/parts row not matched to official product catalog; needs manual parts/catalog check,Repair/parts row intentionally not matched by broad product-family name
Columbia Taping Tools,71,simple,CFLT,CFLT,,Columbia Flat Applicator,0,0,Drywall Finishing Tools > Columbia Taping Tools > Pumps & Accessories,1,matched_by_mpn,CFLT,Columbia Flat Applicators (CFLT),Applicators,,Columbia catalog structure / columbiatools.com source pages,https://www.columbiatools.com/columbia-tools/applicators/flat-applicators/,Drywall Finishing Tools > Columbia Taping Tools > Applicators > Flat Applicators > Flat Applicators,,,Columbia Flat Applicators (CFLT),,,Drywall Finishing Tools > Columbia Taping Tools > Applicators > Flat Applicators > Flat Applicators,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-flat-applicators-CFLT-01.webp,1,0,0,1,0,update_candidate,official/reference name differs; category can be refined to official mapping hierarchy,Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page
Columbia Taping Tools,72,simple,CHXL,CHXL,,Columbia 4-8' Long Extendible Handle,0,0,Drywall Finishing Tools > Columbia Taping Tools > Handles & Extensions,1,matched_by_mpn,CHXL,Columbia Long Extendible Handle (CHXL),Handles,,Columbia catalog structure / columbiatools.com source pages,https://www.columbiatools.com/columbia-tools/handles/long-extendible-handle/,Drywall Finishing Tools > Columbia Taping Tools > Handles > Long Extendible Handle > Long Extendible Handle,,,Columbia Long Extendible Handle (CHXL),,,Drywall Finishing Tools > Columbia Taping Tools > Handles > Long Extendible Handle > Long Extendible Handle,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-long-extendible-handle-CHXL-01.webp,1,0,0,1,0,update_candidate,official/reference name differs; category can be refined to official mapping hierarchy,Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page
Columbia Taping Tools,73,simple,CLOSETMONSTERFLATBOXHANDLE,CLOSETMONSTERFLATBOXHANDLE,,Closet Monster Flat Box Handle,0,0,Drywall Finishing Tools > Columbia Taping Tools > Handles & Extensions,1,matched_by_mpn,CLOSET-MONSTER-FLAT-BOX-HANDLE,Columbia Closet Monster Flat Box Handle,,,Columbia catalog structure / columbiatools.com source pages,,,,,Columbia Closet Monster Flat Box Handle,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/closet-monster-flat-box-handle_01.webp,1,0,0,0,0,update_candidate,official/reference name differs,Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page
Columbia Taping Tools,74,simple,CLT,CLT,,Cam Lock Tube,0,0,Drywall Finishing Tools > Columbia Taping Tools > Pumps & Accessories,2,matched_by_mpn,CLT,Columbia Cam Lock Tube,,,Columbia catalog structure / columbiatools.com source pages,,,,,Columbia Cam Lock Tube,,,,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-24-inch-CLT24-01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-24-inch-CLT24-02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-box-filler-CLTBF-01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-box-filler-CLTBF-02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-box-filler-CLTBF-03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-box-filler-CLTBF-04.webp",1,0,0,0,0,update_candidate,official/reference name differs,Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page
Columbia Taping Tools,75,simple,CLTBF,CLTBF,,Columbia Compound Tube Box Filler,0,0,Drywall Finishing Tools > Columbia Taping Tools > Pumps & Accessories,4,matched_by_mpn,CLTBF,Columbia Cam Lock Tube Box Filler (CLTBF),Compound Tubes,,Columbia catalog structure / columbiatools.com source pages,https://www.columbiatools.com/columbia-tools/compound-tubes/cam-lock-tube-box-filler/,Drywall Finishing Tools > Columbia Taping Tools > Compound Tubes > Compound Tubes > Cam Lock Tube Box Filler,,,Columbia Cam Lock Tube Box Filler (CLTBF),,,Drywall Finishing Tools > Columbia Taping Tools > Compound Tubes > Compound Tubes > Cam Lock Tube Box Filler,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-box-filler-CLTBF-01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-box-filler-CLTBF-02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-box-filler-CLTBF-03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/columbia-cam-lock-tube-box-filler-CLTBF-04.webp",1,0,0,1,0,update_candidate,official/reference name differs; category can be refined to official mapping hierarchy,Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page
Columbia Taping Tools,76,simple,CLTHA,CLTHA,,Columbia Tomalock,0,0,Drywall Finishing Tools > Columbia Taping Tools > Repair Kits & Parts,3,matched_by_mpn,CLTHA,Columbia Tomalock (CLTHA),Smoothing Blades,,Columbia catalog structure / columbiatools.com source pages,https://www.columbiatools.com/columbia-tools/tomahawk-smoothing-blades/tomalock/,Drywall Finishing Tools > Columbia Taping Tools > Smoothing Blades > Tomalock > Tomalock,,,Columbia Tomalock (CLTHA),"Columbia Tomalock handle adapter — connects the Columbia One Handle system to Tomahawk Smoothing Blades. All-metal construction, quick-release angle adjustment.","The Columbia Tomalock is a handle adapter used with the Tomahawk Smoothing Blades. With no plastic pieces, the Tomalock does not snap under pressure or the weight of larger blades, increasing stability. The quick-release allows easy angle-of-attack adjustment. Compatible with the Columbia One Handle system. Billet machined in Canada.",Drywall Finishing Tools > Columbia Taping Tools > Smoothing Blades > Tomalock > Tomalock,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tomalock_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tomalock_02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tomalock_03.webp",1,0,0,1,0,update_candidate,official/reference name differs; category can be refined to official mapping hierarchy,
Columbia Taping Tools,77,variable,COL-AH,COL-AH,,Columbia Anglehead,0,0,Drywall Finishing Tools > Columbia Taping Tools > Corner & Angle Tools,13,matched_by_embedded_model,3AH,"Columbia 3"" Anglehead (3AH)",Angleheads,,Columbia catalog structure / columbiatools.com source pages,https://www.columbiatools.com/columbia-tools/angleheads/3-anglehead/,Drywall Finishing Tools > Columbia Taping Tools > Angleheads > Angleheads > Angleheads,,,,,,,,0,0,0,0,0,matched_no_auto_update,,"Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page; reference match is family/context level, not an exact SKU/MPN row match; Embedded model code is evidence only; no automatic parent/family rewrite applied"
Columbia Taping Tools,78,variable,COL-AHBLADE,COL-AHBLADE,,Columbia Angle Head Carbide Blade,0,0,Drywall Finishing Tools > Columbia Taping Tools > Corner & Angle Tools,4,matched_by_family_name,TROWELS,Columbia Trowels,,,Columbia catalog structure / columbiatools.com source pages,,,,,,,,,,0,0,0,0,0,matched_no_auto_update,,"Columbia generated reference descriptions are temp/source-page text; description update needs manual copywriting from source page; reference match is family/context level, not an exact SKU/MPN row match"
