brand,official_sku,normalized_sku,product_name,alternate_names,section,catalog_item_type,launch_candidate,source_pdf,source_pdf_pages,source_catalog_pages,source_item_nos,source_lines,extraction_methods,source_validation,price,price_source,notes,catalog_title,slug,catalog_category,short_description,description,description_source,image_urls,image_source,distributor,distributor_sku,distributor_name,distributor_match_status,seo_title,seo_description,content_notes
Columbia,SACS,SACS,Commando Set,,Columbia Family of Sets,tool_set,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,4,3,SACS,SACS Commando Set,pdf_text,sku_found_in_pdf_text,,,,Columbia Commando Set,columbia-commando-set,Drywall Finishing Tools > Columbia > Tool Sets,The NEW Commando Set from Columbia Tools takes the guess work out of moving over to Semi-Automatic Drywall Tools.,"The NEW Commando Set from Columbia Tools takes the guess work out of moving over to Semi-Automatic Drywall Tools. This set is a great introduction to Semi-Auto tools for the part-time finisher, or someone who is looking to make the leap to Automatic tools but doesn’t want to jump right in yet. This set will save you time and give you a great finish. The Commando set comes with all the essentials in the Semi-Auto line, as well as a convenient case to store, and keep safe, your new Columbia Tools. Set Includes: Semi-Automatic Case 2.5″ Standard Flusher (2.5SF) 3″ Standard Flusher (3SF) 42″ Compound Mud Tube (CMT42) Columbia One Extendible Handle - 3′-5′ - (C1HEXT) Columbia One Fixed Handle (C1H) Angle Head Adapter (AHA) Flat Applicator Head (CFLT) Two-Way Internal Applicator (ICATW) Corner Roller Head (CR)",TSWFast distributor scrape,https://s3.amazonaws.com/tswfastcomfiles/product/CTTSACS_M.jpg,TSWFast distributor scrape,TSWFast,SACS,Columbia Semi Automatic Commando Set,matched_by_brand_and_normalized_sku,Columbia Commando Set | Drywall Toolbox,The NEW Commando Set from Columbia Tools takes the guess work out of moving over to Semi-Automatic Drywall Tools.,Official SKU/name retained; description/images enriched from TSWFast distributor data.
Columbia,TS,TS,Tactical Set,,Columbia Family of Sets,tool_set,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,4,3,TS,COLUMBIA FAMILY OF SETS,pdf_text,sku_found_in_pdf_text,,,,Columbia Tactical Set,columbia-tactical-set,Drywall Finishing Tools > Columbia > Tool Sets,The NEW Tactical Set makes moving to Automatic Taping Tools easy!,"The NEW Tactical Set makes moving to Automatic Taping Tools easy! Every taping tool you will need to completely finish a house comes packaged inside our durable, rugged Road Case. This set takes the guess work out of choosing the perfect drywall taping tools kit. SET INCLUDES: Road Case Automatic Taper 10″ Flat Box 12″ Flat Box Matrix Handle 7″ Tomahawk 24″ Tomahawk 8″ Throttle Box 3″ Anglehead Hot Mud Pump Box Filler & Gooseneck Corner Roller AHA 3″ Nail Spotter Columbia One Handle and Columbia One EXT Sander Head Twist Lock Handle Tomalock Adapter Repair Kits: AH-RK, FFBR9-10, FFBR9-12, FFBR7-7A, CTR-1",TSWFast distributor scrape,https://s3.amazonaws.com/tswfastcomfiles/product/CTTTS_M.jpg,TSWFast distributor scrape,TSWFast,TS,Columbia Tactical Set,matched_by_brand_and_normalized_sku,Columbia Tactical Set | Drywall Toolbox,The NEW Tactical Set makes moving to Automatic Taping Tools easy!,Official SKU/name retained; description/images enriched from TSWFast distributor data.
Columbia,TWS,TWS,Warrior Set,,Columbia Family of Sets,tool_set,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,4,3,TWS,Each set comes complete with a Columbia case to protect TWS Warrior Set,pdf_text,sku_found_in_pdf_text,,,,Columbia Warrior Set,columbia-warrior-set,Drywall Finishing Tools > Columbia > Tool Sets,The New Columbia Warrior set takes the guess work out of starting off with Smoothing Blades.,"The New Columbia Warrior set takes the guess work out of starting off with Smoothing Blades. This set contains a variety of sizes that will help you complete most every smoothing blade job. From wiping down tapes, to fully coating walls and ceilings, and everything in between, this kit will have you covered. The Warrior Set comes with the Tomahawk essentials, as well as a convenient case to protect your investment. The case also makes it easy to get your set onto the job site. Columbia Tomahawk Smoothing Blades make easy work out of sanding and finishing. SET INCLUDES: Gun Case 7″ Tomahawk 12″ Tomahawk 18″ Tomahawk 32″ Tomahawk Tomalock Adaptor Columbia One EXT Handle",TSWFast distributor scrape,https://s3.amazonaws.com/tswfastcomfiles/product/CTTTWS_M.jpg,TSWFast distributor scrape,TSWFast,TWS,Columbia Tomahawk Warrior Set,matched_by_brand_and_normalized_sku,Columbia Warrior Set | Drywall Toolbox,The New Columbia Warrior set takes the guess work out of starting off with Smoothing Blades.,Official SKU/name retained; description/images enriched from TSWFast distributor data.
Columbia,PTAPER,PTAPER,Columbia Predator (Carbon Fiber) (53 inch length),,Automatic Taper,tool,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,6,5,PTAPER,PTAPER Columbia Predator,pdf_text,sku_found_in_pdf_text,,,,Columbia Predator (Carbon Fiber) (53 inch length),columbia-predator-carbon-fiber-53-inch-length,Drywall Finishing Tools > Columbia > Automatic Taper,The Predator is the world’s first Carbon Fiber Taper and the benefits that come with this are endless.,"The Predator is the world’s first Carbon Fiber Taper and the benefits that come with this are endless. The Columbia Taper is a precision built tool that has been perfected over 38 years, but now it is also significantly lighter than all other tapers on the market and dent proof. This tool will tape flats and angles effortlessly year after year. From less drag in the corners to our easy to remove cap for cleaning, this tool will not let you down. Stainless steel side plates and cable drum and creaser arms offer a lifetime of corrosion resistance. The Patent Pending Pump Action cutting sleeve gives the operator a smoother glide over teflon bearings, superb grip and the pull ring is great for higher ceilings. The Predator maintains it’s stable temperature and remains warm to the touch. Every taper comes standard with an adjustable brake and quick release for tape changing. The Titanium pull rod is just another detail that adds style and edge to this innovative, unique taper. If you are serious about taping and care how a taper feels and performs this is the one for you. Features: Handmade from Carbon Fiber and steel components Titanium pull rod Adjustable Brake Quick release for tape changing Reduced Drag system for corners Stainless steel side plates, creaser arms and cable drum Quick release cap NEW Very smooth Patent Pending Pump Action cutting system with a roller chain 53″ in length Machined in our state of the art factory in Canada",TSWFast distributor scrape,https://s3.amazonaws.com/tswfastcomfiles/product/CTTPTAPER_M.jpg,TSWFast distributor scrape,TSWFast,PTAPER,Columbia Predator Carbon Fiber Automatic Taper,matched_by_brand_and_normalized_sku,Columbia Predator (Carbon Fiber) (53 inch length) | Drywall Toolbox,The Predator is the world’s first Carbon Fiber Taper and the benefits that come with this are endless.,Official SKU/name retained; description/images enriched from TSWFast distributor data.
Columbia,SPTAPER,SPTAPER,Columbia Predator Sawed Off (Carbon Fiber) (39 inch length),,Automatic Taper,tool,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,6,5,SPTAPER,SPTAPER Columbia Predator Sawed Off,pdf_text,sku_found_in_pdf_text,,,,Columbia Predator Sawed Off (Carbon Fiber) (39 inch length),columbia-predator-sawed-off-carbon-fiber-39-inch-length,Drywall Finishing Tools > Columbia > Automatic Taper,"Columbia Taping Tools introduces the world's first Mini Carbon Fiber Taper, The Predator ""Sawed Off"" Mini.","Columbia Taping Tools introduces the world's first Mini Carbon Fiber Taper, The Predator ""Sawed Off"" Mini. Unlike other taper bodies made mostly from aluminum, the Predator's Carbon Fiber construction, makes this precision-engineered tool 20% lighter and more durable then any standard mini taper on the market. Another unique benefit of this Dent Proof construction, is that Carbon Fiber maintains temperature stability, meaning this taper will remain warm to the touch. The 6 wheel cutting sleeve has been updated in favor of teflon sliders which gives the operator a smoother glide and better grip. Now, changing the sliders out is simple field maintenance and can be installed with a standard screwdriver in minutes as opposed to half an hour or more. The pull ring is ideal for higher ceilings. The Predator will tape flats and angles effortlessly with less drag in the corners. The quick release cap makes cleaning a breeze and the stainless steel side plates, cable drum, and creaser arms offer a lifetime of corrosion resistance. With style, functionality, and durability the Predator from Columbia takes the -Evolution of Taping- to a whole new level. Predator ""Sawed Off"" Mini is perfect for taping drywall in small rooms and closets when a full size taper is too cumbersome. Features: Handmade From Carbon Fiber and Steel Components. Titanium Pull Rod. Adjustable Brake. Quick Release For Easy Tape Changing. Zero Drag System For Corners. Knurled Sleeve With Pull Ring. Stainless Steel Side Plates, Creaser Arms And Cable Drum. Quick Release Cap. NEW Patent Pending Pump Action Sleeve Offe",TSWFast distributor scrape,https://s3.amazonaws.com/tswfastcomfiles/product/CTTSPTAPER_M.jpg,TSWFast distributor scrape,TSWFast,SPTAPER,Columbia Sawed Off Mini PREDATOR Automatic Taper,matched_by_brand_and_normalized_sku,Columbia Predator Sawed Off (Carbon Fiber) (39 inch length) | Drywall Toolbox,"Columbia Taping Tools introduces the world's first Mini Carbon Fiber Taper, The Predator ""Sawed Off"" Mini.",Official SKU/name retained; description/images enriched from TSWFast distributor data.
Columbia,STAPER,STAPER,Columbia Sawed Off Taper (39 inch length),,Automatic Taper,tool,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,6,5,STAPER,STAPER Columbia Sawed Off Taper,pdf_text,sku_found_in_pdf_text,,,,Columbia Sawed Off Taper (39 inch length),columbia-sawed-off-taper-39-inch-length,Drywall Finishing Tools > Columbia > Automatic Taper,The Columbia Automatic Taper is a precision built tool that is back by popular demand.,"The Columbia Automatic Taper is a precision built tool that is back by popular demand. This tool will tape flats and angles effortlessly year after year. From less drag in the corners to any easy to remove cap for cleaning, this tool will not let you down. A hard anodized tube eliminates the track lines that occur on so many other tools. Stainless steel side plates and cable drum and creaser arms offer a lifetime of corrosion resistance. Every taper comes standard with an adjustable brake and quick release for tape changing. At 39″, this taper is perfect for tight spaces such as stairwells, closets, scaffold and low ceilings. If you are serious about taping and care how a taper feels and performs this is the one for you. Features: 39″ compared to a regular taper at 53″ Holds a 500ft roll of standard tape Handmade from U.S. billet aluminum and steel components Machined in our state of the art facility in Canada Now with NEW Pump Action Sleeve - smoothest cutting sleeve on the market Adjustable Brake Quick release for tape changing Zero Drag system for corners Hard anodized tube Stainless steel side plates, creaser arms and cable drum Quick release cap",TSWFast distributor scrape,https://s3.amazonaws.com/tswfastcomfiles/product/CTTSTAPER_M.jpg,TSWFast distributor scrape,TSWFast,STAPER,Columbia Sawed Off Mini Automatic Taper,matched_by_brand_and_normalized_sku,Columbia Sawed Off Taper (39 inch length) | Drywall Toolbox,The Columbia Automatic Taper is a precision built tool that is back by popular demand.,Official SKU/name retained; description/images enriched from TSWFast distributor data.
Columbia,TAPER,TAPER,Columbia Automatic Taper (53 inch length),,Automatic Taper,tool,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,6,5,TAPER,AUTOMATIC TAPER,pdf_text,sku_found_in_pdf_text,,,,Columbia Automatic Taper (53 inch length),columbia-automatic-taper-53-inch-length,Drywall Finishing Tools > Columbia > Automatic Taper,The Columbia Automatic Taper is a precision built tool that has been perfected over 40 years.,"The Columbia Automatic Taper is a precision built tool that has been perfected over 40 years. This tool will tape flats and angles effortlessly year after year. From less drag in the corners to any easy to remove cap for cleaning, this tool will not let you down. A hard anodized tube eliminates the track lines that occur on so many other tools. Stainless steel side plates and cable drum and creaser arms offer a lifetime of corrosion resistance. The NEW Patent Pending Pump Action Sleeve gives the operator the smoothest cut on the market and the pull ring is great for higher ceilings. Every taper comes standard with an adjustable brake and quick release for tape changing. If you are serious about taping and care how a taper feels and performs this is the one for you. Features: Handmade from U.S. billet aluminum and steel components Machined in our state of the art facility in Canada Now with NEW Pump Action Sleeve - smoothest cutting sleeve on the market Adjustable Brake Quick release for tape changing Zero Drag system for corners Hard anodized tube Stainless steel side plates, creaser arms and cable drum Quick release cap",TSWFast distributor scrape,https://s3.amazonaws.com/tswfastcomfiles/product/CTTTAPER_M.jpg,TSWFast distributor scrape,TSWFast,TAPER,Columbia Automatic Taper,matched_by_brand_and_normalized_sku,Columbia Automatic Taper (53 inch length) | Drywall Toolbox,The Columbia Automatic Taper is a precision built tool that has been perfected over 40 years.,Official SKU/name retained; description/images enriched from TSWFast distributor data.
Columbia,CC,CC,Corner Cobra,,Corner Rollers,tool,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,8,7,CC,CC Corner Cobra,pdf_text,sku_found_in_pdf_text,,,,Columbia Corner Cobra,columbia-corner-cobra,Drywall Finishing Tools > Columbia > Corner Rollers,The Corner Cobra is an amazing time saving tool.,"The Corner Cobra is an amazing time saving tool. It allows the user to roll out No-Coat and other structural corner beads at almost all inside and outside angles. We have heard back from users that it does it quicker and better, which is to us a home run. Another one of our patented products that is changing the time it takes to finish a job. Features: Works on inside and outside angles from 85 to 180 degrees Sets No-Coat 350 and 425 as well as regular tapes Tracks the centre and outside edge leaving only a knife feather Fits Corner Roller handles Shocks allow for imperfect angles and settings Hand made from U.S. billet aluminum and steel components Machined in our state of the art facility in Canada",TSWFast distributor scrape,https://s3.amazonaws.com/tswfastcomfiles/product/12685_MD-CTTCC.jpg,TSWFast distributor scrape,TSWFast,CC,Columbia Corner Cobra Adjustable Roller,matched_by_brand_and_normalized_sku,Columbia Corner Cobra | Drywall Toolbox,The Corner Cobra is an amazing time saving tool.,Official SKU/name retained; description/images enriched from TSWFast distributor data.
Columbia,CR,CR,Corner Roller,,Corner Rollers,tool,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,8,7,CR,Item No. Description,pdf_text,sku_found_in_pdf_text,,,,Columbia Corner Roller,columbia-corner-roller,Drywall Finishing Tools > Columbia > Corner Rollers,Our Inside Corner Roller offers the easiest roll in the industry.,Our Inside Corner Roller offers the easiest roll in the industry. With our split wheel design tapes do not drag upon initial contact. The tape immediately imbeds in the corner with all unneeded compound being pushed out from behind. Features: Innovative split wheel design Cast aluminum body Hand made from U.S. aluminum and steel components Machined in our state of the art facility in Canada,TSWFast distributor scrape,https://s3.amazonaws.com/tswfastcomfiles/product/CTTCR_M.jpg,TSWFast distributor scrape,TSWFast,CR,Columbia Inside Corner Roller,matched_by_brand_and_normalized_sku,Columbia Corner Roller | Drywall Toolbox,Our Inside Corner Roller offers the easiest roll in the industry.,Official SKU/name retained; description/images enriched from TSWFast distributor data.
Columbia,CBNCR,CBNCR,Bullnose Outside Corner Roller,,Outside Corner Rollers,tool,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,9,8,CBNCR,CBNCR Bullnose Outside Corner Roller,pdf_text,sku_found_in_pdf_text,,,,Columbia Bullnose Outside Corner Roller,columbia-bullnose-outside-corner-roller,Drywall Finishing Tools > Columbia > Outside Corner Rollers,"Offering four different profiles, Columbia Outside Corner Rollers will be sure to make your tape on bead setting job faster.","Offering four different profiles, Columbia Outside Corner Rollers will be sure to make your tape on bead setting job faster. Features: Available in Standard, Bullnose, Wide and Micro (European) Hand made from U.S. aluminum and steel components Machined in our state of the art facility in Canada",TSWFast distributor scrape,https://s3.amazonaws.com/tswfastcomfiles/product/CTTCBNCR_M.jpg,TSWFast distributor scrape,TSWFast,CBNCR,Columbia Outside Bullnose Corner Roller,matched_by_brand_and_normalized_sku,Columbia Bullnose Outside Corner Roller | Drywall Toolbox,"Offering four different profiles, Columbia Outside Corner Rollers will be sure to make your tape on bead setting job faster.",Official SKU/name retained; description/images enriched from TSWFast distributor data.
Columbia,COBCR,COBCR,Standard Outside Corner Roller,,Outside Corner Rollers,tool,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,9,8,COBCR,COBCR Standard Outside Corner Roller,pdf_text,sku_found_in_pdf_text,,,,Columbia Standard Outside Corner Roller,columbia-standard-outside-corner-roller,Drywall Finishing Tools > Columbia > Outside Corner Rollers,"Offering four different profiles, Columbia Outside Corner Rollers will be sure to make your tape on bead setting job faster.","Offering four different profiles, Columbia Outside Corner Rollers will be sure to make your tape on bead setting job faster. COBCR - Standard = 1.750” Features: Available in Standard, Bullnose, Wide and Micro (European) Hand made from U.S. aluminum and steel components Machined in our state of the art facility in Canada",TSWFast distributor scrape,https://s3.amazonaws.com/tswfastcomfiles/product/CTTCOBCR_M.jpg,TSWFast distributor scrape,TSWFast,COBCR,Columbia Outside Corner Roller,matched_by_brand_and_normalized_sku,Columbia Standard Outside Corner Roller | Drywall Toolbox,"Offering four different profiles, Columbia Outside Corner Rollers will be sure to make your tape on bead setting job faster.",Official SKU/name retained; description/images enriched from TSWFast distributor data.
Columbia,COBCRE,COBCRE,European Outside Corner Roller,,Outside Corner Rollers,tool,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,9,8,COBCRE,COBCRE European Outside Corner Roller,pdf_text,sku_found_in_pdf_text,,,,Columbia European Outside Corner Roller,columbia-european-outside-corner-roller,Drywall Finishing Tools > Columbia > Outside Corner Rollers,Columbia European Outside Corner Roller is listed in the official Columbia catalog.,Columbia European Outside Corner Roller is listed in the official Columbia catalog. Official catalog section: Outside Corner Rollers. Source listing: COBCRE European Outside Corner Roller. Official catalog page(s): 8.,generated_from_official_catalog_fields,,,,,,no_tsw_match,Columbia European Outside Corner Roller | Drywall Toolbox,Columbia European Outside Corner Roller is listed in the official Columbia catalog.,No TSWFast SKU match; description generated only from official catalog fields.
Columbia,COBCRW,COBCRW,Wide Outside Corner Roller,,Outside Corner Rollers,tool,1,products\scraped_results\brands\Columbia\customercatalogue2024-3.pdf-3.pdf,9,8,COBCRW,COBCRW Wide Outside Corner Roller,pdf_text,sku_found_in_pdf_text,,,,Columbia Wide Outside Corner Roller,columbia-wide-outside-corner-roller,Drywall Finishing Tools > Columbia > Outside Corner Rollers,"Offering four different profiles, Columbia Outside Corner Rollers will be sure to make your tape on bead setting job faster.","Offering four different profiles, Columbia Outside Corner Rollers will be sure to make your tape on bead setting job faster. COBCRW - Wide = 1.930” Features: Available in Standard, Bullnose, Wide and Micro (European) Hand made from U.S. aluminum and steel components Machined in our state of the art facility in Canada",TSWFast distributor scrape,https://s3.amazonaws.com/tswfastcomfiles/product/CTTCOBCRW_M.jpg,TSWFast distributor scrape,TSWFast,COBCRW,Columbia Wide Outside Corner Roller,matched_by_brand_and_normalized_sku,Columbia Wide Outside Corner Roller | Drywall Toolbox,"Offering four different profiles, Columbia Outside Corner Rollers will be sure to make your tape on bead setting job faster.",Official SKU/name retained; description/images enriched from TSWFast distributor data.
