ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Meta: search_keywords,Meta: seo_title,Meta: seo_description,Meta: seo_canonical,Meta: seo_robots,Meta: seo_focus_keyword,Meta: seo_secondary_keywords,Meta: schema_brand,Meta: schema_mpn,Meta: schema_condition,Meta: _dtb_brand_key,Meta: _dtb_brand_label,Meta: _dtb_product_kind,Meta: _dtb_commerce_mode,Meta: _dtb_category_key,Meta: _dtb_display_category_key,Meta: _dtb_is_parts,Meta: _dtb_parent_product_sku,Meta: _dtb_variation_axis,Meta: _dtb_variation_value,Meta: _dtb_variation_label,Meta: _dtb_default_variation_sku,Meta: _dtb_variation_sort,Meta: _dtb_inherit_parent_image,Meta: _dtb_schematic_brand,Meta: _dtb_schematic_group,Meta: _dtb_schematic_position,Meta: _dtb_replacement_part_for,Meta: _dtb_compatible_tool_skus,Meta: _dtb_validation_status,Meta: _dtb_validation_errors,Meta: _dtb_brand,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Meta: _dtb_official_source_url,Meta: _dtb_official_source_family,Meta: _dtb_copy_quality,Meta: _dtb_copy_refined_at
,variable,COL-FLAT-FINISHER-BOX,,Columbia Flat Finisher Box,1,0,visible,Columbia Flat Finisher Box is an official Columbia Tools flat finishing box family for professional drywall finishing workflows.,"<h2>Columbia Flat Finisher Box</h2><p>Columbia Flat Finisher Box groups the official Columbia Tools configurations in this product family. Columbia flat boxes are built for daily professional finishing, applying compound smoothly and evenly over taped flat joints and butt joints.</p><h3>Key Features</h3><ul><li>Designed for consistent flat-joint and butt-joint finishing</li><li>Bead-wheel axle design is standard on Columbia flat boxes</li><li>Hinged door system supports cleaning and spring access</li><li>Available configurations: 5.5&quot;, 7&quot;, 8&quot;, 10&quot;, 12&quot;, 14&quot;</li></ul><h3>Specifications</h3><table class=""dtb-product-spec-table""><tbody><tr><th>Brand</th><td>Columbia Tools</td></tr><tr><th>Product Type</th><td>Flat finishing box</td></tr><tr><th>Catalog Parent SKU</th><td>COL-FLAT-FINISHER-BOX</td></tr><tr><th>Product Family</th><td>Columbia Flat Finisher Box</td></tr><tr><th>Available Configurations</th><td>5.5&quot;, 7&quot;, 8&quot;, 10&quot;, 12&quot;, 14&quot;</td></tr><tr><th>Primary Workflow</th><td>Dispensing and feathering joint compound over flat and butt joints</td></tr><tr><th>Availability</th><td>In stock</td></tr></tbody></table>",,,taxable,,1,,,0,0,,,,,0,,,,Drywall Finishing Tools > Columbia Tools > Flat Boxes,"Columbia,Drywall Finishing Tools",,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_55ffb_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_7ffb_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_8ffb_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_10ffb_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_12ffb_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_14ffb_01.webp",,,,,,,,,1,Columbia Tools,Size,"5.5"", 7"", 8"", 10"", 12"", 14""",1,0,"5.5""","Columbia Flat Finisher Box, Columbia Tools, drywall finishing tools, COL-FLAT-FINISHER-BOX",Columbia Flat Finisher Box | Columbia Tools | Drywall Toolbox,Columbia Flat Finisher Box is an official Columbia Tools flat finishing box family for professional drywall finishing workflows.,,"index,follow",Columbia Flat Finisher Box Columbia Tools,"Columbia COL-FLAT-FINISHER-BOX, drywall finishing tool, automatic taping tool",Columbia Tools,DTB-COL-FLAT-FINISHER-BOX,NewCondition,columbia,Columbia Tools,drywall-finishing-tool,standard-catalog,flat-boxes,flat-boxes,0,,,,,5.5FFB,,0,,,,,,official-source-copy-refined,,Columbia Tools,,,,,https://www.columbiatools.com/columbia-tools/finishing-boxes/flat-boxes/,Columbia Flat Finisher Box,production-grade-columbia-refined,2026-05-20
,variation,FHTT,,TapeTech Support Handle - Fiberglass,1,0,visible,,<p>TapeTech Support Handle - Fiberglass is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Support Handle</p><p><strong>Configuration:</strong> Fiberglass</p><p><strong>Official SKU / MPN:</strong> FHTT</p><p><em>Source reference: 36</em></p>,,,taxable,,1,,,0,0,,,,,0,,,59.00,,,,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_fhtt_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_fhtt_02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_fhtt_03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_fhtt_04.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_fhtt_05.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_fhtt_06.webp",,,TT-SUPPORT-HANDLE,,,,,,1,TapeTech,Model,Fiberglass,1,0,,"FHTT, TapeTech Support Handle - Fiberglass, TapeTech",TapeTech Support Handle - Fiberglass,"Shop TapeTech Support Handle - Fiberglass, catalog-normalized for professional drywall finishing workflows.",,"index,follow",TapeTech Support Handle - Fiberglass,"TapeTech, drywall tools, FHTT",TapeTech,FHTT,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-SUPPORT-HANDLE,Model,Fiberglass,Fiberglass,,1,1,,,,,,official-brand-catalog-shopames-price-validated,,TapeTech,,,,,,,,
,variation,FHTT-CC,,TapeTech Support Handle - Closet Crusher Fiberglass,1,0,visible,,<p>TapeTech Support Handle - Closet Crusher Fiberglass is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Support Handle</p><p><strong>Configuration:</strong> Closet Crusher Fiberglass</p><p><strong>Official SKU / MPN:</strong> FHTT-CC</p><p><em>Source reference: 36</em></p>,,,taxable,,1,,,0,0,,,,,0,,,50.00,,,,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_fhttcc_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_fhttcc_02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_fhttcc_03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_fhttcc_04.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_fhttcc_05.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_fhttcc_06.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_fhttcc_07.webp",,,TT-SUPPORT-HANDLE,,,,,,2,TapeTech,Model,Closet Crusher Fiberglass,1,0,,"FHTT-CC, TapeTech Support Handle - Closet Crusher Fiberglass, TapeTech",TapeTech Support Handle - Closet Crusher Fiberglass,"Shop TapeTech Support Handle - Closet Crusher Fiberglass, catalog-normalized for professional drywall finishing workflows.",,"index,follow",TapeTech Support Handle - Closet Crusher Fiberglass,"TapeTech, drywall tools, FHTT-CC",TapeTech,FHTT-CC,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-SUPPORT-HANDLE,Model,Closet Crusher Fiberglass,Closet Crusher Fiberglass,,2,1,,,,,,official-brand-catalog-shopames-price-validated,,TapeTech,,,,,,,,
,variation,XHTT,,TapeTech Support Handle - Extension,1,0,visible,,<p>TapeTech Support Handle - Extension is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Support Handle</p><p><strong>Configuration:</strong> Extension</p><p><strong>Official SKU / MPN:</strong> XHTT</p><p><em>Source reference: 36</em></p>,,,taxable,,1,,,0,0,,,,,0,,,179.00,,,,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_xhtt_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_xhtt_02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_xhtt_03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_xhtt_04.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_xhtt_05.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_xhtt_06.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_xhtt_07.webp",,,TT-SUPPORT-HANDLE,,,,,,3,TapeTech,Model,Extension,1,0,,"XHTT, TapeTech Support Handle - Extension, TapeTech",TapeTech Support Handle - Extension,"Shop TapeTech Support Handle - Extension, catalog-normalized for professional drywall finishing workflows.",,"index,follow",TapeTech Support Handle - Extension,"TapeTech, drywall tools, XHTT",TapeTech,XHTT,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-SUPPORT-HANDLE,Model,Extension,Extension,,3,1,,,,,,official-brand-catalog-shopames-price-validated,,TapeTech,,,,,,,,
,variable,TT-SUPPORT-HANDLE-ADAPTER,,TapeTech Support Handle Adapter,1,0,visible,TapeTech Support Handle Adapter — catalog-normalized TapeTech product.,<p>TapeTech Support Handle Adapter is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Support Handle Adapter</p><p><strong>Official SKU / MPN:</strong> DTB-TT-SUPPORT-HANDLE-ADAPTER</p><p><em>Source reference: 36</em></p>,,,taxable,,1,,,0,0,,,,,0,,,,Drywall Finishing Tools > TapeTech > Support Handles & Adapters,"TapeTech,Drywall Finishing Tools",,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_caatt_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_caatt_02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_caatt_03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_caatt_04.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_cfatt_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_cfatt_02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_nsatt_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_nsatt_02.webp",,,,,,,,,42,TapeTech,Adapter Type,"Corner Applicator, Corner Finisher, Nail Spotter",1,0,Corner Applicator,"DTB-TT-SUPPORT-HANDLE-ADAPTER, TapeTech Support Handle Adapter, TapeTech",TapeTech Support Handle Adapter,"Shop TapeTech Support Handle Adapter, catalog-normalized for professional drywall finishing workflows.",,"index,follow",TapeTech Support Handle Adapter,"TapeTech, drywall tools, DTB-TT-SUPPORT-HANDLE-ADAPTER",TapeTech,,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,support-handles-and-adapters,support-handles-and-adapters,0,,,,,CAA-TT,,0,,,,,,official-brand-catalog-validated,,TapeTech,,,,,,,,
,variation,CAA-TT,,TapeTech Support Handle Adapter - Corner Applicator,1,0,visible,,<p>TapeTech Support Handle Adapter - Corner Applicator is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Support Handle Adapter</p><p><strong>Configuration:</strong> Corner Applicator</p><p><strong>Official SKU / MPN:</strong> CAA-TT</p><p><em>Source reference: 36</em></p>,,,taxable,,1,,,0,0,,,,,0,,,45.00,,,,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_caatt_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_caatt_02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_caatt_03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_caatt_04.webp",,,TT-SUPPORT-HANDLE-ADAPTER,,,,,,1,TapeTech,Adapter Type,Corner Applicator,1,0,,"CAA-TT, TapeTech Support Handle Adapter - Corner Applicator, TapeTech",TapeTech Support Handle Adapter - Corner Applicator,"Shop TapeTech Support Handle Adapter - Corner Applicator, catalog-normalized for professional drywall finishing workflows.",,"index,follow",TapeTech Support Handle Adapter - Corner Applicator,"TapeTech, drywall tools, CAA-TT",TapeTech,CAA-TT,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-SUPPORT-HANDLE-ADAPTER,Adapter Type,Corner Applicator,Corner Applicator,,1,1,,,,,,official-brand-catalog-shopames-price-validated,,TapeTech,,,,,,,,
,variation,CFA-TT,,TapeTech Support Handle Adapter - Corner Finisher,1,0,visible,,<p>TapeTech Support Handle Adapter - Corner Finisher is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Support Handle Adapter</p><p><strong>Configuration:</strong> Corner Finisher</p><p><strong>Official SKU / MPN:</strong> CFA-TT</p><p><em>Source reference: 36</em></p>,,,taxable,,1,,,0,0,,,,,0,,,49.00,,,,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_cfatt_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_cfatt_02.webp",,,TT-SUPPORT-HANDLE-ADAPTER,,,,,,2,TapeTech,Adapter Type,Corner Finisher,1,0,,"CFA-TT, TapeTech Support Handle Adapter - Corner Finisher, TapeTech",TapeTech Support Handle Adapter - Corner Finisher,"Shop TapeTech Support Handle Adapter - Corner Finisher, catalog-normalized for professional drywall finishing workflows.",,"index,follow",TapeTech Support Handle Adapter - Corner Finisher,"TapeTech, drywall tools, CFA-TT",TapeTech,CFA-TT,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-SUPPORT-HANDLE-ADAPTER,Adapter Type,Corner Finisher,Corner Finisher,,2,1,,,,,,official-brand-catalog-shopames-price-validated,,TapeTech,,,,,,,,
,variation,NSA-TT,,TapeTech Support Handle Adapter - Nail Spotter,1,0,visible,,<p>TapeTech Support Handle Adapter - Nail Spotter is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Support Handle Adapter</p><p><strong>Configuration:</strong> Nail Spotter</p><p><strong>Official SKU / MPN:</strong> NSA-TT</p><p><em>Source reference: 36</em></p>,,,taxable,,1,,,0,0,,,,,0,,,40.00,,,,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_nsatt_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_nsatt_02.webp",,,TT-SUPPORT-HANDLE-ADAPTER,,,,,,3,TapeTech,Adapter Type,Nail Spotter,1,0,,"NSA-TT, TapeTech Support Handle Adapter - Nail Spotter, TapeTech",TapeTech Support Handle Adapter - Nail Spotter,"Shop TapeTech Support Handle Adapter - Nail Spotter, catalog-normalized for professional drywall finishing workflows.",,"index,follow",TapeTech Support Handle Adapter - Nail Spotter,"TapeTech, drywall tools, NSA-TT",TapeTech,NSA-TT,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-SUPPORT-HANDLE-ADAPTER,Adapter Type,Nail Spotter,Nail Spotter,,3,1,,,,,,official-brand-catalog-shopames-price-validated,,TapeTech,,,,,,,,
,variable,TT-PREMIUM-COMPOUND-ROLLER,,TapeTech Premium Compound Roller,1,0,visible,TapeTech Premium Compound Roller — catalog-normalized TapeTech product.,<p>TapeTech Premium Compound Roller is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Premium Compound Roller</p><p><strong>Official SKU / MPN:</strong> DTB-TT-PREMIUM-COMPOUND-ROLLER</p><p><em>Source reference: 46</em></p>,,,taxable,,1,,,0,0,,,,,0,,,,Drywall Finishing Tools > TapeTech > Compound Rollers,"TapeTech,Drywall Finishing Tools",,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll02_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll02_02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll02_03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll02_04.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll02_05.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll04_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll04_02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll04_03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll04_04.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll04_05.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll04_06.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll09_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll09_02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll09_03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll09_04.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll09_05.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll09_06.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll12_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll12_02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll12_03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll12_04.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll12_05.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll12_06.webp",,,,,,,,,43,TapeTech,Size,"2"", 4"", 9"", 12""",1,0,"2""","DTB-TT-PREMIUM-COMPOUND-ROLLER, TapeTech Premium Compound Roller, TapeTech",TapeTech Premium Compound Roller,"Shop TapeTech Premium Compound Roller, catalog-normalized for professional drywall finishing workflows.",,"index,follow",TapeTech Premium Compound Roller,"TapeTech, drywall tools, DTB-TT-PREMIUM-COMPOUND-ROLLER",TapeTech,,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,compound-rollers,compound-rollers,0,,,,,CROLL02,,0,,,,,,official-brand-catalog-validated,,TapeTech,,,,,,,,
,variation,CROLL02,,"TapeTech Premium Compound Roller - 2""",1,0,visible,,<p>TapeTech Premium Compound Roller - 2&quot; is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Premium Compound Roller</p><p><strong>Configuration:</strong> 2&quot;</p><p><strong>Official SKU / MPN:</strong> CROLL02</p><p><em>Source reference: 46</em></p>,,,taxable,,1,,,0,0,,,,,0,,,22.99,,,,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll02_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll02_02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll02_03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll02_04.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll02_05.webp",,,TT-PREMIUM-COMPOUND-ROLLER,,,,,,1,TapeTech,Size,"2""",1,0,,"CROLL02, TapeTech Premium Compound Roller - 2"", TapeTech","TapeTech Premium Compound Roller - 2""","Shop TapeTech Premium Compound Roller - 2"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","TapeTech Premium Compound Roller - 2""","TapeTech, drywall tools, CROLL02",TapeTech,CROLL02,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-PREMIUM-COMPOUND-ROLLER,Size,"2""","2""",,1,1,,,,,,official-brand-catalog-shopames-price-validated,,TapeTech,,,,,,,,
,variation,CROLL04,,"TapeTech Premium Compound Roller - 4""",1,0,visible,,<p>TapeTech Premium Compound Roller - 4&quot; is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Premium Compound Roller</p><p><strong>Configuration:</strong> 4&quot;</p><p><strong>Official SKU / MPN:</strong> CROLL04</p><p><em>Source reference: 46</em></p>,,,taxable,,1,,,0,0,,,,,0,,,13.99,,,,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll04_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll04_02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll04_03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll04_04.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll04_05.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll04_06.webp",,,TT-PREMIUM-COMPOUND-ROLLER,,,,,,2,TapeTech,Size,"4""",1,0,,"CROLL04, TapeTech Premium Compound Roller - 4"", TapeTech","TapeTech Premium Compound Roller - 4""","Shop TapeTech Premium Compound Roller - 4"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","TapeTech Premium Compound Roller - 4""","TapeTech, drywall tools, CROLL04",TapeTech,CROLL04,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-PREMIUM-COMPOUND-ROLLER,Size,"4""","4""",,2,1,,,,,,official-brand-catalog-shopames-price-validated,,TapeTech,,,,,,,,
,variation,CROLL09,,"TapeTech Premium Compound Roller - 9""",1,0,visible,,<p>TapeTech Premium Compound Roller - 9&quot; is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Premium Compound Roller</p><p><strong>Configuration:</strong> 9&quot;</p><p><strong>Official SKU / MPN:</strong> CROLL09</p><p><em>Source reference: 46</em></p>,,,taxable,,1,,,0,0,,,,,0,,,14.99,,,,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll09_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll09_02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll09_03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll09_04.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll09_05.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll09_06.webp",,,TT-PREMIUM-COMPOUND-ROLLER,,,,,,3,TapeTech,Size,"9""",1,0,,"CROLL09, TapeTech Premium Compound Roller - 9"", TapeTech","TapeTech Premium Compound Roller - 9""","Shop TapeTech Premium Compound Roller - 9"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","TapeTech Premium Compound Roller - 9""","TapeTech, drywall tools, CROLL09",TapeTech,CROLL09,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-PREMIUM-COMPOUND-ROLLER,Size,"9""","9""",,3,1,,,,,,official-brand-catalog-shopames-price-validated,,TapeTech,,,,,,,,
,variation,CROLL12,,"TapeTech Premium Compound Roller - 12""",1,0,visible,,<p>TapeTech Premium Compound Roller - 12&quot; is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Premium Compound Roller</p><p><strong>Configuration:</strong> 12&quot;</p><p><strong>Official SKU / MPN:</strong> CROLL12</p><p><em>Source reference: 46</em></p>,,,taxable,,1,,,0,0,,,,,0,,,16.99,,,,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll12_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll12_02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll12_03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll12_04.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll12_05.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_croll12_06.webp",,,TT-PREMIUM-COMPOUND-ROLLER,,,,,,4,TapeTech,Size,"12""",1,0,,"CROLL12, TapeTech Premium Compound Roller - 12"", TapeTech","TapeTech Premium Compound Roller - 12""","Shop TapeTech Premium Compound Roller - 12"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","TapeTech Premium Compound Roller - 12""","TapeTech, drywall tools, CROLL12",TapeTech,CROLL12,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-PREMIUM-COMPOUND-ROLLER,Size,"12""","12""",,4,1,,,,,,official-brand-catalog-shopames-price-validated,,TapeTech,,,,,,,,
