brand,official_sku,normalized_sku,product_name,alternate_names,section,catalog_item_type,launch_candidate,source_pdf,source_pdf_pages,source_catalog_pages,source_item_nos,source_lines,extraction_methods,source_validation,price,price_source,notes,removal_reason
TapeTech,TK10SSTT,TK10SSTT,"10"" Stainless Steel Taping Knife",,Premium Taping Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,TK10SSTT,TK14SSTT TK12SSTT TK10SSTT TK08SSTT TK14BSTT TK12BSTT TK10BSTT TK08BSTT TKOS16BSTT TKOS14BSTT TKOS12BSTT TKOS10BSTT TKOS08BSTT,pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=knife; knife/knives match
TapeTech,TK12BSTT,TK12BSTT,"12"" Blue Steel Taping Knife",,Premium Taping Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,TK12BSTT,TK14SSTT TK12SSTT TK10SSTT TK08SSTT TK14BSTT TK12BSTT TK10BSTT TK08BSTT TKOS16BSTT TKOS14BSTT TKOS12BSTT TKOS10BSTT TKOS08BSTT,pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=knife; knife/knives match
TapeTech,TK12SSTT,TK12SSTT,"12"" Stainless Steel Taping Knife",,Premium Taping Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,TK12SSTT,TK14SSTT TK12SSTT TK10SSTT TK08SSTT TK14BSTT TK12BSTT TK10BSTT TK08BSTT TKOS16BSTT TKOS14BSTT TKOS12BSTT TKOS10BSTT TKOS08BSTT,pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=knife; knife/knives match
TapeTech,TK14BSTT,TK14BSTT,"14"" Blue Steel Taping Knife",,Premium Taping Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,TK14BSTT,TK14SSTT TK12SSTT TK10SSTT TK08SSTT TK14BSTT TK12BSTT TK10BSTT TK08BSTT TKOS16BSTT TKOS14BSTT TKOS12BSTT TKOS10BSTT TKOS08BSTT,pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=knife; knife/knives match
TapeTech,TK14SSTT,TK14SSTT,"14"" Stainless Steel Taping Knife",,Premium Taping Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,TK14SSTT,TK14SSTT TK12SSTT TK10SSTT TK08SSTT TK14BSTT TK12BSTT TK10BSTT TK08BSTT TKOS16BSTT TKOS14BSTT TKOS12BSTT TKOS10BSTT TKOS08BSTT,pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=knife; knife/knives match
TapeTech,TKOS08BSTT,TKOS08BSTT,"8"" Blue Steel Offset Taping Knife",,Premium Taping Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,TKOS08BSTT,TK14SSTT TK12SSTT TK10SSTT TK08SSTT TK14BSTT TK12BSTT TK10BSTT TK08BSTT TKOS16BSTT TKOS14BSTT TKOS12BSTT TKOS10BSTT TKOS08BSTT,pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=knife; knife/knives match
TapeTech,TKOS10BSTT,TKOS10BSTT,"10"" Blue Steel Offset Taping Knife",,Premium Taping Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,TKOS10BSTT,TK14SSTT TK12SSTT TK10SSTT TK08SSTT TK14BSTT TK12BSTT TK10BSTT TK08BSTT TKOS16BSTT TKOS14BSTT TKOS12BSTT TKOS10BSTT TKOS08BSTT,pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=knife; knife/knives match
TapeTech,TKOS12BSTT,TKOS12BSTT,"12"" Blue Steel Offset Taping Knife",,Premium Taping Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,TKOS12BSTT,TK14SSTT TK12SSTT TK10SSTT TK08SSTT TK14BSTT TK12BSTT TK10BSTT TK08BSTT TKOS16BSTT TKOS14BSTT TKOS12BSTT TKOS10BSTT TKOS08BSTT,pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=knife; knife/knives match
TapeTech,TKOS14BSTT,TKOS14BSTT,"14"" Blue Steel Offset Taping Knife",,Premium Taping Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,TKOS14BSTT,TK14SSTT TK12SSTT TK10SSTT TK08SSTT TK14BSTT TK12BSTT TK10BSTT TK08BSTT TKOS16BSTT TKOS14BSTT TKOS12BSTT TKOS10BSTT TKOS08BSTT,pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=knife; knife/knives match
TapeTech,TKOS16BSTT,TKOS16BSTT,"16"" Blue Steel Offset Taping Knife",,Premium Taping Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,TKOS16BSTT,TK14SSTT TK12SSTT TK10SSTT TK08SSTT TK14BSTT TK12BSTT TK10BSTT TK08BSTT TKOS16BSTT TKOS14BSTT TKOS12BSTT TKOS10BSTT TKOS08BSTT,pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=knife; knife/knives match
TapeTech,VEX11075,VEX11075,"3"" Stainless Steel Outside Corner Trowel",,Premium Taping Knives / Inside and Outside Corner Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,VEX11075,VIN8025 VIN4030 VIN8060 VIN11075 VEX8025 VEX4030 VEX8060 VEX11075 CTADJUST-IN CK06CSTT PK35CSTT,pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=trowel; knife/knives match; trowel match
TapeTech,VEX4030,VEX4030,"1 3/16"" Stainless Steel Outside Corner Trowel",,Premium Taping Knives / Inside and Outside Corner Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,VEX4030,VIN8025 VIN4030 VIN8060 VIN11075 VEX8025 VEX4030 VEX8060 VEX11075 CTADJUST-IN CK06CSTT PK35CSTT,pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=trowel; knife/knives match; trowel match
TapeTech,VEX8025,VEX8025,"1"" Stainless Steel Outside Corner Trowel",,Premium Taping Knives / Inside and Outside Corner Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,VEX8025,VIN8025 VIN4030 VIN8060 VIN11075 VEX8025 VEX4030 VEX8060 VEX11075 CTADJUST-IN CK06CSTT PK35CSTT,pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=trowel; knife/knives match; trowel match
TapeTech,VEX8060,VEX8060,"2 3/8"" Stainless Steel Outside Corner Trowel",,Premium Taping Knives / Inside and Outside Corner Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,VEX8060,VIN8025 VIN4030 VIN8060 VIN11075 VEX8025 VEX4030 VEX8060 VEX11075 CTADJUST-IN CK06CSTT PK35CSTT,pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=trowel; knife/knives match; trowel match
TapeTech,VIN11075,VIN11075,"3"" Stainless Steel Inside Corner Trowel",,Premium Taping Knives / Inside and Outside Corner Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,VIN11075,VIN8025 VIN4030 VIN8060 VIN11075 VEX8025 VEX4030 VEX8060 VEX11075 CTADJUST-IN CK06CSTT PK35CSTT,pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=trowel; knife/knives match; trowel match
TapeTech,VIN4030,VIN4030,"1 3/16"" Stainless Steel Inside Corner Trowel",,Premium Taping Knives / Inside and Outside Corner Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,VIN4030,VIN8025 VIN4030 VIN8060 VIN11075 VEX8025 VEX4030 VEX8060 VEX11075 CTADJUST-IN CK06CSTT PK35CSTT,pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=trowel; knife/knives match; trowel match
TapeTech,VIN8025,VIN8025,"1"" Stainless Steel Inside Corner Trowel",,Premium Taping Knives / Inside and Outside Corner Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,VIN8025,VIN8025 VIN4030 VIN8060 VIN11075 VEX8025 VEX4030 VEX8060 VEX11075 CTADJUST-IN CK06CSTT PK35CSTT,pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=trowel; knife/knives match; trowel match
TapeTech,VIN8060,VIN8060,"2 3/8"" Stainless Steel Inside Corner Trowel",,Premium Taping Knives / Inside and Outside Corner Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,29,37,VIN8060,VIN8025 VIN4030 VIN8060 VIN11075 VEX8025 VEX4030 VEX8060 VEX11075 CTADJUST-IN CK06CSTT PK35CSTT,pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=trowel; knife/knives match; trowel match
TapeTech,TG110565-GS,TG110565-GS,Premium Gold Trowel,,Drywall Trowels / Premium Gold Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,31,39,TG110565-GS,TG110565-GS | TG120565-GS | TG140565-GS - Premium Gold Trowels,pdf_visual_table,sku_found_in_pdf_text,,,Official PDF page 39 displays TG14054-PS twice in the MIDFLEXX row.,catalog_item_type=trowel; trowel match
TapeTech,TG120565-GS,TG120565-GS,Premium Gold Trowel,,Drywall Trowels / Premium Gold Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,31,39,TG120565-GS,TG110565-GS | TG120565-GS | TG140565-GS - Premium Gold Trowels,pdf_visual_table,sku_found_in_pdf_text,,,Official PDF page 39 displays TG14054-PS twice in the MIDFLEXX row.,catalog_item_type=trowel; trowel match
TapeTech,TG14054-PS,TG14054-PS,Premium Gold Trowel,,Drywall Trowels / Premium Gold Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,31,39,TG14054-PS,TTGG1142005544--PPSS -- PPrreemmiiuumm GGoolldd TTrroowweell TG14054-PS - Premium Gold Trowel,pdf_visual_table,sku_found_in_pdf_text,,,Official PDF page 39 displays TG14054-PS twice in the MIDFLEXX row.,catalog_item_type=trowel; trowel match
TapeTech,TG140565-GS,TG140565-GS,Premium Gold Trowel,,Drywall Trowels / Premium Gold Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,31,39,TG140565-GS,TG110565-GS | TG120565-GS | TG140565-GS - Premium Gold Trowels,pdf_visual_table,sku_found_in_pdf_text,,,Official PDF page 39 displays TG14054-PS twice in the MIDFLEXX row.,catalog_item_type=trowel; trowel match
TapeTech,TG16054-PS,TG16054-PS,Premium Gold Trowel,,Drywall Trowels / Premium Gold Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,31,39,TG16054-PS,TG16054-PS - Premium Gold Trowel,pdf_visual_table,sku_verified_from_rendered_pdf_or_garbled_text,,,Official PDF page 39 displays TG14054-PS twice in the MIDFLEXX row.,catalog_item_type=trowel; trowel match
TapeTech,TG160565-GS,TG160565-GS,Premium Gold Trowel,,Drywall Trowels / Premium Gold Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,31,39,TG160565-GS,TG160565-GS - Premium Gold Trowel TG180565-GS - Premium Gold Trowel,pdf_visual_table,sku_found_in_pdf_text,,,Official PDF page 39 displays TG14054-PS twice in the MIDFLEXX row.,catalog_item_type=trowel; trowel match
TapeTech,TG18054-PS,TG18054-PS,Premium Gold Trowel,,Drywall Trowels / Premium Gold Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,31,39,TG18054-PS,TTGG1126005544--PPSS -- PPrreemmiiuumm GGoolldd TTrroowweell TG18054-PS - Premium Gold Trowel,pdf_visual_table,sku_found_in_pdf_text,,,Official PDF page 39 displays TG14054-PS twice in the MIDFLEXX row.,catalog_item_type=trowel; trowel match
TapeTech,TG180565-GS,TG180565-GS,Premium Gold Trowel,,Drywall Trowels / Premium Gold Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,31,39,TG180565-GS,TG160565-GS - Premium Gold Trowel TG180565-GS - Premium Gold Trowel,pdf_visual_table,sku_found_in_pdf_text,,,Official PDF page 39 displays TG14054-PS twice in the MIDFLEXX row.,catalog_item_type=trowel; trowel match
TapeTech,TG12053-PS,TG12053-PS,Premium Gold Trowel,,Drywall Trowels / Premium Gold Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,32,40,TG12053-PS,TG12053-PS - Premium Gold Trowel TG14053-PS - Premium Gold Trowel,pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=trowel; trowel match
TapeTech,TG120565-PSCU,TG120565-PSCU,Premium Gold Curved Trowel,,Drywall Trowels / Premium Gold Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,32,40,TG120565-PSCU,TG120565-PSCU - Premium Gold Curved Trowel TG140565-PSCU - Premium Gold Curved Trowel,pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=trowel; trowel match
TapeTech,TG120565-SQ,TG120565-SQ,Premium Gold Square Trowel,,Drywall Trowels / Premium Gold Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,32,40,TG120565-SQ,TG120565-SQ - Premium Gold Square Trowel TG140565-SQ - Premium Gold Square Trowel,pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=trowel; trowel match
TapeTech,TG14053-PS,TG14053-PS,Premium Gold Trowel,,Drywall Trowels / Premium Gold Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,32,40,TG14053-PS,TG12053-PS - Premium Gold Trowel TG14053-PS - Premium Gold Trowel,pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=trowel; trowel match
TapeTech,TG140565-PSCU,TG140565-PSCU,Premium Gold Curved Trowel,,Drywall Trowels / Premium Gold Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,32,40,TG140565-PSCU,TG120565-PSCU - Premium Gold Curved Trowel TG140565-PSCU - Premium Gold Curved Trowel,pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=trowel; trowel match
TapeTech,TG140565-SQ,TG140565-SQ,Premium Gold Square Trowel,,Drywall Trowels / Premium Gold Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,32,40,TG140565-SQ,TG120565-SQ - Premium Gold Square Trowel TG140565-SQ - Premium Gold Square Trowel,pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=trowel; trowel match
TapeTech,TG16053-PS,TG16053-PS,Premium Gold Trowel,,Drywall Trowels / Premium Gold Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,32,40,TG16053-PS,TG16053-PS - Premium Gold Trowel TG18053-PS - Premium Gold Trowel,pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=trowel; trowel match
TapeTech,TG18053-PS,TG18053-PS,Premium Gold Trowel,,Drywall Trowels / Premium Gold Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,32,40,TG18053-PS,TG16053-PS - Premium Gold Trowel TG18053-PS - Premium Gold Trowel,pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=trowel; trowel match
TapeTech,TG120565-CY,TG120565-CY,"12"" Curry-Style Finishing Trowel",,Drywall Trowels / Specialty Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,33,41,TG120565-CY,"TG120565-CY - 12"" Curry-Style Finishing Trowel TG140565-CY - 14"" Curry-Style Finishing Trowel",pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=trowel; trowel match
TapeTech,TG140565-CY,TG140565-CY,"14"" Curry-Style Finishing Trowel",,Drywall Trowels / Specialty Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,33,41,TG140565-CY,"TG120565-CY - 12"" Curry-Style Finishing Trowel TG140565-CY - 14"" Curry-Style Finishing Trowel",pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=trowel; trowel match
TapeTech,TGP120565-PS,TGP120565-PS,Premium Gold Pool Trowel,,Drywall Trowels / Specialty Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,33,41,TGP120565-PS,TGP120565-PS - Premium Gold Pool Trowel TGP140565-PS - Premium Gold Pool Trowel,pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=trowel; trowel match
TapeTech,TGP140565-PS,TGP140565-PS,Premium Gold Pool Trowel,,Drywall Trowels / Specialty Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,33,41,TGP140565-PS,TGP120565-PS - Premium Gold Pool Trowel TGP140565-PS - Premium Gold Pool Trowel,pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=trowel; trowel match
TapeTech,TGP160565-PS,TGP160565-PS,Premium Gold Pool Trowel,,Drywall Trowels / Specialty Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,33,41,TGP160565-PS,TGP160565-PS - Premium Gold Pool Trowel TGP180565-PS - Premium Gold Pool Trowel,pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=trowel; trowel match
TapeTech,TGP180565-PS,TGP180565-PS,Premium Gold Pool Trowel,,Drywall Trowels / Specialty Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,33,41,TGP180565-PS,TGP160565-PS - Premium Gold Pool Trowel TGP180565-PS - Premium Gold Pool Trowel,pdf_visual_table,sku_found_in_pdf_text,,,,catalog_item_type=trowel; trowel match
TapeTech,PFB07,PFB07,"7"" Premium Finishing Knife Blade",,Premium Finishing Knives / Replacement Blades,replacement_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,34,42,PFB07,"PFB07 - 7"" Premium Finishing Knife Blade PFB24 - 24"" Premium Finishing Knife Blade",pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=replacement_part; knife/knives match
TapeTech,PFB12,PFB12,"12"" Premium Finishing Knife Blade",,Premium Finishing Knives / Replacement Blades,replacement_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,34,42,PFB12,"PFB12 - 12"" Premium Finishing Knife Blade PFB32 - 32"" Premium Finishing Knife Blade",pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=replacement_part; knife/knives match
TapeTech,PFB14,PFB14,"14"" Premium Finishing Knife Blade",,Premium Finishing Knives / Replacement Blades,replacement_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,34,42,PFB14,"PFB14 - 14"" Premium Finishing Knife Blade PFB40 - 40"" Premium Finishing Knife Blade Replaceable Blade System - The most secure",pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=replacement_part; knife/knives match
TapeTech,PFB18,PFB18,"18"" Premium Finishing Knife Blade",,Premium Finishing Knives / Replacement Blades,replacement_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,34,42,PFB18,"PFB18 - 18"" Premium Finishing Knife Blade PFB48 - 48"" Premium Finishing Knife Blade",pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=replacement_part; knife/knives match
TapeTech,PFB24,PFB24,"24"" Premium Finishing Knife Blade",,Premium Finishing Knives / Replacement Blades,replacement_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,34,42,PFB24,"PFB07 - 7"" Premium Finishing Knife Blade PFB24 - 24"" Premium Finishing Knife Blade",pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=replacement_part; knife/knives match
TapeTech,PFB32,PFB32,"32"" Premium Finishing Knife Blade",,Premium Finishing Knives / Replacement Blades,replacement_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,34,42,PFB32,"PFB12 - 12"" Premium Finishing Knife Blade PFB32 - 32"" Premium Finishing Knife Blade",pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=replacement_part; knife/knives match
TapeTech,PFB40,PFB40,"40"" Premium Finishing Knife Blade",,Premium Finishing Knives / Replacement Blades,replacement_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,34,42,PFB40,"PFB14 - 14"" Premium Finishing Knife Blade PFB40 - 40"" Premium Finishing Knife Blade Replaceable Blade System - The most secure",pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=replacement_part; knife/knives match
TapeTech,PFB48,PFB48,"48"" Premium Finishing Knife Blade",,Premium Finishing Knives / Replacement Blades,replacement_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,34,42,PFB48,"PFB18 - 18"" Premium Finishing Knife Blade PFB48 - 48"" Premium Finishing Knife Blade",pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=replacement_part; knife/knives match
TapeTech,PFK07TT,PFK07TT,"7"" Wipedown Knife",,Premium Finishing Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,34,42,PFK07TT,"PFK07TT - 7"" Wipedown Knife | PFK12TT - 12"" Wipedown Knife | PFK14TT - 14"" Finishing Knife | PFK18TT - 18"" Finishing Knife",pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=knife; knife/knives match
TapeTech,PFK12TT,PFK12TT,"12"" Wipedown Knife",,Premium Finishing Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,34,42,PFK12TT,"PFK07TT - 7"" Wipedown Knife | PFK12TT - 12"" Wipedown Knife | PFK14TT - 14"" Finishing Knife | PFK18TT - 18"" Finishing Knife",pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=knife; knife/knives match
TapeTech,PFK14TT,PFK14TT,"14"" Finishing Knife",,Premium Finishing Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,34,42,PFK14TT,"PFK07TT - 7"" Wipedown Knife | PFK12TT - 12"" Wipedown Knife | PFK14TT - 14"" Finishing Knife | PFK18TT - 18"" Finishing Knife",pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=knife; knife/knives match
TapeTech,PFK18TT,PFK18TT,"18"" Finishing Knife",,Premium Finishing Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,34,42,PFK18TT,"PFK07TT - 7"" Wipedown Knife | PFK12TT - 12"" Wipedown Knife | PFK14TT - 14"" Finishing Knife | PFK18TT - 18"" Finishing Knife",pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=knife; knife/knives match
TapeTech,PFK24TT,PFK24TT,"24"" Finishing Knife",,Premium Finishing Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,34,42,PFK24TT,"PFK24TT - 24"" Finishing Knife | PFK32TT - 32"" Finishing Knife | PFK40TT - 40"" Finishing Knife | PFK48TT - 48"" Finishing Knife",pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=knife; knife/knives match
TapeTech,PFK32TT,PFK32TT,"32"" Finishing Knife",,Premium Finishing Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,34,42,PFK32TT,"PFK24TT - 24"" Finishing Knife | PFK32TT - 32"" Finishing Knife | PFK40TT - 40"" Finishing Knife | PFK48TT - 48"" Finishing Knife",pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=knife; knife/knives match
TapeTech,PFK40TT,PFK40TT,"40"" Finishing Knife",,Premium Finishing Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,34,42,PFK40TT,"PFK24TT - 24"" Finishing Knife | PFK32TT - 32"" Finishing Knife | PFK40TT - 40"" Finishing Knife | PFK48TT - 48"" Finishing Knife",pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=knife; knife/knives match
TapeTech,PFK48TT,PFK48TT,"48"" Finishing Knife",,Premium Finishing Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,34,42,PFK48TT,"PFK24TT - 24"" Finishing Knife | PFK32TT - 32"" Finishing Knife | PFK40TT - 40"" Finishing Knife | PFK48TT - 48"" Finishing Knife",pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=knife; knife/knives match
TapeTech,PFKHATT,PFKHATT,Handle Adapter,,Premium Finishing Knives,knife,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,34,42,PFKHATT,PFKHATT - Handle Adapter new design provides the most ergonomic,pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=knife; knife/knives match
TapeTech,RTC20TT,RTC20TT,"20"" Radius Trowel - Curved",,Radius Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,35,43,RTC20TT,"RTC20TT - 20"" Radius Trowel - Curved RTC26TT - 26"" Radius Trowel - Curved",pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=trowel; trowel match
TapeTech,RTC26TT,RTC26TT,"26"" Radius Trowel - Curved",,Radius Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,35,43,RTC26TT,"RTC20TT - 20"" Radius Trowel - Curved RTC26TT - 26"" Radius Trowel - Curved",pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=trowel; trowel match
TapeTech,RTS20TT,RTS20TT,"20"" Radius Trowel - Straight",,Radius Trowels,trowel,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,35,43,RTS20TT,"RTS20TT - 20"" Radius Trowel - Straight RTS26TT - 26"" Radius Trowel - Straight",pdf_text,sku_found_in_pdf_text,,,,catalog_item_type=trowel; trowel match
