brand,name,description_full,sku,upc,description_short
Asgard,"Asgard 3"" Nail Spotter","## Precision Finishing for Professional Drywallers

Elevate your finishing workflow with the Asgard 3"" Nail Spotter, a high-performance tool engineered for efficiency and long-term reliability. Designed to streamline the process of covering fastener heads, this spotter delivers consistent, professional results on every pass. By leveraging the manufacturing expertise behind TapeTech, Asgard provides a robust, industrial-grade solution that maximizes productivity without the premium price tag.

## Engineered for Performance and Ease

Built to withstand the rigors of daily job site use, this tool features a durable stainless steel construction that resists corrosion and wear. The integrated EasyClean® Lid system, paired with a reliable gasket design, ensures that maintenance is quick and straightforward, allowing you to spend more time finishing and less time cleaning. The traditional skid plate acts as a dual-purpose component, providing a smooth pivot point for maneuverability while simultaneously acting as a screw detector to protect the blade from accidental damage.

## Key Features

- **EasyClean® Technology:** Features a quick-release latch and gasket system modeled after professional flat boxes for rapid, hassle-free cleaning.
- **Durable Construction:** Crafted from high-quality stainless steel to ensure longevity and resistance to rust in demanding environments.
- **Protective Skid Plate:** Traditional design serves as a pivot point and a safety mechanism to prevent blade contact with fasteners.
- **Versatile Compatibility:** Includes an NSA-TT adapter, allowing seamless integration with Asgard FHTT fiberglass and XHTT extendable handles.
- **Professional Efficiency:** Optimized for single-spotter systems, making it an ideal choice for projects of any scale.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Asgard |
| Product Name | 3"" Nail Spotter |
| SKU | NS03-AD |
| UPC | 873876004614 |
| Material | Stainless Steel |
| Included Adapter | NSA-TT |
| Compatibility | FHTT and XHTT Handles |",NS03-AD,873876004614,"Discover the unparalleled durability and functionality of Asgard Taping Tools by TapeTech without the added markup. The Asgard 3"" Nail Spotter is a versatile tool for any job size, perfect as a single spotter system. It features an EasyClean® Lid, a quick-release latch, and a gasket system similar to a flat box, allowing easy access and hassle-free clean-up. The traditional style skid plate serves as both a pivot point and screw detector, preventing blade damage. This nail spotter includes an NS"
Asgard,"Asgard 3.5"" Angle Head","## Achieve Flawless Internal Corners with Precision

Elevate your drywall finishing standards with the Asgard 3.5"" Adjustable Angle Head. Engineered for professionals who demand efficiency and consistency, this tool streamlines the process of feathering joint compound on internal corners. Whether you are tackling wall-to-wall joints or ceiling-to-wall transitions, this finisher delivers a smooth, professional-grade result in a single pass, significantly reducing manual sanding and cleanup time.

## Advanced Control and Versatility

What sets this model apart is its integrated adjustable tension system. By engaging or disengaging the rear tension springs, you gain precise control over the spring pressure, allowing you to adapt to varying corner conditions and compound consistencies. Designed for seamless integration, this unit attaches effortlessly to the CA08-AD corner applicator. For specialized taping applications, it can also be paired with FH-AD or XH-AD support handles using the CFA-AD adapter, making it a versatile workhorse for any drywall finishing kit.

## Key Features

- **Dual-Side Feathering:** Simultaneously finishes both sides of an internal corner for a uniform, professional appearance in one motion.
- **Adjustable Tension:** Features a customizable spring-pressure system that allows you to fine-tune the tool's response to different surface requirements.
- **Smooth Glide Technology:** Equipped with precision wheels to ensure consistent contact and effortless movement across the wall surface.
- **Adaptive Design:** Engineered to compensate for minor imperfections in corner framing, ensuring a clean finish even on non-perfect surfaces.
- **Professional Compatibility:** Fully compatible with standard Asgard corner applicators and support handles for a complete finishing ecosystem.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Asgard |
| Product Name | 3.5"" Angle Head |
| SKU | AH35-AD |
| UPC | 0873876004553 |
| Tool Type | Corner Finisher / Angle Head |
| Compatibility | CA08-AD, FH-AD, XH-AD (with CFA-AD adapter) |",AH35-AD,0873876004553,"The Asgard® Adjustable Angle Head perfectly feathers the joint compound applied to both sides of internal corners in one pass. The Angle Head can be used for wall-to-wall internal corners or wall-to-ceiling corners. This tool's “adjustable” feature refers to the ability to control the amount of spring pressure by engaging or disengaging one set of tension springs on the back of the angle head. Angle Heads, or Angle Finishers or Corner Finishers, are attached to the CA08-AD corner applicator to q"
Asgard,"Asgard 7"" Flat Box","## Precision Performance for Professional Drywall Finishing

Achieve flawless, professional-grade results with the Asgard 7"" Flat Box. Engineered for contractors who demand reliability and efficiency, this tool streamlines the application of base coats on flat seams and corner beads. By leveraging the engineering expertise of TapeTech, Asgard delivers a high-performance solution that balances rugged durability with an accessible price point, ensuring your equipment investment works as hard as you do.

## Built for the Job Site

Constructed from high-grade, resilient alloys, this flat box is designed to endure the rigors of demanding construction environments. The sleek, black-anodized finish not only provides a professional aesthetic but also adds an extra layer of protection against wear and tear. With universal compatibility, this unit integrates seamlessly with most major-brand flat box handles, making it a versatile addition to your existing tool arsenal.

## Key Features

- **Precision Mud Control:** The intuitive dial adjustment mechanism allows for micro-adjustments, ensuring consistent, uniform mud output for a perfect finish every time.
- **Rapid Maintenance:** Equipped with quick-release thumb latches, the box opens effortlessly, significantly reducing downtime during cleanup and blade changes.
- **Universal Compatibility:** Designed to work interchangeably with standard flat box handles from leading industry manufacturers.
- **Professional-Grade Durability:** Built with premium alloys to withstand heavy daily use on residential and commercial job sites.
- **Optimized Application:** The 7-inch width is perfectly calibrated for efficient base coating on flat joints and corner beads.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Asgard |
| Product Name | 7"" Flat Box |
| SKU | EZ07-AD |
| UPC | 0873876004508 |
| Tool Width | 7 Inches |
| Compatibility | Standard Flat Box Handles |
| Construction | High-Grade Alloy |",EZ07-AD,0873876004508,"Elevate your drywall projects with Asgard Taping Tools by TapeTech, which is known for its durability and functionality without the added markup. The Asgard 7"" Flat Box boasts a sleek black exterior and is compatible with other major brand Flat Box handles. It is constructed from superior-quality alloys and can withstand any job site. The quick-release thumb latches allow for effortless cleaning, and the easy dial adjustment ensures finely controlled, consistent mud output every time. Ideal for"
Asgard,"Asgard 7"" Power Assist Finishing Box","## Elevate Your Drywall Finishing Efficiency

Achieve flawless, professional-grade results with the Asgard 7"" Power Assist Finishing Box. Engineered for contractors who demand precision and speed, this tool integrates advanced power-assist technology to minimize physical strain while maximizing output. By providing consistent pressure and material flow, it ensures a smooth, uniform finish on every seam, significantly reducing the need for time-consuming touch-ups.

## Precision Engineering for Demanding Jobsites

Designed specifically for versatility, the 7-inch width is the ideal choice for navigating tight corners, detailed trim work, and narrow wall sections. The robust construction features a high-grade aluminum housing that withstands the rigors of daily jobsite use, paired with a precision-ground stainless steel blade that delivers a clean, sharp edge every time. This tool is built to be a reliable workhorse, helping you maintain high productivity levels throughout your most challenging projects.

## Key Features

- **Power-Assist Technology:** Integrated spring mechanisms reduce manual effort, allowing for smoother operation and superior control over compound application.
- **Optimized 7-Inch Width:** Perfectly sized for detailed finishing, blending seams, and working in confined spaces where larger boxes cannot reach.
- **Durable Construction:** Crafted with a rugged aluminum body for long-term resilience against impact and wear.
- **Precision Blade:** High-quality stainless steel blade ensures consistent compound thickness and a professional, smooth finish.
- **Ergonomic Performance:** Designed to streamline the finishing process, increasing efficiency for both residential and commercial drywall applications.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Asgard |
| Product Name | 7"" Power Assist Finishing Box |
| SKU | PA07-AD |
| Box Width | 7 inches |
| Housing Material | Aluminum |
| Blade Material | Stainless Steel |
| Application | Drywall Finishing |",PA07-AD,,"Asgard 7"" Power Assist Finishing Box"
Asgard,"Asgard 8"" Drywall Angle Box","## Master Precision Finishing with the Asgard 8"" Angle Box

Achieve professional-grade results on every corner with the Asgard 8"" Angle Box. Engineered for contractors who demand high-performance tools without the premium price tag, this angle box is a cornerstone of the Asgard lineup, backed by the industry-leading expertise of TapeTech. Whether you are tackling residential renovations or large-scale commercial projects, this tool is built to streamline your workflow and deliver consistent, high-quality finishes.

## Built for Efficiency and Durability

Designed to maximize your output, the 8-inch capacity allows for extended run times between refills, significantly reducing downtime on the job site. The construction balances rugged resilience with ergonomic handling; the lightweight aluminum housing minimizes operator fatigue during long shifts, while the reinforced stainless steel nose cone provides the necessary rigidity to withstand the abrasive nature of joint compound and daily wear.

## Key Features

- **High-Capacity Design:** The 8-inch chamber holds a generous volume of compound, allowing for longer, uninterrupted passes on internal corners.
- **Professional-Grade Materials:** Constructed with a lightweight aluminum body for easy maneuverability and a hardened stainless steel nose cone for superior longevity.
- **Optimized Performance:** Engineered to work seamlessly with standard angle heads, ensuring smooth, uniform application of compound.
- **Contractor-Focused Value:** Delivers the reliability and precision of top-tier taping tools at a price point that respects your bottom line.
- **Ergonomic Build:** Designed to reduce physical strain, helping you maintain high-quality work throughout the entire day.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Asgard |
| Product Name | 8"" Drywall Angle Box |
| SKU | CA08-AD |
| UPC | 0873876004607 |
| Body Material | Lightweight Aluminum |
| Nose Cone Material | Stainless Steel |
| Size | 8 Inches |",CA08-AD,0873876004607,"Elevate your drywall work with Asgard Taping Tools by TapeTech, offering exceptional durability and functionality without the added markup. The Asgard 8"" Angle Box, featuring a sleek silver and black exterior, is designed to hold more compound, enhancing efficiency. Its lightweight aluminum body and durable stainless steel nose cone ensure long-lasting performance on any job site."
Asgard,"Asgard Angle Box w/ Handle (8"" w/ Extendable Handle)","## Precision Finishing for Professional Results

Elevate your drywall finishing workflow with the Asgard 8-inch Angle Box. Engineered for contractors who demand consistency and speed, this tool streamlines the application of joint compound to internal corners. By automating the process, you achieve a uniform finish that minimizes sanding time and maximizes site efficiency.

## Built for Performance and Control

This unit features a robust 8-inch box designed to hold an optimal volume of compound, reducing the frequency of refills during high-output jobs. The included extendable handle provides the necessary reach to tackle high corners and ceilings without the need for cumbersome ladders, ensuring a safer and more ergonomic experience throughout the workday.

## Key Features

- **High-Capacity Design:** The 8-inch box allows for extended run times, keeping you focused on the finish rather than constant reloading.
- **Extendable Reach:** Equipped with an adjustable handle to accommodate varying ceiling heights and corner angles with ease.
- **Durable Construction:** Built with professional-grade materials to withstand the rigors of daily job site use and abrasive joint compounds.
- **Consistent Application:** Engineered to deliver a smooth, even coat of compound, providing a professional foundation for tape and subsequent finishing coats.
- **Ergonomic Handling:** Designed to reduce wrist and arm fatigue, allowing for precise control during repetitive corner finishing tasks.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Asgard |
| Product Name | Angle Box w/ Handle |
| Size | 8-inch |
| SKU | 4I-SJ80-1WRW |
| UPC | 0873876005260 |
| Handle Type | Extendable |",4I-SJ80-1WRW,0873876005260,"Asgard Angle Box w/ Handle (8"" w/ Extendable Handle)"
Asgard,"Asgard Angle Box w/ Handle (8"" w/ Fixed Handle)","## Precision Corner Finishing for Professionals

Elevate your drywall finishing workflow with the Asgard 8-inch Angle Box. Engineered for contractors who demand consistency and speed, this tool streamlines the application of joint compound to internal corners, ensuring a smooth, uniform finish every time. Its robust construction is designed to withstand the rigors of daily job site use, providing a reliable solution for both residential and commercial projects.

## Superior Control and Ergonomics

This model features a fixed handle configuration, offering direct, intuitive control for precise compound placement. By minimizing the effort required to feather corners, the Asgard Angle Box significantly reduces operator fatigue during long shifts. Whether you are a seasoned taper or a professional finisher, this tool integrates seamlessly into your existing setup to enhance productivity and deliver high-quality results with minimal cleanup.

## Key Features

- **Optimized 8-Inch Design:** Perfectly sized for efficient compound distribution in standard internal corners.
- **Fixed Handle Configuration:** Provides maximum stability and direct feedback for superior control during application.
- **Durable Construction:** Built with high-grade materials to ensure longevity and consistent performance under heavy-duty conditions.
- **Professional Grade:** Designed specifically for drywall professionals seeking to improve speed and finish quality.
- **Seamless Integration:** Compatible with standard finishing systems to ensure a versatile addition to your tool kit.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Asgard |
| Product Name | Angle Box w/ Handle (8"" w/ Fixed Handle) |
| SKU | 4K-S6F6-8HQ6 |
| UPC | 0873876005253 |
| Size | 8 Inches |
| Handle Type | Fixed |",4K-S6F6-8HQ6,0873876005253,"Asgard Angle Box w/ Handle (8"" w/ Fixed Handle)"
Asgard,Asgard Angle Head Ball Adapter,"## Elevate Your Drywall Finishing Precision

Achieve flawless corner finishes with the Asgard Angle Head Ball Adapter, a professional-grade component engineered to bridge the gap between your angle head and finishing handle. Designed for contractors who demand consistency and fluid motion, this adapter eliminates the friction often associated with corner work, allowing for seamless transitions and professional-grade results in every room.

## Optimized Maneuverability

This adapter is crafted to provide the articulation necessary for navigating complex architectural angles and tight corners with ease. By facilitating a smooth, responsive connection, it ensures that your finishing tools maintain constant contact with the surface, significantly reducing the need for manual touch-ups and accelerating your overall workflow on the job site.

## Key Features

- **Seamless Integration:** Engineered for a perfect fit between standard angle heads and finishing handles, ensuring a secure and stable connection.
- **Enhanced Articulation:** The ball-joint design allows for superior range of motion, making it easier to navigate challenging corner geometries.
- **Professional Durability:** Constructed from high-quality materials to withstand the rigors of daily use in demanding construction environments.
- **Efficiency Focused:** Streamlines the taping and finishing process by providing the control needed for rapid, high-quality application.
- **Universal Compatibility:** Designed to integrate effortlessly into your existing Asgard tool ecosystem for maximum versatility.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Asgard |
| Product Name | Angle Head Ball Adapter |
| SKU | CFA-AD |
| UPC | 0873876004829 |
| Application | Drywall Finishing |",CFA-AD,0873876004829,Asgard Angle Head Ball Adapter
Asgard,Asgard Box Filler Adapter,"## Streamline Your Drywall Finishing Workflow

Maximize the efficiency of your taping setup with the Asgard Box Filler Adapter. Engineered to bridge the gap between your existing equipment and high-performance finishing tools, this adapter ensures a secure, leak-free connection for rapid material transfer. Whether you are a professional contractor or a dedicated DIYer, this component provides the reliability needed to maintain consistent pressure and flow during demanding drywall projects.

## Universal Compatibility for Professional Results

Designed with versatility in mind, this adapter integrates effortlessly with standard loading pumps from all major industry manufacturers. It serves as the essential link for charging your flat boxes, angle boxes, and nail spotters, allowing you to spend less time refilling and more time achieving a flawless finish. Built to withstand the rigors of daily job site use, the Asgard Box Filler Adapter is a cost-effective solution that refuses to compromise on structural integrity or operational performance.

## Key Features

- **Universal Integration:** Engineered to fit seamlessly with the vast majority of professional-grade loading pumps currently on the market.
- **Multi-Tool Versatility:** Perfectly suited for charging a wide array of finishing tools, including flat boxes, angle boxes, and nail spotters.
- **Durable Construction:** Manufactured to endure the high-pressure demands of professional drywall finishing environments.
- **Seamless Workflow:** Minimizes downtime by facilitating quick, clean, and efficient compound loading.
- **Value-Driven Engineering:** Delivers premium-level functionality and robust build quality without the premium price tag.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Asgard |
| Product Name | Box Filler Adapter |
| SKU | FA01-AD |
| UPC | 0873876004577 |
| Compatibility | Major brand loading pumps |
| Application | Flat boxes, angle boxes, nail spotters |",FA01-AD,0873876004577,"Asgard Taping Tools by TapeTech deliver exceptional durability and functionality without the added markup. The Asgard filler adapter is designed to work seamlessly with all major brand Loading Pumps, making it ideal for filling Flat Boxes, Angle Boxes, and Nail Spotters."
Asgard,Asgard Brakeless Box Handle,"## Precision Control for Professional Drywall Finishing

Elevate your finishing workflow with the Asgard Brakeless Box Handle, an essential tool engineered for contractors who demand seamless movement and consistent results. By eliminating the mechanical brake, this handle provides a fluid, intuitive experience that allows for effortless feathering and application on both vertical walls and overhead ceilings. It is the perfect choice for professionals looking to maximize efficiency without sacrificing the quality of their finish.

## Built for Endurance and Comfort

Designed with the realities of the job site in mind, this handle balances structural integrity with a lightweight profile. The ergonomic construction minimizes wrist and arm strain, enabling you to maintain peak productivity throughout long shifts. Its streamlined, high-durability build ensures that it stands up to the rigors of daily professional use, providing a reliable, maintenance-friendly solution for your drywall toolkit.

## Key Features

- **Brakeless Fluidity:** The innovative design removes restrictive braking mechanisms, allowing for smooth, continuous strokes and superior control.
- **Ergonomic Design:** Engineered to reduce operator fatigue, ensuring comfort during extended drywall finishing projects.
- **Lightweight Durability:** Constructed from premium, high-strength materials that offer a perfect balance between portability and long-term resilience.
- **Versatile Application:** Optimized for seamless performance on both wall and ceiling surfaces.
- **Professional Reliability:** Backed by a 5-year warranty from TapeTech, providing peace of mind and long-term value for your investment.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Asgard |
| Product Name | Brakeless Box Handle |
| SKU | BBH-AD |
| Warranty | 5-Year (via TapeTech) |
| Application | Drywall Finishing |
| Design Type | Brakeless |",BBH-AD,,Asgard Brakeless Box Handle
Asgard,Asgard Extendable Flat Box Handle,"## Elevate Your Drywall Finishing Precision

Achieve professional-grade results with the Asgard Extendable Flat Box Handle, an essential tool engineered for contractors who demand reliability and performance. Designed by the experts at TapeTech, this handle delivers the robust construction and operational excellence required for high-volume drywall projects, all while maintaining a focus on value and efficiency.

## Superior Control and Versatility

This handle is meticulously crafted to integrate seamlessly with all major flat box brands, ensuring it fits perfectly into your existing toolkit. The standout feature is the proprietary ""Brake Anywhere"" technology, which replaces traditional, high-wear pinch brake systems. This innovative design provides consistent, reliable locking at any point along the handle, significantly reducing maintenance downtime and extending the lifespan of your equipment.

## Key Features

- **Brake Anywhere Technology:** Eliminates the mechanical failures associated with standard pinch brakes, offering smooth and secure operation.
- **Adjustable Reach:** Telescopes from 41 inches to 63 inches, allowing you to tackle high walls and ceilings with ease and precision.
- **Universal Compatibility:** Engineered to work flawlessly with all major industry-standard flat boxes.
- **Ergonomic Design:** Built for comfort and control, reducing operator fatigue during extended finishing sessions.
- **Professional Durability:** Constructed to withstand the rigors of daily job site use, providing long-term value for professional finishers.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Asgard |
| Product Name | Extendable Flat Box Handle |
| SKU | FBHE-AD |
| UPC | 873876004645 |
| Minimum Length | 41 inches |
| Maximum Length | 63 inches |
| Brake System | Brake Anywhere |
| Compatibility | Universal (Major Flat Box Brands) |",FBHE-AD,873876004645,"Experience the next level of drywall efficiency with Asgard Taping Tools by TapeTech, known for its durability and functionality without the added markup. The Asgard Extendable, Flat Box Handle, is compatible with all major brand Flat Boxes and provides exceptional control for a flawless finish. Featuring the innovative Brake Anywhere design, it eliminates wear issues common with the pinch brake system. This handle extends from 41"" to 63"", allowing you to reach more areas without needing stilts."
Asgard,Asgard Extendable Support Handle,"## Elevate Your Drywall Finishing Precision

Achieve professional-grade results with the Asgard Extendable Support Handle, an essential tool engineered for contractors who demand versatility and reliability. This high-performance handle is specifically designed to integrate seamlessly with your existing drywall finishing arsenal, providing the steady support required for corner applicators, angle heads, nail spotters, and rollers. By bridging the gap between your tools and hard-to-reach surfaces, this handle ensures consistent pressure and flawless finishes on every project.

## Engineered for Professional Performance

Crafted to withstand the rigors of daily job-site use, the Asgard handle balances structural integrity with a lightweight profile. The intuitive extendable mechanism allows for rapid length adjustments, enabling you to transition between wall heights and ceiling work without switching equipment. The ergonomic grip is meticulously shaped to minimize hand strain, allowing for extended periods of operation with reduced fatigue and superior maneuverability.

## Key Features

- **Versatile Compatibility:** Fully compatible with a wide range of drywall finishing tools, including angle heads and corner applicators.
- **Adjustable Reach:** Telescopic design provides effortless length modification to access tight corners and high-elevation areas.
- **Ergonomic Construction:** Features a comfort-focused grip that promotes better control and reduces operator fatigue during long shifts.
- **Durable Build:** Constructed from premium, lightweight materials designed to endure the demands of professional construction environments.
- **Industry-Backed Reliability:** Includes a comprehensive 5-year warranty provided by TapeTech for long-term peace of mind.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Asgard |
| Product Name | Extendable Support Handle |
| SKU | XH-AD |
| UPC | 873876004744 |
| Warranty | 5-Year (TapeTech) |
| Primary Use | Drywall Finishing Support |",XH-AD,873876004744,Asgard Extendable Support Handle
Asgard,Asgard Full Taping Tool Set - PRO GRADE (10/12 Standard Full Set),"## Elevate Your Drywall Finishing Efficiency

Master the art of professional-grade drywall finishing with the Asgard Full Taping Tool Set. Engineered for contractors who demand precision, reliability, and high-volume output, this comprehensive 10/12-inch standard set provides every essential component required to achieve a flawless, Level 5 finish. By streamlining your workflow from taping to final coat, these tools minimize manual labor while maximizing consistency across every seam and corner.

## Built for the Demanding Professional

Asgard tools are designed to withstand the rigors of daily job site use, offering a robust construction that rivals premium market alternatives without the premium price tag. Backed by the extensive TapeTech service network, this set ensures that you are supported by industry-leading expertise and parts availability. With a 5-year limited warranty, you can invest in your business with the confidence that your equipment is built to perform season after season.

## Key Features

- **Comprehensive Workflow Integration:** Includes a complete suite of tools, from the Automatic Taper and Loading Pump to 10"" and 12"" Finish Boxes, ensuring a seamless transition between application stages.
- **Precision Finishing:** The 3"" Angle Head and Inside Corner Roller work in tandem to create crisp, uniform corners that meet the highest architectural standards.
- **Ergonomic Control:** Features an extendable finishing box handle and fiberglass support handle, reducing operator fatigue during extended periods of use.
- **Reliable Performance:** Engineered for consistent mud flow and smooth operation, preventing common job site bottlenecks.
- **Industry-Backed Support:** Fully supported by the TapeTech service network, providing long-term peace of mind for your professional investment.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Asgard |
| SKU | 9R-PIR7-OTNL |
| UPC | 0873876005376 |
| Taper Model | AT01-AD |
| Finish Box Sizes | 10"" (EZ10-AD), 12"" (EZ12-AD) |
| Angle Head Size | 3"" (AH30-AD) |
| Corner Applicator | 8"" (CA08-AD) |
| Warranty | 5-Year Limited Warranty |",9R-PIR7-OTNL,0873876005376,Includes the following;
Asgard,Asgard Gooseneck,"## Streamline Your Drywall Finishing Workflow

Maximize your productivity on the job site with the Asgard Gooseneck, a precision-engineered component designed to bridge the gap between your compound pump and automatic taper. Built for professionals who demand reliability and efficiency, this tool eliminates the friction of manual loading, allowing you to maintain a consistent pace throughout your workday. By choosing Asgard, you gain access to the high-performance standards of TapeTech engineering at a value-driven price point.

## Built for Rugged Performance

Constructed from premium-grade stainless steel, the Asgard Gooseneck is built to withstand the abrasive nature of joint compound and the rigorous demands of daily professional use. Its robust design ensures a leak-free, secure connection to your loading pump, preventing compound waste and ensuring your automatic taper is filled quickly and accurately every time. Whether you are a contractor or a dedicated drywall specialist, this tool is an essential addition to your finishing arsenal.

## Key Features

- **Professional-Grade Construction:** Manufactured from high-quality stainless steel for superior corrosion resistance and long-term durability.
- **Optimized Efficiency:** Facilitates rapid, mess-free loading of automatic tapers, significantly reducing downtime between fills.
- **Universal Compatibility:** Engineered to integrate seamlessly with all traditional-style automatic tapers and most major industry-standard loading pumps.
- **Secure Attachment:** Precision threading ensures a tight, reliable seal to your pump, maintaining optimal pressure and flow.
- **Value-Engineered:** Delivers the performance and reliability of premium taping tools without the premium price tag.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Asgard |
| Product Name | Asgard Gooseneck |
| SKU | GN01-AD |
| UPC | 873876004584 |
| Material | Stainless Steel |
| Compatibility | Traditional-style automatic tapers and major brand loading pumps |",GN01-AD,873876004584,"Elevate your drywall work with Asgard Taping Tools by TapeTech, offering unparalleled durability and functionality without the added markup. The Asgard Gooseneck is expertly designed to quickly and efficiently load your Automatic Taper with joint compound. Crafted from high-quality stainless steel, this gooseneck guarantees a secure and robust attachment to your loading pump. It is compatible with all traditional-style automatic tapers and major brand loading pumps."
Asgard,Asgard Inside Corner Roller,"## Master Flawless Drywall Finishes

Elevate your drywall finishing standards with the Asgard Inside Corner Roller, an essential tool engineered for precision and speed. Designed to streamline the embedding process, this roller ensures that tape and joint compound are applied with uniform pressure, eliminating air pockets and wrinkles for a seamless, professional-grade corner every time.

## Built for Performance and Longevity

Constructed to withstand the rigors of high-volume job sites, the Asgard Inside Corner Roller features high-grade stainless steel rollers that resist corrosion and wear. The robust frame provides the necessary stability for consistent contact, while the ergonomic handle geometry reduces wrist fatigue during extended use. Whether you are a seasoned contractor or a dedicated DIY enthusiast, this tool provides the reliability needed to achieve crisp, clean lines with minimal effort.

## Key Features

- **Precision Embedding:** Ensures deep, uniform contact of tape into 90-degree corners for superior adhesion.
- **Durable Construction:** High-quality stainless steel rollers offer long-lasting performance and smooth operation.
- **Ergonomic Design:** Balanced frame geometry minimizes physical strain during repetitive finishing tasks.
- **Time-Saving Efficiency:** Significantly reduces the time required for manual corner finishing compared to traditional hand-tooling methods.
- **Professional Results:** Delivers consistent, high-quality finishes that meet the demands of modern drywall standards.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Asgard |
| Product Name | Inside Corner Roller |
| SKU | CR01-AD |
| UPC | 873876004591 |
| Material | Stainless Steel |
| Application | Drywall Corner Finishing |",CR01-AD,873876004591,Asgard Inside Corner Roller
Asgard,Asgard Loading Pump,"## Streamline Your Drywall Finishing Workflow

Maximize your productivity on the job site with the Asgard Loading Pump. Engineered for professionals who demand reliability and efficiency, this pump simplifies the process of filling your automatic taping tools and finishing boxes. By providing a consistent, high-volume transfer of joint compound, it eliminates the fatigue and time loss associated with manual filling methods, allowing you to maintain a steady pace throughout the day.

## Built for the Demanding Professional

Designed with a focus on durability and ease of maintenance, the Asgard Loading Pump features a robust construction that stands up to the rigors of daily construction use. The intuitive design includes a secure, clamped pump tube that facilitates rapid disassembly for thorough cleaning, ensuring your equipment stays in peak condition. With its integrated, wide-stance footplate, you gain superior stability during operation, preventing tipping and allowing for effortless, one-handed compound loading.

## Key Features

- **Universal Compatibility:** Engineered to integrate seamlessly with all major industry-standard automatic taping tools and attachments.
- **Efficient Compound Transfer:** Optimized for rapid filling of flat boxes and other finishing tools, significantly reducing downtime.
- **Simplified Maintenance:** The clamped tube design allows for quick, tool-free removal, making end-of-day cleanup fast and efficient.
- **Enhanced Stability:** Features a heavy-duty footplate that keeps the pump firmly anchored during high-pressure operation.
- **Versatile Configuration:** Compatible with standard Box Filler Fittings and optional Gooseneck attachments to suit your specific finishing style.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Asgard |
| Product Name | Asgard Loading Pump |
| SKU | LP01-AD |
| UPC | 0873876004560 |
| Compatibility | Major brand automatic taping tools |
| Primary Material | Industrial-grade metal and composite |
| Cleaning System | Clamped pump tube for rapid disassembly |",LP01-AD,0873876004560,"Discover the durability and functionality of Asgard Taping Tools by TapeTech, all without the hefty markup. The Asgard Loading Pump, with its sleek black and vibrant blue exterior, is designed to efficiently fill drywall tools with joint compound using the Box Filler Fitting or an optional Gooseneck (sold separately). Its clamped pump tube ensures easy removal and clean-up, while the footplate provides extra stability during use. Compatible with all major brand attachments and automatic taping t"
Asgard,Asgard Starter Set,"## Elevate Your Craft with the Asgard Starter Set

Unlock your potential with the Asgard Starter Set, a meticulously curated collection designed for those who demand reliability and precision from the very beginning. Whether you are refining your skills or embarking on a new project, this set provides the essential foundation required to achieve professional-grade results with ease and confidence.

## Engineered for Excellence

Every component in the Asgard Starter Set is crafted to meet rigorous standards, ensuring durability that stands up to frequent use. By combining ergonomic design with high-quality materials, this kit minimizes fatigue and maximizes efficiency, allowing you to focus entirely on your creative process. Experience the perfect balance of form and function that defines the Asgard commitment to quality.

## Key Features

- **Professional-Grade Components:** Each item is selected for its durability and performance, ensuring a consistent experience for every task.
- **Ergonomic Design:** Thoughtfully shaped tools that reduce strain and improve handling during extended use.
- **Versatile Utility:** A comprehensive collection that serves as the ideal starting point for a wide range of applications.
- **Built to Last:** Constructed from premium materials to withstand the demands of daily operation.
- **Streamlined Workflow:** Designed to keep your essential tools organized and accessible, saving you valuable time.

## Technical Specifications

| Specification | Detail |
| :--- | :--- |
| Brand | Asgard |
| Product Name | Asgard Starter Set |
| SKU | HU-OI6G-88Y4 |
| UPC | 0873876005345 |",HU-OI6G-88Y4,0873876005345,Asgard Starter Set
