brand,name,description_full,sku,upc,description_short
TapeTech,TapeTech #2 Pump Repair Kit,"For repair and maintenance of the 72TT and 73TT pumps. Includes (1) 700005 ""U"" cup (1) 720009 Piston cup [replaces 700009] (2) 700010F Valve discs (1) 700029 Bushing liner",TTT502H,,"For repair and maintenance of the 72TT and 73TT pumps. Includes (1) 700005 ""U"" cup (1) 720009 Piston cup [replaces 700009] (2) 700010F Valve discs (1) 700029 Bushing liner"
TapeTech,"TapeTech 12"" Flat Box Repair Kit","For repair and maintenance of the TapeTech 20TTX flat finishing box and T20CF Bazooka CFS 12"" finishing box. Includes (3) 300001 12"" Stainless steel blades (2) 209006 Skid covers, right side (2) 209039 Skid covers, left side",TTT501C12,,"For repair and maintenance of the TapeTech 20TTX flat finishing box and T20CF Bazooka CFS 12"" finishing box."
TapeTech,TapeTech Inside Corner Roller w/o Handle,The TapeTech Inside Corner Roller quickly and accurately embeds the tape firmly into the internal corners of the drywall. Use the corner roller immediately after applying joint tape to the internal corner with the automatic taper. The corner roller forces excess joint compound out from behind the tape in preparation for the corner finisher. The TapeTech Corner Roller features stainless steel rollers for crisp edges and long life. Features Embeds tape into compound at inside corners of walls and ceilings Forces excess joint compound out of corner in preparation for corner finisher/flusher to smooth,TTT15TTEWOH,,The TapeTech Inside Corner Roller quickly and accurately embeds the tape firmly into the internal corners of the drywall.
TapeTech,"TapeTech 3"" EasyRoll Adjustable Corner Finisher","The TapeTech EasyRoll Adjustable Corner Finisher is used to perfectly feather both joint compound edges of internal corners in one pass. The Corner Finishers can be used for wall-to-wall internal corners or wall-to-ceiling corners. The adjustable feature of this tool refers to the ability to control the amount of spring pressure by engaging or disengaging one set of tension springs on the back of the corner finisher. Corner Finishers, also referred to as Angle Finishers or Angle Heads, are attached to a corner applicator or the 14TT MudRunner to quickly and professionally finish internal drywall corners. EasyRoll Adjustable Corner Finishers have wheels to provide the smoothest action on the wall and are spring loaded to help compensate for slightly imperfect corners. Use with the FHTT Fiberglass Handle or the XHTT Extension Handle - not included. Features Wipes down excess mud in internal corners Embeds inside corner tape on walls and ceilings Finishes inside corners of walls and ceilings Stainless steel frames Patented, positive ball retainer EasyRoll wheels Adjustable springs",TTT48TT,,The TapeTech EasyRoll Adjustable Corner Finisher is used to perfectly feather both joint compound edges of internal corners in one pass.
TapeTech,"TapeTech 10"" Flat Box Repair Kit","For repair and maintenance of the TapeTech 20TTX flat finishing box and 10"" T20CF Bazooka CFS finishing box. Includes (3) 250001 10"" Stainless steel blades (2) 209006 Skid covers, right side (2) 209039 Skid covers, left side",TTT501C10,,"For repair and maintenance of the TapeTech 20TTX flat finishing box and 10"" T20CF Bazooka CFS finishing box."
TapeTech,"TapeTech 32"" Premium Finishing Knife","Introducing an improved range of premium finishing knives for smoothing joint compound. Featuring a replaceable blade and redesigned grip profile, TapeTech premium finishing knives are the most ergonomic smoothing knives available. The new handle adapter is more robust, provides quick angle adjustment and improved durability. Best Quality AND Best Value, these premium finishing knives offer the best value in the industry. Up to 49% less than other brands, TapeTech makes it possible for every finisher to achieve the best results!

Features: Optimal Comfort, Control And Ergonomics Molded Texture Provides Superior Grip Stainless Steel Blade 33% Lighter Than Competitive Brands Blades Are Now Easily To Replaceable 49% Less Than Other Brands",TTTPFK32TT,,Introducing an improved range of premium finishing knives for smoothing joint compound.
TapeTech,"TapeTech 8"" Corner Applicator",The TapeTech Corner Applicator supplies joint compound to the Corner Finishers for fast and efficient finishing of internal corners (angles). Corner Applicators are also used with Mud Heads to quickly and cleanly apply joint compound to internal or external corners for the installation of paper-faced corner bead. TapeTech Corner Applicators feature a stainless steel cone. Use with the FHTT Fiberglass Handle or the XHTT Extension Handle not included. Applies joint compound to external corners for paper faced bead application (with 16TT) Applies joint compound to inside corner for tape application (with 16TT90) Finishes internal corners (with corner finishers),TTTCA08TT,,The TapeTech Corner Applicator supplies joint compound to the Corner Finishers for fast and efficient finishing of internal corners (angles).
TapeTech,"TapeTech 3-1/2"" EasyRoll Adjustable Corner Finisher","The TapeTech EasyRoll® Adjustable Corner Finisher is used to perfectly feather both joint compound edges of internal corners in one pass. The Corner Finishers can be used for wall-to-wall internal corners or wall-to-ceiling corners. The “adjustable” feature of this tool refers to the ability to control the amount of spring pressure by engaging or disengaging one set of tension springs on the back of the corner finisher. Corner Finishers, also referred to as Angle Finishers or Angle Heads, are attached to a corner applicator (CA07TT or CA08TT) or the 14TT MudRunner® to quickly and professionally finish internal drywall corners. EasyRoll® Adjustable Corner Finishers have wheels to provide the smoothest action on the wall and are spring loaded to help compensate for slightly imperfect corners. Use with the FHTT Fiberglass Handle or the XHTT Extension Handle - not included. Features Embeds inside corner tape on walls and ceilings Finishes inside corners of walls and ceilings Wipes down excess mud in internal corners Stainless steel frames Patented, positive ball retainer EasyRoll wheels Adjustable springs",TTT48XTT,,The TapeTech EasyRoll® Adjustable Corner Finisher is used to perfectly feather both joint compound edges of internal corners in one pass.
TapeTech,"TapeTech 24"" Premium Finishing Knife","Introducing an improved range of premium finishing knives for smoothing joint compound. Featuring a replaceable blade and redesigned grip profile, TapeTech premium finishing knives are the most ergonomic smoothing knives available. The new handle adapter is more robust, provides quick angle adjustment and improved durability. Best Quality AND Best Value, these premium finishing knives offer the best value in the industry. Up to 49% less than other brands, TapeTech makes it possible for every finisher to achieve the best results!

Features: Optimal Comfort, Control And Ergonomics Molded Texture Provides Superior Grip Stainless Steel Blade 33% Lighter Than Competitive Brands Blades Are Now Easily To Replaceable 49% Less Than Other Brands",TTTPFK24TT,,Introducing an improved range of premium finishing knives for smoothing joint compound.
TapeTech,TapeTech Bazooka Oil Aerosol Spray 8oz,"Specially formulated for lubricating Automatic Taping and Finishing Tools. Bazooka Oil keeps your tools running free, but more importantly this bazooka oil acts as a water barrier that will keep away corrosion, to extend the life of your drywall tools. Avoid the damage to gaskets wipers and O-rings caused by the use of solvent based lubricants such as WD-40. TapeTech Bazooka Oil is the ideal solution for the TapeTech Automatic Taper, Mud Runner, and any other ATF taping tool.",TTT056707,,Specially formulated for lubricating Automatic Taping and Finishing Tools.
TapeTech,TapeTech Gooseneck Adapter,"The TapeTech 85T Gooseneck Adapter is used with either the 72TT, 73TT or 76TT loading pump to fill the automatic taper. It features a heavy duty, durable design to provide years of service. Use with gasket 700049 (for 72TT or 73TT only - not included). Features Integrated foot for stability Efficiently fills TapeTech automatic tapers",TTT85TT,,"The TapeTech 85T Gooseneck Adapter is used with either the 72TT, 73TT or 76TT loading pump to fill the automatic taper. It features a heavy duty, durable design to provide years of service."
TapeTech,TapeTech Carbon Fiber EasyClean Automatic Taper,"TapeTech is excited to introduce the new 07TT-C Carbon Fiber Automatic Taper -the world’s lightest automatic taper. At just 5.65 pounds, the 07TT-C is up to 20% lighter than competitive tapers, reducing worker fatigue. Both the main tube and the control tube are carbon fiber, a material that will not dent and is temperature-neutral. No more cold tubes in the winter or hot tubes in the summer!

Features:
• Carbon Fiber Main Tube and Control Tube
• EasyClean Cover Plate
• Adjustable Brake
• Tool-less Tube Protector
• Tool Hook",TTT07TTC,,TapeTech is excited to introduce the new 07TT-C Carbon Fiber Automatic Taper -the world’s lightest automatic taper.
TapeTech,"TapeTech Feather Lite Finishing Knife with Texture Handle - 6""","Flexible Blue Steel blade Lightweight and balanced for effortless taping and finishing Strong, yet very comfortable plastic handle",AMERK4006,,"Flexible Blue Steel blade Lightweight and balanced for effortless taping and finishing Strong, yet very comfortable plastic handle"
TapeTech,TapeTech Fiberglass Handle,"TapeTech is the first company to introduce an interchangeable handle system that allows one support handle to be used with every tool. Whether you use standard, fixed length fiberglass handles or aluminum extension support handles, you’ll need just one base handle. The base handle for the fiberglass system is model FHTT. The base handle for the extension handle system is model XHTT. The base handle fits the corner roller, corner applicator and nail spotter without any adapters. The heavy duty, easy-to-change adapters (CFA-TT) connect the new handles to the corner finishers. And the new, optimal diameter makes TapeTech handles the most ergonomic in the industry. Both base handles feature a D-shaped fitting that securely positions the handle in the Corner Applicator and positively prevents the tool from rotating during use. Note: If you use your current Nail Spotters with the new handle system you will need to mount the handle in the back holes of the tabs on the Nail Spotter.",TTTFHTT,,TapeTech is the first company to introduce an interchangeable handle system that allows one support handle to be used with every tool.
TapeTech,TapeTech Mud Dog Banjo,"The TapeTech Premium Mud Dog Taping Banjo (BAN001 TT) is loaded with features like side straps for left or right handed use, a cutting blade / roller assembly, and a truly ergonomic handle. Perfect for smaller jobs, this banjos functional design beats taping joints by hand. The Mud Dog also holds 33% more compound than traditional banjos, so you get more taping done between fills.

Features: Adjustable Mud Flow Lightweight Polycarbonate / ABS 33% More Capacity. Holds Up To 500' Rolls Right Or Left Hand Use Ergonomic Handle Easy Install Cutting Blade",TTTBAN001TT,,"The TapeTech Premium Mud Dog Taping Banjo (BAN001 TT) is loaded with features like side straps for left or right handed use, a cutting blade / roller assembly, and a truly ergonomic handle."
TapeTech,"TapeTech 2"" Angle Head Drywall Corner Finisher - 40XTT","TapeTech 2"" Angle Head Drywall Corner Finisher The corner finisher is designed to wipe down and feather both sides of an internal corner in one pass. Used to follow the Corner Roller and wipe down excess compound left when the tape is embedded into the corner. The spring action compensates for corners that are slightly over or under 90 degrees and the blade design produces smoothly feathered internal corners.",TTT40XTT,,"TapeTech 2"" Angle Head Drywall Corner Finisher The corner finisher is designed to wipe down and feather both sides of an internal corner in one pass."
TapeTech,TapeTech Flat Box Wheel Repair Kit,"For repair or maintenance of all sizes and types of TapeTech Finishing Boxes (Flat, EasyClean and Power Assist). Includes (2) 059148 Nyliner bearing [replaces 219076] (2) 200052F Shoulder screws [replaces 210073] (2) 209042 #10 Brass washers (4) 219067 #310 Buna ""O"" ring (2) 310051F Box wheels",TTT502CN,,"For repair or maintenance of all sizes and types of TapeTech Finishing Boxes (Flat, EasyClean and Power Assist)."
TapeTech,"TapeTech 2"" EasyClean Nail Spotter",,NS02TT,,"Professional 2"" EasyClean Nail Spotter"
TapeTech,TapeTech T5 Corner Finisher,,T05CF,,Precision Corner Finisher
