ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Meta: search_keywords,Meta: seo_title,Meta: seo_description,Meta: seo_canonical,Meta: seo_robots,Meta: seo_focus_keyword,Meta: seo_secondary_keywords,Meta: schema_brand,Meta: schema_mpn,Meta: schema_condition,Meta: _dtb_brand_key,Meta: _dtb_brand_label,Meta: _dtb_product_kind,Meta: _dtb_commerce_mode,Meta: _dtb_category_key,Meta: _dtb_display_category_key,Meta: _dtb_is_parts,Meta: _dtb_parent_product_sku,Meta: _dtb_variation_axis,Meta: _dtb_variation_value,Meta: _dtb_variation_label,Meta: _dtb_default_variation_sku,Meta: _dtb_variation_sort,Meta: _dtb_inherit_parent_image,Meta: _dtb_schematic_brand,Meta: _dtb_schematic_group,Meta: _dtb_schematic_position,Meta: _dtb_replacement_part_for,Meta: _dtb_compatible_tool_skus,Meta: _dtb_validation_status,Meta: _dtb_validation_errors,Meta: _dtb_brand,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
,variation,TS,,Columbia Tool Set - Tactical Set,1,0,visible,,<p>Columbia Tool Set - Tactical Set is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia Tool Set</p><p><strong>Configuration:</strong> Tactical Set</p><p><strong>Official SKU / MPN:</strong> TS</p><p><em>Source reference: 3</em></p>,,,taxable,,1,,,0,0,,,,,0,,,5435.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_ts_basic_01.webp,,,COL-TOOL-SET,,,,,,1,Columbia Tools,Set,Tactical Set,1,0,,"TS, Columbia Tool Set - Tactical Set, Columbia Tools",Columbia Tool Set - Tactical Set,"Shop Columbia Tool Set - Tactical Set, catalog-normalized for professional drywall finishing workflows.",,"index,follow",Columbia Tool Set - Tactical Set,"Columbia Tools, drywall tools, TS",Columbia Tools,TS,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-TOOL-SET,Set,Tactical Set,Tactical Set,,1,1,,,,,,official-brand-catalog-shopames-price-validated,,Columbia Tools,,,,
,variation,PTS,,Columbia Tool Set - Predator Tactical Set,1,0,visible,,<p>Columbia Tool Set - Predator Tactical Set is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia Tool Set</p><p><strong>Configuration:</strong> Predator Tactical Set</p><p><strong>Official SKU / MPN:</strong> PTS</p><p><em>Source reference: 3</em></p>,,,taxable,,1,,,0,0,,,,,0,,,5861.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_ts_starter_01.webp,,,COL-TOOL-SET,,,,,,2,Columbia Tools,Set,Predator Tactical Set,1,0,,"PTS, Columbia Tool Set - Predator Tactical Set, Columbia Tools",Columbia Tool Set - Predator Tactical Set,"Shop Columbia Tool Set - Predator Tactical Set, catalog-normalized for professional drywall finishing workflows.",,"index,follow",Columbia Tool Set - Predator Tactical Set,"Columbia Tools, drywall tools, PTS",Columbia Tools,PTS,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-TOOL-SET,Set,Predator Tactical Set,Predator Tactical Set,,2,1,,,,,,official-brand-catalog-shopames-price-validated,,Columbia Tools,,,,
,variation,SACS,,Columbia Tool Set - Commando Set,1,0,visible,,<p>Columbia Tool Set - Commando Set is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia Tool Set</p><p><strong>Configuration:</strong> Commando Set</p><p><strong>Official SKU / MPN:</strong> SACS</p><p><em>Source reference: 3</em></p>,,,taxable,,1,,,0,0,,,,,0,,,919.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_ts_corner_01.webp,,,COL-TOOL-SET,,,,,,3,Columbia Tools,Set,Commando Set,1,0,,"SACS, Columbia Tool Set - Commando Set, Columbia Tools",Columbia Tool Set - Commando Set,"Shop Columbia Tool Set - Commando Set, catalog-normalized for professional drywall finishing workflows.",,"index,follow",Columbia Tool Set - Commando Set,"Columbia Tools, drywall tools, SACS",Columbia Tools,SACS,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-TOOL-SET,Set,Commando Set,Commando Set,,3,1,,,,,,official-brand-catalog-shopames-price-validated,,Columbia Tools,,,,
,variation,TWS,,Columbia Tool Set - Warrior Set,1,0,visible,,<p>Columbia Tool Set - Warrior Set is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia Tool Set</p><p><strong>Configuration:</strong> Warrior Set</p><p><strong>Official SKU / MPN:</strong> TWS</p><p><em>Source reference: 3</em></p>,,,taxable,,1,,,0,0,,,,,0,,,663.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_ts_finishing_01.webp,,,COL-TOOL-SET,,,,,,4,Columbia Tools,Set,Warrior Set,1,0,,"TWS, Columbia Tool Set - Warrior Set, Columbia Tools",Columbia Tool Set - Warrior Set,"Shop Columbia Tool Set - Warrior Set, catalog-normalized for professional drywall finishing workflows.",,"index,follow",Columbia Tool Set - Warrior Set,"Columbia Tools, drywall tools, TWS",Columbia Tools,TWS,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-TOOL-SET,Set,Warrior Set,Warrior Set,,4,1,,,,,,official-brand-catalog-shopames-price-validated,,Columbia Tools,,,,
,variation,TCS,,Columbia Tool Case - Gun Case,0,0,hidden,,<p>Columbia Tool Case - Gun Case is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia Tool Case</p><p><strong>Configuration:</strong> Gun Case</p><p><strong>Official SKU / MPN:</strong> TCS</p><p><em>Source reference: 22</em></p>,,,taxable,,1,,,0,0,,,,,0,,,,,,,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_tcs_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_tcs_02.webp",,,COL-TOOL-CASE,,,,,,1,Columbia Tools,Case Type,Gun Case,1,0,,"TCS, Columbia Tool Case - Gun Case, Columbia Tools",Columbia Tool Case - Gun Case,"Shop Columbia Tool Case - Gun Case, catalog-normalized for professional drywall finishing workflows.",,"noindex,follow",Columbia Tool Case - Gun Case,"Columbia Tools, drywall tools, TCS",Columbia Tools,TCS,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-TOOL-CASE,Case Type,Gun Case,Gun Case,,1,1,,,,,,official-brand-catalog-validated,,Columbia Tools,,,,
,variation,RC,,Columbia Tool Case - Road Case,0,0,hidden,,<p>Columbia Tool Case - Road Case is a catalog-normalized Columbia Tools product for professional drywall finishing workflows.</p><p><strong>Family:</strong> Columbia Tool Case</p><p><strong>Configuration:</strong> Road Case</p><p><strong>Official SKU / MPN:</strong> RC</p><p><em>Source reference: 22</em></p>,,,taxable,,1,,,0,0,,,,,0,,,,,,,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_rc_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_rc_02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_rc_03.webp",,,COL-TOOL-CASE,,,,,,2,Columbia Tools,Case Type,Road Case,1,0,,"RC, Columbia Tool Case - Road Case, Columbia Tools",Columbia Tool Case - Road Case,"Shop Columbia Tool Case - Road Case, catalog-normalized for professional drywall finishing workflows.",,"noindex,follow",Columbia Tool Case - Road Case,"Columbia Tools, drywall tools, RC",Columbia Tools,RC,NewCondition,columbia-tools,Columbia Tools,drywall-finishing-tool,standard-catalog,,,0,COL-TOOL-CASE,Case Type,Road Case,Road Case,,2,1,,,,,,official-brand-catalog-validated,,Columbia Tools,,,,
,variation,03TT,,"TapeTech EasyClean® Automatic Taper - Mini-Taper 40.5""",1,0,visible,,<p>TapeTech EasyClean® Automatic Taper - Mini-Taper 40.5&quot; is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech EasyClean® Automatic Taper</p><p><strong>Configuration:</strong> Mini-Taper 40.5&quot;</p><p><strong>Official SKU / MPN:</strong> 03TT</p><p><em>Source reference: 15</em></p>,,,taxable,,1,,,0,0,,,,,0,,,1775.00,,,,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_03tt_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_03tt_02.webp",,,TT-EASYCLEAN-AUTOMATIC-TAPER,,,,,,1,TapeTech,Model,"Mini-Taper 40.5""",1,0,,"03TT, TapeTech EasyClean® Automatic Taper - Mini-Taper 40.5"", TapeTech","TapeTech EasyClean® Automatic Taper - Mini-Taper 40.5""","Shop TapeTech EasyClean® Automatic Taper - Mini-Taper 40.5"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","TapeTech EasyClean® Automatic Taper - Mini-Taper 40.5""","TapeTech, drywall tools, 03TT",TapeTech,03TT,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-EASYCLEAN-AUTOMATIC-TAPER,Model,"Mini-Taper 40.5""","Mini-Taper 40.5""",,1,1,,,,,,official-brand-catalog-shopames-price-validated,,TapeTech,,,,
,variation,07TT,,TapeTech EasyClean® Automatic Taper - Standard,1,0,visible,,<p>TapeTech EasyClean® Automatic Taper - Standard is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech EasyClean® Automatic Taper</p><p><strong>Configuration:</strong> Standard</p><p><strong>Official SKU / MPN:</strong> 07TT</p><p><em>Source reference: 15</em></p>,,,taxable,,1,,,0,0,,,,,0,,,1599.00,,,,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_07tt_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_07tt_02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_07tt_03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_07tt_04.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_07tt_05.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_07tt_06.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_07tt_07.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_07tt_08.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_07tt_09.webp",,,TT-EASYCLEAN-AUTOMATIC-TAPER,,,,,,2,TapeTech,Model,Standard,1,0,,"07TT, TapeTech EasyClean® Automatic Taper - Standard, TapeTech",TapeTech EasyClean® Automatic Taper - Standard,"Shop TapeTech EasyClean® Automatic Taper - Standard, catalog-normalized for professional drywall finishing workflows.",,"index,follow",TapeTech EasyClean® Automatic Taper - Standard,"TapeTech, drywall tools, 07TT",TapeTech,07TT,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-EASYCLEAN-AUTOMATIC-TAPER,Model,Standard,Standard,,2,1,,,,,,official-brand-catalog-shopames-price-validated,,TapeTech,,,,
,variation,07TT-C,,TapeTech EasyClean® Automatic Taper - Carbon Fiber,1,0,visible,,<p>TapeTech EasyClean® Automatic Taper - Carbon Fiber is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech EasyClean® Automatic Taper</p><p><strong>Configuration:</strong> Carbon Fiber</p><p><strong>Official SKU / MPN:</strong> 07TT-C</p><p><em>Source reference: 15</em></p>,,,taxable,,1,,,0,0,,,,,0,,,1780.00,,,,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_07ttc_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_07ttc_02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_07ttc_03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_07ttc_04.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_07ttc_05.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_07ttc_06.webp",,,TT-EASYCLEAN-AUTOMATIC-TAPER,,,,,,3,TapeTech,Model,Carbon Fiber,1,0,,"07TT-C, TapeTech EasyClean® Automatic Taper - Carbon Fiber, TapeTech",TapeTech EasyClean® Automatic Taper - Carbon Fiber,"Shop TapeTech EasyClean® Automatic Taper - Carbon Fiber, catalog-normalized for professional drywall finishing workflows.",,"index,follow",TapeTech EasyClean® Automatic Taper - Carbon Fiber,"TapeTech, drywall tools, 07TT-C",TapeTech,07TT-C,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-EASYCLEAN-AUTOMATIC-TAPER,Model,Carbon Fiber,Carbon Fiber,,3,1,,,,,,official-brand-catalog-shopames-price-validated,,TapeTech,,,,
,variation,15TTE,,TapeTech Corner Roller - Inside Corner,1,0,visible,,<p>TapeTech Corner Roller - Inside Corner is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Corner Roller</p><p><strong>Configuration:</strong> Inside Corner</p><p><strong>Official SKU / MPN:</strong> 15TTE</p><p><em>Source reference: 16</em></p>,,,taxable,,1,,,0,0,,,,,0,,,189.00,,,,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_15tte_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_15tte_02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_15tte_03.webp",,,TT-CORNER-ROLLER,,,,,,1,TapeTech,Model,Inside Corner,1,0,,"15TTE, TapeTech Corner Roller - Inside Corner, TapeTech",TapeTech Corner Roller - Inside Corner,"Shop TapeTech Corner Roller - Inside Corner, catalog-normalized for professional drywall finishing workflows.",,"index,follow",TapeTech Corner Roller - Inside Corner,"TapeTech, drywall tools, 15TTE",TapeTech,15TTE,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-CORNER-ROLLER,Model,Inside Corner,Inside Corner,,1,1,,,,,,official-brand-catalog-shopames-price-validated,,TapeTech,,,,
,variation,17TT,,TapeTech Corner Roller - Outside Corner,1,0,visible,,<p>TapeTech Corner Roller - Outside Corner is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Corner Roller</p><p><strong>Configuration:</strong> Outside Corner</p><p><strong>Official SKU / MPN:</strong> 17TT</p><p><em>Source reference: 16</em></p>,,,taxable,,1,,,0,0,,,,,0,,,170.00,,,,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_17tt_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_17tt_02.webp",,,TT-CORNER-ROLLER,,,,,,2,TapeTech,Model,Outside Corner,1,0,,"17TT, TapeTech Corner Roller - Outside Corner, TapeTech",TapeTech Corner Roller - Outside Corner,"Shop TapeTech Corner Roller - Outside Corner, catalog-normalized for professional drywall finishing workflows.",,"index,follow",TapeTech Corner Roller - Outside Corner,"TapeTech, drywall tools, 17TT",TapeTech,17TT,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-CORNER-ROLLER,Model,Outside Corner,Outside Corner,,2,1,,,,,,official-brand-catalog-shopames-price-validated,,TapeTech,,,,
,variation,17TTE,,TapeTech Corner Roller - Flex Tape Outside Corner,1,0,visible,,<p>TapeTech Corner Roller - Flex Tape Outside Corner is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Corner Roller</p><p><strong>Configuration:</strong> Flex Tape Outside Corner</p><p><strong>Official SKU / MPN:</strong> 17TTE</p><p><em>Source reference: 16</em></p>,,,taxable,,1,,,0,0,,,,,0,,,179.00,,,,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_17tte_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_17tte_02.webp",,,TT-CORNER-ROLLER,,,,,,3,TapeTech,Model,Flex Tape Outside Corner,1,0,,"17TTE, TapeTech Corner Roller - Flex Tape Outside Corner, TapeTech",TapeTech Corner Roller - Flex Tape Outside Corner,"Shop TapeTech Corner Roller - Flex Tape Outside Corner, catalog-normalized for professional drywall finishing workflows.",,"index,follow",TapeTech Corner Roller - Flex Tape Outside Corner,"TapeTech, drywall tools, 17TTE",TapeTech,17TTE,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-CORNER-ROLLER,Model,Flex Tape Outside Corner,Flex Tape Outside Corner,,3,1,,,,,,official-brand-catalog-shopames-price-validated,,TapeTech,,,,
,variation,16TT,,TapeTech Applicator Head - Outside Corner,1,0,visible,,<p>TapeTech Applicator Head - Outside Corner is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Applicator Head</p><p><strong>Configuration:</strong> Outside Corner</p><p><strong>Official SKU / MPN:</strong> 16TT</p><p><em>Source reference: 17</em></p>,,,taxable,,1,,,0,0,,,,,0,,,85.00,,,,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_16tt_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_16tt_02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_16tt_03.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_16tt_04.webp",,,TT-APPLICATOR-HEAD,,,,,,1,TapeTech,Corner Type,Outside Corner,1,0,,"16TT, TapeTech Applicator Head - Outside Corner, TapeTech",TapeTech Applicator Head - Outside Corner,"Shop TapeTech Applicator Head - Outside Corner, catalog-normalized for professional drywall finishing workflows.",,"index,follow",TapeTech Applicator Head - Outside Corner,"TapeTech, drywall tools, 16TT",TapeTech,16TT,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-APPLICATOR-HEAD,Corner Type,Outside Corner,Outside Corner,,1,1,,,,,,official-brand-catalog-shopames-price-validated,,TapeTech,,,,
,variation,16TT90,,TapeTech Applicator Head - Inside Corner,1,0,visible,,<p>TapeTech Applicator Head - Inside Corner is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Applicator Head</p><p><strong>Configuration:</strong> Inside Corner</p><p><strong>Official SKU / MPN:</strong> 16TT90</p><p><em>Source reference: 17</em></p>,,,taxable,,1,,,0,0,,,,,0,,,85.00,,,,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_16tt90_01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_16tt90_02.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_16tt90_03.webp",,,TT-APPLICATOR-HEAD,,,,,,2,TapeTech,Corner Type,Inside Corner,1,0,,"16TT90, TapeTech Applicator Head - Inside Corner, TapeTech",TapeTech Applicator Head - Inside Corner,"Shop TapeTech Applicator Head - Inside Corner, catalog-normalized for professional drywall finishing workflows.",,"index,follow",TapeTech Applicator Head - Inside Corner,"TapeTech, drywall tools, 16TT90",TapeTech,16TT90,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-APPLICATOR-HEAD,Corner Type,Inside Corner,Inside Corner,,2,1,,,,,,official-brand-catalog-shopames-price-validated,,TapeTech,,,,
,variation,CH55TT,,TapeTech Cove Applicator Head - 55 mm,1,0,visible,,<p>TapeTech Cove Applicator Head - 55 mm is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Cove Applicator Head</p><p><strong>Configuration:</strong> 55 mm</p><p><strong>Official SKU / MPN:</strong> CH55TT</p><p><em>Source reference: 17</em></p>,,,taxable,,1,,,0,0,,,,,0,,,99.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ch55tt_01.webp,,,TT-COVE-APPLICATOR-HEAD,,,,,,1,TapeTech,Size,55 mm,1,0,,"CH55TT, TapeTech Cove Applicator Head - 55 mm, TapeTech",TapeTech Cove Applicator Head - 55 mm,"Shop TapeTech Cove Applicator Head - 55 mm, catalog-normalized for professional drywall finishing workflows.",,"index,follow",TapeTech Cove Applicator Head - 55 mm,"TapeTech, drywall tools, CH55TT",TapeTech,CH55TT,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-COVE-APPLICATOR-HEAD,Size,55 mm,55 mm,,1,1,,,,,,official-brand-catalog-shopames-price-validated,,TapeTech,,,,
,variation,CH75TT,,TapeTech Cove Applicator Head - 75 mm,1,0,visible,,<p>TapeTech Cove Applicator Head - 75 mm is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Cove Applicator Head</p><p><strong>Configuration:</strong> 75 mm</p><p><strong>Official SKU / MPN:</strong> CH75TT</p><p><em>Source reference: 17</em></p>,,,taxable,,1,,,0,0,,,,,0,,,99.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ch75tt_01.webp,,,TT-COVE-APPLICATOR-HEAD,,,,,,2,TapeTech,Size,75 mm,1,0,,"CH75TT, TapeTech Cove Applicator Head - 75 mm, TapeTech",TapeTech Cove Applicator Head - 75 mm,"Shop TapeTech Cove Applicator Head - 75 mm, catalog-normalized for professional drywall finishing workflows.",,"index,follow",TapeTech Cove Applicator Head - 75 mm,"TapeTech, drywall tools, CH75TT",TapeTech,CH75TT,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-COVE-APPLICATOR-HEAD,Size,75 mm,75 mm,,2,1,,,,,,official-brand-catalog-shopames-price-validated,,TapeTech,,,,
,variation,CH83TT,,TapeTech Cove Applicator Head - 83 mm,1,0,visible,,<p>TapeTech Cove Applicator Head - 83 mm is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Cove Applicator Head</p><p><strong>Configuration:</strong> 83 mm</p><p><strong>Official SKU / MPN:</strong> CH83TT</p><p><em>Source reference: 17</em></p>,,,taxable,,1,,,0,0,,,,,0,,,99.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ch83tt_01.webp,,,TT-COVE-APPLICATOR-HEAD,,,,,,3,TapeTech,Size,83 mm,1,0,,"CH83TT, TapeTech Cove Applicator Head - 83 mm, TapeTech",TapeTech Cove Applicator Head - 83 mm,"Shop TapeTech Cove Applicator Head - 83 mm, catalog-normalized for professional drywall finishing workflows.",,"index,follow",TapeTech Cove Applicator Head - 83 mm,"TapeTech, drywall tools, CH83TT",TapeTech,CH83TT,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-COVE-APPLICATOR-HEAD,Size,83 mm,83 mm,,3,1,,,,,,official-brand-catalog-shopames-price-validated,,TapeTech,,,,
,variation,CH90TT,,TapeTech Cove Applicator Head - 90 mm,1,0,visible,,<p>TapeTech Cove Applicator Head - 90 mm is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Cove Applicator Head</p><p><strong>Configuration:</strong> 90 mm</p><p><strong>Official SKU / MPN:</strong> CH90TT</p><p><em>Source reference: 17</em></p>,,,taxable,,1,,,0,0,,,,,0,,,99.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_ch90tt_01.webp,,,TT-COVE-APPLICATOR-HEAD,,,,,,4,TapeTech,Size,90 mm,1,0,,"CH90TT, TapeTech Cove Applicator Head - 90 mm, TapeTech",TapeTech Cove Applicator Head - 90 mm,"Shop TapeTech Cove Applicator Head - 90 mm, catalog-normalized for professional drywall finishing workflows.",,"index,follow",TapeTech Cove Applicator Head - 90 mm,"TapeTech, drywall tools, CH90TT",TapeTech,CH90TT,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-COVE-APPLICATOR-HEAD,Size,90 mm,90 mm,,4,1,,,,,,official-brand-catalog-shopames-price-validated,,TapeTech,,,,
,variation,40XTT,,"TapeTech Corner Finisher - 2""",1,0,visible,,<p>TapeTech Corner Finisher - 2&quot; is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Corner Finisher</p><p><strong>Configuration:</strong> 2&quot;</p><p><strong>Official SKU / MPN:</strong> 40XTT</p><p><em>Source reference: 22</em></p>,,,taxable,,1,,,0,0,,,,,0,,,389.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_40xtt_01.webp,,,TT-CORNER-FINISHER,,,,,,1,TapeTech,Size / Model,"2""",1,0,,"40XTT, TapeTech Corner Finisher - 2"", TapeTech","TapeTech Corner Finisher - 2""","Shop TapeTech Corner Finisher - 2"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","TapeTech Corner Finisher - 2""","TapeTech, drywall tools, 40XTT",TapeTech,40XTT,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-CORNER-FINISHER,Size / Model,"2""","2""",,1,1,,,,,,official-brand-catalog-shopames-price-validated,,TapeTech,,,,
,variation,42TT,,"TapeTech Corner Finisher - 2.5""",1,0,visible,,<p>TapeTech Corner Finisher - 2.5&quot; is a catalog-normalized TapeTech product for professional drywall finishing workflows.</p><p><strong>Family:</strong> TapeTech Corner Finisher</p><p><strong>Configuration:</strong> 2.5&quot;</p><p><strong>Official SKU / MPN:</strong> 42TT</p><p><em>Source reference: 22</em></p>,,,taxable,,1,,,0,0,,,,,0,,,399.00,,,,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech_42tt_01.webp,,,TT-CORNER-FINISHER,,,,,,2,TapeTech,Size / Model,"2.5""",1,0,,"42TT, TapeTech Corner Finisher - 2.5"", TapeTech","TapeTech Corner Finisher - 2.5""","Shop TapeTech Corner Finisher - 2.5"", catalog-normalized for professional drywall finishing workflows.",,"index,follow","TapeTech Corner Finisher - 2.5""","TapeTech, drywall tools, 42TT",TapeTech,42TT,NewCondition,tapetech,TapeTech,drywall-finishing-tool,standard-catalog,,,0,TT-CORNER-FINISHER,Size / Model,"2.5""","2.5""",,2,1,,,,,,official-brand-catalog-shopames-price-validated,,TapeTech,,,,
