Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 used for variations,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 used for variations,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 used for variations,Attribute 3 global,Meta: _mpn
variation,8034TT,,"TapeTech Flat Box Handle – 34""",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > TapeTech > Flat Box Handles,"TapeTech, drywall tools, drywall finishing, flat box handle, finishing box handle, drywall handle",,,,,TT-TAPETECH-FLAT-BOX-HANDLE,,,,,,66,TapeTech,Size,"34""",,,1,,,,,,,,,,,8034TT
variation,8042TT,,"TapeTech Flat Box Handle – 42""",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > TapeTech > Flat Box Handles,"TapeTech, drywall tools, drywall finishing, flat box handle, finishing box handle, drywall handle",,,,,TT-TAPETECH-FLAT-BOX-HANDLE,,,,,,67,TapeTech,Size,"42""",,,1,,,,,,,,,,,8042TT
variation,8054TT,,"TapeTech Flat Box Handle – 54""",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > TapeTech > Flat Box Handles,"TapeTech, drywall tools, drywall finishing, flat box handle, finishing box handle, drywall handle",,,,,TT-TAPETECH-FLAT-BOX-HANDLE,,,,,,68,TapeTech,Size,"54""",,,1,,,,,,,,,,,8054TT
variation,8072TT,,"TapeTech Flat Box Handle – 72""",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > TapeTech > Flat Box Handles,"TapeTech, drywall tools, drywall finishing, flat box handle, finishing box handle, drywall handle",,,,,TT-TAPETECH-FLAT-BOX-HANDLE,,,,,,69,TapeTech,Size,"72""",,,1,,,,,,,,,,,8072TT
simple,72052,,"TapeTech 24"" Finishing Knife and 12"" Compound Roller Set w/ Support Handle/Adapter",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > TapeTech > Tool Sets & Kits,"TapeTech, drywall tools, drywall finishing, drywall tool set, complete set, professional drywall, tool kit, drywall finishing set, value set",,,,,,,,,,,70,TapeTech,Size,"24""",1,0,1,MPN,72052,1,0,0,,,,,,72052
simple,72054,,"TapeTech 32"" Finishing Knife and 12"" Compound Roller Set w/ Support Handle/Adapter",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > TapeTech > Tool Sets & Kits,"TapeTech, drywall tools, drywall finishing, drywall tool set, complete set, professional drywall, tool kit, drywall finishing set, value set",,,,,,,,,,,71,TapeTech,Size,"32""",1,0,1,MPN,72054,1,0,0,,,,,,72054
simple,72055,,"TapeTech 24"" Premium Finishing Knife and 9"" Compound Roller Set w/ Support Handle/Adapter",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > TapeTech > Tool Sets & Kits,"TapeTech, drywall tools, drywall finishing, drywall tool set, complete set, professional drywall, tool kit, drywall finishing set, value set",,,,,,,,,,,72,TapeTech,Size,"24""",1,0,1,MPN,72055,1,0,0,,,,,,72055
simple,72060,,"TapeTech 32"" Premium Finishing Knife and 9"" Compound Roller Kit w/ Support Handle/Adapter",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > TapeTech > Tool Sets & Kits,"TapeTech, drywall tools, drywall finishing, drywall tool set, complete set, professional drywall, tool kit, drywall finishing set, value set",,,,,,,,,,,73,TapeTech,Size,"32""",1,0,1,MPN,72060,1,0,0,,,,,,72060
variable,TT-TAPETECH-PREMIUM-BLUE-STEEL-TAPING-KNIFE,,TapeTech Premium Blue Steel Taping Knife,1,0,visible,"Knife TapeTech Premium Taping and Jointing Knives feature the optimal combination of design, materials experience and testing to produce knives with the best balance, flex, comfort, and control so you achieve premium results when applying and smoothing joint compound.","<p>TapeTech Premium Taping and Jointing Knives feature the optimal combination of design, materials experience and testing to produce knives with the best balance, flex, comfort, and control so you achieve premium results when applying and smoothing joint compound. The handle’s over-sized, tapered shape provides the most ergonomic, slip-resistant grip. The enlarged, alloy hammer end allows it to be used to set protruding fasteners, adjust installation flaws, and protect against damage if the knife is dropped. TapeTech Premium Taping and Joint Knife blades are precision ground and polished to provide the perfect amount of flex and finish. The Carbon Steel and Blue Steel blades provide ultimate feel. TapeTech Premium Taping Knives feature the strongest backing plate in the industry, preventing unwanted blade deflection while providing smooth, consistent control and finish. Features: Premium Blue Steel Blade Provides More Corrosion Resistance Than Carbon Steel Strongest Backing Plate In The Industry Prevents Blade Deflection Precision Grind Provides Perfect Flex and Finish Oversized, Tapered, Soft-Grip Handle Provides Optimal Control and Comfort Alloy Metal Hammer End Sets Protruding Fasteners, Adjusts Installation Flaws and Protects Against Damage From Drops. Easy-To-Remove Label Lifetime Limited Warranty</p>",,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > TapeTech > Taping Knives,"TapeTech, drywall tools, drywall finishing, taping knife, drywall knife, joint knife, ergonomic, blue steel, blue steel knife",,,,,,,,,,,74,TapeTech,Size,"8"" | 10"" | 12"" | 14""",1,1,1,,,,,,,,,,,"TK08BSTT, TK10BSTT, TK12BSTT, TK14BSTT"
variation,TK08BSTT,,"TapeTech Premium Blue Steel Taping Knife – 8""",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > TapeTech > Taping Knives,"TapeTech, drywall tools, drywall finishing, taping knife, drywall knife, joint knife, ergonomic, drywall hand tools, joint compound, blue steel, blue steel knife",,,,,TT-TAPETECH-PREMIUM-BLUE-STEEL-TAPING-KNIFE,,,,,,75,TapeTech,Size,"8""",,,1,,,,,,,,,,,TK08BSTT
variation,TK10BSTT,,"TapeTech Premium Blue Steel Taping Knife – 10""",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > TapeTech > Taping Knives,"TapeTech, drywall tools, drywall finishing, taping knife, drywall knife, joint knife, ergonomic, drywall hand tools, joint compound, blue steel, blue steel knife",,,,,TT-TAPETECH-PREMIUM-BLUE-STEEL-TAPING-KNIFE,,,,,,76,TapeTech,Size,"10""",,,1,,,,,,,,,,,TK10BSTT
variation,TK12BSTT,,"TapeTech Premium Blue Steel Taping Knife – 12""",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > TapeTech > Taping Knives,"TapeTech, drywall tools, drywall finishing, taping knife, drywall knife, joint knife, ergonomic, drywall hand tools, joint compound, blue steel, blue steel knife",,,,,TT-TAPETECH-PREMIUM-BLUE-STEEL-TAPING-KNIFE,,,,,,77,TapeTech,Size,"12""",,,1,,,,,,,,,,,TK12BSTT
variation,TK14BSTT,,"TapeTech Premium Blue Steel Taping Knife – 14""",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > TapeTech > Taping Knives,"TapeTech, drywall tools, drywall finishing, taping knife, drywall knife, joint knife, ergonomic, drywall hand tools, joint compound, blue steel, blue steel knife",,,,,TT-TAPETECH-PREMIUM-BLUE-STEEL-TAPING-KNIFE,,,,,,78,TapeTech,Size,"14""",,,1,,,,,,,,,,,TK14BSTT
variable,TT-TAPETECH-PREMIUM-STAINLESS-STEEL-TAPING-KNIFE,,TapeTech Premium Stainless Steel Taping Knife,1,0,visible,"Knife TapeTech Premium Taping and Jointing Knives feature the optimal combination of design, materials experience and testing to produce knives with the best balance, flex, comfort, and control so you achieve premium results when applying and smoothing joint compound.","<p>TapeTech Premium Taping and Jointing Knives feature the optimal combination of design, materials experience and testing to produce knives with the best balance, flex, comfort, and control so you achieve premium results when applying and smoothing joint compound. The handle’s over-sized, tapered shape provides the most ergonomic, slip-resistant grip. The enlarged, alloy hammer end allows it to be used to set protruding fasteners, adjust installation flaws, and protect against damage if the knife is dropped. TapeTech Premium Taping and Joint Knife blades are precision ground and polished to provide the perfect amount of flex and finish. The Carbon Steel and Blue Steel blades provide ultimate feel while Stainless Steel blades maximize rust resistance. TapeTech Premium Taping Knives feature the strongest backing plate in the industry, preventing unwanted blade deflection while providing smooth, consistent control and finish. Features: Premium Stainless Steel Blade Resists Corrosion and Cleans Up Fast Strongest Backing Plate In The Industry Prevents Blade Deflection Precision Grind Provides Perfect Flex and Finish Oversized, Tapered, Soft-Grip Handle Provides Optimal Control and Comfort Alloy Metal Hammer End Sets Protruding Fasteners, Adjusts Installation Flaws and Protects Against Damage From Drops. Easy-To-Remove Label Lifetime Limited Warranty</p>",,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > TapeTech > Taping Knives,"TapeTech, drywall tools, drywall finishing, taping knife, drywall knife, joint knife, ergonomic, stainless steel, stainless steel knife",,,,,,,,,,,79,TapeTech,Size,"8"" | 10"" | 12"" | 14""",1,1,1,,,,,,,,,,,"TK08SSTT, TK10SSTT, TK12SSTT, TK14SSTT"
variation,TK08SSTT,,"TapeTech Premium Stainless Steel Taping Knife – 8""",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > TapeTech > Taping Knives,"TapeTech, drywall tools, drywall finishing, taping knife, drywall knife, joint knife, ergonomic, drywall hand tools, joint compound, stainless steel, stainless steel knife",,,,,TT-TAPETECH-PREMIUM-STAINLESS-STEEL-TAPING-KNIFE,,,,,,80,TapeTech,Size,"8""",,,1,,,,,,,,,,,TK08SSTT
variation,TK10SSTT,,"TapeTech Premium Stainless Steel Taping Knife – 10""",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > TapeTech > Taping Knives,"TapeTech, drywall tools, drywall finishing, taping knife, drywall knife, joint knife, ergonomic, drywall hand tools, joint compound, stainless steel, stainless steel knife",,,,,TT-TAPETECH-PREMIUM-STAINLESS-STEEL-TAPING-KNIFE,,,,,,81,TapeTech,Size,"10""",,,1,,,,,,,,,,,TK10SSTT
variation,TK12SSTT,,"TapeTech Premium Stainless Steel Taping Knife – 12""",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > TapeTech > Taping Knives,"TapeTech, drywall tools, drywall finishing, taping knife, drywall knife, joint knife, ergonomic, drywall hand tools, joint compound, stainless steel, stainless steel knife",,,,,TT-TAPETECH-PREMIUM-STAINLESS-STEEL-TAPING-KNIFE,,,,,,82,TapeTech,Size,"12""",,,1,,,,,,,,,,,TK12SSTT
variation,TK14SSTT,,"TapeTech Premium Stainless Steel Taping Knife – 14""",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > TapeTech > Taping Knives,"TapeTech, drywall tools, drywall finishing, taping knife, drywall knife, joint knife, ergonomic, drywall hand tools, joint compound, stainless steel, stainless steel knife",,,,,TT-TAPETECH-PREMIUM-STAINLESS-STEEL-TAPING-KNIFE,,,,,,83,TapeTech,Size,"14""",,,1,,,,,,,,,,,TK14SSTT
variable,TT-X-PREMIUM-GOLD-STAINLESS-STEEL-ROUNDED-FRONT-POO,,TapeTech X Premium Gold Stainless Steel Pool Trowel,1,0,visible,"Trowels are not just for pools! TapeTech Premium Pool Trowels feature two rounded ends, ideal to generate a smooth appearance on curved or flat surfaces, minimizing the number of lines or sweep marks that can occur with square-edged trowels.","<p>TapeTech Premium Gold Stainless Steel Pool Trowels are not just for pools! TapeTech Premium Pool Trowels feature two rounded ends, ideal to generate a smooth appearance on curved or flat surfaces, minimizing the number of lines or sweep marks that can occur with square-edged trowels. This makes them a great choice for finishing Pools, Drywall, Plaster, Stucco, Concrete and EIFS.</p>",,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > TapeTech > Finishing Trowels,"TapeTech, drywall tools, drywall finishing, finishing trowel, drywall trowel, EIFS, stucco, plaster, gold stainless steel, ProSoft grip, pool trowel, rounded ends",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-12-x-4-7-premium-gold-stainless-steel-rounded-front-pool-trowel-TGP120565-PS-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-12-x-4-7-premium-gold-stainless-steel-rounded-front-pool-trowel-TGP120565-PS-02.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-14-x-4-7-premium-gold-stainless-steel-rounded-front-pool-trowel-TGP140565-PS-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-14-x-4-7-premium-gold-stainless-steel-rounded-front-pool-trowel-TGP140565-PS-02.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-16-x-4-7-premium-gold-stainless-steel-rounded-front-pool-trowel-TGP160565-PS-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-16-x-4-7-premium-gold-stainless-steel-rounded-front-pool-trowel-TGP160565-PS-02.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-18-x-4-7-premium-gold-stainless-steel-rounded-front-pool-trowel-TGP180565-PS-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-18-x-4-7-premium-gold-stainless-steel-rounded-front-pool-trowel-TGP180565-PS-02.webp,,,,,,,,,84,TapeTech,Size,"12"" | 14"" | 16"" | 18""",1,1,1,,,,,,,,,,,"TGP120565-PS, TGP140565-PS, TGP160565-PS, TGP180565-PS"
variation,TGP120565-PS,,"TapeTech X Premium Gold Stainless Steel Pool Trowel – 12""",1,0,visible,,,,,taxable,,1,,,0,0,0.86,3.0,5.0,12.0,1,,,,Drywall Finishing Tools > TapeTech > Finishing Trowels,"TapeTech, drywall tools, drywall finishing, finishing trowel, drywall trowel, EIFS trowel, stucco trowel, plaster trowel, ProSoft grip, gold stainless steel, pool trowel, rounded ends",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-12-x-4-7-premium-gold-stainless-steel-rounded-front-pool-trowel-TGP120565-PS-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-12-x-4-7-premium-gold-stainless-steel-rounded-front-pool-trowel-TGP120565-PS-02.webp,,,TT-X-PREMIUM-GOLD-STAINLESS-STEEL-ROUNDED-FRONT-POO,,,,,,85,TapeTech,Size,"12""",,,1,,,,,,,,,,,TGP120565-PS
variation,TGP140565-PS,,"TapeTech X Premium Gold Stainless Steel Pool Trowel – 14""",1,0,visible,,,,,taxable,,1,,,0,0,0.97,3.0,5.0,14.0,1,,,,Drywall Finishing Tools > TapeTech > Finishing Trowels,"TapeTech, drywall tools, drywall finishing, finishing trowel, drywall trowel, EIFS trowel, stucco trowel, plaster trowel, ProSoft grip, gold stainless steel, pool trowel, rounded ends",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-14-x-4-7-premium-gold-stainless-steel-rounded-front-pool-trowel-TGP140565-PS-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-14-x-4-7-premium-gold-stainless-steel-rounded-front-pool-trowel-TGP140565-PS-02.webp,,,TT-X-PREMIUM-GOLD-STAINLESS-STEEL-ROUNDED-FRONT-POO,,,,,,86,TapeTech,Size,"14""",,,1,,,,,,,,,,,TGP140565-PS
variation,TGP160565-PS,,"TapeTech X Premium Gold Stainless Steel Pool Trowel – 16""",1,0,visible,,,,,taxable,,1,,,0,0,1.12,3.0,5.0,16.0,1,,,,Drywall Finishing Tools > TapeTech > Finishing Trowels,"TapeTech, drywall tools, drywall finishing, finishing trowel, drywall trowel, EIFS trowel, stucco trowel, plaster trowel, ProSoft grip, gold stainless steel, pool trowel, rounded ends",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-16-x-4-7-premium-gold-stainless-steel-rounded-front-pool-trowel-TGP160565-PS-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-16-x-4-7-premium-gold-stainless-steel-rounded-front-pool-trowel-TGP160565-PS-02.webp,,,TT-X-PREMIUM-GOLD-STAINLESS-STEEL-ROUNDED-FRONT-POO,,,,,,87,TapeTech,Size,"16""",,,1,,,,,,,,,,,TGP160565-PS
variation,TGP180565-PS,,"TapeTech X Premium Gold Stainless Steel Pool Trowel – 18""",1,0,visible,,,,,taxable,,1,,,0,0,1.19,3.0,5.0,18.0,1,,,,Drywall Finishing Tools > TapeTech > Finishing Trowels,"TapeTech, drywall tools, drywall finishing, finishing trowel, drywall trowel, EIFS trowel, stucco trowel, plaster trowel, ProSoft grip, gold stainless steel, pool trowel, rounded ends",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-18-x-4-7-premium-gold-stainless-steel-rounded-front-pool-trowel-TGP180565-PS-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-18-x-4-7-premium-gold-stainless-steel-rounded-front-pool-trowel-TGP180565-PS-02.webp,,,TT-X-PREMIUM-GOLD-STAINLESS-STEEL-ROUNDED-FRONT-POO,,,,,,88,TapeTech,Size,"18""",,,1,,,,,,,,,,,TGP180565-PS
variable,TT-135-OUTSIDE-CORNER-EDGER,,TapeTech 135° Outside Corner Edger,1,0,visible,"Corners are designed to produce smooth, uniform outside corners at 45° wall junctures for EIFS, Stucco, Plaster, Concrete and other materials. Handcrafted from 0.65mm stainless steel, TapeTech corner edgers are robust enough to efficiently create perfect results in thick material","<p>TapeTech Outside Corner Edgers for 135o Corners are designed to produce smooth, uniform outside corners at 45° wall junctures for EIFS, Stucco, Plaster, Concrete and other materials. Handcrafted from 0.65mm stainless steel, TapeTech corner edgers are robust enough to efficiently create perfect results in thick materials. Custom wood handles are ergonomic for all-day use and the unique TapeTech black and gold design helps distinguish your tools from others on the jobsite. Available in three sizes for ultimate versatility in nearly every situation.</p>",,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > TapeTech > Corner Edgers,"TapeTech, drywall tools, drywall finishing, corner edger, 135 degree, outside corner edger, EIFS, stucco, stainless steel",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-eex125135-1-25-135-outside-corner-edger-EEX125135-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-eex200135-2-135-outside-corner-edger-EEX200135-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-eex275135-2-75-135-outside-corner-edger-EEX275135-01.webp,,,,,,,,,89,TapeTech,Size,"1.25"" | 2"" | 2.75""",1,1,1,,,,,,,,,,,"EEX125135, EEX200135, EEX275135"
variation,EEX125135,,"TapeTech 135° Outside Corner Edger – 1.25""",1,0,visible,,,,,taxable,,1,,,0,0,0.35,1.25,1.25,6.0,1,,,,Drywall Finishing Tools > TapeTech > Corner Edgers,"TapeTech, drywall tools, drywall finishing, corner edger, EIFS, stucco, plaster, stainless steel, corner finishing, smooth corners, 135 degree corner, 45 degree angle, angled corners, outside corner",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-eex125135-1-25-135-outside-corner-edger-EEX125135-01.webp,,,TT-135-OUTSIDE-CORNER-EDGER,,,,,,90,TapeTech,Size,"1.25""",,,1,,,,,,,,,,,EEX125135
variation,EEX200135,,"TapeTech 135° Outside Corner Edger – 2""",1,0,visible,,,,,taxable,,1,,,0,0,0.5,2.0,2.0,6.5,1,,,,Drywall Finishing Tools > TapeTech > Corner Edgers,"TapeTech, drywall tools, drywall finishing, corner edger, EIFS, stucco, plaster, stainless steel, corner finishing, smooth corners, 135 degree corner, 45 degree angle, angled corners, outside corner",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-eex200135-2-135-outside-corner-edger-EEX200135-01.webp,,,TT-135-OUTSIDE-CORNER-EDGER,,,,,,91,TapeTech,Size,"2""",,,1,,,,,,,,,,,EEX200135
variation,EEX275135,,"TapeTech 135° Outside Corner Edger – 2.75""",1,0,visible,,,,,taxable,,1,,,0,0,0.6,2.75,2.75,7.0,1,,,,Drywall Finishing Tools > TapeTech > Corner Edgers,"TapeTech, drywall tools, drywall finishing, corner edger, EIFS, stucco, plaster, stainless steel, corner finishing, smooth corners, 135 degree corner, 45 degree angle, angled corners, outside corner",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-eex275135-2-75-135-outside-corner-edger-EEX275135-01.webp,,,TT-135-OUTSIDE-CORNER-EDGER,,,,,,92,TapeTech,Size,"2.75""",,,1,,,,,,,,,,,EEX275135
variable,TT-COMPOUND-TUBE,,TapeTech Compound Tube,1,0,visible,To Corner Flushers for finishing inside corners. Also attaches to TapeTech Applicator Heads for applying corner bead to internal and external corners.,"<p>TapeTech Compound Tubes supply joint compound to Corner Flushers for finishing inside corners. Also attaches to TapeTech Applicator Heads for applying corner bead to internal and external corners. Available in three sizes, the Compound Tubes disassemble for easy cleaning.</p>",,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > TapeTech > Corner Flushers & Compound Tubes,"TapeTech, drywall tools, drywall finishing, corner flusher, inside corner, joint compound, corner finishing, compound tube, inside corner tube",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-24-compound-tube-CT24TT-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-24-compound-tube-CT24TT-02.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-24-compound-tube-CT24TT-03.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-24-compound-tube-CT24TT-04.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-24-compound-tube-CT24TT-05.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-36-compound-tube-CT36TT-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-42-compound-tube-CT42TT-01.webp,,,,,,,,,93,TapeTech,Size,"24"" | 36"" | 42""",1,1,1,,,,,,,,,,,"CT24TT, CT36TT, CT42TT"
variation,CT24TT,,"TapeTech Compound Tube – 24""",1,0,visible,,,,,taxable,,1,,,0,0,6.5,6.0,48.0,6.0,1,,,,Drywall Finishing Tools > TapeTech > Corner Flushers & Compound Tubes,"TapeTech, drywall tools, drywall finishing, corner flusher, inside corner, joint compound, corner finishing, compound tube, inside corner tube",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-24-compound-tube-CT24TT-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-24-compound-tube-CT24TT-02.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-24-compound-tube-CT24TT-03.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-24-compound-tube-CT24TT-04.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-24-compound-tube-CT24TT-05.webp,,,TT-COMPOUND-TUBE,,,,,,94,TapeTech,Size,"24""",,,1,,,,,,,,,,,CT24TT
variation,CT36TT,,"TapeTech Compound Tube – 36""",1,0,visible,,,,,taxable,,1,,,0,0,6.5,6.0,48.0,6.0,1,,,,Drywall Finishing Tools > TapeTech > Corner Flushers & Compound Tubes,"TapeTech, drywall tools, drywall finishing, corner flusher, inside corner, joint compound, corner finishing, compound tube, inside corner tube",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-36-compound-tube-CT36TT-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-24-compound-tube-CT24TT-02.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-24-compound-tube-CT24TT-03.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-24-compound-tube-CT24TT-04.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-24-compound-tube-CT24TT-05.webp,,,TT-COMPOUND-TUBE,,,,,,95,TapeTech,Size,"36""",,,1,,,,,,,,,,,CT36TT
variation,CT42TT,,"TapeTech Compound Tube – 42""",1,0,visible,,,,,taxable,,1,,,0,0,6.5,6.0,48.0,6.0,1,,,,Drywall Finishing Tools > TapeTech > Corner Flushers & Compound Tubes,"TapeTech, drywall tools, drywall finishing, corner flusher, inside corner, joint compound, corner finishing, compound tube, inside corner tube",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-42-compound-tube-CT42TT-01.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-24-compound-tube-CT24TT-02.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-24-compound-tube-CT24TT-03.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-24-compound-tube-CT24TT-04.webp | https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/tapetech-24-compound-tube-CT24TT-05.webp,,,TT-COMPOUND-TUBE,,,,,,96,TapeTech,Size,"42""",,,1,,,,,,,,,,,CT42TT
