
brand,product_name,part_number,part_name,new_part_name,col_match_name,match_ratio,reference_image_url
Platinum,Flat Box,31,Right Side Plate,Right Side Plate,"Side Plate 7""",0.6896551724137931,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_cfb3_7_01.webp
Platinum,Flat Box,6,Front Plate,Front Plate,Mounting Plate,0.72,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_bh1_01.webp
Platinum,Flat Box,9,Latch,Latch,Plate,0.6,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_bh2_01.webp
Platinum,Flat Box,10,Spring Washer,Spring Washer,#6 Star Washer,0.6666666666666666,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_fa230_01.webp
Platinum,Flat Box,15,#6-32 x 1/4 Fillister Head,#6-32 x 1/4 Fillister Head,"6-32 x 1/2"" Fillister Slot",0.7692307692307693,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_fa245_01.webp
Platinum,Flat Box,14,Skid Cover Left Side Universal,Skid Cover Left Side Universal,Engraved Cover Plate Cap,0.48148148148148145,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_ct87_01.webp
Platinum,Flat Box,11,Shoulder Screw,Shoulder Screw,Bleeder Screw,0.7407407407407407,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_hh16a_01.webp
Platinum,Flat Box,30,FB Bolt (holds axle on),FB Bolt (holds axle on),Foot Valve Casting,0.3902439024390244,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_mp2_01.webp
Platinum,Corner Applicator Handle,4,Handle End,Handle End,Handle Link,0.7619047619047619,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_mp6_01.webp
Platinum,Corner Applicator Handle,1,Handle Tube,Handle Tube,Handle Tube,1.0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_hh8_01.webp
Platinum,Corner Applicator Handle,2,Ball Grip,Ball Grip,Handle Grip,0.7,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_hh35_01.webp
Platinum,Corner Applicator Handle,3,Thumb Screw,Thumb Screw,Thumb Release Clip Screw,0.6285714285714286,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_ffb32a_01.webp
Platinum,Corner Finisher Handle,5,Handle End,Handle End,Handle Link,0.7619047619047619,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_mp6_01.webp
Platinum,Corner Finisher Handle,1,Handle Tube,Handle Tube,Handle Tube,1.0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_hh8_01.webp
Platinum,Corner Finisher Handle,3,Wing Nut,Wing Nut,10-24 Wing Nut,0.7272727272727273,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_fa272_01.webp
Platinum,Corner Finisher Handle,2,Ball Grip,Ball Grip,Handle Grip,0.7,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_hh35_01.webp
Platinum,Corner Finisher Handle,4,Corner Finisher Adapter,Corner Finisher Adapter,Backing Washer Locator,0.4888888888888889,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_mp32_01.webp
Platinum,Corner Roller Handle,4,Handle End,Handle End,Handle Link,0.7619047619047619,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_mp6_01.webp
Platinum,Corner Roller Handle,1,Handle Tube,Handle Tube,Handle Tube,1.0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_hh8_01.webp
Platinum,Corner Roller Handle,2,Ball Grip,Ball Grip,Handle Grip,0.7,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_hh35_01.webp
Platinum,Corner Roller Handle,3,Wing Nut,Wing Nut,10-24 Wing Nut,0.7272727272727273,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_fa272_01.webp
Platinum,Flat Box Handle,15,Screw,Flat Box Handle Screw,Bleeder Screw,0.5555555555555556,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_hh16a_01.webp
Platinum,Flat Box Handle,16,Large Pivot Pin,Large Pivot Pin,Release Clip Pin,0.5806451612903226,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_hh31_01.webp
Platinum,Flat Box Handle,18,Set Screw,Flat Box Handle Set Screw,Bleeder Screw,0.6363636363636364,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_hh16a_01.webp
Platinum,Flat Box Handle,14,Brake Mechanism Block,Brake Mechanism Block,Knife Retainer Block,0.5853658536585366,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_ct41_01.webp
Platinum,Flat Box Handle,8,Lock Nut,Lock Nut,6-32 Nyloc Nut,0.6363636363636364,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_fa233_01.webp
Platinum,Flat Box Handle,17,Connector Plate,Connector Plate,Connection Strap,0.6451612903225806,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_ct104_01.webp
Platinum,Flat Box Handle,13,Box Handle Head,Box Handle Head,Matrix Handle Head,0.7878787878787878,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_mh2_01.webp
Platinum,Flat Box Handle,19,Screw,Flat Box Handle Screw,Bleeder Screw,0.5555555555555556,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_hh16a_01.webp
Platinum,Flat Box Handle,20,Brake Dog,Brake Dog,Brake Dog,1.0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_ct16_01.webp
Platinum,Flat Box Handle,5,Screw,Flat Box Handle Screw,Bleeder Screw,0.5555555555555556,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_hh16a_01.webp
Platinum,Flat Box Handle,1,Handle Tube,Handle Tube,Handle Tube,1.0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_hh8_01.webp
Platinum,Flat Box Handle,21,Ball Grip,Ball Grip,Handle Grip,0.7,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_hh35_01.webp
Platinum,Flat Box Handle,22,Wing Nut,Wing Nut,10-24 Wing Nut,0.7272727272727273,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_fa272_01.webp
Platinum,Flat Box Handle,3,Trigger Sleeve,Trigger Sleeve,Bearing Sleeve,0.7142857142857143,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_cfb16_01.webp
Platinum,Flat Box Handle,9,Brake Rod,Brake Rod,Brake Dog,0.7777777777777778,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_ct16_01.webp
Platinum,Flat Box Handle,10,Linkage Plate,Linkage Plate,Mounting Plate,0.6666666666666666,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_bh1_01.webp
Platinum,Flat Box Handle,6,Connecting Rod Pin,Connecting Rod Pin,Connecting Rod,0.875,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_ct45_01.webp
Platinum,Flat Box Handle,2,Trigger,Trigger,Rlease Trigger Spring,0.5,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_hh33_01.webp
Platinum,Flat Box Handle,4,Shoulder Screw,Shoulder Screw,Bleeder Screw,0.7407407407407407,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_hh16a_01.webp
Platinum,Flat Box Handle,7,Trigger Spring,Trigger Spring,Rlease Trigger Spring,0.8,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_hh33_01.webp
Platinum,Flat Box Handle,11,Lock Nut,Lock Nut,6-32 Nyloc Nut,0.6363636363636364,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_fa233_01.webp
Platinum,Compound Pump,17,Screw,Compound Pump Screw,Bleeder Screw,0.5555555555555556,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_hh16a_01.webp
Platinum,Compound Pump,16,Lock Washer,Lock Washer,#6 Lock Washer,0.88,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_fa229_01.webp
Platinum,Compound Pump,11,Pump Latch,Pump Latch,Pump Handle,0.5714285714285714,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_mp7_01.webp
Platinum,Compound Pump,54,Pump Tube,Pump Tube,Pump Handle,0.6,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_mp7_01.webp
Platinum,Compound Pump,30,Screw,Compound Pump Screw,Bleeder Screw,0.5555555555555556,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_hh16a_01.webp
Platinum,Compound Pump,55,Pump Tube Foot,Pump Tube Foot,Pump Handle,0.48,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_mp7_01.webp
Platinum,Compound Pump,56,Screen,Screen,Mud Pump Screen,0.5714285714285714,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_mp24_01.webp
Platinum,Compound Pump,58,Screw,Compound Pump Screw,Bleeder Screw,0.5555555555555556,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_hh16a_01.webp
Platinum,Compound Pump,59,Nut,Compound Pump Nut,Filler Nut,0.46153846153846156,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_mp28_01.webp
Platinum,Compound Pump,45,Valve Disc,Valve Disc,Cable Drum,0.5,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_ct73_01.webp
Platinum,Compound Pump,60,Screw,Compound Pump Screw,Bleeder Screw,0.5555555555555556,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_hh16a_01.webp
Platinum,Compound Pump,29,S-Hook,S-Hook,Tape Spool,0.375,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_ct120_01.webp
Platinum,Compound Pump,22,Pump Head,Pump Head,Pump Handle,0.7,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_mp7_01.webp
Platinum,Compound Pump,31,Filler/Gooseneck Gasket,Filler/Gooseneck Gasket,Filler Gasket,0.7222222222222222,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_mp33_01.webp
Platinum,Compound Pump,32,Nut,Compound Pump Nut,Filler Nut,0.46153846153846156,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_mp28_01.webp
Platinum,Compound Pump,25,Stud Screw,Compound Pump Stud Screw,Bleeder Screw,0.6086956521739131,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_hh16a_01.webp
Platinum,Compound Pump,1,Pump O-Ring,Pump O-Ring,O-Ring,0.7058823529411765,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_mp23a_01.webp
Platinum,Compound Pump,46,Small Retainer,Small Retainer,Bar Retainer Clip,0.6451612903225806,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_ffb8_01.webp
Platinum,Compound Pump,48,Piston Cup,Piston Cup,Piston Cup,1.0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_mp14_01.webp
Platinum,Compound Pump,47,Large Retainer,Large Retainer,Bar Retainer Clip,0.7096774193548387,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_ffb8_01.webp
Platinum,Compound Pump,49,Lock Clip,Lock Clip,Socket Wear Cap,0.5,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_ah18_01.webp
Platinum,Compound Pump,50,Lock Nut,Lock Nut,6-32 Nyloc Nut,0.6363636363636364,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_fa233_01.webp
Platinum,Compound Pump,51,Filler Body,Filler Body,Filler Studs,0.6956521739130435,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_mp25_01.webp
Platinum,Compound Pump,52,Filler/Gooseneck O-Ring,Filler/Gooseneck O-Ring,Collar O-Ring,0.5555555555555556,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_hp44_01.webp
Platinum,Compound Pump,18,Filler Cable,Filler Cable,Filler Gasket,0.72,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_mp33_01.webp
Platinum,Compound Pump,3,Screw,Compound Pump Screw,Bleeder Screw,0.5555555555555556,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_hh16a_01.webp
Platinum,Compound Pump,4,Wrench Bracket,Wrench Bracket,Pinch Brake,0.72,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_mh17_01.webp
Platinum,Compound Pump,20,Discharge Tube,Discharge Tube,Handle Tube,0.64,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_hh8_01.webp
Platinum,Compound Pump,2,Pump Foot Bracket,Pump Foot Bracket,Upper Mounting Bracket,0.5641025641025641,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_bh5_01.webp
Platinum,Compound Pump,43,Pump Ball Screw,Pump Ball Screw,Pump Handle,0.6153846153846154,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_mp7_01.webp
Platinum,Compound Pump,38,Ball,Ball,Cone Ball,0.6153846153846154,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_cfb5b_01.webp
Platinum,Compound Pump,39,Pump Handle,Pump Handle,Pump Handle,1.0,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_mp7_01.webp
Platinum,Compound Pump,40,Pump Handle Tube,Pump Handle Tube,Pump Handle,0.8148148148148148,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_mp7_01.webp
Platinum,Compound Pump,35,Pump Handle Bracket,Pump Handle Bracket,Pump Handle,0.7333333333333333,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_mp7_01.webp
Platinum,Compound Pump,42,Pump Handle Nut,Pump Handle Nut,Pump Handle,0.8461538461538461,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_mp7_01.webp
Platinum,Compound Pump,7,Release Pin with key ring,Release Pin with key ring,Release Clip Washer,0.6363636363636364,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_hh32_01.webp
Platinum,Compound Pump,27,Brass Nut,Brass Nut,Brass Connector 1,0.6153846153846154,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_hh17a_01.webp
Platinum,Compound Pump,26,U-Cup,U-Cup,Cap,0.5,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_hh19_01.webp
Platinum,Compound Pump,24,Plastic Nut Bearing,Plastic Nut Bearing,Nyliner Bearing,0.6470588235294118,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_ffb38_01.webp
Platinum,Compound Pump,44,Piston Rod,Piston Rod,Piston Body,0.8571428571428571,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_ct107_01.webp
Platinum,Compound Pump,28,Bolt,Compound Pump Bolt,Hex Bolt,0.6666666666666666,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_fa231_01.webp
Platinum,Compound Pump,6,Black Plastic Washer (Link),Black Plastic Washer (Link),Hinge Bushing (Plastic Washer),0.5964912280701754,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_cfb15a_01.webp
Platinum,Compound Pump,33,Pump Link,Pump Link,Pump Cylinder,0.7272727272727273,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_hp1_01.webp
Platinum,Compound Pump,34,Hex head screw,Compound Pump Hex Head Screw,Bleeder Screw,0.6666666666666666,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_hh16a_01.webp
