ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Meta: search_keywords,Meta: seo_title,Meta: seo_description,Meta: seo_canonical,Meta: seo_robots,Meta: seo_focus_keyword,Meta: seo_secondary_keywords,Meta: schema_brand,Meta: schema_mpn,Meta: schema_condition,Meta: _dtb_brand_key,Meta: _dtb_brand_label,Meta: _dtb_product_kind,Meta: _dtb_commerce_mode,Meta: _dtb_category_key,Meta: _dtb_display_category_key,Meta: _dtb_is_parts,Meta: _dtb_parent_product_sku,Meta: _dtb_variation_axis,Meta: _dtb_variation_value,Meta: _dtb_variation_label,Meta: _dtb_default_variation_sku,Meta: _dtb_variation_sort,Meta: _dtb_inherit_parent_image,Meta: _dtb_schematic_brand,Meta: _dtb_schematic_group,Meta: _dtb_schematic_position,Meta: _dtb_replacement_part_for,Meta: _dtb_compatible_tool_skus,Meta: _dtb_validation_status,Meta: _dtb_validation_errors,Meta: _dtb_brand,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Meta: _dtb_specs_json,Meta: _includes_0_name,Meta: _includes_0_sku,Meta: _includes_1_name,Meta: _includes_1_sku,Meta: _includes_2_name,Meta: _includes_2_sku,Meta: _includes_3_name,Meta: _includes_3_sku,Meta: _includes_4_name,Meta: _includes_4_sku,Meta: _includes_5_name,Meta: _includes_5_sku,Meta: _includes_6_name,Meta: _includes_6_sku,Meta: _includes_7_name,Meta: _includes_7_sku,Meta: _includes_8_name,Meta: _includes_8_sku,Meta: _includes_9_name,Meta: _includes_9_sku,Meta: _includes_10_name,Meta: _includes_10_sku,Meta: _includes_11_name,Meta: _includes_11_sku,Meta: _includes_12_name,Meta: _includes_12_sku,Meta: _includes_13_name,Meta: _includes_13_sku,Meta: _includes_14_name,Meta: _includes_14_sku
,simple,CT67,,Ratchet Gear,1,0,visible,The Ratchet Gear CT67 is a genuine Columbia Tools replacement part designed to restore factory performance to your Automatic Taper Head. This durable OEM component ensures precise mechanical operation for professional drywall finishing equipment.,"<p>Ratchet Gear CT67 serves as a critical replacement component engineered specifically for the Columbia Automatic Taper Head series. This OEM-grade part ensures your drywall finishing equipment maintains factory-standard performance and mechanical reliability during high-volume operation. By utilizing genuine components, you preserve the integrity of your taper head assembly and minimize downtime on the job site. <h3>Features:</h3><ul><li><strong>Precision Engineering:</strong> Manufactured to exact Columbia Tools specifications for seamless integration with existing taper head mechanisms.</li><li><strong>OEM Quality:</strong> Authentic replacement part ensures consistent gear engagement and long-term durability under professional use.</li><li><strong>Compatibility:</strong> Designed specifically for the Columbia Automatic Taper Head family, providing a direct fit for efficient field repairs.</li></ul></p>",,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > Columbia Tools > Parts,"Columbia Tools, Automatic Taper Head, Repair Parts, CT67",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_ct67_01.webp,,,,,,,,,93,Columbia Tools,,,,,,"Columbia CT67, Ratchet Gear, Automatic Taper Head parts, drywall finishing repair, Columbia Tools replacement",Columbia Tools Ratchet Gear CT67 | OEM Taper Head Part,Restore your Columbia Automatic Taper Head with the genuine CT67 Ratchet Gear. OEM-quality replacement part for professional drywall finishing tools.,/product/columbia-tools-ratchet-gear-ct67/,"index, follow",Columbia CT67 Ratchet Gear,"Columbia Tools repair parts, automatic taper head gear, drywall tool replacement, CT67 part",Columbia Tools,CT67,NewCondition,columbia-tools,Columbia Tools,part,quote_only,parts,parts,1,,,,,,,0,columbia-tools,columbia-automatic-taper-head,,,,ready,,Columbia Tools,,,,,"[{""label"": ""Brand"", ""value"": ""Columbia Tools""}, {""label"": ""Part Number"", ""value"": ""CT67""}, {""label"": ""Model"", ""value"": ""CT67""}, {""label"": ""Tool Groups"", ""value"": ""Automatic Taper Head""}, {""label"": ""Condition"", ""value"": ""New""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,CT68,,Hub,1,0,visible,The Columbia Tools Hub (CT68) is a genuine OEM replacement part designed to restore factory-standard performance to your Columbia Automatic Taper Head. This durable component ensures reliable operation and precise fit for professional drywall finishing equipment.,"<h3>Columbia Tools Hub (CT68)</h3><p>The Columbia Tools Hub (CT68) serves as a critical replacement component engineered specifically for the Columbia Automatic Taper Head series. This OEM-grade part ensures your drywall finishing equipment maintains factory-standard performance and mechanical reliability during high-volume professional use.</p><p>Designed for seamless integration, this hub restores the operational integrity of your taper head, minimizing downtime on the job site. By utilizing genuine replacement parts, you ensure consistent tool calibration and longevity for your finishing systems.</p><strong>Features:</strong><ul><li><strong>OEM Compatibility:</strong> Precision-engineered for the Columbia Automatic Taper Head family.</li><li><strong>Factory Specifications:</strong> Manufactured to meet original equipment standards for fit and function.</li><li><strong>Professional Durability:</strong> Built to withstand the rigorous demands of daily drywall finishing applications.</li></ul>",,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > Columbia Tools > Parts,"Columbia Tools, Automatic Taper Head, Repair Parts, CT68",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_ct68_01.webp,,,,,,,,,94,Columbia Tools,,,,,,"CT68, Columbia Tools Hub, Automatic Taper Head part, drywall tool repair, Columbia taper replacement",Columbia Tools Hub (CT68) | OEM Taper Head Replacement,Maintain your Columbia Automatic Taper Head with the genuine CT68 Hub. OEM-quality replacement part for professional drywall finishing equipment.,/product/columbia-tools-hub-ct68/,"index, follow",Columbia Tools CT68 Hub,"Columbia Automatic Taper Head parts, drywall finishing repair, CT68 replacement, Columbia Tools maintenance",Columbia Tools,CT68,NewCondition,columbia-tools,Columbia Tools,part,quote_only,parts,parts,1,,,,,,,0,columbia-tools,columbia-automatic-taper-head,,,,ready,,Columbia Tools,,,,,"[{""label"": ""Brand"", ""value"": ""Columbia Tools""}, {""label"": ""Part Number"", ""value"": ""CT68""}, {""label"": ""Model"", ""value"": ""CT68""}, {""label"": ""Tool Groups"", ""value"": ""Automatic Taper Head""}, {""label"": ""Condition"", ""value"": ""New""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,CT70,,Drive Shaft,1,0,visible,The Columbia Tools Drive Shaft (CT70) is a genuine OEM replacement part designed for the Columbia Automatic Taper Head series. This component restores factory-level performance to your professional drywall finishing equipment.,"<h3>Columbia Tools Drive Shaft</h3><p>The Columbia Tools Drive Shaft (CT70) serves as a critical replacement component engineered specifically for the Columbia Automatic Taper Head series. This OEM-grade part ensures your drywall finishing equipment maintains factory-standard performance and mechanical reliability during high-volume operation.</p><p>Designed for seamless integration, this shaft restores precise functionality to your automatic taper, minimizing downtime and ensuring consistent output on the job site. Rely on genuine components to protect the longevity of your professional finishing tools.</p><h3>Features</h3><ul><li><strong>OEM Precision:</strong> Manufactured to exact Columbia Tools specifications for a guaranteed fit.</li><li><strong>Compatibility:</strong> Designed specifically for the Columbia Automatic Taper Head family.</li><li><strong>Durability:</strong> Constructed from high-grade materials to withstand the rigors of daily professional drywall finishing.</li><li><strong>Maintenance Essential:</strong> A direct replacement part that restores original equipment performance.</li></ul>",,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > Columbia Tools > Parts,"Columbia Tools, Automatic Taper Head, Repair Parts, CT70",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_ct70_01.webp,,,,,,,,,95,Columbia Tools,,,,,,"Columbia Tools, CT70, Drive Shaft, Automatic Taper Head, Drywall Tool Parts, OEM Repair Part",Columbia Tools Drive Shaft (CT70) | OEM Taper Head Part,Maintain your Columbia Automatic Taper Head with the genuine CT70 Drive Shaft. High-quality OEM replacement part for professional drywall finishing tools.,/product/columbia-tools-drive-shaft-ct70/,"index, follow",Columbia Tools CT70 Drive Shaft,"automatic taper repair parts, drywall finishing tool parts, Columbia taper replacement, CT70 drive shaft",Columbia Tools,CT70,NewCondition,columbia-tools,Columbia Tools,part,quote_only,parts,parts,1,,,,,,,0,columbia-tools,columbia-automatic-taper-head,,,,ready,,Columbia Tools,,,,,"[{""label"": ""Brand"", ""value"": ""Columbia Tools""}, {""label"": ""Part Number"", ""value"": ""CT70""}, {""label"": ""Model"", ""value"": ""CT70""}, {""label"": ""Tool Groups"", ""value"": ""Automatic Taper Head""}, {""label"": ""Condition"", ""value"": ""New""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,CT71,,Drive Sprocket - Small,1,0,visible,The Columbia Tools CT71 Drive Sprocket is a precision-engineered replacement part designed for the Automatic Taper Head family. This OEM component ensures reliable mechanical performance and long-term durability for professional drywall finishing equipment.,"<p>Drive Sprocket - Small (CT71) serves as a critical component for maintaining the operational integrity of Columbia Automatic Taper Heads. Engineered to exact factory tolerances, this genuine replacement part ensures consistent performance and reliable mechanical engagement during high-volume drywall finishing tasks. By utilizing authentic OEM components, professionals can prevent premature wear on mating parts and maintain the precision required for seamless taping applications. <p>This sprocket is designed for seamless integration into existing Columbia tool assemblies, providing a direct fit that minimizes downtime during field repairs.</p><h3>Features:</h3><ul><li><strong>OEM Precision:</strong> Manufactured to original Columbia Tools specifications for guaranteed compatibility and fit.</li><li><strong>Durable Construction:</strong> Built to withstand the rigorous demands of daily professional drywall finishing.</li><li><strong>System Compatibility:</strong> Specifically engineered for the Columbia Automatic Taper Head product family.</li><li><strong>Maintenance Essential:</strong> Ideal for restoring factory-level performance to worn or damaged taper heads.</li></ul></p>",,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > Columbia Tools > Parts,"Columbia Tools, Automatic Taper Head, Repair Parts, CT71",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_ct71_01.webp,,,,,,,,,96,Columbia Tools,,,,,,"Columbia CT71, Drive Sprocket Small, Automatic Taper Head parts, drywall tool repair, Columbia Tools replacement",Columbia Tools Drive Sprocket Small | CT71 OEM Part,Maintain your Columbia Automatic Taper Head with the genuine CT71 Small Drive Sprocket. Precision-engineered OEM replacement for professional drywall tools.,/product/columbia-tools-drive-sprocket-small-ct71/,"index, follow",Columbia CT71 Drive Sprocket,"Columbia Tools repair parts, automatic taper head sprocket, drywall finishing tool parts, CT71 replacement",Columbia Tools,CT71,NewCondition,columbia-tools,Columbia Tools,part,quote_only,parts,parts,1,,,,,,,0,columbia-tools,columbia-automatic-taper-head,,,,ready,,Columbia Tools,,,,,"[{""label"": ""Brand"", ""value"": ""Columbia Tools""}, {""label"": ""Part Number"", ""value"": ""CT71""}, {""label"": ""Model"", ""value"": ""CT71""}, {""label"": ""Tool Groups"", ""value"": ""Automatic Taper Head""}, {""label"": ""Condition"", ""value"": ""New""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,CT72,,Cable,1,0,visible,The Columbia CT72 Cable is a genuine OEM replacement part designed for seamless compatibility with Columbia Automatic Taper heads and bodies. This high-quality component ensures your drywall finishing tools remain in peak operational condition.,"<h3>Columbia CT72 Cable</h3><p>The Columbia CT72 Cable is a precision-engineered replacement component designed to restore factory-standard performance to your drywall finishing equipment. As a genuine OEM part, it ensures seamless integration and reliable operation across your existing tool inventory.</p><p>This cable is specifically manufactured to meet the rigorous demands of professional drywall finishing, providing the durability required for high-volume job sites. By utilizing authentic replacement parts, you maintain the structural integrity and operational efficiency of your equipment.</p><h3>Features:</h3><ul><li><strong>Genuine OEM Quality:</strong> Manufactured by Columbia Tools to exact factory specifications for guaranteed compatibility.</li><li><strong>Broad Compatibility:</strong> Engineered for use with both Automatic Taper Head and Automatic Taper Body systems.</li><li><strong>Professional Reliability:</strong> Built to withstand the wear and tear of daily professional use in demanding environments.</li></ul>",,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > Columbia Tools > Parts,"Columbia Tools, Automatic Taper Head, Automatic Taper Body, Repair Parts, CT72",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_ct72_01.webp,,,,,,,,,97,Columbia Tools,,,,,,"Columbia CT72, automatic taper cable, drywall finishing parts, Columbia Tools repair, taper head cable",Columbia CT72 Cable | Genuine OEM Taper Replacement Part,Maintain your drywall equipment with the genuine Columbia CT72 Cable. OEM-quality replacement part for Automatic Taper heads and bodies.,/product/columbia-tools-ct72-cable/,"index, follow",Columbia CT72 Cable,"Columbia Tools replacement part, automatic taper repair, drywall tool parts, CT72 cable",Columbia Tools,CT72,NewCondition,columbia-tools,Columbia Tools,part,quote_only,parts,parts,1,,,,,,,0,columbia-tools,"columbia-automatic-taper-head, columbia-automatic-taper-body",,,,ready,,Columbia Tools,,,,,"[{""label"": ""Brand"", ""value"": ""Columbia Tools""}, {""label"": ""Part Number"", ""value"": ""CT72""}, {""label"": ""Model"", ""value"": ""CT72""}, {""label"": ""Tool Groups"", ""value"": ""Automatic Taper Head, Automatic Taper Body""}, {""label"": ""Condition"", ""value"": ""New""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,CT73,,Cable Drum,1,0,visible,The Columbia Cable Drum CT73 is a genuine OEM replacement part designed for seamless integration with Columbia Automatic Taper Head systems. This component restores factory-level performance to your professional drywall finishing equipment.,"<h3>Columbia Cable Drum CT73</h3><p>The Columbia Cable Drum CT73 is a precision-engineered replacement component designed specifically for the Columbia Automatic Taper Head series. This OEM part ensures your drywall finishing equipment maintains factory-standard performance and reliability during high-volume professional use.</p><p>Constructed to meet the exact tolerances required for seamless operation, this drum is the standard choice for technicians performing routine maintenance or field repairs on their automatic taping tools.</p><strong>Features:</strong><ul><li><strong>OEM Compatibility:</strong> Engineered specifically for the Columbia Automatic Taper Head family.</li><li><strong>Factory Specifications:</strong> Built to original equipment standards to ensure perfect fitment and function.</li><li><strong>Professional Grade:</strong> Durable construction designed to withstand the rigors of daily drywall finishing applications.</li></ul>",,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > Columbia Tools > Parts,"Columbia Tools, Automatic Taper Head, Repair Parts, CT73",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_ct73_01.webp,,,,,,,,,98,Columbia Tools,,,,,,"Columbia CT73, Cable Drum, Automatic Taper Head part, drywall tool repair, Columbia Tools replacement",Columbia Cable Drum CT73 | OEM Taper Head Replacement Part,Maintain your Columbia Automatic Taper Head with the genuine CT73 Cable Drum. High-quality OEM replacement part for professional drywall finishing tools.,/product/columbia-tools-cable-drum-ct73/,"index, follow",Columbia CT73 Cable Drum,"Columbia Tools repair parts, automatic taper head parts, drywall tool maintenance, CT73 replacement",Columbia Tools,CT73,NewCondition,columbia-tools,Columbia Tools,part,quote_only,parts,parts,1,,,,,,,0,columbia-tools,columbia-automatic-taper-head,,,,ready,,Columbia Tools,,,,,"[{""label"": ""Brand"", ""value"": ""Columbia Tools""}, {""label"": ""Part Number"", ""value"": ""CT73""}, {""label"": ""Model"", ""value"": ""CT73""}, {""label"": ""Tool Groups"", ""value"": ""Automatic Taper Head""}, {""label"": ""Condition"", ""value"": ""New""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,CT76,,Nylatron Washer,1,0,visible,The Nylatron Washer CT76 is a genuine Columbia Tools replacement part designed for the Automatic Taper Head family. This OEM component ensures your equipment maintains factory-standard performance and reliability.,"<p>Nylatron Washer CT76 serves as a critical component for maintaining the operational integrity of Columbia Automatic Taper heads. Engineered to meet exact factory standards, this replacement part ensures consistent performance and smooth mechanical function during demanding drywall finishing applications. By utilizing genuine OEM components, professionals can prevent premature wear and maintain the reliability of their finishing equipment on the job site. <h3>Features:</h3><ul><li><strong>OEM Precision:</strong> Manufactured specifically for Columbia Automatic Taper systems to ensure a perfect fit and seamless integration.</li><li><strong>Durable Construction:</strong> Built from high-grade Nylatron material to withstand the friction and repetitive motion inherent in automatic taping.</li><li><strong>Maintenance Essential:</strong> A direct replacement part that restores factory-level performance to worn or damaged taper head assemblies.</li></ul></p>",,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > Columbia Tools > Parts,"Columbia Tools, Automatic Taper Head, Repair Parts, CT76",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_ct76_01.webp,,,,,,,,,99,Columbia Tools,,,,,,"CT76, Columbia Tools, Nylatron Washer, Automatic Taper Head parts, drywall tool repair, Columbia replacement part",Columbia Tools Nylatron Washer CT76 | OEM Taper Part,Maintain your Columbia Automatic Taper head with the genuine CT76 Nylatron Washer. High-quality OEM replacement part for professional drywall tools.,/product/columbia-tools-nylatron-washer-ct76/,"index, follow",Columbia CT76 Nylatron Washer,"Columbia Tools replacement parts, Automatic Taper repair, drywall finishing tool parts, CT76 washer",Columbia Tools,CT76,NewCondition,columbia-tools,Columbia Tools,part,quote_only,parts,parts,1,,,,,,,0,columbia-tools,columbia-automatic-taper-head,,,,ready,,Columbia Tools,,,,,"[{""label"": ""Brand"", ""value"": ""Columbia Tools""}, {""label"": ""Part Number"", ""value"": ""CT76""}, {""label"": ""Model"", ""value"": ""CT76""}, {""label"": ""Tool Groups"", ""value"": ""Automatic Taper Head""}, {""label"": ""Condition"", ""value"": ""New""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,CT77,,Drive Sprocket - Large,1,0,visible,The Columbia Tools Drive Sprocket (CT77) is a genuine OEM replacement part designed for the Automatic Taper Head family. This component ensures your drywall finishing equipment maintains factory-level precision and reliability.,"<p>Drive Sprocket - Large (CT77) serves as a critical component for maintaining the operational integrity of Columbia Automatic Taper Heads. This genuine OEM replacement part ensures your drywall finishing equipment continues to perform at factory-specified standards, minimizing downtime on the job site. Engineered for durability and precise fitment, this sprocket is essential for professionals who rely on consistent tool performance during high-volume finishing tasks. <h3>Features:</h3><ul><li><strong>Genuine OEM Quality:</strong> Manufactured by Columbia Tools to meet exact original equipment specifications for seamless integration.</li><li><strong>Precision Engineering:</strong> Designed specifically for the Columbia Automatic Taper Head family to ensure smooth, reliable operation.</li><li><strong>Reliable Maintenance:</strong> Provides a direct replacement for worn or damaged components, restoring your tool to peak functionality.</li></ul></p>",,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > Columbia Tools > Parts,"Columbia Tools, Automatic Taper Head, Repair Parts, CT77",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_ct77_01.webp,,,,,,,,,100,Columbia Tools,,,,,,"Columbia CT77, Drive Sprocket Large, Automatic Taper Head parts, drywall tool repair, Columbia Tools replacement",Columbia Tools Drive Sprocket Large | CT77 OEM Part,Maintain your Columbia Automatic Taper Head with the genuine CT77 Large Drive Sprocket. OEM-quality replacement part for professional drywall tools.,/product/columbia-tools-drive-sprocket-large-ct77/,"index, follow",Columbia CT77 Drive Sprocket,"Columbia Tools repair parts, automatic taper head sprocket, drywall finishing tool parts, CT77 replacement",Columbia Tools,CT77,NewCondition,columbia-tools,Columbia Tools,part,quote_only,parts,parts,1,,,,,,,0,columbia-tools,columbia-automatic-taper-head,,,,ready,,Columbia Tools,,,,,"[{""label"": ""Brand"", ""value"": ""Columbia Tools""}, {""label"": ""Part Number"", ""value"": ""CT77""}, {""label"": ""Model"", ""value"": ""CT77""}, {""label"": ""Tool Groups"", ""value"": ""Automatic Taper Head""}, {""label"": ""Condition"", ""value"": ""New""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,CT78,,Drive Chain,1,0,visible,The Columbia CT78 Drive Chain is a genuine OEM replacement part designed for optimal performance in Columbia Automatic Taper Head drywall tools. This high-quality component ensures your equipment remains in peak operating condition for professional finishing tasks.,"<h3>Columbia CT78 Drive Chain</h3><p>The Columbia CT78 Drive Chain is a precision-engineered replacement component designed specifically for the Columbia Automatic Taper Head series. This OEM part ensures your drywall finishing equipment maintains factory-standard performance and reliability during high-volume operation.</p><p>Constructed to meet the rigorous demands of professional drywall contractors, this drive chain provides a seamless fit and consistent power transmission within your taper head assembly. By utilizing genuine replacement parts, you protect the longevity of your tools and minimize downtime on the job site.</p><h3>Features</h3><ul><li><strong>OEM Compatibility:</strong> Specifically manufactured for the Columbia Automatic Taper Head family.</li><li><strong>Factory Specifications:</strong> Built to exact tolerances to ensure smooth operation and mechanical integrity.</li><li><strong>Professional Grade:</strong> Designed for the durability required in daily, heavy-duty drywall finishing applications.</li><li><strong>Easy Installation:</strong> Engineered for a direct fit, allowing for efficient field repairs and maintenance.</li></ul>",,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > Columbia Tools > Parts,"Columbia Tools, Automatic Taper Head, Repair Parts, CT78",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_ct78_01.webp,,,,,,,,,101,Columbia Tools,,,,,,"Columbia CT78, Drive Chain, Automatic Taper Head, Drywall Tool Parts, Columbia Tools Repair, CT78 Chain",Columbia CT78 Drive Chain | OEM Taper Head Replacement Part,Maintain your Columbia Automatic Taper Head with the genuine CT78 Drive Chain. High-quality OEM replacement part for professional drywall finishing tools.,/product/columbia-tools-ct78-drive-chain/,"index, follow",Columbia CT78 Drive Chain,"Columbia Tools repair parts, automatic taper head chain, drywall tool maintenance, CT78 replacement",Columbia Tools,CT78,NewCondition,columbia-tools,Columbia Tools,part,quote_only,parts,parts,1,,,,,,,0,columbia-tools,columbia-automatic-taper-head,,,,ready,,Columbia Tools,,,,,"[{""label"": ""Brand"", ""value"": ""Columbia Tools""}, {""label"": ""Part Number"", ""value"": ""CT78""}, {""label"": ""Model"", ""value"": ""CT78""}, {""label"": ""Tool Groups"", ""value"": ""Automatic Taper Head""}, {""label"": ""Condition"", ""value"": ""New""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,CT79,,Hollow Shaft,1,0,visible,The Hollow Shaft CT79 is a genuine Columbia Tools replacement part designed for the Automatic Taper Head series. This OEM component restores factory-level performance to your professional drywall finishing equipment.,"<p>Hollow Shaft CT79 serves as a critical OEM replacement component engineered specifically for the Columbia Automatic Taper Head series. This precision-machined part ensures your drywall finishing equipment maintains factory-standard performance and mechanical reliability during high-volume operation. By utilizing genuine Columbia Tools components, you preserve the integrity of your taper head assembly and minimize downtime on the job site. <h3>Features:</h3><ul><li><strong>OEM Compatibility:</strong> Designed exclusively for the Columbia Automatic Taper Head family to ensure a perfect fit.</li><li><strong>Precision Engineering:</strong> Manufactured to exact factory specifications for seamless integration and consistent operation.</li><li><strong>Durable Construction:</strong> Built to withstand the rigorous demands of professional drywall finishing environments.</li></ul></p>",,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > Columbia Tools > Parts,"Columbia Tools, Automatic Taper Head, Repair Parts, CT79",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_ct79_01.webp,,,,,,,,,102,Columbia Tools,,,,,,"CT79, Columbia Tools, Hollow Shaft, Automatic Taper Head, drywall repair part, finishing tool component",Columbia Tools Hollow Shaft CT79 | OEM Taper Head Part,Maintain your Columbia Automatic Taper Head with the genuine CT79 Hollow Shaft. High-quality OEM replacement part for professional drywall finishing tools.,/product/columbia-tools-hollow-shaft-ct79/,"index, follow",Columbia CT79 Hollow Shaft,"Columbia Tools replacement parts, Automatic Taper Head repair, drywall finishing tool parts, CT79 shaft",Columbia Tools,CT79,NewCondition,columbia-tools,Columbia Tools,part,quote_only,parts,parts,1,,,,,,,0,columbia-tools,columbia-automatic-taper-head,,,,ready,,Columbia Tools,,,,,"[{""label"": ""Brand"", ""value"": ""Columbia Tools""}, {""label"": ""Part Number"", ""value"": ""CT79""}, {""label"": ""Model"", ""value"": ""CT79""}, {""label"": ""Tool Groups"", ""value"": ""Automatic Taper Head""}, {""label"": ""Condition"", ""value"": ""New""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,simple,CT80,,Manual Drive Grip,1,0,visible,The Manual Drive Grip is a genuine Columbia Tools replacement part designed for the Automatic Taper Head series. This OEM component restores factory-level control and reliability to your professional drywall finishing equipment.,"<p>Manual Drive Grip is a precision-engineered replacement component designed specifically for the Columbia Automatic Taper Head series. This OEM part ensures your drywall finishing equipment maintains factory-standard performance and reliable operation during demanding site conditions. Built to exact specifications, this grip provides the necessary tactile control required for consistent, high-quality taping results. <h3>Features:</h3><ul><li><strong>Genuine OEM Quality:</strong> Manufactured by Columbia Tools to ensure seamless integration with existing taper head assemblies.</li><li><strong>Precision Fit:</strong> Engineered specifically for the CT80 part designation to guarantee compatibility and ease of installation.</li><li><strong>Professional Durability:</strong> Constructed from high-grade materials to withstand the rigors of daily professional drywall finishing.</li></ul></p>",,,taxable,,1,,,0,0,,,,,1,,,,Drywall Finishing Tools > Columbia Tools > Parts,"Columbia Tools, Automatic Taper Head, Repair Parts, CT80",,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia_tools_ct80_01.webp,,,,,,,,,103,Columbia Tools,,,,,,"CT80, Columbia Tools, Manual Drive Grip, Automatic Taper Head, drywall repair part, taper replacement grip",Columbia Tools Manual Drive Grip CT80 | OEM Taper Part,Restore your Columbia Automatic Taper Head with the genuine CT80 Manual Drive Grip. High-quality OEM replacement part for professional drywall tools.,/product/columbia-tools-manual-drive-grip-ct80/,"index, follow",Columbia CT80 Manual Drive Grip,"Columbia Tools repair parts, automatic taper head parts, drywall finishing tool replacement, CT80 grip",Columbia Tools,CT80,NewCondition,columbia-tools,Columbia Tools,part,quote_only,parts,parts,1,,,,,,,0,columbia-tools,columbia-automatic-taper-head,,,,ready,,Columbia Tools,,,,,"[{""label"": ""Brand"", ""value"": ""Columbia Tools""}, {""label"": ""Part Number"", ""value"": ""CT80""}, {""label"": ""Model"", ""value"": ""CT80""}, {""label"": ""Tool Groups"", ""value"": ""Automatic Taper Head""}, {""label"": ""Condition"", ""value"": ""New""}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
