Brand,Brand slug,Brand page URL,Record type,Source product ID,Parent product ID,Product Name,Product SKU,Variation,Price USD,Weight (lbs),Length (in),Width (in),Height (in),Shipping data status,Product URL,Store API URL,Verified at
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6058,0,Columbia Box Filler,COL-BF,,43.96,0.76,2,2,2,complete,https://masterbuildingmaterials.com/product/box-filler/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6058?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6059,0,Columbia Tallboy Box Filler,COL-TBBF,,42.68,1,5,5,2,complete,https://masterbuildingmaterials.com/product/tallboy-box-filler/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6059?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6060,0,Columbia 5.5″ Regular Flat Finisher Box,COL-5.5FFB,,311.41,3,10,6,2,complete,https://masterbuildingmaterials.com/product/5-5-regular-flat-finisher-box/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6060?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6061,0,Columbia 10″ Regular Flat Finisher Box,COL-10FFB,,322.39,3.5,5,8,13,complete,https://masterbuildingmaterials.com/product/10-regular-flat-finisher-box/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6061?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6062,0,Columbia 12″ Regular Flat Finisher Box,COL-12FFB,,326.05,3.37,5,8,13,complete,https://masterbuildingmaterials.com/product/12-regular-flat-finisher-box/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6062?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6063,0,Columbia 14″ Regular Flat Finisher Box,COL-14FFB,,329.72,4,5,8,16,complete,https://masterbuildingmaterials.com/product/14-regular-flat-finisher-box/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6063?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6064,0,Columbia Fat Boy Box,COL-8FBB,,348.03,3,10,4,3,complete,https://masterbuildingmaterials.com/product/8-fat-boy-box/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6064?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6065,0,Columbia 10″ Fat Boy Box,COL-10FBB,,348.03,4,5,8,13,complete,https://masterbuildingmaterials.com/product/10-fat-boy-box/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6065?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6066,0,Columbia 12″ Fat Boy Box,COL-12FBB,,355.37,4,13,6,2,complete,https://masterbuildingmaterials.com/product/12-fat-boy-box/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6066?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6067,0,Columbia Automatic Regular Flat Finisher Box,COL-8FFBA,,340.71,,,,,missing,https://masterbuildingmaterials.com/product/8-automatic-regular-flat-finisher-box/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6067?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6068,0,Columbia 10″ Automatic Regular Flat Finisher Box,COL-10FFBA,,344.38,,,,,missing,https://masterbuildingmaterials.com/product/10-automatic-regular-flat-finisher-box/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6068?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6069,0,Columbia 12″ Automatic Regular Flat Finisher Box,COL-12FFBA,,348.03,,,,,missing,https://masterbuildingmaterials.com/product/12-automatic-regular-flat-finisher-box/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6069?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6070,0,Columbia 10″ Automatic Fat Boy Box,COL-10FBBA,,373.68,,,,,missing,https://masterbuildingmaterials.com/product/10-automatic-fat-boy-box/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6070?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6071,0,Columbia 12″ Automatic Fat Boy Box,COL-12FBBA,,381.01,,,,,missing,https://masterbuildingmaterials.com/product/12-automatic-fat-boy-box/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6071?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6072,0,Columbia Inside Track Fat Boy Box,COL-8ITFB,,344.38,3,10,6,4,complete,https://masterbuildingmaterials.com/product/8-inside-track-fat-boy-box/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6072?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6073,0,Columbia 10″ Inside Track Fat Boy Box,COL-10ITFB,,348.03,3,12,6,3,complete,https://masterbuildingmaterials.com/product/10-inside-track-fat-boy-box/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6073?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6074,0,Columbia 12″ Inside Track Fat Boy Box,COL-12ITFB,,355.37,3,14,6,3,complete,https://masterbuildingmaterials.com/product/12-inside-track-fat-boy-box/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6074?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6075,0,Columbia Angle Head With Wheels,COL-2AH,,307.74,1,5,5,4,complete,https://masterbuildingmaterials.com/product/2-angle-head-with-wheels/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6075?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6076,0,Columbia 2.5″ Angle Head With Wheels,COL-2.5AH,,311.41,1,5,5,4,complete,https://masterbuildingmaterials.com/product/2-5-angle-head-with-wheels/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6076?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6077,0,Columbia 3″ Angle Head With Wheels,COL-3AH,,315.07,1,5,5,4,complete,https://masterbuildingmaterials.com/product/3-angle-head-with-wheels/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6077?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6078,0,Columbia 3.5″ Angle Head With Wheels,COL-3.5AH,,351.70,1,5,5,4,complete,https://masterbuildingmaterials.com/product/3-5-angle-head-with-wheels/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6078?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6079,0,Columbia Angle Head Adaptor,COL-AHA,,16.12,1,6,3,1,complete,https://masterbuildingmaterials.com/product/angle-head-adaptor/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6079?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6080,0,Columbia 8″ Throttle Box (Corner Box),COL-8CFB,,267.44,2,5,10,10,complete,https://masterbuildingmaterials.com/product/8-corner-box/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6080?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6081,0,Columbia Throttle Box (Corner Box),COL-7CFB,,256.45,2,5,10,10,complete,https://masterbuildingmaterials.com/product/7-corner-box/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6081?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6082,0,Columbia 2″ Nail Spotter,COL-2NS,,278.43,2,10,5,5,complete,https://masterbuildingmaterials.com/product/2-nail-spotter/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6082?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6083,0,Columbia Nail Spotter,COL-3NS,,278.43,3,6,4,4,complete,https://masterbuildingmaterials.com/product/3-nail-spotter/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6083?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6084,0,Columbia Corner Cobra,COL-CC,,344.38,1,4,4,4,complete,https://masterbuildingmaterials.com/product/corner-cobra/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6084?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6085,0,Columbia Inside Corner Roller,COL-CR,,120.89,2,8,2,2,complete,https://masterbuildingmaterials.com/product/inside-corner-roller/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6085?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6086,0,Columbia Outside Bead Corner Roller,COL-COBCR,,51.29,2,7,3,3,complete,https://masterbuildingmaterials.com/product/outside-bead-corner-roller/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6086?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6087,0,Columbia Outside Bead Bullnose Corner Roller,COL-CBNCR,,54.95,,,,,missing,https://masterbuildingmaterials.com/product/outside-bead-bullnose-corner-roller/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6087?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6088,0,Columbia Outside Wide Bead Corner Roller,COL-COBCRW,,54.95,2,7,3,3,complete,https://masterbuildingmaterials.com/product/outside-wide-bead-corner-roller/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6088?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6089,0,Columbia Standard Flusher With Wheels,COL-2.5SF,,74.73,0.5,3.5,1.5,4,complete,https://masterbuildingmaterials.com/product/2-5-standard-flusher/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6089?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6090,0,Columbia 3″ Standard Flusher With Wheels,COL-3SF,,79.13,0.5,4.5,2,4,complete,https://masterbuildingmaterials.com/product/3-standard-flusher/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6090?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6091,0,Columbia 3.5″ Standard Flusher With Wheels,COL-3.5SF,,82.80,0.5,5,2,4,complete,https://masterbuildingmaterials.com/product/3-5-standard-flusher/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6091?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6092,0,Columbia 4″ Standard Flusher With Wheels,COL-4SF,,90.12,0.5,6,2,4,complete,https://masterbuildingmaterials.com/product/4-standard-flusher/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6092?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6093,0,Columbia 3″ Widetrack Standard Flusher,COL-3WTSF,,79.86,,,,,missing,https://masterbuildingmaterials.com/product/3-widetrack-standard-flusher/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6093?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6094,0,Columbia 3″ Direct Flusher,COL-3DF,,83.53,0.5,4.5,2,4,complete,https://masterbuildingmaterials.com/product/3-direct-flusher/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6094?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6095,0,Columbia 3.5″ Direct Flusher,COL-3.5DF,,88.65,0.5,5,2,4,complete,https://masterbuildingmaterials.com/product/3-5-direct-flusher/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6095?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6096,0,Columbia 4″ Direct Flusher,COL-4DF,,92.32,0.5,6,2,4,complete,https://masterbuildingmaterials.com/product/4-direct-flusher/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6096?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6097,0,Columbia 3″ Widetrack Direct Flusher,COL-3WTDF,,86.46,0.5,5,2,4,complete,https://masterbuildingmaterials.com/product/3-widetrack-direct-flusher/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6097?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6098,0,Columbia Combo Flusher,COL-2.5CSF,,124.56,1,5,2,6,complete,https://masterbuildingmaterials.com/product/2-5-combo-flusher/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6098?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6099,0,Columbia 3″ Combo Flusher,COL-3CSF,,128.22,1,4.5,2,6,complete,https://masterbuildingmaterials.com/product/3-combo-flusher/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6099?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6100,0,Columbia 3.5″ Combo Flusher,COL-3.5CSF,,131.88,1,5,2,6,complete,https://masterbuildingmaterials.com/product/3-5-combo-flusher/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6100?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6101,0,Columbia Semi-Automatic Taper,COL-SAT,,164.86,2,6,3.5,22.5,complete,https://masterbuildingmaterials.com/product/semi-automatic-taper/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6101?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6102,0,Columbia External 90 Applicator,COL-CEXT90,,83.53,1,4,3,2,complete,https://masterbuildingmaterials.com/product/external-90-applicator/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6102?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6103,0,Columbia Inside Corner Applicator 2 Wheel,COL-ICA2-1,,41.77,,,,,missing,https://masterbuildingmaterials.com/product/inside-corner-applicator-2-wheel/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6103?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6104,0,Columbia Inside Corner Applicator 4 Wheel,COL-ICA4-1,,53.49,1,4,3,1,complete,https://masterbuildingmaterials.com/product/inside-corner-applicator-4-wheel/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6104?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6105,0,Columbia Two Way Internal Corner Applicator,COL-ICATW,,71.08,1,4,3,2,complete,https://masterbuildingmaterials.com/product/two-way-internal-corner-applicator/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6105?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6106,0,Columbia Flat Applicator,COL-CFLT,,51.29,0.5,4,3,1,complete,https://masterbuildingmaterials.com/product/flat-applicator/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6106?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6107,0,Columbia Compound Tube,COL-CMT24,,135.55,2,2,2,28,complete,https://masterbuildingmaterials.com/product/24-compound-tube/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6107?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6108,0,Columbia Cam Lock Tube,COL-CLT24,,202.22,2,16,3,2,complete,https://masterbuildingmaterials.com/product/24-cam-lock-tube/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6108?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6109,0,Columbia 32″ Cam Lock Tube,COL-CLT32,,208.10,,,,,missing,https://masterbuildingmaterials.com/product/32-cam-lock-tube/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6109?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6110,0,Columbia 42″ Cam Lock Tube,COL-CLT42,,220.49,2,44,3,2,complete,https://masterbuildingmaterials.com/product/42-cam-lock-tube/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6110?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6111,0,Columbia 55″ Compound Tube,COL-CMT55,,163.39,,,,,missing,https://masterbuildingmaterials.com/product/55-cam-lock-tube/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6111?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6112,0,Columbia One Handle,COL-C1H,,29.31,1.03,49,12.6,4.65,complete,https://masterbuildingmaterials.com/product/columbia-one-handle/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6112?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6114,0,Columbia Long Extendable Handle 4′-8′,COL-CHXL,,128.22,1.3,40.4,2.4,2.3,complete,https://masterbuildingmaterials.com/product/columbia-long-extendable-handle-4-8/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6114?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6115,0,Columbia Twist Lock Handle 3′-8′,COL-TL3-8,,62.28,1.03,40.4,2.4,2.3,complete,https://masterbuildingmaterials.com/product/twist-lock-handle-3-8/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6115?aelia_cs_currency=USD,2026-07-20
Columbia Tools,columbia-tools,https://masterbuildingmaterials.com/brands/columbia-tools/?aelia_cs_currency=USD,simple,6117,0,Columbia L-Trim Applicator,COL-FMH,,83.53,,,,,missing,https://masterbuildingmaterials.com/product/l-trim-applicator/?aelia_cs_currency=USD,https://masterbuildingmaterials.com/wp-json/wc/store/v1/products/6117?aelia_cs_currency=USD,2026-07-20
