manufacturer,part_number,product_name,description_text,features,image_urls
TapeTech,804242,"42"" Connector Assembly",Replacement connector assembly for the TapeTech 8042TT Flat Box Handle,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT804242_M.jpg
TapeTech,700036,5/16-24 X 1-7/16 Stud,5/16-24 X 1-7/16 Stud,,https://s3.amazonaws.com/tswfastcomfiles/product/TTT700036_M.jpg
TapeTech,804254,54 in TapeTech Connector Assembly,"TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance.",,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT804242_M.jpg
TapeTech,8154TT,"54"" EasyFinish Box Handle","The TapeTech EasyFinish® Box Handles attach to the TapeTech EasyClean™, EasyClean™ High Capacity or Power Assist™ Finishing Boxes and provide control to cleanly sweep the boxes off the joint for a perfect finish. They incorporate an ergonomic, bent handle design for increased leverage and less effort. The EasyFinish® handles are highly recommended for use with the TapeTech Power Assist™ Finishing Boxes as the bent handle helps to activate the Power Assist™ mechanism. The best type of handle to use with Power Assist™ Finishing Boxes Easier to use on overhead work Attaches to TapeTech EasyClean™ Boxes Attaches to TapeTech EasyClean™ High Capacity Boxes",The best type of handle to use with Power Assist™ Finishing Boxes | Easier to use on overhead work | Attaches to TapeTech EasyClean™ Boxes | Attaches to TapeTech EasyClean™ High Capacity Boxes,https://s3.amazonaws.com/gmscom/master/media-common/product/TTTT8154TT_M.jpg
TapeTech,059091,"6-32 X 1/2"" Fillister Head Sst Screw","For Repair or Maintenance of the TapeTech 40TT 2"" Corner Finisher",,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT059091_M.jpg
TapeTech,QB60235,"6.5"" QuickBox QSX Blades - Crowned Finishing (White) - 5 Pack","6.5"" QuickBox QSX Blades - Crowned Finishing (White) - 5 Pack",,https://s3.amazonaws.com/gmscom/master/media-common/product/TTTQB60235_M.jpg
TapeTech,203010,7 & 10 Inch Crown Spring,7 & 10 Inch Crown Spring TapeTech part 203010,,https://s3.amazonaws.com/tswfastcomfiles/product/TTT203010_M.jpg
TapeTech,204002,"7"" BLADE HOLDER ASSEMBLY","7"" BLADE HOLDER ASSEMBLY",,https://s3.amazonaws.com/tswfastcomfiles/product/204002_M.jpg
TapeTech,EHC07W,"7"" MAXXBOX Extra High Capacity Finishing Box w/ EasyRoll Wheels","Introducing the first high capacity finishing boxes designed to hold the right amount of joint compound when you really need it on the first or second coat when you re filling the joint without the unnecessary weight when you don t need it on the finish coat. The NEW TapeTech MAXXBOX Finishing Boxes are designed with the optimum capacity to weight ratio. This means that you get more usable joint compound the amount that you can actually get out of the finishing box and onto the wall when you actually need it, like on the first coat. The TapeTech 7 MAXXBOX finishing box delivers 94% more usable joint compound than the standard EasyClean finishing box (model 20TTX) and up to 68% more usable capacity than competitive high capacity finishing boxes. Step up to the boxes designed to hold and deliver the right amount. Every time. Every box. MAXXBOX . Features: Applies first coat of joint compound to embed tape at butt joints and flat joints on walls and ceilings Finishes butt joints and flat joints on walls and ceilings Feathers edges of butt joints and flat joint NOW with EasyRoll Wheels",Applies first coat of joint compound to embed tape at butt joints and flat joints on walls and ceilings | Finishes butt joints and flat joints on walls and ceilings | Feathers edges of butt joints and flat joint | NOW with EasyRoll Wheels,https://s3.amazonaws.com/gmscom/master/media-common/product/TTTECH07_M.jpg
TapeTech,PAHC07,"7"" Power Assist MAXXBOX Finishing Box","Introducing the new Power Assist MAXXBOX finishing boxes from TapeTech . Now you can have the extra capacity you want with half the effort required from other high capacity finishing boxes. Featuring the same smart design that matches the usable capacity to the application, the Power Assist MAXXBOX is sure to become the industry standard for finishing! These boxes work with all TapeTech finishing handles, including the 8000TT-PA Wizard handle for Power Assist boxes. With a usable joint compound capacity that varies by less than 10% across the range, the TapeTech Power Assist finishing boxes hold the right amount of joint compound to keep you on the wall longer without wearing you out. The Power Assist series features TapeTech s famous EasyClean design. The adjustable crown setting dial allows the user to easily adjust the amount of joint compound applied over the tape on the drywall joint. This is very helpful when progressing from the first embedding application to the second or third finishing coat. The pivoting axle helps to compensate when the drywall or sheetrock on one side of the joint is higher than the other side of the joint. The new EasyRoll wheel system allows you to expertly finish all types of outside corner bead up to two times faster than finishing by hand. EasyRoll wheels work with all types of outside corner bead including metal, paper-faced, vinyl and bullnose. EasyRoll wheels provide a shoulder to guide the finishing box along the corner bead without after-market attachments or damage to the axle. The shoulder of the EasyRoll wheels is more than three times wider than after-market products, making it easier to place, and keep, the finishing box on the corner bead. And EasyRoll wheels are engineered and designed to be perfectly aligned with the finishing blade, eliminating the need to tilt the finishing box like you must with common after-market wheel systems. EasyRoll wheels do not affect how the finishing box runs on standard flat joints. All TapeTech finishing boxes now feature EasyRoll wheels for finishing outside corner bead. Applies first coat of joint compound to embed tape at butt joints and flat joints on walls and ceilings Finishes butt joints and flat joints on walls and ceilings Feathers edges of butt joints and flat joints EasyFinish bent handles help to activate the Power Assist mechanism",Applies first coat of joint compound to embed tape at butt joints and flat joints on walls and ceilings | Finishes butt joints and flat joints on walls and ceilings | Feathers edges of butt joints and flat joints | EasyFinish  bent handles help to activate the Power Assist  mechanism,https://s3.amazonaws.com/gmscom/master/media-common/product/TTTPAHC07_M.jpg
TapeTech,210024F,"7"" Wiper For Power Assist ECH/TTEC Boxes","7"" Wiper For Power Assist ECH/TTEC Boxes Replacement for flat boxes only Part 210024F",,https://s3.amazonaws.com/tswfastcomfiles/product/TTT210024F_M.jpg
TapeTech,804272,"72"" Connector Assembly","Replacement 72"" connector assembly for TapeTech 8072 Flat Box Handle",,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT804242_M.jpg
TapeTech,8172TT,"72"" Easyfinish Bent Box Handle","The TapeTech EasyFinish® Box Handles attach to the TapeTech EasyClean™, EasyClean™ High Capacity or Power Assist™ Finishing Boxes and provide control to cleanly sweep the boxes off the joint for a perfect finish. They incorporate an ergonomic, bent handle design for increased leverage and less effort. The EasyFinish® handles are highly recommended for use with the TapeTech Power Assist™ Finishing Boxes as the bent handle helps to activate the Power Assist™ mechanism. The best type of handle to use with Power Assist™ Finishing Boxes Easier to use on overhead work Attaches to TapeTech EasyClean™ Boxes Attaches to TapeTech EasyClean™ High Capacity Boxes",The best type of handle to use with Power Assist™ Finishing Boxes | Easier to use on overhead work | Attaches to TapeTech EasyClean™ Boxes | Attaches to TapeTech EasyClean™ High Capacity Boxes,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT8172TT_M.jpg
TapeTech,059092,"8-32"" x 1-1/2"" Round Head Screw SST",8-32 X 1-1/2 ROUND HEADSCREW SST,,https://s3.amazonaws.com/gmscom/master/media-common/product/059092_med.jpg
TapeTech,882012,Acutator Clip Pin,Replacement Acutator Clip Pin for the TapeTech 88TTF & 88TTR,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT882012_M.jpg
TapeTech,TMK01TT,ATF Tool Maintenance Kit,"This 12-piece kit contains the most common size-specific tools required to perform routine maintenance or advanced repair, including Nut Drivers, T-Handle Allen Keys and custom feeler gauges for calibrating the blades on finishing boxes and corner finishers. The kit includes a custom, foam-lined case to keep the tools organized and protected during storage or transport.",,https://s3.amazonaws.com/tswfastcomfiles/product/TTTMK01TT_M.jpg
TapeTech,050017,Automatic Taper Collar Bushing,Replacement Automatic Taper Collar Bushing for TapeTech 04TT and 05TT Automatic Tapers,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT050017_M.jpg
TapeTech,050109F,Automatic Taper Hub,Automatic taper hub -- 050109F,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT050109F_M.jpg
TapeTech,059120,"Axle, Drive Dog","Axle, Drive Dog",,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT059120_M.jpg
TapeTech,920003,Ball Coupling,BALL COUPLING,,https://s3.amazonaws.com/gmscom/master/media-common/product/920003_med.jpg
TapeTech,402033,Ball Coupling,Ball Coupling,,https://s3.amazonaws.com/tswfastcomfiles/product/TTT402033_M.jpg
TapeTech,402012,Ball Retainer,Ball Retainer,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT402012_M.jpg
TapeTech,051408B,Black Slotted Spool Post,Black Slotted Spool Post,,https://s3.amazonaws.com/tswfastcomfiles/product/TTT051408B_M.jpg
TapeTech,450005,Blade Tension Spring,Replacement blade tension spring for TapeTech 45TT 3 inch Corner Finisher,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT450005_M.jpg
TapeTech,450021,Blade Tension Spring,Replacement blade tension spring for 45TT,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT450021_M.jpg
TapeTech,190002,Block,Block,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT190002_M.jpg
TapeTech,213051,"Box Wheel, side guide","Box Wheel, side guide",,https://s3.amazonaws.com/tswfastcomfiles/product/TTT213051_M.jpg
TapeTech,052150,Brake Adjuster,Brake Adjuster,,https://s3.amazonaws.com/tswfastcomfiles/product/TTT052150_M.jpg
TapeTech,050099F,Bushing Head,Replacement Bushing Head for TapeTech Automatic Tapers,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT050099F_M.jpg
TapeTech,050086F,Bushing Head,Bushing Head,,https://s3.amazonaws.com/tswfastcomfiles/product/TTT050086F_M.jpg
TapeTech,402017F,Center Clip (Short),"For Repair or Maintenance of the TapeTech 40TT 2"" Corner Finisher",,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT402017F_M.jpg
TapeTech,CNTT,Cleaning Nozzle,Cleaning Nozzle,,https://s3.amazonaws.com/tswfastcomfiles/product/TTTCNTT_M.jpg
TapeTech,CNATT,Cleaning Nozzle Adapter,The Adapter securely threads onto the Spray Nozzle and fits over the filler valve of the Automatic Taper to thoroughly clean the valve and the head without soaking the user. It can also be used to quickly clean the filler valve on the MudRunner® or Corner Applicators. Works with most brands of Automatic Tapers.,,https://s3.amazonaws.com/tswfastcomfiles/product/TTTCNATT_M.jpg
TapeTech,CTA01TT,Compound Tube Filler Adapter,"The TapeTech Compound Tube Filler Adapter, together with any size compound tube, is an alternative to filling finishing boxes with the loading pump. It quickly attaches to compound tubes by removing the outlet assembly, inserting the Filler Adapter and securing it with the quick-release latches. Joint compound is drawn from the bucket making it easier to use when working on scaffolding.",,https://s3.amazonaws.com/tswfastcomfiles/product/TTTCTA01TT_M.jpg
TapeTech,880038,CONNECTING ROD,CONNECTING ROD,,https://s3.amazonaws.com/tswfastcomfiles/product/880038_M.jpg
TapeTech,811018,"Connector Plate, Notched",Connector Plate- TapeTech Xtender Flat Finisher Box Handle TapeTech- part #812018,,https://s3.amazonaws.com/tswfastcomfiles/product/TTT811018_M.jpg
TapeTech,052221,Control Arm Boss,Control Arm Boss,,https://s3.amazonaws.com/tswfastcomfiles/product/TTT052221_M.jpg
TapeTech,140013,Control Bushing,Replacement Control Bushing for 14TT,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT140013_M.jpg
TapeTech,050215,Control Tuber Roller,Control Tuber Roller,,https://s3.amazonaws.com/tswfastcomfiles/product/TTT050215_M.jpg
TapeTech,150003F,Coupling,"Replacement Coupling for TapeTech 15TTE, 17TT, and 17TTE",,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT150003F_M.jpg
TapeTech,801009,Coupling Pin (Repair Only Box Handles),Coupling Pin (Repair Only Box Handles),,https://s3.amazonaws.com/tswfastcomfiles/product/TTT801009_M.jpg
TapeTech,CFK02TT,Creaser Wheel Kit for Corner Flusher,Creaser Wheel Kit for Corner Flusher,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTTCFK02TT_M.jpg
TapeTech,050137F,Cutter Block Clamp,Cutter Block Clamp,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT050137F_M.jpg
TapeTech,050113F,Cutter Block Tube,Cutter Block Tube,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT050113F_M.jpg
TapeTech,722039,Discharge Tube,Discharge Tube,,https://s3.amazonaws.com/tswfastcomfiles/product/TTT722039_M.jpg
TapeTech,050034F,Disengaging Rod,Replacement Disengaging Rod for TapeTech 04TT & 05TT Automatic Tapers,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT050034F_M.jpg
TapeTech,050041F,Disengaging Rod Bearing,Disengaging Rod Bearing,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT0041F_M.jpg
TapeTech,054118F,Drive Dog Holder Assembly,Drive Dog Holder Assembly,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT054118F_M.jpg
TapeTech,159024,External Retaining Ring,"External Retaining Ring, 25 Dia Shaft",,https://s3.amazonaws.com/tswfastcomfiles/product/TTT159024_M.jpg
TapeTech,76XLTT,Extra Long EasyClean Loading Pump,"The TapeTech Extra Long EasyClean® Loading Pump was designed in conjunction with a major joint compound manufacturer to fit 30-gallon joint compound barrels perfectly, providing the extra length and stability you need. This pump is also very popular for workers who don’t like to bend over when filling tools with a standard loading pump.",,https://s3.amazonaws.com/tswfastcomfiles/product/TTT76XLTT_M.jpg
TapeTech,85XLTT,Extra Long Gooseneck Adapter,The TapeTech Extra Long Gooseneck is designed to work in conjunction with the 76XLTT EasyClean® Loading Pump. The foot of the gooseneck should always be placed on the same level or surface as the foot stand of the 76XLTT loading pump.,,https://s3.amazonaws.com/tswfastcomfiles/product/TTT85XLTT_M.jpg
TapeTech,054059F,Filler Tube Assembly,Replacement Filler Tube Assembly for TapeTech 04TT and 05TT Automatic Tapers Also fits TapeTech 14TT MudRunner,,https://s3.amazonaws.com/tswfastcomfiles/product/354064F_M.jpg
TapeTech,200052F,Finishing Box Shoulder Screw,"For Repair or Maintenance of all sizes and types of TapeTech Finishing Boxes (Flat, EasyClean and Power Assist)",,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT20052F_M.jpg
TapeTech,209047,Flat Box Nyliner Bearing,Flat Box Nyliner Bearing,,https://s3.amazonaws.com/kodarisfiles2/images/product/product_image_blank_2.png
TapeTech,050071F,Front Support,Front Support,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT050071F_M.jpg
TapeTech,056248G,Gold Taper Tube,Gold Taper Tube Replacement,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT056248G_M.jpg
TapeTech,857355,Gooseneck Cleaning Brush,"Specifically designed to keep the gooseneck clean for optimal operation, this brush is the ideal stiffness to effectively remove the compound while the shaft has the flexibility to navigate the challenging shape of the gooseneck adapter.",,https://s3.amazonaws.com/tswfastcomfiles/product/TTT857355_M.jpg
TapeTech,861014,Gooseneck Spacer,Gooseneck Spacer,,https://s3.amazonaws.com/tswfastcomfiles/product/TTT861014_M.jpg
TapeTech,054028,Gooser Assembly,Gooser Assembly,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT054028_M.jpg
TapeTech,480026,Grooved Wheel,Replacement Grooved Wheel for TapeTech 48TT and 48XTT Corner Finishers,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT480026_M.jpg
TapeTech,050205,"Hex Head Cup Bolt 1/4-20X3 /4""","Hex Head Cup Bolt 1/4-20X3 /4""",,https://s3.amazonaws.com/tswfastcomfiles/product/TTT050205_M.jpg
TapeTech,709007,"Hex Head Nut - 5/16"" X 24 - 6 Pack","Replacement Hex Head Nut - 5/16"" X 24 for TapeTech 72TT and 73TT Loading Pump",,https://s3.amazonaws.com/tswfastcomfiles/product/TTT7090076_M.jpg
TapeTech,151011,Inner Roller,Replacement inner roller for TapeTech 15TTE Inside Corner Roller,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT151011_M.jpg
TapeTech,059044,Insert,Insert,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT059044_M.jpg
TapeTech,480021,Inside Tension Spring,Inside Tension Spring,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT480021_M.jpg
TapeTech,050405B,Keeper Axle - Black,Keeper Axle - Black,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT050405B_M.jpg
TapeTech,052404B,Keeper Yoke,Keeper Yoke TapeTech part 052404B,,https://s3.amazonaws.com/tswfastcomfiles/product/TTT052404B_M.jpg
TapeTech,059067,Key Ring,For Repair or Maintenance of TapeTech 04TT or 05TT Tapers,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT059067_M.jpg
TapeTech,700042,Lanyard,Replacement lanyard for TapeTech Box Filler; Box Filler is a part of the TapeTech 72TT Loading Pump,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT700042_M.jpg
TapeTech,159026,Long Nut,LONG NUT,,https://s3.amazonaws.com/gmscom/master/media-common/product/159026_med.jpg
TapeTech,059225,Nut 10-32 Elastic,Replacement Nut 10-32 Elastic fo TapeTech 04TT and 05TT; fits a total of 21 different tools,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT059225_M.jpg
TapeTech,700037,"Nut, Special",Replacement Special Nut for TapeTech 72TT and 73TT Loading Pumps,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT700037_M.jpg
TapeTech,179009,Nyliner Type 6,Nyliner Type 6,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT179009_M.jpg
TapeTech,159023,Nylon Washer,Nylon Washer,,https://s3.amazonaws.com/tswfastcomfiles/product/TTT159023_M.jpg
TapeTech,480005,Outside Tension Spring,Outside Tension Spring,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT480005_M.jpg
TapeTech,720009,Piston Cup,For Repair or Maintenance of the TapeTech 72TT or 73TT Pumps,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT720009_M.jpg
TapeTech,800008,Pivot Arm For Box Handle,Pivot Arm For Box Handle,,https://s3.amazonaws.com/tswfastcomfiles/product/TTT800008_M.jpg
TapeTech,212086,Power Assist Hook,Power Assist Hook,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT212086_M.jpg
TapeTech,PWT46TT,Premium Work Trousers - Waist Size 30,"TapeTech Premium Workwear is the most durable, functional and comfortable clothing in the industry. Designed specifically for drywall finishing professionals, the trousers and shorts help you be more professional, productive and profitable. Constructed of heavy-duty cotton and polyester to prevent shrinking, both the trousers and shorts feature 13 pockets to hold tools and personal items. Reinforced knees and cuffs plus triple stitching provide unmatched durability on the job. Reflective striping and piping on the trousers provide increased visibility and safety on dark jobsites. The elastic waist ensures all-day comfort and flexibility. Lifetime warranty on seams and workmanship. Choose only your waist size when ordering. The length for each waist size is expertly tailored based on average inseam for the waist size. For persons with very long legs, the trousers may fall higher on the work shoes. For persons with short legs, the trousers may fall lower on the work shoes. Features: Waist Size 30 inches Inseam 30.9 inches 13 pockets 7 extra wide belt loops Triple stitching Reflective striping and piping Reinforced knees and cuffs Elastic waist Pockets for kneepads",13 pockets | 7 extra wide belt loops | Triple stitching | Reflective striping and piping | Reinforced knees and cuffs | Elastic waist | Pockets for kneepads,https://s3.amazonaws.com/tswfastcomfiles/product/TTTPWT46TT_M.jpg
TapeTech,PWT48TT,Premium Work Trousers - Waist Size 32,"TapeTech Premium Workwear is the most durable, functional and comfortable clothing in the industry. Designed specifically for drywall finishing professionals, the trousers and shorts help you be more professional, productive and profitable. Constructed of heavy-duty cotton and polyester to prevent shrinking, both the trousers and shorts feature 13 pockets to hold tools and personal items. Reinforced knees and cuffs plus triple stitching provide unmatched durability on the job. Reflective striping and piping on the trousers provide increased visibility and safety on dark jobsites. The elastic waist ensures all-day comfort and flexibility. Lifetime warranty on seams and workmanship. Choose only your waist size when ordering. The length for each waist size is expertly tailored based on average inseam for the waist size. For persons with very long legs, the trousers may fall higher on the work shoes. For persons with short legs, the trousers may fall lower on the work shoes. Features: Waist Size 32 inches Inseam 31.7 inches 13 pockets 7 extra wide belt loops Triple stitching Reflective striping and piping Reinforced knees and cuffs Elastic waist Pockets for kneepads",13 pockets | 7 extra wide belt loops | Triple stitching | Reflective striping and piping | Reinforced knees and cuffs | Elastic waist | Pockets for kneepads,https://s3.amazonaws.com/tswfastcomfiles/product/TTTPWT46TT_M.jpg
TapeTech,PWT50TT,Premium Work Trousers - Waist Size 34,"TapeTech Premium Workwear is the most durable, functional and comfortable clothing in the industry. Designed specifically for drywall finishing professionals, the trousers and shorts help you be more professional, productive and profitable. Constructed of heavy-duty cotton and polyester to prevent shrinking, both the trousers and shorts feature 13 pockets to hold tools and personal items. Reinforced knees and cuffs plus triple stitching provide unmatched durability on the job. Reflective striping and piping on the trousers provide increased visibility and safety on dark jobsites. The elastic waist ensures all-day comfort and flexibility. Lifetime warranty on seams and workmanship. Choose only your waist size when ordering. The length for each waist size is expertly tailored based on average inseam for the waist size. For persons with very long legs, the trousers may fall higher on the work shoes. For persons with short legs, the trousers may fall lower on the work shoes. Features: Waist Size 34 inches Inseam 31.7 inches 13 pockets 7 extra wide belt loops Triple stitching Reflective striping and piping Reinforced knees and cuffs Elastic waist Pockets for kneepads",13 pockets | 7 extra wide belt loops | Triple stitching | Reflective striping and piping | Reinforced knees and cuffs | Elastic waist | Pockets for kneepads,https://s3.amazonaws.com/tswfastcomfiles/product/TTTPWT46TT_M.jpg
TapeTech,,,,,
TapeTech,,,,,
TapeTech,700033F,Pump Coarse Mesh Screen,For Repair or Maintenance of the TapeTech 72TT or 73TT Pumps,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT700033F_M.jpg
TapeTech,057356,Pump Tube Cleaning Brush,Pump Tube Cleaning Brush,,https://s3.amazonaws.com/tswfastcomfiles/product/TTT057356_M.jpg
TapeTech,QCATT,Quick-Connect Adapter,Quick-Connect Adapter,,https://s3.amazonaws.com/tswfastcomfiles/product/TTTQCATT_M.jpg
TapeTech,QB06QSX,"QuickBox QSX - 6.5""","The new QuickBox QSX from TapeTech is the first finishing box specifically designed to be used with fast-setting joint compounds. The 6 QuickBox QSX is the perfect tool for contractors who use fast-setting joint compound for the first coat over the paper or fiberglass joint tape. Constructed from advanced space age materials, fast-setting joint compound is easily removed from the finishing box, even hours or days later. The compound literally falls out of the QuickBox QSX with a few light taps. The glass-filled polypropylene shell provides a slick surface with maximum strength and durability. The optimized blade design matches the blade with the application, eliminating the need to make adjustments or change crown settings. And it takes just a few seconds to change the long-lasting blades. QuickBox QSX works with all finishing box handles, including the Wizard . Now you can combine the speed and consistency of finishing boxes with the speed of fast-setting joint compound! Includes: (1) QuickBox QSX (1) QB60035 Blade (1) QB60235 Blade",,https://s3.amazonaws.com/gmscom/master/media-common/product/TTTQB06QSX_M.jpg
TapeTech,050072F,Rear Support,TapeTech 04TT Replacement Rear Support,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT050072F_M.jpg
TapeTech,CFK01TT,Roller Kit for Corner Flusher,Roller Kit for Corner Flusher,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTTCFK01TT_M.jpg
TapeTech,059106,Screw 4-40 X 1/8 Sltd,Replacement Screw 4-40 X 1/8 Sltd for TapeTech 04TT and 05TT,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT059106_M.jpg
TapeTech,059029,Screw 6-32 X 5/8 Fl.,Screw 6-32 X 5/8 Fl.,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT059029_M.jpg
TapeTech,059117,"Screw Self Tap #8  x5/16""","SCREW SELF TAP #8 x5/16""",,https://s3.amazonaws.com/gmscom/master/media-common/product/059117_med.jpg
TapeTech,209048,"Screw, 4-40 X 1/8 Bind. Hd. S.S.","Replacement Screw, 4-40 X 1/8 Bind. Hd. S.S. for TapeTech 04TT Automatic Taper",,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT209048_M.jpg
TapeTech,219080,"Screw, 6-32 X 5/8","Screw, 6-32 X 5/8 Fits 12 Parts: 22TT, 24TT 27TT, 28TT 32TT, 33TT EZ07H, EZ10H, EZ12H PAO7H, PA10H, PA12H","22TT, 24TT | 27TT, 28TT | 32TT, 33TT | EZ07H, EZ10H, EZ12H | PAO7H, PA10H, PA12H",https://s3.amazonaws.com/gmscom/master/media-common/product/TTT219080_m.jpg
TapeTech,489029,"Screw, 6-32 X 5/8",Replacement TapeTech Screw for Corner finisher 48TT and 48XTT,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT489029_M.jpg
TapeTech,350033F,Seal Block,Replacement seal block for TapeTech 35TT 8in Corner Applicator,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT350033F_M.jpg
TapeTech,210059,Shoulder Screw,Shoulder Screw,,https://s3.amazonaws.com/tswfastcomfiles/product/TTT210059_M.jpg
TapeTech,251025G,Side Plate,Side Plate,,https://s3.amazonaws.com/tswfastcomfiles/product/TTT251025G_M.jpg
TapeTech,251023G,Side Plate,Side Plate,,https://s3.amazonaws.com/tswfastcomfiles/product/TTT251023G_M.jpg
TapeTech,050023F,Spacer Bar,Spacer Bar,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT050023F_M.jpg
TapeTech,050090F,Spacer Bar,TapeTech 04TT Replacement Spacer Bar,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT050090F_M.jpg
TapeTech,050152F,Spacer Rod,Spacer Rod,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT050152F_M.jpg
TapeTech,219091,Spring,Spring,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT219091_M.jpg
TapeTech,506009,Stainless Steel Cone,Stainless Steel Cone Fits 50TT and 35TT Corner Applicators,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT506009_M.jpg
TapeTech,054104,Tape Runner Assembly,Tape Runner Assembly,,https://s3.amazonaws.com/tswfastcomfiles/product/TTT054075_M.jpg
TapeTech,411003,Tape Tech Part 411003,"Part for 4"" Corner Flusher Tape Tech Part #411003",,https://s3.amazonaws.com/tswfastcomfiles/product/IMAGE_COMING_SOON.jpg
TapeTech,RTTCTT,Taper Cable Repair Tool,Taper Cable Repair Tool,,https://s3.amazonaws.com/tswfastcomfiles/product/TTTRTTCTT_M.jpg
TapeTech,057355,Taper Tube Cleaning Brush,Taper Tube Cleaning Brush,,https://s3.amazonaws.com/tswfastcomfiles/product/TTT057355_M.jpg
TapeTech,254005,"TapeTech 10"" Clamp Assembly","TapeTech 10"" Clamp Assembly",,https://s3.amazonaws.com/tswfastcomfiles/product/TTT254005_M.jpg
TapeTech,256027G,"TapeTech 10"" Gold Pressure Plate","TapeTech 10"" Gold Pressure Plate",,https://s3.amazonaws.com/tswfastcomfiles/product/TTT256027G_M.jpg
TapeTech,TG110565PS,TapeTech 11″ x 5″ Premium Gold Stainless Steel Finishing Trowel – ProSoft Grip,"TapeTech Premium Finishing Trowels are the highest quality finishing trowels on the market. The 0.65 mm blade thickness makes these finishing trowels the workhorse of your tool kit and the perfect starting point towards the perfect finish of drywall, plaster, EIFS, stucco, epoxy and micro-cements. The triple-hardened European stainless steel blades ensure maximum performance, and the ProSoft handle is slip-resistant and comfortable to reduce user fatigue. TapeTech Premium Finishing Trowels provide the ultimate combination of performance, flexibility and durability, resulting in long life and a perfect finish every time.",,https://s3.amazonaws.com/tswfastcomfiles/product/20258_MD-TTTTG110565PS_M.jpg
TapeTech,306027G,"TapeTech 12"" Pressure Plate (Gold)","TapeTech 12"" Pressure Plate (Gold) TapeTech part number: 306027G",,https://s3.amazonaws.com/tswfastcomfiles/product/TTT306027G_M.jpg
TapeTech,PFB12,"TapeTech 12"" Replace Blade for Finishing Knife","TapeTech 12"" Replace Blade for Finishing Knife",,https://s3.amazonaws.com/tswfastcomfiles/product/TTTPFB12_M.jpg
TapeTech,310071,"TapeTech 12"" Spacer Rod","TapeTech 12"" Spacer Rod",,https://s3.amazonaws.com/tswfastcomfiles/product/TTT310071_M.jpg
